rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/critic_loss,train/actor_loss,train/ent_coef,time/fps,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/n_updates,train/learning_rate
-4.206993000000001,207,4,2.358182668685913,-120.45278930664062,0.017231591045856476,24,1257.0,5028,-164.40731811523438,4927,0.0008459126528049375
-3.1917081250000003,403,8,34.8134765625,-123.98251342773438,0.0011100847041234374,24,1257.0,10056,43.521278381347656,9955,0.0008459126528049375
-2.5339905833333334,592,12,5.8187150955200195,-122.40447998046875,0.0010752673260867596,25,1257.0,15084,154.84036254882812,14983,0.0008459126528049375
-2.159801375,790,16,14.225627899169922,-108.5553970336914,0.0017561904387548566,25,1257.0,20112,68.85655212402344,20011,0.0008459126528049375
-2.02165425,4,20,6.25947380065918,-102.25994873046875,0.000758161477278918,29,1257.0,25140,-1.7133948802947998,25039,0.0008459126528049375
-1.8828769166666666,196,24,1.5575772523880005,-102.93174743652344,0.0006766505539417267,26,1257.0,30168,58.98371505737305,30067,0.0008459126528049375
-1.7629480357142853,397,28,1.9318398237228394,-99.65489959716797,0.0005737882456742227,25,1257.0,35196,153.31089782714844,35095,0.0008459126528049375
-1.68978153125,582,32,7.897495746612549,-93.31790924072266,0.0008384426473639905,26,1257.0,40224,41.6278076171875,40123,0.0008459126528049375
-1.6198757777777777,778,36,1.9856181144714355,-89.96070861816406,0.0005544915911741555,25,1257.0,45252,69.3606185913086,45151,0.0008459126528049375
-1.5531105999999997,10,40,2.330483913421631,-87.96541595458984,0.0004979822551831603,26,1257.0,50280,-39.64656448364258,50179,0.0008459126528049375
-1.4943024318181815,198,44,8.113075256347656,-62.64212417602539,0.002105639548972249,26,1257.0,55308,17.5546875,55207,0.0008459126528049375
-1.4501306666666667,360,48,2.9150049686431885,-56.3491096496582,0.0007747711497358978,28,1257.0,60336,66.49046325683594,60235,0.0008459126528049375
-1.4337907884615386,518,52,2.084596872329712,-35.74050521850586,0.0005807564593851566,29,1257.0,65364,-4.957276821136475,65263,0.0008459126528049375
-1.420931232142857,677,56,1.845470666885376,-29.06402015686035,0.0003111583355348557,30,1257.0,70392,12.042230606079102,70291,0.0008459126528049375
-1.3922992833333332,16,60,1.0296905040740967,-30.084352493286133,0.0006435242830775678,25,1257.0,75420,-9.661296844482422,75319,0.0008459126528049375
-1.37677071875,202,64,0.4372037947177887,-9.79874038696289,0.0004087556735612452,26,1257.0,80448,-30.579124450683594,80347,0.0008459126528049375
-1.3574736029411765,370,68,0.2212616205215454,-7.220267295837402,0.00031086913077160716,28,1257.0,85476,-20.323448181152344,85375,0.0008459126528049375
-1.3512559583333332,558,72,0.5369638204574585,-6.382255554199219,0.00033540825825184584,27,1257.0,90504,0.545341432094574,90403,0.0008459126528049375
-1.3642329078947366,740,76,13.43465805053711,-0.45186847448349,0.0005895544891245663,27,1257.0,95532,331.40594482421875,95431,0.0008459126528049375
