time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/n_updates,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,4060,512,0,,,,,,,,,,,,,
2,2487,1024,0,0.216552734375,-0.06183743476867676,-0.03369459509849548,0.21390724735101685,16,0.2,0.0004092704424510632,-0.02801542475936003,0.019701574,-44.010751128196716,1.0018887519836426,,
3,2220,1536,0,0.274169921875,-0.004758238792419434,-0.04127885773777962,0.006148329965071753,32,0.2,0.0004092704424510632,-0.029534477274864912,0.019470604,-44.05843675136566,1.002683162689209,-3.20935,1257.0
4,2100,2048,0,0.3525390625,0.005203306674957275,-0.03471612185239792,0.020306108810473233,48,0.2,0.0004092704424510632,-0.03263526505907066,0.029277887,-44.05745482444763,1.0018740892410278,-3.20935,1257.0
5,2035,2560,1,0.240234375,-0.02626180648803711,-0.027503136545419693,0.004614749297616072,64,0.2,0.0004092704424510632,-0.024103727177134715,0.016501311,-44.03208863735199,1.001297116279602,-3.1035945,1257.0
6,2001,3072,1,0.2989501953125,0.008040249347686768,-0.03484805300831795,0.018289076659129933,80,0.2,0.0004092704424510632,-0.03078077911050059,0.019838218,-44.019031047821045,1.0007609128952026,-3.1035945,1257.0
7,1962,3584,1,0.293701171875,-0.12094056606292725,-0.044204361736774445,0.0022048491991881747,96,0.2,0.0004092704424510632,-0.03461663579219021,0.0203816,-43.98143458366394,0.9988840222358704,-3.1035945,1257.0
8,1944,4096,2,0.3099365234375,-0.008963942527770996,-0.04427075758576393,0.0045976103720022365,112,0.2,0.0004092704424510632,-0.03532099997391924,0.019067911,-43.93254506587982,0.9981038570404053,-3.0237996666666667,1257.0
9,1930,4608,2,0.3316650390625,0.003443419933319092,-0.030982598662376404,0.040635278448462486,128,0.2,0.0004092704424510632,-0.0313607634161599,0.025850344,-43.94416844844818,0.9998409152030945,-3.0237996666666667,1257.0
10,1913,5120,2,0.2080078125,-0.07551240921020508,-0.04372634366154671,0.005404582589108031,144,0.2,0.0004092704424510632,-0.022353832464432344,0.015218882,-43.97776484489441,0.9995729327201843,-3.05614175,1257.0
11,1903,5632,2,0.228759765625,0.05716508626937866,0.0030997982248663902,0.050819437485188246,160,0.2,0.0004092704424510632,-0.02183315096772276,0.01777333,-43.9105988740921,0.9957430362701416,-3.05614175,1257.0
12,1896,6144,3,0.2515869140625,-0.8893471956253052,-0.03913529962301254,0.0038750793246435933,176,0.2,0.0004092704424510632,-0.023963129671756178,0.017769318,-43.79896306991577,0.9928344488143921,-3.05614175,1257.0
13,1884,6656,3,0.230712890625,-0.0031746625900268555,-0.02169577032327652,0.0035097437430522405,192,0.2,0.0004092704424510632,-0.023987202992429957,0.015808467,-43.727962374687195,0.9916660189628601,-3.1118398,1257.0
14,1876,7168,3,0.3514404296875,0.0022935867309570312,-0.017325561493635178,0.06645880325231701,208,0.2,0.0004092704424510632,-0.03699720034637721,0.040218305,-43.722291469573975,0.992224931716919,-3.1118398,1257.0
15,1868,7680,4,0.2421875,-0.06994342803955078,-0.025061551481485367,0.00467261768062599,224,0.2,0.0004092704424510632,-0.026160025532590225,0.020933738,-43.71874165534973,0.9909549951553345,-3.0890655000000002,1257.0
16,1863,8192,4,0.2489013671875,0.014755725860595703,-0.00696321576833725,0.06582079944200814,240,0.2,0.0004092704424510632,-0.023567366355564445,0.017321456,-43.65795278549194,0.9886306524276733,-3.0890655000000002,1257.0
17,1856,8704,4,0.2021484375,-0.9010752439498901,-0.03637741878628731,0.004169526539044455,256,0.2,0.0004092704424510632,-0.025644273293437436,0.015231372,-43.60325598716736,0.9875550270080566,-3.0890655000000002,1257.0
18,1853,9216,4,0.2291259765625,-0.005694389343261719,-0.030053555965423584,0.0032697502574592363,272,0.2,0.0004092704424510632,-0.023580965062137693,0.015338022,-43.59251844882965,0.9882768988609314,-3.0769125714285717,1257.0
19,1851,9728,5,0.27978515625,0.004503965377807617,0.0003992803394794464,0.08691739290952682,288,0.2,0.0004092704424510632,-0.028722923321765848,0.023976848,-43.64629530906677,0.9907798767089844,-3.0769125714285717,1257.0
20,1846,10240,5,0.2799072265625,-0.39011096954345703,-0.04187840595841408,0.009320894023403525,304,0.2,0.0004092704424510632,-0.029889497134718113,0.023516469,-43.71482956409454,0.9927904009819031,-3.07518125,1257.0
21,1846,10752,5,0.279541015625,0.025954604148864746,0.007013140246272087,0.07931615458801389,320,0.2,0.0004092704424510632,-0.023945523658767343,0.021004813,-43.71785748004913,0.9900467395782471,-3.07518125,1257.0
22,1844,11264,6,0.23779296875,-3.7178287506103516,-0.041903283447027206,0.0075020598524133675,336,0.2,0.0004092704424510632,-0.03026599553413689,0.018405579,-43.610692620277405,0.9870098233222961,-3.07518125,1257.0
23,1841,11776,6,0.2481689453125,0.009390175342559814,-0.05030682682991028,0.0022875685681356117,352,0.2,0.0004092704424510632,-0.029954692072351463,0.020780966,-43.53974783420563,0.986000657081604,-3.0660744444444443,1257.0
24,1839,12288,6,0.3292236328125,0.004164218902587891,-0.015435799956321716,0.09450870635919273,368,0.2,0.0004092704424510632,-0.03380315199319739,0.040086433,-43.53874409198761,0.9869360327720642,-3.0660744444444443,1257.0
25,1837,12800,6,0.2154541015625,-1.4139630794525146,-0.03433985263109207,0.00897215836448595,384,0.2,0.0004092704424510632,-0.022485974797746167,0.017792378,-43.55465579032898,0.986565113067627,-3.0379829000000003,1257.0
26,1833,13312,7,0.2200927734375,0.012156069278717041,-0.0001322031021118164,0.10107175074517727,400,0.2,0.0004092704424510632,-0.021118939999723807,0.019604445,-43.547980070114136,0.9870776534080505,-3.0379829000000003,1257.0
27,1828,13824,7,0.23583984375,-1.2880733013153076,-0.045734599232673645,0.006631066891713999,416,0.2,0.0004092704424510632,-0.028475987928686664,0.01715972,-43.547741055488586,0.9860512614250183,-3.0379829000000003,1257.0
28,1823,14336,7,0.1983642578125,0.03648000955581665,-0.037823524326086044,0.0022617547256231774,432,0.2,0.0004092704424510632,-0.02281293840496801,0.013542075,-43.513020753860474,0.9854844212532043,-3.0466830000000003,1257.0
29,1824,14848,8,0.2843017578125,0.006726741790771484,-0.01725805178284645,0.026700656162574887,448,0.2,0.0004092704424510632,-0.024676402390468866,0.03452337,-43.52779531478882,0.9868479371070862,-3.0466830000000003,1257.0
30,1823,15360,8,0.2235107421875,-0.03079044818878174,-0.03323129937052727,0.005254054740362335,464,0.2,0.0004092704424510632,-0.022836954798549414,0.013300048,-43.563103437423706,0.9873842597007751,-3.040042416666667,1257.0
31,1822,15872,8,0.232421875,0.029043078422546387,0.017904646694660187,0.10808268305845559,480,0.2,0.0004092704424510632,-0.028120283051976003,0.022202719,-43.56241834163666,0.9870033264160156,-3.040042416666667,1257.0
32,1822,16384,8,0.250732421875,-1.4795517921447754,-0.04367866739630699,0.009400223512784578,496,0.2,0.0004092704424510632,-0.02971197580336593,0.026224926,-43.5535432100296,0.9873155951499939,-3.0389446923076924,1257.0
33,1821,16896,9,0.24658203125,0.007912397384643555,0.010173279792070389,0.12168574426323175,512,0.2,0.0004092704424510632,-0.02452767083013896,0.019911814,-43.54698598384857,0.9858930706977844,-3.0389446923076924,1257.0
34,1819,17408,9,0.1815185546875,-1.8313305377960205,-0.026623118668794632,0.00786065282591153,528,0.2,0.0004092704424510632,-0.020415207487531006,0.015071165,-43.47692692279816,0.9835104942321777,-3.0389446923076924,1257.0
35,1819,17920,9,0.2371826171875,-0.013353705406188965,-0.024657895788550377,0.004419362900080159,544,0.2,0.0004092704424510632,-0.027916317281778902,0.015786037,-43.42925679683685,0.9834542870521545,-3.034572571428572,1257.0
36,1817,18432,10,0.2457275390625,0.009073972702026367,0.017660066485404968,0.16801042738370597,560,0.2,0.0004092704424510632,-0.02303912542265607,0.026125759,-43.437270760536194,0.9836637377738953,-3.034572571428572,1257.0
37,1816,18944,10,0.1943359375,-3.5807480812072754,-0.03413175418972969,0.010849531143321656,576,0.2,0.0004092704424510632,-0.025566936310497113,0.018388605,-43.42566514015198,0.9823296666145325,-3.0326028000000003,1257.0
38,1815,19456,10,0.243896484375,0.0017160773277282715,0.08786540478467941,0.21560055064037442,592,0.2,0.0004092704424510632,-0.025520152194076218,0.025967034,-43.37792420387268,0.9807830452919006,-3.0326028000000003,1257.0
39,1815,19968,11,0.2254638671875,-0.012147307395935059,-0.043490931391716,0.0031980064704839606,608,0.2,0.0004092704424510632,-0.025437327480176464,0.01961299,-43.345160484313965,0.9806687831878662,-3.0326028000000003,1257.0
40,1815,20480,11,0.1956787109375,-0.009184002876281738,-0.03196702152490616,0.002848980777343968,624,0.2,0.0004092704424510632,-0.02205063505243743,0.01721507,-43.33263075351715,0.9793957471847534,-3.0278938125000003,1257.0
41,1814,20992,11,0.225830078125,0.0036730170249938965,0.04194939509034157,0.21471375972032547,640,0.2,0.0004092704424510632,-0.021187405043747276,0.02340467,-43.299901723861694,0.97923344373703,-3.0278938125000003,1257.0
42,1813,21504,11,0.188720703125,-5.480673789978027,-0.027468014508485794,0.0241318705084268,656,0.2,0.0004092704424510632,-0.02347084990469739,0.01770936,-43.28946602344513,0.9778915047645569,-3.028036,1257.0
43,1814,22016,12,0.2340087890625,0.30639004707336426,0.0470694862306118,0.16826701862737536,672,0.2,0.0004092704424510632,-0.024847491149557754,0.021706484,-43.24507510662079,0.9771305322647095,-3.028036,1257.0
44,1814,22528,12,0.2076416015625,-0.7845115661621094,-0.034661225974559784,0.013462864328175783,688,0.2,0.0004092704424510632,-0.024731375131523237,0.019113403,-43.24517095088959,0.9778978228569031,-3.028036,1257.0
45,1813,23040,12,0.2623291015625,-0.11445331573486328,-0.035882338881492615,0.002595059555460466,704,0.2,0.0004092704424510632,-0.027265494238235988,0.022261977,-43.27892351150513,0.9795965552330017,-3.029254055555556,1257.0
46,1813,23552,12,0.247314453125,0.03980952501296997,0.029807135462760925,0.16478730901144445,720,0.2,0.0004092704424510632,-0.02678834105608985,0.026799116,-43.314464807510376,0.979773759841919,-3.029254055555556,1257.0
47,1814,24064,13,0.1571044921875,-4.038576126098633,-0.013490164652466774,0.04132640494208317,736,0.2,0.0004092704424510632,-0.02253880354692228,0.01653877,-43.32654094696045,0.9809371829032898,-3.017651473684211,1257.0
48,1815,24576,13,0.244140625,0.037731289863586426,0.01933426782488823,0.15418101125396788,752,0.2,0.0004092704424510632,-0.02037297196511645,0.022852164,-43.362311124801636,0.9814302325248718,-3.017651473684211,1257.0
49,1815,25088,13,0.255859375,-7.634547233581543,-0.041549477726221085,0.011227976137888618,768,0.2,0.0004092704424510632,-0.030193856975529343,0.018926198,-43.359954595565796,0.9813701510429382,-3.017651473684211,1257.0
50,1815,25600,14,0.27392578125,0.015208244323730469,-0.03451133146882057,0.0020552752321236767,784,0.2,0.0004092704424510632,-0.03240510882460512,0.019129936,-43.368443965911865,0.981644332408905,-3.0096437500000004,1257.0
51,1816,26112,14,0.283203125,0.011377334594726562,0.008319362998008728,0.1643647870514542,800,0.2,0.0004092704424510632,-0.027030537312384695,0.04023015,-43.39201354980469,0.9831507205963135,-3.0096437500000004,1257.0
52,1817,26624,14,0.2197265625,-4.205328941345215,-0.041843123733997345,0.014355032777530141,816,0.2,0.0004092704424510632,-0.02870408540184144,0.020157823,-43.43915128707886,0.9846180081367493,-3.0097152857142864,1257.0
53,1815,27136,14,0.209716796875,0.00816500186920166,0.038361333310604095,0.19317750679329038,832,0.2,0.0004092704424510632,-0.020497415694990195,0.02000061,-43.496333360672,0.9863380789756775,-3.0097152857142864,1257.0
54,1813,27648,15,0.1973876953125,-4.995152950286865,-0.03139349818229675,0.008819046408461872,848,0.2,0.0004092704424510632,-0.024043343029916286,0.014418024,-43.51813316345215,0.9860929250717163,-3.0097152857142864,1257.0
55,1812,28160,15,0.22265625,0.15871429443359375,-0.025866637006402016,0.0019702409772435203,864,0.2,0.0004092704424510632,-0.02908377393032424,0.016432889,-43.53250598907471,0.9880233407020569,-3.0027081818181824,1257.0
56,1810,28672,15,0.3017578125,0.019973576068878174,-0.005124865099787712,0.06581156770698726,880,0.2,0.0004092704424510632,-0.024334347021067515,0.039333977,-43.592982053756714,0.9895153641700745,-3.0027081818181824,1257.0
57,1809,29184,16,0.222900390625,-2.6568336486816406,-0.04864469915628433,0.006657717371126637,896,0.2,0.0004092704424510632,-0.022735069564078003,0.016916066,-43.61862230300903,0.9895142912864685,-3.0060150434782615,1257.0
58,1808,29696,16,0.23681640625,0.006019413471221924,0.06809697300195694,0.2406297391280532,912,0.2,0.0004092704424510632,-0.021059836843051016,0.018236056,-43.61244189739227,0.9894855618476868,-3.0060150434782615,1257.0
59,1809,30208,16,0.2127685546875,-8.202348709106445,-0.03525659069418907,0.010100678013259312,928,0.2,0.0004092704424510632,-0.025178294366924092,0.017247327,-43.59437274932861,0.9879800081253052,-3.0035068333333332,1257.0
60,1809,30720,16,0.2528076171875,0.022064149379730225,0.031104978173971176,0.19239638443104923,944,0.2,0.0004092704424510632,-0.024983867740957066,0.019363526,-43.530214071273804,0.9863830804824829,-3.0035068333333332,1257.0
61,1810,31232,17,0.1790771484375,-1.6124203205108643,-0.027236707508563995,0.01312925890670158,960,0.2,0.0004092704424510632,-0.022230329632293433,0.014050279,-43.496458530426025,0.9855128526687622,-3.0035068333333332,1257.0
62,1811,31744,17,0.236083984375,-0.04857528209686279,-0.037069037556648254,0.005266712178126909,976,0.2,0.0004092704424510632,-0.025827973091509193,0.014702667,-43.48867869377136,0.9858863949775696,-3.0023380000000004,1257.0
63,1811,32256,17,0.232177734375,0.04955744743347168,0.019907832145690918,0.19424413447268307,992,0.2,0.0004092704424510632,-0.0281183577462798,0.020604521,-43.51595973968506,0.9871653914451599,-3.0023380000000004,1257.0
64,1812,32768,18,0.2125244140625,-5.483771800994873,-0.03797505423426628,0.013733035826589912,1008,0.2,0.0004092704424510632,-0.025426218402571976,0.01952402,-43.517332911491394,0.9852051138877869,-3.0054728846153846,1257.0
65,1813,33280,18,0.23388671875,0.024529635906219482,0.030326958745718002,0.19228980806656182,1024,0.2,0.0004092704424510632,-0.025116228440310806,0.021312026,-43.43042755126953,0.9828370809555054,-3.0054728846153846,1257.0
66,1813,33792,18,0.22705078125,-3.4033241271972656,-0.03270357474684715,0.007738786851405166,1040,0.2,0.0004092704424510632,-0.025920067419065163,0.022397652,-43.40694582462311,0.9838334918022156,-3.0054728846153846,1257.0
67,1814,34304,18,0.227294921875,-0.09459149837493896,-0.03497889265418053,0.004177642040303908,1056,0.2,0.0004092704424510632,-0.024897803319618106,0.016184028,-43.40484130382538,0.9817865490913391,-3.0025287407407406,1257.0
68,1815,34816,19,0.2183837890625,0.04564070701599121,0.0314503014087677,0.225448296405375,1072,0.2,0.0004092704424510632,-0.02370830569998361,0.024456752,-43.3537859916687,0.9813843965530396,-3.0025287407407406,1257.0
69,1815,35328,19,0.1927490234375,-8.492314338684082,-0.0334632508456707,0.024831218892359175,1088,0.2,0.0004092704424510632,-0.022041363597963937,0.017464582,-43.37450182437897,0.9835156798362732,-3.0064371071428573,1257.0
70,1816,35840,19,0.256591796875,0.0144997239112854,0.03596369922161102,0.24303948832675815,1104,0.2,0.0004092704424510632,-0.02476533110893797,0.031864822,-43.433154463768005,0.9841496348381042,-3.0064371071428573,1257.0
71,1817,36352,20,0.1990966796875,-1.1917846202850342,-0.023451682180166245,0.02005262387683615,1120,0.2,0.0004092704424510632,-0.022310643587843515,0.018145936,-43.431909918785095,0.9837848544120789,-3.0064371071428573,1257.0
