time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/n_updates,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,3986,512,0,,,,,,,,,,,,,
2,2310,1024,0,0.328369140625,-0.11004698276519775,-0.04095038026571274,0.10581887250009459,16,0.2,0.0004092704424510632,-0.035410272277658805,0.023042716,-43.99621522426605,1.0007058382034302,,
3,2014,1536,0,0.2552490234375,-0.03329932689666748,-0.03847379609942436,0.0053232840582495555,32,0.2,0.0004092704424510632,-0.029600925685372204,0.019334005,-43.99633765220642,0.9998306632041931,-2.950327,1257.0
4,1896,2048,1,0.298828125,-0.012862443923950195,-0.028748150914907455,0.02125588635681197,48,0.2,0.0004092704424510632,-0.023659742495510727,0.019619854,-43.97467374801636,0.9999107122421265,-2.950327,1257.0
5,1839,2560,1,0.266357421875,-0.0037147998809814453,-0.03568119555711746,0.005372550753236283,64,0.2,0.0004092704424510632,-0.028708671379717998,0.017440988,-43.992725253105164,1.0005919933319092,-3.083278,1257.0
6,1803,3072,1,0.3017578125,0.005643367767333984,-0.025388188660144806,0.015826441755052656,80,0.2,0.0004092704424510632,-0.027559047302929685,0.019373424,-43.998119473457336,1.0001896619796753,-3.083278,1257.0
7,1778,3584,2,0.2623291015625,0.02382558584213257,-0.032418981194496155,0.0023567219213873614,96,0.2,0.0004092704424510632,-0.02775794487388339,0.016345028,-43.99999690055847,1.0010247230529785,-3.083278,1257.0
8,1759,4096,2,0.2552490234375,-0.01245105266571045,-0.040791504085063934,0.004925273962726351,112,0.2,0.0004092704424510632,-0.025650254130596295,0.01655633,-44.00817167758942,1.000414252281189,-3.0554810000000003,1257.0
9,1743,4608,2,0.294921875,-8.606910705566406e-05,-0.01843140833079815,0.03809696697862819,128,0.2,0.0004092704424510632,-0.029563286487245932,0.019849963,-43.98065102100372,0.9995436072349548,-3.0554810000000003,1257.0
10,1731,5120,2,0.2843017578125,-0.036247968673706055,-0.04366108030080795,0.005213607648329344,144,0.2,0.0004092704424510632,-0.030062545512919314,0.017404642,-43.96807944774628,0.9996000528335571,-3.0721220000000002,1257.0
11,1722,5632,3,0.2535400390625,0.0017526745796203613,-0.007141558453440666,0.05195876001380384,160,0.2,0.0004092704424510632,-0.02489289565710351,0.015489584,-43.956799149513245,0.9985970258712769,-3.0721220000000002,1257.0
12,1716,6144,3,0.177001953125,-0.02444005012512207,-0.022241847589612007,0.003484405569906812,176,0.2,0.0004092704424510632,-0.018781247112201527,0.012087742,-43.937458515167236,0.9987590909004211,-3.0721220000000002,1257.0
13,1713,6656,3,0.2760009765625,-0.0022786855697631836,-0.04569249227643013,0.003165817692206474,192,0.2,0.0004092704424510632,-0.027540215029148385,0.019394051,-43.96640944480896,1.0008379220962524,-3.0842538,1257.0
14,1703,7168,4,0.226806640625,0.002836883068084717,0.00114421546459198,0.06636576761957258,208,0.2,0.0004092704424510632,-0.02472624010988511,0.016598161,-43.99827313423157,0.9997420310974121,-3.0842538,1257.0
15,1700,7680,4,0.2655029296875,-0.023933053016662598,-0.029218604788184166,0.0047998927111621015,224,0.2,0.0004092704424510632,-0.025592964055249467,0.019735247,-43.97972917556763,1.0011566877365112,-3.087146666666667,1257.0
16,1696,8192,4,0.237548828125,0.0012756586074829102,0.006408762186765671,0.07852650224231184,240,0.2,0.0004092704424510632,-0.02301121919299476,0.015840732,-44.03685235977173,1.0024584531784058,-3.087146666666667,1257.0
17,1692,8704,5,0.2598876953125,-0.3500983715057373,-0.04685754328966141,0.003072516788961366,256,0.2,0.0004092704424510632,-0.031286861951230094,0.019396633,-44.036134004592896,1.0007474422454834,-3.087146666666667,1257.0
18,1687,9216,5,0.2218017578125,-0.002705693244934082,-0.032374534755945206,0.0028998939269513357,272,0.2,0.0004092704424510632,-0.023628041264601052,0.016651709,-43.96765637397766,0.9994049668312073,-3.081022428571429,1257.0
19,1684,9728,5,0.311767578125,0.0016764998435974121,0.023032166063785553,0.1116827770601958,288,0.2,0.0004092704424510632,-0.027778293035225943,0.026736956,-43.94327092170715,0.9985660910606384,-3.081022428571429,1257.0
20,1682,10240,6,0.176025390625,-0.040445685386657715,-0.031023120507597923,0.0062176814244594425,304,0.2,0.0004092704424510632,-0.01824078215577174,0.011768476,-43.92813313007355,0.9988559484481812,-3.081462875,1257.0
21,1680,10752,6,0.2510986328125,0.00011515617370605469,0.011138036847114563,0.1202913720626384,320,0.2,0.0004092704424510632,-0.030651349923573434,0.019479446,-43.93957757949829,0.9988831877708435,-3.081462875,1257.0
22,1677,11264,6,0.18115234375,-0.002907395362854004,-0.030122891068458557,0.004883741203229874,336,0.2,0.0004092704424510632,-0.020232618058798835,0.014493611,-43.90238976478577,0.9963318109512329,-3.081462875,1257.0
23,1670,11776,7,0.2095947265625,0.003857851028442383,-0.03941226005554199,0.002856716982932994,352,0.2,0.0004092704424510632,-0.02412737416307209,0.013771073,-43.801769852638245,0.993065595626831,-3.0727352222222226,1257.0
24,1668,12288,7,0.2835693359375,0.0006186366081237793,0.027883127331733704,0.12482244172133505,368,0.2,0.0004092704424510632,-0.02274942901567556,0.024178162,-43.727832198143005,0.9917132258415222,-3.0727352222222226,1257.0
25,1667,12800,7,0.2314453125,-0.027612924575805664,-0.033733148127794266,0.004393611874547787,384,0.2,0.0004092704424510632,-0.024356961948797107,0.017444592,-43.691792011260986,0.9908505082130432,-3.0417671000000004,1257.0
26,1666,13312,7,0.298095703125,0.0006976127624511719,0.04785654693841934,0.14822532702237368,400,0.2,0.0004092704424510632,-0.03078143674065359,0.024922904,-43.675479769706726,0.9912102222442627,-3.0417671000000004,1257.0
27,1666,13824,8,0.25048828125,-0.03888964653015137,-0.03720928728580475,0.00452759389008861,416,0.2,0.0004092704424510632,-0.027642255678074434,0.01753895,-43.69737243652344,0.9918966889381409,-3.0417671000000004,1257.0
28,1663,14336,8,0.1959228515625,0.005476534366607666,-0.03540993481874466,0.002119655855494784,432,0.2,0.0004092704424510632,-0.023759227711707354,0.012361517,-43.69755148887634,0.9910175204277039,-3.030790363636364,1257.0
29,1662,14848,8,0.26953125,0.000971376895904541,-0.01839345693588257,0.03350875724572688,448,0.2,0.0004092704424510632,-0.023438023315975443,0.030267058,-43.65696167945862,0.9897414445877075,-3.030790363636364,1257.0
30,1661,15360,9,0.2349853515625,-0.004179239273071289,-0.02460286393761635,0.005118960521940608,464,0.2,0.0004092704424510632,-0.023420375247951597,0.016845774,-43.63244128227234,0.9897181987762451,-3.03225675,1257.0
31,1660,15872,9,0.29443359375,0.0010939836502075195,0.050698358565568924,0.20181227941066027,480,0.2,0.0004092704424510632,-0.030443902360275388,0.030420415,-43.62872397899628,0.9891987442970276,-3.03225675,1257.0
32,1661,16384,9,0.20361328125,-0.08292138576507568,-0.024886231869459152,0.00419771509768907,496,0.2,0.0004092704424510632,-0.02114028132200474,0.013969995,-43.606337547302246,0.9885247945785522,-3.032786076923077,1257.0
33,1661,16896,10,0.2286376953125,0.0024314522743225098,0.051308535039424896,0.18900422169826925,512,0.2,0.0004092704424510632,-0.02294961572624743,0.021434184,-43.59732723236084,0.9892425537109375,-3.032786076923077,1257.0
34,1660,17408,10,0.249755859375,-0.4303863048553467,-0.04087177664041519,0.0021968445216771215,528,0.2,0.0004092704424510632,-0.026539461861830205,0.017430078,-43.64230442047119,0.9915741682052612,-3.032786076923077,1257.0
35,1660,17920,10,0.2071533203125,-0.0018091201782226562,-0.02914048172533512,0.004925839144561905,544,0.2,0.0004092704424510632,-0.02251156937563792,0.019488957,-43.70108211040497,0.9925386309623718,-3.0377719285714284,1257.0
36,1659,18432,11,0.2769775390625,0.0002695322036743164,0.06130379065871239,0.21106149908155203,560,0.2,0.0004092704424510632,-0.0310572259768378,0.024425704,-43.70560812950134,0.9921809434890747,-3.0377719285714284,1257.0
37,1657,18944,11,0.242919921875,-0.009164094924926758,-0.04060525447130203,0.005395147571107373,576,0.2,0.0004092704424510632,-0.02599761326564476,0.01909042,-43.685240745544434,0.9911982417106628,-3.039402066666667,1257.0
38,1656,19456,11,0.2535400390625,0.00034540891647338867,0.061425190418958664,0.21364185865968466,592,0.2,0.0004092704424510632,-0.02765269850351615,0.016113814,-43.65060377120972,0.9902921915054321,-3.039402066666667,1257.0
39,1655,19968,12,0.250244140625,-0.05324852466583252,-0.05260564759373665,0.002667995337105822,608,0.2,0.0004092704424510632,-0.026925966114504263,0.019129403,-43.63388955593109,0.9899157285690308,-3.039402066666667,1257.0
40,1654,20480,12,0.1995849609375,-0.0009083747863769531,-0.02066744863986969,0.0032520913337066304,624,0.2,0.0004092704424510632,-0.019443604513071477,0.017161943,-43.61022067070007,0.9894757270812988,-3.0398049375000005,1257.0
41,1654,20992,12,0.2655029296875,0.00031703710556030273,0.07545050978660583,0.21870246529579163,640,0.2,0.0004092704424510632,-0.031203469639876857,0.023776121,-43.60838043689728,0.9893845319747925,-3.0398049375000005,1257.0
42,1654,21504,12,0.266845703125,-0.018085002899169922,-0.04078769311308861,0.004915769764920697,656,0.2,0.0004092704424510632,-0.028177096086437814,0.019209398,-43.58783710002899,0.9884911179542542,-3.027668352941177,1257.0
43,1654,22016,13,0.2960205078125,0.0006821155548095703,0.06767849624156952,0.22174192359670997,672,0.2,0.0004092704424510632,-0.03095251628838014,0.026832808,-43.553391337394714,0.9871472120285034,-3.027668352941177,1257.0
44,1653,22528,13,0.2611083984375,-0.07074034214019775,-0.045289263129234314,0.0036047003413841594,688,0.2,0.0004092704424510632,-0.03176685338257812,0.01804274,-43.51555252075195,0.9860877394676208,-3.027668352941177,1257.0
