time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/n_updates,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1,4259,512,0,,,,,,,,,,,,,
2,2644,1024,0,0.217041015625,-0.1311882734298706,-0.03817072883248329,0.21020468405913562,16,0.2,0.0004092704424510632,-0.02827123287715949,0.015594424,-43.97100114822388,0.9990143775939941,,
3,2327,1536,0,0.27587890625,-0.008295893669128418,-0.0381900891661644,0.005225521563261282,32,0.2,0.0004092704424510632,-0.02866853549494408,0.017711554,-43.953702330589294,0.9990212321281433,-2.862203,1257.0
4,2194,2048,0,0.34619140625,0.0014319419860839844,-0.04085386544466019,0.009905363229336217,48,0.2,0.0004092704424510632,-0.03283963617286645,0.029027043,-43.94509792327881,0.9982929825782776,-2.862203,1257.0
5,2114,2560,1,0.2630615234375,-0.0015668869018554688,-0.02734959125518799,0.005152610880031716,64,0.2,0.0004092704424510632,-0.024115127303957706,0.01766547,-43.92082178592682,0.9976367354393005,-3.005462,1257.0
6,2063,3072,1,0.3114013671875,0.000527501106262207,-0.03368065878748894,0.004811180420801975,80,0.2,0.0004092704424510632,-0.0291018956922926,0.019966539,-43.889119029045105,0.996080219745636,-3.005462,1257.0
7,2023,3584,1,0.2138671875,0.003335893154144287,-0.02231164090335369,0.002728190964262467,96,0.2,0.0004092704424510632,-0.022640414885245264,0.013010072,-43.82915389537811,0.9939787983894348,-3.005462,1257.0
8,2000,4096,2,0.2216796875,-0.0031881332397460938,-0.030078431591391563,0.004203989403322339,112,0.2,0.0004092704424510632,-0.022010361426509917,0.015004469,-43.80123150348663,0.9950156807899475,-3.0384993333333337,1257.0
9,1983,4608,2,0.3472900390625,-0.0021898746490478516,-0.024606510996818542,0.020456757105421275,128,0.2,0.0004092704424510632,-0.030683206889079884,0.026847526,-43.83482360839844,0.9954039454460144,-3.0384993333333337,1257.0
10,1972,5120,2,0.2318115234375,0.0011643767356872559,-0.032006315886974335,0.005763012602983508,144,0.2,0.0004092704424510632,-0.023252689454238862,0.016032856,-43.82938528060913,0.9948118925094604,-3.0615985,1257.0
11,1964,5632,2,0.2891845703125,0.001180410385131836,-0.021631991490721703,0.025406899803783745,160,0.2,0.0004092704424510632,-0.025438160984776914,0.023963872,-43.7937490940094,0.9931424260139465,-3.0615985,1257.0
12,1957,6144,3,0.238037109375,-0.005348324775695801,-0.02842869982123375,0.0033571905332792085,176,0.2,0.0004092704424510632,-0.02590699994470924,0.0156296,-43.72149133682251,0.9900146126747131,-3.0615985,1257.0
13,1951,6656,3,0.2857666015625,4.5239925384521484e-05,-0.036588720977306366,0.00336519908887567,192,0.2,0.0004092704424510632,-0.029836032539606094,0.018896652,-43.63414669036865,0.9878842830657959,-3.0293528000000003,1257.0
