train/ent_coef,time/total_timesteps,time/episodes,train/actor_loss,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps
0.01717965118587017,5032,4,-121.48060607910156,375,4931,1.200691819190979,-178.47720336914062,0.0008459126528049375,1258.0,-4.34727975,13
0.0008632240351289511,10064,8,-127.59307861328125,757,9963,4.244817733764648,-63.80108642578125,0.0008459126528049375,1258.0,-3.413973875,13
0.0008071440970525146,15096,12,-126.00910949707031,1152,14995,4.828314781188965,-19.596933364868164,0.0008459126528049375,1258.0,-2.7346059166666663,13
0.0006055033300071955,20128,16,-121.55809783935547,1545,20027,3.096728801727295,73.64644622802734,0.0008459126528049375,1258.0,-2.4328172500000003,13
0.0009654083987697959,25160,20,-107.57475280761719,12,25059,3.3419227600097656,53.70866775512695,0.0008459126528049375,1258.0,-2.2367239000000003,12
0.0007519318023696542,30192,24,-102.78118133544922,409,30091,3.941530704498291,-2.086826801300049,0.0008459126528049375,1258.0,-2.1409251250000003,12
0.0006992968264967203,35224,28,-100.35529327392578,798,35123,2.8071768283843994,-31.804779052734375,0.0008459126528049375,1258.0,-2.0405858214285715,12
0.0004098937788512558,40256,32,-96.75447082519531,1187,40155,1.6657471656799316,3.1327037811279297,0.0008459126528049375,1258.0,-1.98915675,12
0.0006058443686924875,45288,36,-89.6495590209961,1579,45187,3.8267030715942383,26.157928466796875,0.0008459126528049375,1258.0,-1.9332291944444446,12
0.0006040412117727101,50320,40,-88.85462951660156,24,50219,5.688913345336914,84.12820434570312,0.0008459126528049375,1258.0,-1.907566775,12
0.0012160101905465126,55352,44,-82.96248626708984,420,55251,3.5261459350585938,-88.59114074707031,0.0008459126528049375,1258.0,-1.862368090909091,12
0.0008037941879592836,60384,48,-80.16122436523438,811,60283,2.589221715927124,44.16935729980469,0.0008459126528049375,1258.0,-1.8474717083333332,12
0.0006494030239991844,65416,52,-73.16517639160156,1201,65315,2.3513355255126953,8.566171646118164,0.0008459126528049375,1258.0,-1.8220819807692306,12
0.0003081047907471657,70448,56,-70.39539337158203,1577,70347,1.668662190437317,-39.17361068725586,0.0008459126528049375,1258.0,-1.8121035892857142,12
0.0007883139187470078,75480,60,-63.86354446411133,38,75379,4.23005485534668,-81.2160873413086,0.0008459126528049375,1258.0,-1.7939061,12
0.0006259299116209149,80512,64,-53.93162155151367,441,80411,6.3887529373168945,-75.68396759033203,0.0008459126528049375,1258.0,-1.7687896093750002,12
0.00040545829688198864,85544,68,-50.415687561035156,841,85443,2.238637924194336,-91.15446472167969,0.0008459126528049375,1258.0,-1.7519264411764706,12
0.00047969355364330113,90576,72,-42.681610107421875,1251,90475,2.652719497680664,-8.640501022338867,0.0008459126528049375,1258.0,-1.7373276805555555,12
