train/ent_coef_loss,train/learning_rate,train/n_updates,train/ent_coef,time/fps,train/critic_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss
-170.64268493652344,0.0008459126528049375,4927,0.01730532944202423,11,2.1412620544433594,4,-4.37912125,453,1257.0,5028,-125.0992660522461
-10.584869384765625,0.0008459126528049375,9955,0.001460275729186833,10,3.922478675842285,8,-3.2965856249999996,917,1257.0,10056,-131.03009033203125
51.27799606323242,0.0008459126528049375,14983,0.0008957587415352464,10,5.952962875366211,12,-2.7621935,1390,1257.0,15084,-134.98220825195312
-19.849924087524414,0.0008459126528049375,20011,0.00123663991689682,10,11.96911334991455,16,-2.40894825,1871,1257.0,20112,-130.73825073242188
-30.749652862548828,0.0008459126528049375,25039,0.0005102645955048501,10,19.948894500732422,20,-2.22859725,13,1257.0,25140,-124.96156311035156
47.558006286621094,0.0008459126528049375,30067,0.0005667157820425928,10,5.2819366455078125,24,-2.0987119166666663,494,1257.0,30168,-119.52238464355469
-2.0205960273742676,0.0008459126528049375,35095,0.0008040494867600501,10,24.732315063476562,28,-1.999882714285714,974,1257.0,35196,-109.60969543457031
34.67619323730469,0.0008459126528049375,40123,0.0004861675261054188,10,2.0429608821868896,32,-1.9280073125000001,1454,1257.0,40224,-95.28602600097656
3.8716015815734863,0.0008459126528049375,45151,0.000873858982231468,10,6.194891929626465,36,-1.8787913055555552,1932,1257.0,45252,-80.33645629882812
35.240203857421875,0.0008459126528049375,50179,0.0005180846201255918,10,5.423352241516113,40,-1.8128077500000004,26,1257.0,50280,-77.78446197509766
16.425495147705078,0.0008459126528049375,55207,0.0008245119242928922,10,3.8804407119750977,44,-1.7567369545454552,512,1257.0,55308,-74.43341064453125
-26.966306686401367,0.0008459126528049375,60235,0.000883283675648272,10,5.1668806076049805,48,-1.7042495625,1001,1257.0,60336,-51.2380256652832
93.71504211425781,0.0008459126528049375,65263,0.0002766889811027795,10,6.0781097412109375,52,-1.6606015,1490,1257.0,65364,-42.364559173583984
20.674880981445312,0.0008459126528049375,70291,0.0008431233582086861,10,8.918074607849121,56,-1.6203963571428572,1981,1257.0,70392,-24.228418350219727
-83.89591979980469,0.0008459126528049375,75319,0.0008899847161956131,10,17.34950065612793,60,-1.5863036833333333,39,1257.0,75420,-21.835657119750977
26.374221801757812,0.0008459126528049375,80347,0.001137290964834392,10,8.058571815490723,64,-1.566885875,518,1257.0,80448,-1.7613673210144043
-54.9142951965332,0.0008459126528049375,85375,0.0008940931875258684,10,2.274559259414673,68,-1.5387191029411766,997,1257.0,85476,9.27459716796875
30.801664352416992,0.0008459126528049375,90403,0.0008963599102571607,10,6.176065444946289,72,-1.5235946805555556,1473,1257.0,90504,14.07186508178711
-49.75188446044922,0.0008459126528049375,95431,0.001475348137319088,10,5.579459190368652,76,-1.4808306842105263,1949,1257.0,95532,24.87137794494629
