rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean,time/total_timesteps,time/episodes,train/ent_coef_loss,train/n_updates,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,time/time_elapsed
1258.0,0.017480522394180298,-4.66403625,5032,4,-171.7588348388672,4931,33,-122.65670776367188,0.0008459126528049375,1.8559088706970215,152
1258.0,0.0011144543532282114,-3.6300472500000005,10064,8,-6.838074684143066,9963,32,-117.14108276367188,0.0008459126528049375,5.677943706512451,309
1258.0,0.0008652396500110626,-2.990994583333334,15096,12,-9.292346000671387,14995,32,-106.25205993652344,0.0008459126528049375,3.792494773864746,468
1258.0,0.0015932369278743863,-2.641077375,20128,16,-53.424705505371094,20027,31,-91.15658569335938,0.0008459126528049375,4.650944232940674,629
1258.0,0.0010830508545041084,-2.43022155,25160,20,-63.86819076538086,25059,31,-80.46807861328125,0.0008459126528049375,3.9726409912109375,5
1258.0,0.0010010733967646956,-2.303616875,30192,24,156.6201934814453,30091,28,-68.9947509765625,0.0008459126528049375,6.375592231750488,179
1258.0,0.00036707581602968276,-2.2028671785714287,35224,28,81.1585693359375,35123,27,-65.50909423828125,0.0008459126528049375,3.9216370582580566,376
1258.0,0.0005245074280537665,-2.12747953125,40256,32,-85.00479125976562,40155,27,-46.42169952392578,0.0008459126528049375,2.022657871246338,547
1258.0,0.00044732337119057775,-2.0817360277777777,45288,36,-52.80742645263672,45187,28,-42.168277740478516,0.0008459126528049375,1.5567821264266968,708
1258.0,0.0001539887161925435,-2.04204635,50320,40,-29.792062759399414,50219,32,-41.25508117675781,0.0008459126528049375,0.6167787313461304,9
1258.0,0.0004225611046422273,-2.0091669090909092,55352,44,-69.92479705810547,55251,32,-37.92421340942383,0.0008459126528049375,3.193378448486328,166
1258.0,0.0001470093848183751,-1.9646370833333335,60384,48,-22.062152862548828,60283,32,-35.84619140625,0.0008459126528049375,0.6518152356147766,323
1258.0,0.00010753518290584907,-1.9436161153846154,65416,52,93.2800521850586,65315,32,-35.41680908203125,0.0008459126528049375,0.7285128831863403,481
1258.0,0.00011992092913715169,-1.9403283214285716,70448,56,168.76065063476562,70347,31,-33.33146286010742,0.0008459126528049375,0.4078555703163147,641
1258.0,0.00012027163029415533,-1.9250899500000003,75480,60,-0.7108960151672363,75379,29,-31.83951759338379,0.0008459126528049375,0.338187038898468,16
1258.0,0.00012546146172098815,-1.91352275,80512,64,-25.991432189941406,80411,28,-28.117420196533203,0.0008459126528049375,0.5226994752883911,192
1258.0,0.00023911548487376422,-1.9018232352941178,85544,68,-73.21876525878906,85443,28,-28.128032684326172,0.0008459126528049375,0.30111008882522583,370
1258.0,0.000331744464347139,-1.8880548194444446,90576,72,-23.503128051757812,90475,28,-23.121173858642578,0.0008459126528049375,1.705713152885437,547
1258.0,0.00024860567646101117,-1.8773000131578952,95608,76,-13.067447662353516,95507,28,-21.400259017944336,0.0008459126528049375,0.45342323184013367,722
