train/n_updates,train/critic_loss,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/ent_coef,train/learning_rate,rollout/ep_len_mean,train/ent_coef_loss
4927,49.003299713134766,-120.08052062988281,4,-4.8430235,31,159,5028,0.017351742833852768,0.0008459126528049375,1257.0,-167.55833435058594
9955,3.2080392837524414,-125.6109619140625,8,-3.705869,30,332,10056,0.0009594694711267948,0.0008459126528049375,1257.0,-61.15092468261719
14983,40.85418701171875,-129.05442810058594,12,-2.9894318333333327,29,505,15084,0.0008569390047341585,0.0008459126528049375,1257.0,-37.29735565185547
20011,5.849294662475586,-126.7387924194336,16,-2.6060871875,30,670,20112,0.000887760310433805,0.0008459126528049375,1257.0,-61.585548400878906
25039,3.1785688400268555,-121.32107543945312,20,-2.43746145,35,3,25140,0.0009250189759768546,0.0008459126528049375,1257.0,-80.15869903564453
30067,8.204936981201172,-105.14092254638672,24,-2.2663678333333332,35,145,30168,0.0011746397940441966,0.0008459126528049375,1257.0,135.68243408203125
35095,3.4181416034698486,-92.36762237548828,28,-2.1484374999999996,35,287,35196,0.0008646486094221473,0.0008459126528049375,1257.0,18.334041595458984
40123,15.367918968200684,-74.32699584960938,32,-2.05740578125,33,452,40224,0.0011409547878429294,0.0008459126528049375,1257.0,73.7756118774414
45151,5.68618631362915,-73.86740112304688,36,-1.9918538055555557,34,595,45252,0.0010061250068247318,0.0008459126528049375,1257.0,35.23055648803711
50179,10.331865310668945,-63.79635238647461,40,-1.948114975,35,7,50280,0.0006642562802881002,0.0008459126528049375,1257.0,-2.2209630012512207
55207,3.705120086669922,-50.13822555541992,44,-1.9025117045454545,34,155,55308,0.0007092819432727993,0.0008459126528049375,1257.0,-26.123577117919922
60235,1.8416355848312378,-44.06285858154297,48,-1.8625319791666666,34,297,60336,0.0008943473221734166,0.0008459126528049375,1257.0,-56.061702728271484
65263,0.8672266006469727,-42.1765022277832,52,-1.8299968461538458,34,440,65364,0.0005337889306247234,0.0008459126528049375,1257.0,-17.27507781982422
70291,5.859333038330078,-36.57440185546875,56,-1.7957070892857143,34,584,70392,0.0006996680749580264,0.0008459126528049375,1257.0,-5.351084232330322
75319,3.5212864875793457,-25.58531951904297,60,-1.7746387166666666,33,12,75420,0.0008538208203390241,0.0008459126528049375,1257.0,-21.26637840270996
80347,7.530133247375488,-21.055721282958984,64,-1.7418469374999999,32,166,80448,0.0010395428398624063,0.0008459126528049375,1257.0,-1.2887054681777954
85375,3.2195940017700195,-17.118194580078125,68,-1.7251144264705882,32,321,85476,0.0007918477640487254,0.0008459126528049375,1257.0,-30.866043090820312
90403,4.868055820465088,-12.614184379577637,72,-1.7063178749999999,32,477,90504,0.000451444648206234,0.0008459126528049375,1257.0,-46.86283874511719
95431,2.6680526733398438,-9.661447525024414,76,-1.694013434210526,31,645,95532,0.0005046537262387574,0.0008459126528049375,1257.0,-73.98307800292969
