time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/std,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4209,0,,,,,,,,,,,,,
1024,2,2004,0,-43.96154081821442,0.998572587966919,0.0004092704424510632,0.2789306640625,0.21244455143460073,-0.03965834528207779,-1.0225026607513428,-0.034659038559766486,0.020493064,0.2,16,,
1536,3,1695,0,-43.93309557437897,0.9983604550361633,0.0004092704424510632,0.25341796875,0.00600336717616301,-0.032555121928453445,0.0018396973609924316,-0.02939647698076442,0.01797077,0.2,32,-2.336043,1257.0
2048,4,1582,1,-43.942774295806885,0.9991054534912109,0.0004092704424510632,0.2606201171875,0.023552114114863798,-0.02983107790350914,0.002194225788116455,-0.0250374298193492,0.020135809,0.2,48,-2.336043,1257.0
2560,5,1520,1,-43.98003792762756,1.0006680488586426,0.0004092704424510632,0.2947998046875,0.0032749798338045366,-0.04118617624044418,0.003940701484680176,-0.029409869661321864,0.018363886,0.2,64,-2.3399605,1257.0
3072,6,1480,2,-44.00797927379608,1.0008689165115356,0.0004092704424510632,0.3101806640625,0.012741653161356226,-0.027633702382445335,0.0016045570373535156,-0.031022882263641804,0.022507248,0.2,80,-2.3399605,1257.0
3584,7,1454,2,-44.02513575553894,1.0022245645523071,0.0004092704424510632,0.22607421875,0.004511785627983045,-0.0399879552423954,-0.0012458562850952148,-0.025973224197514355,0.012507163,0.2,96,-2.3399605,1257.0
4096,8,1435,2,-44.064998507499695,1.0029512643814087,0.0004092704424510632,0.2469482421875,0.00480026477453066,-0.029370026662945747,0.00010949373245239258,-0.026953563647111878,0.01368756,0.2,112,-2.3242223333333336,1257.0
4608,9,1422,3,-44.0917831659317,1.0046889781951904,0.0004092704424510632,0.320556640625,0.005503411339304876,-0.02643541991710663,0.011351704597473145,-0.025667670226539485,0.01954549,0.2,128,-2.3242223333333336,1257.0
5120,10,1411,3,-44.135088205337524,1.0049017667770386,0.0004092704424510632,0.277099609375,0.0019892829695891123,-0.032779671251773834,0.014218032360076904,-0.029167686516302638,0.018276943,0.2,144,-2.33064875,1257.0
5632,11,1402,4,-44.12042939662933,1.004226565361023,0.0004092704424510632,0.2860107421875,0.002309944131411612,-0.03630548343062401,0.008148610591888428,-0.028910172288306057,0.020327188,0.2,160,-2.33064875,1257.0
6144,12,1396,4,-44.09017860889435,1.0032633543014526,0.0004092704424510632,0.2491455078125,0.005238759331405163,-0.016525426879525185,0.0064640045166015625,-0.022001162767992355,0.014136566,0.2,176,-2.33064875,1257.0
6656,13,1390,4,-44.06466364860535,1.0024893283843994,0.0004092704424510632,0.2935791015625,0.004803282172360923,-0.031977031379938126,0.002869725227355957,-0.029940475506009534,0.023448568,0.2,192,-2.3701934000000002,1257.0
7168,14,1385,5,-44.04958379268646,1.00263249874115,0.0004092704424510632,0.2828369140625,0.007353161330684088,-0.03910045698285103,0.0015952587127685547,-0.027779878670116886,0.025828589,0.2,208,-2.3701934000000002,1257.0
7680,15,1381,5,-44.04204595088959,1.0018155574798584,0.0004092704424510632,0.2694091796875,0.0019090969217359088,-0.05023818090558052,0.006731927394866943,-0.02853029198013246,0.020325597,0.2,224,-2.386194,1257.0
8192,16,1375,5,-44.03957784175873,1.0032612085342407,0.0004092704424510632,0.2249755859375,0.009859100129688159,-0.024129275232553482,-0.0016995668411254883,-0.01858575630467385,0.015387792,0.2,240,-2.386194,1257.0
8704,17,1372,6,-44.09206819534302,1.0050212144851685,0.0004092704424510632,0.2923583984375,0.004737276482046582,-0.0529421791434288,0.0065978169441223145,-0.02853590573067777,0.021797627,0.2,256,-2.386194,1257.0
9216,18,1369,6,-44.133363127708435,1.0054415464401245,0.0004092704424510632,0.2239990234375,0.0041451611832599156,-0.027887679636478424,2.86102294921875e-05,-0.02232909997110255,0.017282452,0.2,272,-2.3858794285714287,1257.0
9728,19,1366,7,-44.15548598766327,1.0071017742156982,0.0004092704424510632,0.237548828125,0.023849836958106607,-0.026624660938978195,-0.0004048347473144531,-0.026348285959102213,0.015120954,0.2,288,-2.3858794285714287,1257.0
10240,20,1364,7,-44.198811292648315,1.007920742034912,0.0004092704424510632,0.2275390625,0.002973934828332858,-0.03618907555937767,0.003471970558166504,-0.02568429260281846,0.014007652,0.2,304,-2.376510625,1257.0
10752,21,1363,7,-44.200806617736816,1.0072202682495117,0.0004092704424510632,0.2847900390625,0.028215098078362644,-0.017550770193338394,-0.0007097721099853516,-0.02414822373248171,0.024713282,0.2,320,-2.376510625,1257.0
11264,22,1362,8,-44.18472743034363,1.0074552297592163,0.0004092704424510632,0.28857421875,0.004243273775500711,-0.039395689964294434,0.006566524505615234,-0.02568997798516648,0.025229786,0.2,336,-2.376510625,1257.0
11776,23,1359,8,-44.16906487941742,1.0050058364868164,0.0004092704424510632,0.2880859375,0.003316671274660621,-0.03301215171813965,0.0023590922355651855,-0.026940182113321498,0.020409891,0.2,352,-2.3687746666666665,1257.0
12288,24,1358,9,-44.14050209522247,1.0076645612716675,0.0004092704424510632,0.2900390625,0.046960415435023606,-0.004990583285689354,-0.0006511211395263672,-0.023231116239912808,0.027535059,0.2,368,-2.3687746666666665,1257.0
12800,25,1356,9,-44.203322529792786,1.0070334672927856,0.0004092704424510632,0.200927734375,0.004258968787326012,-0.03756192326545715,0.0013287067413330078,-0.01897672085033264,0.01650646,0.2,384,-2.361572,1257.0
