time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/std,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4249,0,,,,,,,,,,,,,
1024,2,1956,0,-43.97258400917053,0.9991422891616821,0.0004092704424510632,0.306640625,0.10247289734252263,-0.051682695746421814,-0.02747821807861328,-0.038514220737852156,0.024157371,0.2,16,,
1536,3,1662,0,-43.95468807220459,0.9990085363388062,0.0004092704424510632,0.2899169921875,0.003927017212845385,-0.03497171774506569,0.015415191650390625,-0.028145587391918525,0.018246222,0.2,32,-2.329557,1257.0
2048,4,1542,1,-43.95998966693878,0.9992919564247131,0.0004092704424510632,0.3140869140625,0.023395546129904687,-0.034614209085702896,0.003235340118408203,-0.033000816649291664,0.02016098,0.2,48,-2.329557,1257.0
2560,5,1481,1,-43.96426022052765,0.9994572997093201,0.0004092704424510632,0.2760009765625,0.0026167517680733,-0.037506282329559326,0.05979198217391968,-0.026289694375009276,0.020518944,0.2,64,-2.219878,1257.0
3072,6,1448,2,-43.94980299472809,0.9978824853897095,0.0004092704424510632,0.3096923828125,0.012050784833263606,-0.03123214840888977,0.030994892120361328,-0.027148721826961264,0.02520537,0.2,80,-2.219878,1257.0
3584,7,1422,2,-43.88390648365021,0.9956132769584656,0.0004092704424510632,0.2823486328125,0.003763066910323687,-0.03578227385878563,0.06387799978256226,-0.0290970221394673,0.021683607,0.2,96,-2.219878,1257.0
4096,8,1403,2,-43.833219051361084,0.9953818321228027,0.0004092704424510632,0.29443359375,0.00409543498972198,-0.029517659917473793,0.021362721920013428,-0.0296801603763015,0.020075124,0.2,112,-2.250310666666667,1257.0
4608,9,1390,3,-43.82188642024994,0.9941215515136719,0.0004092704424510632,0.27587890625,0.004305900503823068,-0.04256921634078026,0.10837650299072266,-0.030768357130000368,0.022287965,0.2,128,-2.250310666666667,1257.0
5120,10,1382,3,-43.779011607170105,0.993099570274353,0.0004092704424510632,0.2545166015625,0.0021329723786038812,-0.04864474758505821,0.12021100521087646,-0.027403190411860123,0.01792498,0.2,144,-2.2521547500000003,1257.0
5632,11,1370,4,-43.74870300292969,0.992340087890625,0.0004092704424510632,0.2568359375,0.0021528563120227773,-0.0347551628947258,-0.05089914798736572,-0.025074133052839898,0.015977431,0.2,160,-2.2521547500000003,1257.0
6144,12,1364,4,-43.7299839258194,0.9918758273124695,0.0004092704424510632,0.2777099609375,0.003245063991926145,-0.038449838757514954,0.12543517351150513,-0.02808343170909211,0.017531317,0.2,176,-2.2521547500000003,1257.0
6656,13,1359,4,-43.712857604026794,0.9912526607513428,0.0004092704424510632,0.1888427734375,0.003519084089930402,-0.017315629869699478,-0.009580373764038086,-0.018291605490958318,0.012813053,0.2,192,-2.2571160000000003,1257.0
7168,14,1356,5,-43.689515113830566,0.9903860688209534,0.0004092704424510632,0.2703857421875,0.006134725932497531,-0.0448865070939064,0.02250504493713379,-0.034575268378830515,0.017773502,0.2,208,-2.2571160000000003,1257.0
7680,15,1349,5,-43.65934872627258,0.9894165396690369,0.0004092704424510632,0.2340087890625,0.002967631651699776,-0.031985945999622345,0.07244890928268433,-0.024912021814088803,0.017093526,0.2,224,-2.2447440000000003,1257.0
8192,16,1346,6,-43.63417947292328,0.9889006614685059,0.0004092704424510632,0.2059326171875,0.009279431789764203,-0.01671733148396015,-0.010988712310791016,-0.021676476579159498,0.014362499,0.2,240,-2.2447440000000003,1257.0
8704,17,1340,6,-43.62658369541168,0.9889295101165771,0.0004092704424510632,0.2144775390625,0.00401588887325488,-0.027083728462457657,0.050886690616607666,-0.019465511737507768,0.016804624,0.2,256,-2.2447440000000003,1257.0
9216,18,1338,6,-43.616028904914856,0.9885805249214172,0.0004092704424510632,0.2701416015625,0.004885088244918734,-0.03316015005111694,-0.03375577926635742,-0.028340453398413956,0.020072509,0.2,272,-2.2667907142857144,1257.0
9728,19,1335,7,-43.60301220417023,0.9880510568618774,0.0004092704424510632,0.254150390625,0.018894429231295362,-0.027484849095344543,0.004039943218231201,-0.027571759186685085,0.020068333,0.2,288,-2.2667907142857144,1257.0
10240,20,1333,7,-43.58380722999573,0.9874220490455627,0.0004092704424510632,0.2747802734375,0.0036412834451766685,-0.04461761564016342,0.023008525371551514,-0.026220828265650198,0.020379074,0.2,304,-2.261204375,1257.0
10752,21,1331,8,-43.57179057598114,0.9876027703285217,0.0004092704424510632,0.325439453125,0.02184879983542487,-0.028175532817840576,-0.004440665245056152,-0.030597413919167593,0.024947988,0.2,320,-2.261204375,1257.0
11264,22,1329,8,-43.56543028354645,0.986653208732605,0.0004092704424510632,0.299072265625,0.0036104534010519274,-0.03678351268172264,0.04717111587524414,-0.029411571798846126,0.032508172,0.2,336,-2.261204375,1257.0
11776,23,1328,8,-43.54989290237427,0.9874476790428162,0.0004092704424510632,0.2642822265625,0.0036041350540472195,-0.037804193794727325,0.022418320178985596,-0.027073114630184136,0.023877315,0.2,352,-2.254172666666667,1257.0
12288,24,1326,9,-43.58171486854553,0.9877220392227173,0.0004092704424510632,0.2442626953125,0.0315740221994929,-0.014534076675772667,0.0014142990112304688,-0.02264593831205275,0.023293283,0.2,368,-2.254172666666667,1257.0
12800,25,1324,9,-43.56719946861267,0.9874206185340881,0.0004092704424510632,0.2427978515625,0.004619030522007961,-0.03906166926026344,0.021405577659606934,-0.02506546868244186,0.016659593,0.2,384,-2.2685524999999997,1257.0
13312,26,1323,10,-43.54754197597504,0.9859881401062012,0.0004092704424510632,0.2490234375,0.04110458435025066,-0.019480068236589432,-0.0018739700317382812,-0.02883080368337687,0.021603232,0.2,400,-2.2685524999999997,1257.0
13824,27,1323,10,-43.51089787483215,0.9857155680656433,0.0004092704424510632,0.250244140625,0.002998035299242474,-0.03172026202082634,0.04150122404098511,-0.02808565979648847,0.018827103,0.2,416,-2.2685524999999997,1257.0
14336,28,1322,10,-43.50008296966553,0.984632134437561,0.0004092704424510632,0.2227783203125,0.004302445944631472,-0.028403233736753464,-0.02261817455291748,-0.022586149294511415,0.014902286,0.2,432,-2.251558818181818,1257.0
14848,29,1321,11,-43.45233726501465,0.9833062887191772,0.0004092704424510632,0.2320556640625,0.010151585753192194,-0.02622942067682743,0.01933753490447998,-0.02168340652133338,0.01909267,0.2,448,-2.251558818181818,1257.0
15360,30,1320,11,-43.42215156555176,0.9827501773834229,0.0004092704424510632,0.2191162109375,0.0034514887374825776,-0.026292651891708374,0.045578837394714355,-0.022672372520901263,0.019179799,0.2,464,-2.234839833333333,1257.0
15872,31,1319,12,-43.39149987697601,0.9811152815818787,0.0004092704424510632,0.2261962890625,0.06680412392597646,-0.011061958968639374,-0.0002835988998413086,-0.028973753564059734,0.016266994,0.2,480,-2.234839833333333,1257.0
16384,32,1318,12,-43.34381139278412,0.9808403253555298,0.0004092704424510632,0.179443359375,0.002907193931605434,-0.03325631096959114,0.02979344129562378,-0.01900819069123827,0.014212159,0.2,496,-2.2276613846153843,1257.0
16896,33,1317,12,-43.34131717681885,0.9806808829307556,0.0004092704424510632,0.2222900390625,0.07014099042862654,-0.010756578296422958,-0.00927579402923584,-0.025158758347970434,0.021204624,0.2,512,-2.2276613846153843,1257.0
17408,34,1316,13,-43.31775605678558,0.9792408347129822,0.0004092704424510632,0.263427734375,0.003485390348942019,-0.035571929067373276,0.01129007339477539,-0.029476183859515004,0.01749153,0.2,528,-2.2276613846153843,1257.0
17920,35,1316,13,-43.27159106731415,0.9780986309051514,0.0004092704424510632,0.226806640625,0.004140866843954427,-0.04208896681666374,0.0025484561920166016,-0.02538074339099694,0.019339442,0.2,544,-2.2352761428571424,1257.0
18432,36,1315,14,-43.25436735153198,0.978451132774353,0.0004092704424510632,0.2816162109375,0.09460274316370487,0.002459391951560974,6.133317947387695e-05,-0.030670611129608005,0.021803956,0.2,560,-2.2352761428571424,1257.0
18944,37,1314,14,-43.25394928455353,0.9773439168930054,0.0004092704424510632,0.2872314453125,0.002364754749578424,-0.03063073754310608,0.009513258934020996,-0.029871013248339295,0.019347418,0.2,576,-2.230751666666666,1257.0
19456,38,1313,14,-43.20753359794617,0.976272702217102,0.0004092704424510632,0.3065185546875,0.08549349405802786,0.009370710700750351,-0.0005034208297729492,-0.02853668043098878,0.03071859,0.2,592,-2.230751666666666,1257.0
19968,39,1313,15,-43.214579820632935,0.9783523082733154,0.0004092704424510632,0.2244873046875,0.003958874767704401,-0.03604060411453247,0.005350649356842041,-0.02171753195580095,0.016238626,0.2,608,-2.230751666666666,1257.0
20480,40,1312,15,-43.26954448223114,0.9790347218513489,0.0004092704424510632,0.244140625,0.003997353473096155,-0.03960198536515236,0.0003014802932739258,-0.02598275971104158,0.017626744,0.2,624,-2.2323970625,1257.0
20992,41,1311,16,-43.2875189781189,0.9799662232398987,0.0004092704424510632,0.2364501953125,0.11261260160245001,0.021062389016151428,0.00012809038162231445,-0.024750931668677367,0.016100723,0.2,640,-2.2323970625,1257.0
21504,42,1311,16,-43.289045453071594,0.9785720109939575,0.0004092704424510632,0.2535400390625,0.0026244258478982374,-0.02600691467523575,0.00554656982421875,-0.024167300914996304,0.018169515,0.2,656,-2.2304210588235294,1257.0
22016,43,1311,16,-43.23499882221222,0.9773552417755127,0.0004092704424510632,0.2559814453125,0.10894468566402793,0.013106901198625565,3.826618194580078e-05,-0.027046928298659623,0.018691087,0.2,672,-2.2304210588235294,1257.0
22528,44,1310,17,-43.200095534324646,0.9761884212493896,0.0004092704424510632,0.2347412109375,0.004807510274986271,-0.02290593460202217,0.0028325915336608887,-0.022028895851690322,0.018641833,0.2,688,-2.2304210588235294,1257.0
23040,45,1310,17,-43.16972863674164,0.9753693342208862,0.0004092704424510632,0.2364501953125,0.005195978366828058,-0.04394583776593208,-0.0007342100143432617,-0.025971383452997543,0.017619867,0.2,704,-2.236326,1257.0
23552,46,1309,17,-43.16848528385162,0.9765128493309021,0.0004092704424510632,0.305908203125,0.1287806211039424,0.00823388621211052,6.860494613647461e-05,-0.030002722392964642,0.025750004,0.2,720,-2.236326,1257.0
24064,47,1309,18,-43.19581866264343,0.9765751957893372,0.0004092704424510632,0.2117919921875,0.003448875177127775,-0.028503691777586937,0.002435445785522461,-0.022365896686096676,0.013559168,0.2,736,-2.243134789473684,1257.0
24576,48,1308,18,-43.19030940532684,0.9765840768814087,0.0004092704424510632,0.25390625,0.13148136832751334,0.022628027945756912,0.000288546085357666,-0.025346598238684237,0.023456795,0.2,752,-2.243134789473684,1257.0
25088,49,1308,19,-43.187613129615784,0.9761296510696411,0.0004092704424510632,0.2816162109375,0.004756364614877384,-0.031218210235238075,-0.0016949176788330078,-0.02585322468803497,0.024643037,0.2,768,-2.243134789473684,1257.0
25600,50,1307,19,-43.177669405937195,0.9759424924850464,0.0004092704424510632,0.231689453125,0.004718176707683597,-0.026595722883939743,-0.001803755760192871,-0.025455068185692653,0.016756004,0.2,784,-2.2506708499999997,1257.0
26112,51,1306,19,-43.16806375980377,0.9752395749092102,0.0004092704424510632,0.266845703125,0.14449459151364863,0.05188845843076706,0.0001963973045349121,-0.02361796799232252,0.024417784,0.2,800,-2.2506708499999997,1257.0
26624,52,1306,20,-43.15744936466217,0.9757951498031616,0.0004092704424510632,0.229248046875,0.004174173292994965,-0.029401583597064018,0.0007104277610778809,-0.024226114233897533,0.016279671,0.2,816,-2.2600818095238093,1257.0
27136,53,1306,20,-43.151296854019165,0.9735879302024841,0.0004092704424510632,0.208984375,0.1590937899891287,0.05087073892354965,0.00045287609100341797,-0.022919420182006434,0.017876597,0.2,832,-2.2600818095238093,1257.0
27648,54,1305,21,-43.081854939460754,0.9727522730827332,0.0004092704424510632,0.23681640625,0.003496595600154251,-0.0418795570731163,-0.05307614803314209,-0.024252277478808537,0.019159548,0.2,848,-2.2600818095238093,1257.0
28160,55,1305,21,-43.0876989364624,0.9738394021987915,0.0004092704424510632,0.2120361328125,0.004930118921038229,-0.03618175908923149,0.0012308359146118164,-0.02309788372076582,0.015844472,0.2,864,-2.259911318181818,1257.0
28672,56,1305,21,-43.12774741649628,0.9752082228660583,0.0004092704424510632,0.2828369140625,0.04512446539592929,-0.014400038868188858,9.530782699584961e-05,-0.021375620970502496,0.02416008,0.2,880,-2.259911318181818,1257.0
29184,57,1304,22,-43.174397349357605,0.976511538028717,0.0004092704424510632,0.249267578125,0.004420513185323216,-0.04120099917054176,0.0014194846153259277,-0.025799694762099534,0.024046429,0.2,896,-2.2639271739130433,1257.0
29696,58,1304,22,-43.189340233802795,0.9761266112327576,0.0004092704424510632,0.2509765625,0.19088191911578178,0.058365434408187866,0.00018167495727539062,-0.027537535366718657,0.02744859,0.2,912,-2.2639271739130433,1257.0
30208,59,1303,23,-43.17877244949341,0.9764674305915833,0.0004092704424510632,0.29638671875,0.0031800018332432956,-0.04319404438138008,0.0026297569274902344,-0.030708607169799507,0.025184106,0.2,928,-2.2647125,1257.0
30720,60,1303,23,-43.1898877620697,0.9757277965545654,0.0004092704424510632,0.25537109375,0.19039083132520318,0.0754360556602478,0.00021654367446899414,-0.0264458750752965,0.026562613,0.2,944,-2.2647125,1257.0
31232,61,1303,23,-43.16136944293976,0.9757224321365356,0.0004092704424510632,0.2901611328125,0.004315077436331194,-0.04465064778923988,-0.07540631294250488,-0.03537781196064316,0.02719206,0.2,960,-2.2647125,1257.0
31744,62,1303,24,-43.14798164367676,0.9740563631057739,0.0004092704424510632,0.21337890625,0.003808102002949454,-0.031805235892534256,-0.00027441978454589844,-0.022990974175627343,0.016827565,0.2,976,-2.26117528,1257.0
32256,63,1302,24,-43.081868171691895,0.9718669056892395,0.0004092704424510632,0.2261962890625,0.20719513669610023,0.06561660766601562,0.00014901161193847656,-0.024785285801044665,0.024809513,0.2,992,-2.26117528,1257.0
32768,64,1302,25,-43.044373989105225,0.972182035446167,0.0004092704424510632,0.2354736328125,0.002227139862952754,-0.04053827002644539,0.00023293495178222656,-0.02709052080172114,0.01639942,0.2,1008,-2.2558437307692305,1257.0
33280,65,1302,25,-43.04838526248932,0.9714415669441223,0.0004092704424510632,0.2156982421875,0.19220115034841,0.059813857078552246,0.0004640817642211914,-0.022358924703439698,0.018447187,0.2,1024,-2.2558437307692305,1257.0
33792,66,1302,25,-43.022979617118835,0.9713470935821533,0.0004092704424510632,0.2330322265625,0.0036267990872147493,-0.041060421615839005,-0.2451416254043579,-0.027515338937519118,0.018961195,0.2,1040,-2.2558437307692305,1257.0
