time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/std,train/learning_rate,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
512,1,4195,0,,,,,,,,,,,,,
1024,2,1979,0,-43.981358885765076,0.9996321797370911,0.0004092704424510632,0.232177734375,0.1024552589879022,-0.026617828756570816,-0.15614044666290283,-0.02636853323201649,0.015501067,0.2,16,,
1536,3,1668,0,-43.95408892631531,0.9980887174606323,0.0004092704424510632,0.2130126953125,0.003634924672951456,-0.03284759446978569,0.033738017082214355,-0.021154728005058132,0.013026451,0.2,32,-2.196097,1257.0
2048,4,1554,1,-43.9184091091156,0.9979288578033447,0.0004092704424510632,0.3365478515625,0.013802702917018905,-0.03806012496352196,-0.005074620246887207,-0.02960722122224979,0.023316586,0.2,48,-2.196097,1257.0
2560,5,1497,1,-43.918843269348145,0.9976093769073486,0.0004092704424510632,0.2830810546875,0.0030000858205312397,-0.0322146974503994,0.025732040405273438,-0.029182042984757572,0.021848137,0.2,64,-2.1677470000000003,1257.0
3072,6,1463,2,-43.892600536346436,0.996361494064331,0.0004092704424510632,0.2774658203125,0.02078806346980855,-0.02451201155781746,-0.023363828659057617,-0.0256370966671966,0.018890515,0.2,80,-2.1677470000000003,1257.0
3584,7,1437,2,-43.85758864879608,0.9956605434417725,0.0004092704424510632,0.2056884765625,0.004412259324453771,-0.03885512799024582,-0.2299891710281372,-0.022244850493734702,0.014320876,0.2,96,-2.1677470000000003,1257.0
4096,8,1420,2,-43.83749437332153,0.9949005842208862,0.0004092704424510632,0.229248046875,0.003887573860993143,-0.028081014752388,0.04523688554763794,-0.021222919363935944,0.016949654,0.2,112,-2.2306443333333337,1257.0
4608,9,1406,3,-43.81980609893799,0.9947641491889954,0.0004092704424510632,0.212890625,0.03072171099483967,-0.014310101047158241,0.00028836727142333984,-0.02128817400080152,0.012145032,0.2,128,-2.2306443333333337,1257.0
5120,10,1395,3,-43.81172251701355,0.9939026236534119,0.0004092704424510632,0.245361328125,0.0021648158035532106,-0.022489357739686966,-0.06305265426635742,-0.024179363550501876,0.017821215,0.2,144,-2.225788,1257.0
5632,11,1386,4,-43.7930109500885,0.9942977428436279,0.0004092704424510632,0.331298828125,0.03358622262021527,-0.01721363328397274,-0.0034444332122802734,-0.03482362348586321,0.030144837,0.2,160,-2.225788,1257.0
6144,12,1379,4,-43.807483553886414,0.9942622184753418,0.0004092704424510632,0.26953125,0.003926458317437209,-0.03481806442141533,-0.05634486675262451,-0.027588827404542826,0.019445619,0.2,176,-2.225788,1257.0
6656,13,1374,4,-43.81686532497406,0.9955285787582397,0.0004092704424510632,0.2867431640625,0.0047792072800803,-0.03881409019231796,0.00429379940032959,-0.02795003034407273,0.019310553,0.2,192,-2.233259,1257.0
