train/ent_coef_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,time/fps,train/critic_loss,time/episodes,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/learning_rate,time/time_elapsed
-185.3434600830078,-5.14389875,5028,0.016941620036959648,35,2.143364667892456,4,1257.0,-122.8826904296875,4927,0.0008459126528049375,143
10.062758445739746,-4.078927999999999,10056,0.001533370465040207,34,16.903079986572266,8,1257.0,-129.33111572265625,9955,0.0008459126528049375,291
8.946646690368652,-3.390777999999999,15084,0.0007621442782692611,34,3.2217912673950195,12,1257.0,-125.3174057006836,14983,0.0008459126528049375,439
-4.516310691833496,-3.0343392500000004,20112,0.0011865104315802455,34,0.8453117609024048,16,1257.0,-122.6551742553711,20011,0.0008459126528049375,587
8.042776107788086,-2.8098513,25140,0.0006693913601338863,34,3.1040656566619873,20,1257.0,-102.54759979248047,25039,0.0008459126528049375,4
67.86140441894531,-2.620391208333333,30168,0.00416737562045455,33,7.191828727722168,24,1257.0,-84.68183135986328,30067,0.0008459126528049375,152
-90.75585174560547,-2.5557294642857142,35196,0.0009184906957671046,33,4.166459560394287,28,1257.0,-68.25144958496094,35095,0.0008459126528049375,301
55.411319732666016,-2.45488325,40224,0.0003313884080853313,33,2.7809224128723145,32,1257.0,-64.79598999023438,40123,0.0008459126528049375,452
-1.955352544784546,-2.3709615833333335,45252,0.0004889312549494207,33,4.226421356201172,36,1257.0,-54.51570510864258,45151,0.0008459126528049375,603
68.22050476074219,-2.3376491,50280,0.000268306874204427,33,1.3185741901397705,40,1257.0,-51.004913330078125,50179,0.0008459126528049375,8
18.844945907592773,-2.3163543863636367,55308,0.0004434411821421236,33,1.1270756721496582,44,1257.0,-47.65711975097656,55207,0.0008459126528049375,158
-11.118365287780762,-2.280178375,60336,0.0006846087635494769,33,2.2200684547424316,48,1257.0,-36.72739028930664,60235,0.0008459126528049375,308
10.608929634094238,-2.262557923076923,65364,0.0008279454195871949,33,4.864845275878906,52,1257.0,-13.499505996704102,65263,0.0008459126528049375,459
49.94014358520508,-2.2534211964285715,70392,0.0004127232823520899,33,2.1705002784729004,56,1257.0,-9.297362327575684,70291,0.0008459126528049375,613
75.37407684326172,-2.224266116666667,75420,0.0003610030107665807,30,5.286863327026367,60,1257.0,-4.091501712799072,75319,0.0008459126528049375,13
26.892786026000977,-2.204268953125,80448,0.0004000541230197996,29,0.9445018768310547,64,1257.0,0.919823944568634,80347,0.0008459126528049375,183
-13.410806655883789,-2.184763970588236,85476,0.0006090892129577696,29,5.410573959350586,68,1257.0,2.278557538986206,85375,0.0008459126528049375,353
