train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/ent_coef,train/actor_loss,rollout/ep_rew_mean
-188.7444610595703,1223.0,4892,12,0.0008459126528049375,58.774269104003906,397,4791,4,0.019495125859975815,-122.32567596435547,-4.64497475
-49.88391876220703,1223.0,9784,12,0.0008459126528049375,0.37213361263275146,794,9683,8,0.0012896250700578094,-128.96083068847656,-3.6152325000000003
22.01516342163086,1223.0,14676,12,0.0008459126528049375,0.7716217041015625,1175,14575,12,0.0008446403662674129,-133.80429077148438,-2.9440254166666673
40.25331497192383,1223.0,19568,12,0.0008459126528049375,0.6973406076431274,1573,19467,16,0.0006879610591568053,-137.37193298339844,-2.659313375
-47.123741149902344,1223.0,24460,12,0.0008459126528049375,3.190112590789795,1976,24359,20,0.0009353156201541424,-140.9136962890625,-2.4484247499999996
-17.52971839904785,1223.0,29352,12,0.0008459126528049375,70.592041015625,362,29251,24,0.0010226169833913445,-141.78538513183594,-2.3807546250000002
-66.34483337402344,1223.0,34244,12,0.0008459126528049375,71.83914184570312,746,34143,28,0.0007983285468071699,-143.71006774902344,-2.2974648571428573
-6.416532516479492,1223.0,39136,12,0.0008459126528049375,2.0382885932922363,1141,39035,32,0.0010196351213380694,-147.66282653808594,-2.2410298749999997
-20.402267456054688,1223.0,44028,12,0.0008459126528049375,3.194385051727295,1540,43927,36,0.0006633626762777567,-149.431396484375,-2.188136833333333
42.64632034301758,1223.0,48920,12,0.0008459126528049375,3.0651092529296875,1932,48819,40,0.0013272303622215986,-149.96539306640625,-2.137571875
50.17759704589844,1223.0,53812,12,0.0008459126528049375,4.640775680541992,296,53711,44,0.0009896294213831425,-151.44715881347656,-2.103956772727273
-17.09347152709961,1223.0,58704,13,0.0008459126528049375,2.7943670749664307,665,58603,48,0.0024683468509465456,-151.3162841796875,-2.0624527500000003
48.008216857910156,1223.0,63596,13,0.0008459126528049375,2.559478998184204,1042,63495,52,0.0012561207404360175,-153.69033813476562,-2.0352373461538464
-8.75191879272461,1223.0,68488,12,0.0008459126528049375,2.8740620613098145,1439,68387,56,0.0012015515239909291,-154.75729370117188,-2.009360392857143
5.1225385665893555,1223.0,73380,12,0.0008459126528049375,75.84844970703125,1834,73279,60,0.0014414727920666337,-156.45103454589844,-1.9948777
-7.8862481117248535,1223.0,78272,11,0.0008459126528049375,4.937962532043457,275,78171,64,0.0018208000110462308,-158.22369384765625,-1.9732109374999998
14.358375549316406,1223.0,83164,11,0.0008459126528049375,3.2662229537963867,694,83063,68,0.0015178883913904428,-160.98838806152344,-1.9424040147058819
2.389529228210449,1223.0,88056,11,0.0008459126528049375,6.741207599639893,1115,87955,72,0.002094426192343235,-162.81427001953125,-1.914400013888889
