time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/std,train/n_updates,train/value_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,512,4003,,,,,,,,,,,,,
2,0,1024,2551,1.0005500316619873,16,0.10440635847044177,0.016460162,0.2557373046875,-0.10547053813934326,0.2,-0.03811304643750191,-43.99677109718323,0.0004092704424510632,-0.030635937757324427,,
3,0,1536,2280,0.9991453886032104,32,0.0036884554647258483,0.017150383,0.266357421875,-0.008998751640319824,0.2,-0.03448526933789253,-43.98318421840668,0.0004092704424510632,-0.028735299289110117,1257.0,-2.297061
4,0,2048,2169,0.9985923171043396,48,0.007666541321668774,0.016067838,0.2437744140625,0.0036123991012573242,0.2,-0.030618397518992424,-43.94475984573364,0.0004092704424510632,-0.02064487073221244,1257.0,-2.297061
5,1,2560,2104,0.9988418817520142,64,0.004211403276713099,0.019103955,0.2703857421875,0.010459363460540771,0.2,-0.03412092849612236,-43.945727467536926,0.0004092704424510632,-0.02837682014796883,1257.0,-2.4076065
6,1,3072,2063,0.9979760050773621,80,0.009289522015023977,0.020581376,0.2940673828125,-0.0017342567443847656,0.2,-0.029542967677116394,-43.936580657958984,0.0004092704424510632,-0.026597611780744046,1257.0,-2.4076065
7,1,3584,2034,0.9987655282020569,96,0.002105348692566622,0.017031712,0.2491455078125,0.08071178197860718,0.2,-0.03302081674337387,-43.930278062820435,0.0004092704424510632,-0.029456827469402924,1257.0,-2.4076065
8,2,4096,2012,0.9983130693435669,112,0.003527841887262184,0.01606968,0.267333984375,-0.010066032409667969,0.2,-0.04367023706436157,-43.941062808036804,0.0004092704424510632,-0.026781832159031183,1257.0,-2.3885623333333332
9,2,4608,1995,0.9974272847175598,128,0.01840294720022939,0.016789205,0.2847900390625,-0.0015707015991210938,0.2,-0.027890672907233238,-43.91656017303467,0.0004092704424510632,-0.031205910141579807,1257.0,-2.3885623333333332
10,2,5120,1982,0.9977616667747498,144,0.003838492943032179,0.020641897,0.3028564453125,0.011219024658203125,0.2,-0.04346618428826332,-43.904600977897644,0.0004092704424510632,-0.032295316603267565,1257.0,-2.3993830000000003
11,2,5632,1971,0.9966566562652588,160,0.027807968319393694,0.016514298,0.237548828125,0.0021756887435913086,0.2,-0.02078128419816494,-43.898619532585144,0.0004092704424510632,-0.023225332828587852,1257.0,-2.3993830000000003
12,3,6144,1962,0.9966520667076111,176,0.0028941994096385315,0.0137007665,0.2164306640625,-0.0026389360427856445,0.2,-0.02733743004500866,-43.87315821647644,0.0004092704424510632,-0.020592837739968672,1257.0,-2.3993830000000003
13,3,6656,1955,0.9986462593078613,192,0.0025471841836406384,0.019787654,0.2998046875,0.013199210166931152,0.2,-0.047252584248781204,-43.89926552772522,0.0004092704424510632,-0.029143238803953864,1257.0,-2.4167904
14,3,7168,1949,0.9976822733879089,208,0.03699579695239663,0.01685284,0.232177734375,0.0015888810157775879,0.2,-0.018602292984724045,-43.930198192596436,0.0004092704424510632,-0.026654904504539445,1257.0,-2.4167904
15,3,7680,1942,0.998731255531311,224,0.003505712145852158,0.016549695,0.223388671875,0.012367486953735352,0.2,-0.02963988482952118,-43.910309076309204,0.0004092704424510632,-0.022575789655093104,1257.0,-2.4204873333333334
16,4,8192,1937,1.0002706050872803,240,0.04431122145615518,0.015002336,0.2313232421875,0.004116415977478027,0.2,-0.018731730058789253,-43.96180474758148,0.0004092704424510632,-0.0230570460553281,1257.0,-2.4204873333333334
17,4,8704,1930,0.9990068078041077,256,0.002577474733698182,0.016689235,0.24951171875,-0.13394391536712646,0.2,-0.04156557843089104,-43.97336483001709,0.0004092704424510632,-0.02925862699339632,1257.0,-2.4204873333333334
18,4,9216,1927,0.9977771639823914,272,0.002393456881691236,0.016310165,0.209716796875,0.013338625431060791,0.2,-0.0300147645175457,-43.917797684669495,0.0004092704424510632,-0.02289280478726141,1257.0,-2.4148892857142856
19,5,9728,1924,0.9966788291931152,288,0.05927944171708077,0.024056302,0.305908203125,0.003102123737335205,0.2,-0.00827217847108841,-43.888335824012756,0.0004092704424510632,-0.027692340168869123,1257.0,-2.4148892857142856
20,5,10240,1921,0.9968807101249695,304,0.004442616344022099,0.0123796975,0.203369140625,0.005820870399475098,0.2,-0.03330434858798981,-43.867263078689575,0.0004092704424510632,-0.01956964237615466,1257.0,-2.4096795
21,5,10752,1919,0.9971251487731934,320,0.06259834952652454,0.018984944,0.27783203125,0.004642784595489502,0.2,-0.01866092160344124,-43.88110291957855,0.0004092704424510632,-0.030523981229634956,1257.0,-2.4096795
22,5,11264,1917,0.9949126839637756,336,0.0033510885914438404,0.012206728,0.177490234375,-0.10367727279663086,0.2,-0.028692016378045082,-43.852494955062866,0.0004092704424510632,-0.019518295652233064,1257.0,-2.4096795
23,6,11776,1915,0.9915059208869934,352,0.0024862587233656086,0.014579698,0.20556640625,0.012260079383850098,0.2,-0.0411846786737442,-43.75757455825806,0.0004092704424510632,-0.024119074951158836,1257.0,-2.4010833333333337
