time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/std,train/n_updates,train/value_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
13,3,6656,2106,0.9977653622627258,192,0.002267232062877156,0.014483869,0.2269287109375,-0.003258347511291504,0.2,-0.007127067074179649,-43.909165024757385,0.0004092704424510632,-0.02073299346375279,1257.0,-2.3958573999999997
14,3,7168,2098,0.9971970319747925,208,0.035017782414797693,0.020823423,0.2950439453125,0.0021852850914001465,0.2,-0.015340354293584824,-43.90210843086243,0.0004092704424510632,-0.030516111888573505,1257.0,-2.3958573999999997
15,3,7680,2092,0.9954341053962708,224,0.0030382522418221924,0.01773192,0.2769775390625,-0.013492226600646973,0.2,-0.0434378907084465,-43.8648886680603,0.0004092704424510632,-0.02935702324612066,1257.0,-2.3426121666666666
16,3,8192,2086,0.9942783117294312,240,0.041733410325832665,0.019584192,0.25537109375,0.00960618257522583,0.2,-0.00803682766854763,-43.8157035112381,0.0004092704424510632,-0.02273450038046576,1257.0,-2.3426121666666666
17,4,8704,2084,0.9935924410820007,256,0.0030319262950797565,0.01584216,0.228515625,-0.0488818883895874,0.2,-0.03166722506284714,-43.78967750072479,0.0004092704424510632,-0.023734517933917232,1257.0,-2.3426121666666666
18,4,9216,2084,0.9942559599876404,272,0.0024147640069713816,0.012897332,0.201171875,-0.03494894504547119,0.2,-0.03417545557022095,-43.78304934501648,0.0004092704424510632,-0.023238555993884802,1257.0,-2.3469979999999997
19,4,9728,2082,0.992252767086029,288,0.05428159853909165,0.023206923,0.2996826171875,0.005258381366729736,0.2,-0.017892327159643173,-43.77699553966522,0.0004092704424510632,-0.031895477819489315,1257.0,-2.3469979999999997
20,4,10240,2078,0.992002546787262,304,0.004901053966023028,0.0155753745,0.22412109375,-0.05563712120056152,0.2,-0.027368130162358284,-43.72017431259155,0.0004092704424510632,-0.023803911142749712,1257.0,-2.357624
21,5,10752,2075,0.9912244081497192,320,0.05985324888024479,0.018538296,0.29833984375,0.0079118013381958,0.2,-0.012898046523332596,-43.71765649318695,0.0004092704424510632,-0.027792831155238673,1257.0,-2.357624
22,5,11264,2073,0.9912435412406921,336,0.003627091839007335,0.014951699,0.225341796875,-0.6832828521728516,0.2,-0.024291086941957474,-43.69561517238617,0.0004092704424510632,-0.026778628773172386,1257.0,-2.357624
23,5,11776,2072,0.9898448586463928,352,0.0016428933558927383,0.014872467,0.248046875,0.0475621223449707,0.2,-0.03912108764052391,-43.6843386888504,0.0004092704424510632,-0.028364152167341672,1257.0,-2.3520044444444443
24,5,12288,2070,0.9880806803703308,368,0.06942547869402915,0.034331292,0.3035888671875,0.010118961334228516,0.2,-0.006238479167222977,-43.62522232532501,0.0004092704424510632,-0.029975369208841585,1257.0,-2.3520044444444443
25,6,12800,2069,0.9855248332023621,384,0.0034681557008298114,0.01685638,0.2027587890625,-0.20754849910736084,0.2,-0.039103079587221146,-43.56177377700806,0.0004092704424510632,-0.02539958323177416,1257.0,-2.3596193
26,6,13312,2067,0.9851673245429993,400,0.07741960464045405,0.029862285,0.32666015625,0.005916476249694824,0.2,-0.007101297378540039,-43.509331464767456,0.0004092704424510632,-0.03573548207350541,1257.0,-2.3596193
27,6,13824,2065,0.9821415543556213,416,0.003306918624730315,0.015645165,0.22216796875,-0.13915562629699707,0.2,-0.02929074317216873,-43.4660918712616,0.0004092704424510632,-0.021956440847134218,1257.0,-2.3596193
28,6,14336,2064,0.9795384407043457,432,0.0015635662948625395,0.013332206,0.181640625,0.10856181383132935,0.2,-0.03083360567688942,-43.36484706401825,0.0004092704424510632,-0.022439530221163295,1257.0,-2.345757909090909
29,7,14848,2063,0.9788628816604614,448,0.015716450332547538,0.027045451,0.288330078125,0.016974449157714844,0.2,-0.021898726001381874,-43.308590054512024,0.0004092704424510632,-0.022005586492014118,1257.0,-2.345757909090909
30,7,15360,2062,0.9772104620933533,464,0.004419206001330167,0.014115676,0.19775390625,-0.0348813533782959,0.2,-0.033176239579916,-43.28637993335724,0.0004092704424510632,-0.020821742567932233,1257.0,-2.3545041666666666
31,7,15872,2060,0.9763028621673584,480,0.08393528603482991,0.022870287,0.3023681640625,0.016175806522369385,0.2,-0.012954339385032654,-43.234928607940674,0.0004092704424510632,-0.029121289524482563,1257.0,-2.3545041666666666
32,7,16384,2059,0.9752693772315979,496,0.005186924914596602,0.020559523,0.2947998046875,-1.3435027599334717,0.2,-0.03996006399393082,-43.20877957344055,0.0004092704424510632,-0.030756212130654603,1257.0,-2.353286846153846
33,8,16896,2059,0.9740459322929382,512,0.0844272313406691,0.014211681,0.222900390625,0.09411418437957764,0.2,4.809722304344177e-05,-43.17286169528961,0.0004092704424510632,-0.022460847423644736,1257.0,-2.353286846153846
34,8,17408,2059,0.9745410084724426,528,0.002697556750717922,0.018272003,0.2427978515625,-3.106268882751465,0.2,-0.03935202956199646,-43.1540287733078,0.0004092704424510632,-0.026351837208494544,1257.0,-2.353286846153846
35,8,17920,2059,0.9745938777923584,544,0.003735455422429368,0.020383019,0.28662109375,-0.044214725494384766,0.2,-0.044827256351709366,-43.16603147983551,0.0004092704424510632,-0.029707696157856844,1257.0,-2.338038071428571
36,8,18432,2059,0.9737271070480347,560,0.0913912917021662,0.024660086,0.291015625,0.01693713665008545,0.2,0.002680344507098198,-43.157219767570496,0.0004092704424510632,-0.02728619607660221,1257.0,-2.338038071428571
37,9,18944,2059,0.9744145274162292,576,0.004588604297168786,0.015133215,0.214599609375,-4.0878777503967285,0.2,-0.031686872243881226,-43.144994616508484,0.0004092704424510632,-0.0253812651935732,1257.0,-2.34577
38,9,19456,2059,0.9749472141265869,592,0.09496548480819911,0.01930422,0.2806396484375,0.02814805507659912,0.2,-0.0040106698870658875,-43.17148780822754,0.0004092704424510632,-0.027643051609629765,1257.0,-2.34577
39,9,19968,2059,0.9748704433441162,608,0.005852417623827932,0.014921861,0.2152099609375,-3.435396671295166,0.2,-0.030896300449967384,-43.171717047691345,0.0004092704424510632,-0.02550763718318194,1257.0,-2.34577
40,9,20480,2058,0.9755815267562866,624,0.0020524324136204086,0.014668731,0.21923828125,-0.005488753318786621,0.2,-0.04434100538492203,-43.174572587013245,0.0004092704424510632,-0.02612969619804062,1257.0,-2.3396788125
41,10,20992,2058,0.9761945009231567,640,0.11872751615010202,0.025662059,0.2674560546875,0.014108538627624512,0.2,0.009820479899644852,-43.200724363327026,0.0004092704424510632,-0.027802316384622827,1257.0,-2.3396788125
42,10,21504,2057,0.9753805994987488,656,0.009322606514615472,0.020062907,0.1800537109375,-4.157890319824219,0.2,-0.04114450141787529,-43.20090055465698,0.0004092704424510632,-0.020998162508476526,1257.0,-2.3331398235294114
43,10,22016,2057,0.9725275635719299,672,0.0996190335135907,0.016065337,0.1834716796875,0.04901057481765747,0.2,0.028668131679296494,-43.137609243392944,0.0004092704424510632,-0.016926448908634484,1257.0,-2.3331398235294114
44,10,22528,2056,0.972576379776001,688,0.013669071689946577,0.018303778,0.2130126953125,-1.909306526184082,0.2,-0.029628993943333626,-43.08070766925812,0.0004092704424510632,-0.022930423510842957,1257.0,-2.3331398235294114
45,11,23040,2056,0.9743413329124451,704,0.0021690957109967712,0.017525839,0.2198486328125,0.010055720806121826,0.2,-0.02367278002202511,-43.11457109451294,0.0004092704424510632,-0.023069432747433893,1257.0,-2.3266917777777776
46,11,23552,2056,0.9753338098526001,720,0.10614047106355429,0.023758914,0.2730712890625,0.021086156368255615,0.2,-0.018955808132886887,-43.1645849943161,0.0004092704424510632,-0.022223843639949337,1257.0,-2.3266917777777776
47,11,24064,2055,0.9747556447982788,736,0.016029659833293408,0.01655056,0.2159423828125,-3.472296714782715,0.2,-0.03784571960568428,-43.1693160533905,0.0004092704424510632,-0.025900350912706926,1257.0,-2.3323403684210526
48,11,24576,2054,0.9742955565452576,752,0.11452154582366347,0.025382033,0.2459716796875,0.010250568389892578,0.2,0.005415219813585281,-43.14775848388672,0.0004092704424510632,-0.0241872540791519,1257.0,-2.3323403684210526
49,12,25088,2053,0.973088800907135,768,0.005640074676193763,0.016692573,0.1986083984375,-1.7464511394500732,0.2,-0.03238367289304733,-43.128851890563965,0.0004092704424510632,-0.021380192178185098,1257.0,-2.3323403684210526
50,12,25600,2052,0.9708518981933594,784,0.001520935973530868,0.014773008,0.2177734375,0.08917230367660522,0.2,-0.02496439963579178,-43.07607841491699,0.0004092704424510632,-0.0251691208104603,1257.0,-2.32397645
51,12,26112,2051,0.9692017436027527,800,0.09375587198883295,0.023699582,0.265625,0.020093977451324463,0.2,-0.010256271809339523,-43.001997113227844,0.0004092704424510632,-0.025038374500581995,1257.0,-2.32397645
52,12,26624,2051,0.968142032623291,816,0.00423105011577718,0.015014593,0.2066650390625,-2.0323944091796875,0.2,-0.03482871130108833,-42.961604714393616,0.0004092704424510632,-0.024366371129872277,1257.0,-2.3190652857142857
53,13,27136,2050,0.9675495624542236,832,0.08720307075418532,0.021303564,0.24267578125,0.05027937889099121,0.2,0.002649318426847458,-42.9360111951828,0.0004092704424510632,-0.024001239682547748,1257.0,-2.3190652857142857
54,13,27648,2049,0.9700911641120911,848,0.005448550495202653,0.014176129,0.186767578125,-3.677455425262451,0.2,-0.04356860741972923,-42.95307910442352,0.0004092704424510632,-0.023192123728222214,1257.0,-2.3190652857142857
55,13,28160,2049,0.9689590930938721,864,0.0020011067754239775,0.02036978,0.2257080078125,0.2801114320755005,0.2,-0.0349263995885849,-42.99824833869934,0.0004092704424510632,-0.027477918963995762,1257.0,-2.3109023636363633
56,13,28672,2048,0.967301070690155,880,0.029824013712641317,0.032545425,0.2669677734375,0.07365942001342773,0.2,-0.01599450781941414,-42.934099316596985,0.0004092704424510632,-0.020960562920663506,1257.0,-2.3109023636363633
57,14,29184,2047,0.9653254151344299,896,0.004780362432939,0.03157369,0.28173828125,-1.0061662197113037,0.2,-0.02545223943889141,-42.883177280426025,0.0004092704424510632,-0.030956324888393283,1257.0,-2.2994939999999997
58,14,29696,2047,0.9641816020011902,912,0.10421611764468253,0.01840968,0.213134765625,0.06973981857299805,0.2,-0.008944332599639893,-42.82766020298004,0.0004092704424510632,-0.023641296094865538,1257.0,-2.2994939999999997
59,14,30208,2047,0.96422278881073,928,0.007721548055997118,0.017911896,0.2216796875,-4.450995922088623,0.2,-0.03319436311721802,-42.805973410606384,0.0004092704424510632,-0.022741919543477707,1257.0,-2.2934407083333332
60,15,30720,2047,0.9642022848129272,944,0.10592860518954694,0.017911397,0.2303466796875,0.20030444860458374,0.2,0.0011439211666584015,-42.81147909164429,0.0004092704424510632,-0.02160856212140061,1257.0,-2.2934407083333332
61,15,31232,2045,0.9660714864730835,960,0.006286395149800228,0.020600637,0.2498779296875,-8.187158584594727,0.2,-0.03885023295879364,-42.83251070976257,0.0004092704424510632,-0.027294459272525273,1257.0,-2.2934407083333332
62,15,31744,2045,0.9667566418647766,976,0.0033188142406288534,0.017665971,0.2191162109375,0.01689988374710083,0.2,-0.024354789406061172,-42.88435339927673,0.0004092704424510632,-0.02439269016031176,1257.0,-2.2955713199999996
63,15,32256,2044,0.9662221074104309,992,0.10813906160183251,0.021050962,0.2862548828125,0.030655503273010254,0.2,-0.009421901777386665,-42.88126218318939,0.0004092704424510632,-0.025811840081587434,1257.0,-2.2955713199999996
64,16,32768,2044,0.9675953984260559,1008,0.011083956400398165,0.013118091,0.1676025390625,-5.019174575805664,0.2,-0.020728545263409615,-42.8887619972229,0.0004092704424510632,-0.01925222847785335,1257.0,-2.293506115384615
65,16,33280,2044,0.9687879681587219,1024,0.12538273259997368,0.018014364,0.21630859375,0.01783311367034912,0.2,0.025228988379240036,-42.93610441684723,0.0004092704424510632,-0.02029577958455775,1257.0,-2.293506115384615
66,16,33792,2044,0.9679884314537048,1040,0.005113952182000503,0.023995616,0.2548828125,-2.793337821960449,0.2,-0.04605353623628616,-42.94725751876831,0.0004092704424510632,-0.027590426616370678,1257.0,-2.293506115384615
67,16,34304,2043,0.9638936519622803,1056,0.0019146955710311886,0.018405316,0.247802734375,0.002598285675048828,0.2,-0.055682223290205,-42.86714541912079,0.0004092704424510632,-0.02802143657754641,1257.0,-2.286458444444444
68,17,34816,2043,0.9632568955421448,1072,0.10024384723510593,0.018824924,0.2431640625,0.03043830394744873,0.2,-0.009279798716306686,-42.776556730270386,0.0004092704424510632,-0.024087915386189707,1257.0,-2.286458444444444
69,17,35328,2043,0.9633826017379761,1088,0.01756412736722268,0.015760731,0.2041015625,-3.3777894973754883,0.2,-0.03383335843682289,-42.77695941925049,0.0004092704424510632,-0.025866430602036417,1257.0,-2.291492964285714
70,17,35840,2042,0.9642561674118042,1104,0.12128530931659043,0.020043,0.254638671875,0.09407979249954224,0.2,0.016946766525506973,-42.78766882419586,0.0004092704424510632,-0.02542484473087825,1257.0,-2.291492964285714
71,17,36352,2042,0.9619918465614319,1120,0.008820943025057204,0.018339649,0.18017578125,-4.513798713684082,0.2,-0.029144523665308952,-42.76986646652222,0.0004092704424510632,-0.02225125173572451,1257.0,-2.291492964285714
72,18,36864,2042,0.9588738679885864,1136,0.0022336163710861,0.016888946,0.2340087890625,-0.007686734199523926,0.2,-0.02920202724635601,-42.670480847358704,0.0004092704424510632,-0.02672765083843842,1257.0,-2.2898630344827584
73,18,37376,2042,0.9577175974845886,1152,0.10441794246435165,0.02621035,0.2384033203125,0.028734028339385986,0.2,-0.015260769054293633,-42.59651696681976,0.0004092704424510632,-0.024007452841033228,1257.0,-2.2898630344827584
74,18,37888,2042,0.9571511745452881,1168,0.017863112705526873,0.018001447,0.2122802734375,-5.944929122924805,0.2,-0.03769998252391815,-42.57360255718231,0.0004092704424510632,-0.026024752063676715,1257.0,-2.288335266666666
75,18,38400,2042,0.9568949341773987,1184,0.07750389352440834,0.026494116,0.225830078125,0.12454408407211304,0.2,-0.023441681638360023,-42.56002402305603,0.0004092704424510632,-0.022996374565991573,1257.0,-2.288335266666666
76,19,38912,2042,0.9558168053627014,1200,0.005883510959392879,0.019921739,0.2786865234375,-1.0363209247589111,0.2,-0.027985619381070137,-42.53502345085144,0.0004092704424510632,-0.03085015047690831,1257.0,-2.288335266666666
77,19,39424,2042,0.9548348188400269,1216,0.0035910008518840186,0.016414609,0.2178955078125,0.19520825147628784,0.2,-0.03373167663812637,-42.50211524963379,0.0004092704424510632,-0.02474117951351218,1257.0,-2.2881632258064513
78,19,39936,2042,0.9528667330741882,1232,0.053792417340446264,0.015536491,0.215576171875,0.24339359998703003,0.2,-0.007261408492922783,-42.45211458206177,0.0004092704424510632,-0.021550399425905198,1257.0,-2.2881632258064513
79,19,40448,2042,0.9512266516685486,1248,0.009460507324547507,0.014689159,0.236083984375,-3.4475321769714355,0.2,-0.03279637172818184,-42.386969566345215,0.0004092704424510632,-0.027004771764040925,1257.0,-2.2913358125
80,20,40960,2042,0.9511634111404419,1264,0.07513937866315246,0.021988466,0.2655029296875,0.07535290718078613,0.2,0.005763089284300804,-42.3625373840332,0.0004092704424510632,-0.02393916284199804,1257.0,-2.2913358125
81,20,41472,2042,0.9528743624687195,1280,0.0056463395012542605,0.014861036,0.20947265625,-1.380044937133789,0.2,-0.03226085379719734,-42.38188624382019,0.0004092704424510632,-0.02429805923020467,1257.0,-2.2913358125
82,20,41984,2042,0.9533739686012268,1296,0.002706108040001709,0.012978348,0.1864013671875,0.4143403172492981,0.2,-0.022532867267727852,-42.42710268497467,0.0004092704424510632,-0.01919927223934792,1257.0,-2.2887679999999997
83,20,42496,2042,0.9544001221656799,1312,0.03458454372594133,0.028021174,0.2757568359375,0.14829903841018677,0.2,-0.018730320036411285,-42.438817381858826,0.0004092704424510632,-0.021877475737710483,1257.0,-2.2887679999999997
84,21,43008,2042,0.9562935829162598,1328,0.005764072731835768,0.016594868,0.244140625,-1.9957871437072754,0.2,-0.03952762857079506,-42.48391020298004,0.0004092704424510632,-0.024247384339105338,1257.0,-2.288913
85,21,43520,2042,0.9570891261100769,1344,0.09185165562666953,0.023227558,0.2706298828125,0.11000144481658936,0.2,-0.01380607858300209,-42.53782296180725,0.0004092704424510632,-0.02497557719470933,1257.0,-2.288913
86,21,44032,2041,0.9545540809631348,1360,0.00902551801118534,0.022887016,0.2650146484375,-1.1432228088378906,0.2,-0.042065300047397614,-42.510650753974915,0.0004092704424510632,-0.030884581356076524,1257.0,-2.2894212
87,21,44544,2041,0.9535157680511475,1376,0.10034772753715515,0.012065688,0.14111328125,0.2050330638885498,0.2,-0.0010193288326263428,-42.44586110115051,0.0004092704424510632,-0.016122299028211273,1257.0,-2.2894212
88,22,45056,2041,0.9532230496406555,1392,0.0037878505572734866,0.019300893,0.240966796875,-12.760149955749512,0.2,-0.024202533066272736,-42.425710558891296,0.0004092704424510632,-0.02643373276805505,1257.0,-2.2894212
89,22,45568,2042,0.9532374739646912,1408,0.0029485683407983743,0.015477672,0.2042236328125,-0.0014899969100952148,0.2,-0.04303355887532234,-42.42215037345886,0.0004092704424510632,-0.0279695923672989,1257.0,-2.2879653055555558
90,22,46080,2041,0.9535399675369263,1424,0.1423193239606917,0.022342443,0.19921875,0.05828964710235596,0.2,0.0010542646050453186,-42.43390083312988,0.0004092704424510632,-0.023317163839237764,1257.0,-2.2879653055555558
91,22,46592,2041,0.9542933106422424,1440,0.01628355390857905,0.01862492,0.225341796875,-4.014921188354492,0.2,-0.027618391439318657,-42.45003378391266,0.0004092704424510632,-0.026249953101796564,1257.0,-2.282797081081081
92,23,47104,2041,0.9550681114196777,1456,0.14726112759672105,0.019837672,0.2203369140625,0.07993453741073608,0.2,0.006578061729669571,-42.474907875061035,0.0004092704424510632,-0.023139188910136,1257.0,-2.282797081081081
93,23,47616,2041,0.9543948173522949,1472,0.007299127384612802,0.019714553,0.2347412109375,-9.967766761779785,0.2,-0.02679872140288353,-42.48212933540344,0.0004092704424510632,-0.02519840421155095,1257.0,-2.282797081081081
94,23,48128,2040,0.9519585967063904,1488,0.0027224520781601314,0.013794906,0.201904296875,-0.016571879386901855,0.2,-0.03151722997426987,-42.430431604385376,0.0004092704424510632,-0.023081891471520066,1257.0,-2.284620789473684
95,23,48640,2040,0.9508516788482666,1504,0.16530874895397574,0.020761654,0.300048828125,0.05133092403411865,0.2,0.0012131407856941223,-42.366480350494385,0.0004092704424510632,-0.022385117546946276,1257.0,-2.284620789473684
96,24,49152,2040,0.9517277479171753,1520,0.012088039598893374,0.014536377,0.2330322265625,-6.524174213409424,0.2,-0.035282593220472336,-42.36127161979675,0.0004092704424510632,-0.024176092134439386,1257.0,-2.27967358974359
97,24,49664,2040,0.9523982405662537,1536,0.17076020827516913,0.018502854,0.2088623046875,0.06226217746734619,0.2,0.008491571992635727,-42.39177978038788,0.0004092704424510632,-0.019797267712419853,1257.0,-2.27967358974359
98,24,50176,2040,0.9537886381149292,1552,0.008495861868141219,0.019961242,0.23583984375,-3.4291696548461914,0.2,-0.026110919192433357,-42.416547775268555,0.0004092704424510632,-0.02266093199432362,1257.0,-2.27967358974359
99,24,50688,2039,0.9547499418258667,1568,0.0021554106097028125,0.017618686,0.254150390625,-0.04335463047027588,0.2,-0.038022395223379135,-42.46411597728729,0.0004092704424510632,-0.02981815385282971,1257.0,-2.2835876749999997
100,25,51200,2038,0.954375147819519,1584,0.169616759987548,0.022263508,0.2662353515625,0.07291769981384277,0.2,0.007175091654062271,-42.47168278694153,0.0004092704424510632,-0.023058909981045872,1257.0,-2.2835876749999997
101,25,51712,2038,0.9547730684280396,1600,0.02353654513717629,0.017992612,0.250732421875,-5.006485939025879,0.2,-0.03829033300280571,-42.464550256729126,0.0004092704424510632,-0.026469619595445693,1257.0,-2.2815993170731708
102,25,52224,2038,0.9544323682785034,1616,0.20411795913241804,0.02035661,0.277587890625,0.051631152629852295,0.2,0.021983176469802856,-42.471595883369446,0.0004092704424510632,-0.02502944931620732,1257.0,-2.2815993170731708
103,25,52736,2038,0.9543405175209045,1632,0.014532738918205723,0.017202226,0.2291259765625,-3.1058006286621094,0.2,-0.03568669781088829,-42.46070325374603,0.0004092704424510632,-0.025103600462898612,1257.0,-2.2815993170731708
104,26,53248,2037,0.9547309875488281,1648,0.001873023240477778,0.013827971,0.2412109375,0.07060611248016357,0.2,-0.04305241256952286,-42.462149262428284,0.0004092704424510632,-0.02672714075015392,1257.0,-2.2797104999999998
105,26,53760,2038,0.9558644890785217,1664,0.2039589392952621,0.018028531,0.2569580078125,0.052532970905303955,0.2,0.006376937031745911,-42.48282778263092,0.0004092704424510632,-0.022927860423806123,1257.0,-2.2797104999999998
106,26,54272,2038,0.956235945224762,1680,0.021515318454476073,0.017843124,0.2310791015625,-5.75310754776001,0.2,-0.02951321192085743,-42.511635303497314,0.0004092704424510632,-0.02680875040095998,1257.0,-2.27279476744186
107,26,54784,2038,0.9565189480781555,1696,0.2861643563956022,0.021969292,0.189208984375,0.11944538354873657,0.2,0.08399192988872528,-42.5223673582077,0.0004092704424510632,-0.022891737113241106,1257.0,-2.27279476744186
108,27,55296,2038,0.9556335806846619,1712,0.013248462608316913,0.015007839,0.1995849609375,-0.7582828998565674,0.2,-0.03408403322100639,-42.51734375953674,0.0004092704424510632,-0.02195276427664794,1257.0,-2.27279476744186
109,27,55808,2038,0.9544312357902527,1728,0.0134666683152318,0.018747438,0.232177734375,0.39500612020492554,0.2,-0.008017390966415405,-42.47806632518768,0.0004092704424510632,-0.0221050758700585,1257.0,-2.272310818181818
110,27,56320,2038,0.9536089897155762,1744,0.05036117701092735,0.039039858,0.31103515625,0.452664852142334,0.2,-0.013597428798675537,-42.444270730018616,0.0004092704424510632,-0.02511257138394285,1257.0,-2.272310818181818
111,27,56832,2039,0.9537585377693176,1760,0.006968807465455029,0.015231412,0.2076416015625,-6.922710418701172,0.2,-0.022291991859674454,-42.44149935245514,0.0004092704424510632,-0.019015489699086174,1257.0,-2.2729294444444443
112,28,57344,2039,0.9527644515037537,1776,0.19088800274766982,0.020966595,0.2171630859375,0.101997971534729,0.2,-0.0028670579195022583,-42.4304279088974,0.0004092704424510632,-0.02346382534597069,1257.0,-2.2729294444444443
113,28,57856,2039,0.9535992741584778,1792,0.016827969637233764,0.013179789,0.1942138671875,-1.813499927520752,0.2,-0.012735461816191673,-42.415407538414,0.0004092704424510632,-0.020241882768459618,1257.0,-2.2734222391304346
114,28,58368,2039,0.9542350769042969,1808,0.16223967680707574,0.021658063,0.205322265625,0.16069000959396362,0.2,0.01013968512415886,-42.448164105415344,0.0004092704424510632,-0.025900675827870145,1257.0,-2.2734222391304346
115,28,58880,2038,0.9541426301002502,1824,0.0027965209555986803,0.018829742,0.26220703125,-8.355841636657715,0.2,-0.040794242173433304,-42.451767802238464,0.0004092704424510632,-0.02698205810156651,1257.0,-2.2734222391304346
116,29,59392,2037,0.9534854888916016,1840,0.0036347810164443217,0.019214528,0.2689208984375,-0.003905653953552246,0.2,-0.04296253249049187,-42.43767821788788,0.0004092704424510632,-0.027798123453976586,1257.0,-2.273684914893617
117,29,59904,2037,0.9517315030097961,1856,0.21023072442039847,0.020633569,0.1588134765625,0.10459262132644653,0.2,0.0005412213504314423,-42.404701709747314,0.0004092704424510632,-0.024835862044710666,1257.0,-2.273684914893617
118,29,60416,2037,0.9498411417007446,1872,0.007368598147877492,0.0168496,0.257568359375,-5.429856300354004,0.2,-0.03891059756278992,-42.33497619628906,0.0004092704424510632,-0.0253272892368841,1257.0,-2.2727139166666666
119,29,60928,2037,0.9496118426322937,1888,0.2556998215150088,0.022499412,0.215087890625,0.10070735216140747,0.2,0.02673320844769478,-42.30713415145874,0.0004092704424510632,-0.026763793372083455,1257.0,-2.2727139166666666
120,30,61440,2037,0.9499878883361816,1904,0.014792627553106286,0.015375132,0.176025390625,-16.488426208496094,0.2,-0.023616425693035126,-42.3056857585907,0.0004092704424510632,-0.018084489631291945,1257.0,-2.2727139166666666
121,30,61952,2037,0.9503934979438782,1920,0.0021483922355400864,0.02000507,0.2723388671875,-0.018172621726989746,0.2,-0.052468106150627136,-42.3186137676239,0.0004092704424510632,-0.02989178903226275,1257.0,-2.2734255918367348
122,30,62464,2037,0.9499333500862122,1936,0.24236764013767242,0.015684383,0.1885986328125,0.04577004909515381,0.2,0.024770401418209076,-42.3212331533432,0.0004092704424510632,-0.01901540490507614,1257.0,-2.2734255918367348
123,30,62976,2037,0.9495476484298706,1952,0.013041048630839214,0.019657508,0.2347412109375,-7.250528335571289,0.2,-0.037009384483098984,-42.30476188659668,0.0004092704424510632,-0.026073402201291174,1257.0,-2.2707909799999997
124,31,63488,2036,0.9501730799674988,1968,0.269060306949541,0.023418756,0.2369384765625,0.04875004291534424,0.2,0.022926252335309982,-42.302252531051636,0.0004092704424510632,-0.02367442165268585,1257.0,-2.2707909799999997
125,31,64000,2036,0.9492781758308411,1984,0.009788853683858179,0.02066353,0.247314453125,-9.970975875854492,0.2,-0.03175327181816101,-42.31363618373871,0.0004092704424510632,-0.028278578276513144,1257.0,-2.2707909799999997
