train/learning_rate,time/episodes,train/critic_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/ent_coef,train/n_updates,time/time_elapsed,time/fps,train/actor_loss
0.0008459126528049375,4,1.8196121454238892,-4.89168025,1258.0,-171.0263214111328,5032,0.017506731674075127,4931,471,10,-121.94593811035156
0.0008459126528049375,8,2.0593087673187256,-3.8896765,1258.0,-38.81053924560547,10064,0.0012461304431781173,9963,956,10,-127.23839569091797
0.0008459126528049375,12,6.204761505126953,-3.1549414166666665,1258.0,193.6187744140625,15096,0.0008752126013860106,14995,1440,10,-110.51616668701172
0.0008459126528049375,16,2.046316146850586,-2.9092999375,1258.0,-15.115696907043457,20128,0.0006205328390933573,20027,1924,10,-112.5177001953125
0.0008459126528049375,20,6.712039947509766,-2.70855345,1258.0,140.31231689453125,25160,0.0010079862549901009,25059,15,10,-81.30101013183594
0.0008459126528049375,24,2.4316155910491943,-2.581039458333333,1258.0,-49.680320739746094,30192,0.0008008865406736732,30091,493,10,-64.51406860351562
0.0008459126528049375,28,0.9793421030044556,-2.480491571428572,1258.0,-3.1460397243499756,35224,0.0004546160635072738,35123,972,10,-61.99470520019531
0.0008459126528049375,32,1.3688154220581055,-2.382194375,1258.0,-19.179546356201172,40256,0.0005838819197379053,40155,1450,10,-59.137733459472656
0.0008459126528049375,36,23.73549461364746,-2.3295271666666664,1258.0,-82.05709075927734,45288,0.00026870251167565584,45187,1925,10,-51.61393737792969
0.0008459126528049375,40,0.5560665130615234,-2.283574825,1258.0,-4.341407299041748,50320,0.00022104172967374325,50219,30,10,-53.94172668457031
0.0008459126528049375,44,2.895167112350464,-2.2552407272727275,1258.0,9.400272369384766,55352,0.00032647105399519205,55251,510,10,-51.40544891357422
0.0008459126528049375,48,0.5014879107475281,-2.222011125,1258.0,-130.20571899414062,60384,0.0002114650997100398,60283,998,10,-46.9157600402832
