train/learning_rate,train/ent_coef,train/actor_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/critic_loss,train/ent_coef_loss,time/total_timesteps,time/time_elapsed,train/n_updates
0.0008459126528049375,0.01887372136116028,-121.9823989868164,32,-4.55873825,1223.0,4,1.0414371490478516,-170.88565063476562,4892,150,4791
0.0008459126528049375,0.0015127062797546387,-125.31846618652344,30,-3.4861125,1223.0,8,6.085424900054932,-30.099773406982422,9784,318,9683
0.0008459126528049375,0.0011345427483320236,-109.62867736816406,29,-2.832804833333333,1223.0,12,49.27324295043945,178.2248077392578,14676,505,14575
0.0008459126528049375,0.0012888326309621334,-100.32427978515625,29,-2.5170729375,1223.0,16,6.341405868530273,106.69790649414062,19568,659,19467
0.0008459126528049375,0.0003824583545792848,-93.9069595336914,30,-2.3443559,1223.0,20,1.623518466949463,108.0668716430664,24460,813,24359
0.0008459126528049375,0.0007642914424650371,-77.99899291992188,31,-2.1675640416666666,1223.0,24,32.6960563659668,19.109451293945312,29352,136,29251
0.0008459126528049375,0.0003222259692847729,-77.78546142578125,31,-2.0683729642857145,1223.0,28,1.920912504196167,-19.77086639404297,34244,290,34143
0.0008459126528049375,0.000218519227928482,-73.69976806640625,31,-1.99476328125,1223.0,32,2.0650548934936523,-11.76502513885498,39136,444,39035
0.0008459126528049375,0.0003070376696996391,-68.97215270996094,31,-1.933828722222222,1223.0,36,0.9508669972419739,-19.72469711303711,44028,598,43927
0.0008459126528049375,0.0004719202988781035,-53.76506423950195,31,-1.8950571,1223.0,40,2.4063169956207275,-57.099853515625,48920,753,48819
0.0008459126528049375,0.0004933401360176504,-48.869529724121094,30,-1.8523987727272726,1223.0,44,4.985762119293213,23.046972274780273,53812,124,53711
0.0008459126528049375,0.0001600034156581387,-45.93172073364258,28,-1.8227917916666663,1223.0,48,4.671457290649414,61.762596130371094,58704,308,58603
0.0008459126528049375,0.0003897140850313008,-43.283042907714844,27,-1.7893169423076918,1223.0,52,3.130098819732666,47.58213424682617,63596,492,63495
0.0008459126528049375,0.00044436915777623653,-39.80815505981445,27,-1.7622428035714286,1223.0,56,2.7487001419067383,46.7826042175293,68488,676,68387
0.0008459126528049375,0.0008600103901699185,-24.21883773803711,27,-1.7413175166666666,1223.0,60,14.41286563873291,-12.396341323852539,73380,844,73279
