time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/std,train/n_updates,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4186,1,512,0,,,,,,,,,,,,,
1978,2,1024,0,0.017474227,-0.044106271117925644,0.2,0.0004092704424510632,-0.03315143036888912,0.2718505859375,1.0007847547531128,16,-0.11362195014953613,0.07156917247993988,-43.99337446689606,,
1693,3,1536,0,0.020445587,-0.04352814704179764,0.2,0.0004092704424510632,-0.032289412803947926,0.2886962890625,1.0033764839172363,32,-0.017394423484802246,0.002652593273523962,-44.04915642738342,1258.0,-2.215231
1574,4,2048,1,0.021501036,-0.042958274483680725,0.2,0.0004092704424510632,-0.031069927557837218,0.3294677734375,1.001064658164978,48,0.02955693006515503,0.0065830514940898865,-44.065407514572144,1258.0,-2.215231
1516,5,2560,1,0.020622652,-0.04068813845515251,0.2,0.0004092704424510632,-0.030022824546904303,0.2913818359375,0.999811589717865,64,0.045600950717926025,0.002215870325017022,-43.99463379383087,1258.0,-2.224327
1478,6,3072,2,0.02036797,-0.02482040412724018,0.2,0.0004092704424510632,-0.02574414585251361,0.2899169921875,0.9992043375968933,80,0.03521931171417236,0.011613124079303816,-43.96908748149872,1258.0,-2.224327
1453,7,3584,2,0.0138872545,-0.028800196945667267,0.2,0.0004092704424510632,-0.025402030383702368,0.2122802734375,0.9991564154624939,96,0.048950791358947754,0.0013229953838163055,-43.95728814601898,1258.0,-2.224327
1433,8,4096,2,0.022501666,-0.03997821733355522,0.2,0.0004092704424510632,-0.032000776976929046,0.3228759765625,1.0000507831573486,112,0.03292274475097656,0.005301584482367616,-43.970093727111816,1258.0,-2.2271430000000003
1417,9,4608,3,0.017505245,-0.038718659430742264,0.2,0.0004092704424510632,-0.02827327676641289,0.256591796875,0.9973382353782654,128,0.01741713285446167,0.016656062565743923,-43.953707695007324,1258.0,-2.2271430000000003
1403,10,5120,3,0.015437599,-0.024380242452025414,0.2,0.0004092704424510632,-0.022489816503366455,0.239013671875,0.9961716532707214,144,0.02149653434753418,0.001977528416318819,-43.87316405773163,1258.0,-2.2864102500000003
1393,11,5632,4,0.021776922,-0.024693338200449944,0.2,0.0004092704424510632,-0.02830671212723246,0.284912109375,0.9957420229911804,160,0.03709930181503296,0.029517038143239915,-43.85417294502258,1258.0,-2.2864102500000003
1384,12,6144,4,0.015000438,-0.0466182604432106,0.2,0.0004092704424510632,-0.031649324169848114,0.268310546875,0.9965897798538208,176,-0.0020973682403564453,0.0014791017638344783,-43.851763129234314,1258.0,-2.2864102500000003
1377,13,6656,4,0.017531965,-0.040025487542152405,0.2,0.0004092704424510632,-0.023483933313400485,0.243408203125,0.9970763325691223,192,0.09286129474639893,0.0063187589548761025,-43.88241648674011,1258.0,-2.2809654000000004
1371,14,7168,5,0.019993793,-0.025372963398694992,0.2,0.0004092704424510632,-0.0266073468956165,0.2642822265625,0.9967305660247803,208,0.08033019304275513,0.031392994918860495,-43.88117837905884,1258.0,-2.2809654000000004
