time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/std,train/n_updates,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4057,1,512,0,,,,,,,,,,,,,
1923,2,1024,0,0.0169335,-0.037579234689474106,0.2,0.0004092704424510632,-0.03697259623731952,0.2991943359375,0.9976588487625122,16,-1.017911672592163,0.20087060362129705,-43.94711983203888,,
1652,3,1536,0,0.020621732,-0.04238702356815338,0.2,0.0004092704424510632,-0.031231276007019915,0.2706298828125,0.9998330473899841,32,0.004950165748596191,0.002808985904266592,-43.93646049499512,1258.0,-2.429863
1551,4,2048,1,0.021641463,-0.031713198870420456,0.2,0.0004092704424510632,-0.028144149837316945,0.3316650390625,1.0003079175949097,48,0.00038051605224609375,0.004695222931331955,-43.99110996723175,1258.0,-2.429863
1491,5,2560,1,0.016748404,-0.03889584168791771,0.2,0.0004092704424510632,-0.026088162267114967,0.274658203125,1.000828742980957,64,0.0007492303848266602,0.0028709485995932482,-43.99774193763733,1258.0,-2.409015
1455,6,3072,2,0.021409303,-0.04239894822239876,0.2,0.0004092704424510632,-0.031725399690913036,0.302001953125,0.9993330240249634,80,0.0024431347846984863,0.008967507383204065,-43.99260497093201,1258.0,-2.409015
1428,7,3584,2,0.014331625,-0.04037240892648697,0.2,0.0004092704424510632,-0.02316385935409926,0.202880859375,1.0013172626495361,96,0.005184948444366455,0.001226041511472431,-43.978086829185486,1258.0,-2.409015
1409,8,4096,2,0.018735828,-0.03824397921562195,0.2,0.0004092704424510632,-0.029974191333167255,0.3076171875,1.0027559995651245,112,0.0025199055671691895,0.005080791328509804,-44.04908776283264,1258.0,-2.355018333333333
1395,9,4608,3,0.01625431,-0.026751944795250893,0.2,0.0004092704424510632,-0.024345799058210105,0.2686767578125,1.0025807619094849,128,0.0037726759910583496,0.0073870808992069215,-44.06523060798645,1258.0,-2.355018333333333
1381,10,5120,3,0.016180318,-0.03715934604406357,0.2,0.0004092704424510632,-0.028292189090279862,0.2691650390625,1.0018904209136963,144,0.00015598535537719727,0.0026693870859162416,-44.04665565490723,1258.0,-2.3250159999999997
1371,11,5632,4,0.025517931,-0.028354767709970474,0.2,0.0004092704424510632,-0.02986090412014164,0.287109375,1.0012876987457275,160,0.0027565360069274902,0.016826693376060575,-44.028165102005005,1258.0,-2.3250159999999997
1365,12,6144,4,0.02026002,-0.03650519251823425,0.2,0.0004092704424510632,-0.028078062838176265,0.2777099609375,0.9995622038841248,176,-0.002148270606994629,0.001497629622463137,-43.99392902851105,1258.0,-2.3250159999999997
1359,13,6656,4,0.017543098,-0.030035940930247307,0.2,0.0004092704424510632,-0.023170460161054507,0.2408447265625,0.9981112480163574,192,0.015182197093963623,0.006551191370817833,-43.945396065711975,1258.0,-2.309881
1354,14,7168,5,0.025194852,-0.023370036855340004,0.2,0.0004092704424510632,-0.029694869415834546,0.267822265625,0.9979987740516663,208,0.009546399116516113,0.024307047511683777,-43.91587769985199,1258.0,-2.309881
1349,15,7680,5,0.022800155,-0.03586795926094055,0.2,0.0004092704424510632,-0.030651481123641133,0.296142578125,0.9986613988876343,224,0.14257413148880005,0.00323840398050379,-43.92276048660278,1258.0,-2.2972799999999998
