time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/std,train/n_updates,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
4230,1,512,0,,,,,,,,,,,,,
1952,2,1024,0,0.014066884,-0.03241121023893356,0.2,0.0004092704424510632,-0.02797854514210485,0.2049560546875,1.0003960132598877,16,-1.6825065612792969,0.1895701780122181,-43.997488498687744,,
1688,3,1536,0,0.01345097,-0.03892030566930771,0.2,0.0004092704424510632,-0.02556139753141906,0.2216796875,1.001387357711792,32,-0.08225119113922119,0.003116283332929015,-44.012508153915405,1258.0,-2.370185
1573,4,2048,1,0.018851394,-0.03139779344201088,0.2,0.0004092704424510632,-0.02630053042958025,0.2823486328125,1.0009407997131348,48,0.011832833290100098,0.017466043907916173,-44.026501417160034,1258.0,-2.370185
1512,5,2560,1,0.015036933,-0.03090943582355976,0.2,0.0004092704424510632,-0.02045752744015772,0.2388916015625,1.0009400844573975,64,-0.08999931812286377,0.0024544107509427704,-44.01099753379822,1258.0,-2.2934595
1475,6,3072,2,0.017873313,-0.025739416480064392,0.2,0.0004092704424510632,-0.025888529635267332,0.2723388671875,1.0009948015213013,80,0.014818787574768066,0.025783021410461515,-44.016435742378235,1258.0,-2.2934595
1440,7,3584,2,0.013389033,-0.04870865121483803,0.2,0.0004092704424510632,-0.026833940908545628,0.2198486328125,1.0003608465194702,96,0.05101698637008667,0.0013841103445884073,-44.00572955608368,1258.0,-2.2934595
1424,8,4096,2,0.01907776,-0.039011694490909576,0.2,0.0004092704424510632,-0.03063519975694362,0.2869873046875,1.0016467571258545,112,0.016795098781585693,0.0055246180927497335,-44.01042830944061,1258.0,-2.3077666666666663
1413,9,4608,3,0.024981039,-0.027232669293880463,0.2,0.0004092704424510632,-0.02905834052944556,0.3209228515625,1.0039641857147217,128,0.010254859924316406,0.029898625274654478,-44.067508578300476,1258.0,-2.3077666666666663
1403,10,5120,3,0.020604625,-0.03720998391509056,0.2,0.0004092704424510632,-0.024360482682823204,0.256103515625,1.0029592514038086,144,-0.017371296882629395,0.0030378855335584376,-44.10013794898987,1258.0,-2.3127727499999997
1396,11,5632,4,0.016567089,0.0012721642851829529,0.2,0.0004092704424510632,-0.017655364354141057,0.1986083984375,1.0001496076583862,160,0.024404704570770264,0.039037352486047894,-44.03168833255768,1258.0,-2.3127727499999997
1389,12,6144,4,0.015737599,-0.03301689028739929,0.2,0.0004092704424510632,-0.02837884970358573,0.2247314453125,1.0000503063201904,176,-0.23297226428985596,0.0032784027062007226,-43.973196268081665,1258.0,-2.3127727499999997
1380,13,6656,4,0.020154733,-0.031662456691265106,0.2,0.0004092704424510632,-0.027003916271496564,0.2838134765625,1.0007635354995728,192,0.014745652675628662,0.006840317364549264,-43.989105105400085,1258.0,-2.3487061999999996
1375,14,7168,5,0.025882583,-0.025116512551903725,0.2,0.0004092704424510632,-0.029877995984861627,0.33203125,1.0005218982696533,208,0.012749016284942627,0.05351678770966828,-44.00240159034729,1258.0,-2.3487061999999996
1370,15,7680,5,0.013382464,-0.03822653740644455,0.2,0.0004092704424510632,-0.02415182619006373,0.1959228515625,0.9987077116966248,224,-0.0518035888671875,0.002451555148581974,-43.96848165988922,1258.0,-2.314167833333333
1366,16,8192,5,0.018780049,-0.01164049282670021,0.2,0.0004092704424510632,-0.023937012345413677,0.24365234375,0.9958966374397278,240,0.06492650508880615,0.0596050318563357,-43.89518487453461,1258.0,-2.314167833333333
1363,17,8704,6,0.017655086,-0.03293789178133011,0.2,0.0004092704424510632,-0.02205390423478093,0.260498046875,0.9963523745536804,256,-1.3256738185882568,0.003842761339910794,-43.84591555595398,1258.0,-2.314167833333333
1360,18,9216,6,0.02058924,-0.013113904744386673,0.2,0.0004092704424510632,-0.02371546981157735,0.2352294921875,0.9966214299201965,272,0.4072543978691101,0.006034280071617104,-43.872687101364136,1258.0,-2.319588571428571
1357,19,9728,7,0.017934315,-0.015299027785658836,0.2,0.0004092704424510632,-0.023445107726729475,0.2506103515625,0.9981157183647156,288,0.19918859004974365,0.055464816570747644,-43.89130890369415,1258.0,-2.319588571428571
1354,20,10240,7,0.016804503,-0.03917258232831955,0.2,0.0004092704424510632,-0.02825755503727123,0.257568359375,0.9976161122322083,304,-0.5213127136230469,0.01108414863847429,-43.914416909217834,1258.0,-2.34043175
1352,21,10752,7,0.017875584,0.0018106848001480103,0.2,0.0004092704424510632,-0.02688972299802117,0.265625,0.9948907494544983,320,0.2506234049797058,0.0690659407991916,-43.86543822288513,1258.0,-2.34043175
1346,22,11264,8,0.02008085,-0.03436217084527016,0.2,0.0004092704424510632,-0.028324849990895018,0.259521484375,0.9932372570037842,336,-1.722285509109497,0.004762441662023775,-43.788567304611206,1258.0,-2.34043175
1344,23,11776,8,0.019948188,-0.028264878317713737,0.2,0.0004092704424510632,-0.026247802714351565,0.2503662109375,0.992174506187439,352,0.397935152053833,0.005239795420493465,-43.74648153781891,1258.0,-2.3393958888888893
1343,24,12288,9,0.032469936,-0.021079080179333687,0.2,0.0004092704424510632,-0.03024722822010517,0.2840576171875,0.9931033253669739,368,0.24476444721221924,0.05969886796083301,-43.74190127849579,1258.0,-2.3393958888888893
1342,25,12800,9,0.0152380075,-0.032633766531944275,0.2,0.0004092704424510632,-0.01994477614061907,0.153564453125,0.9941635727882385,384,-1.7549524307250977,0.021111816648044623,-43.7694411277771,1258.0,-2.3530791
1341,26,13312,9,0.027252804,0.013057786971330643,0.2,0.0004092704424510632,-0.025999940451583825,0.3116455078125,0.9937623739242554,400,0.03185546398162842,0.10132823418825865,-43.78751766681671,1258.0,-2.3530791
1339,27,13824,10,0.017908221,-0.03637087345123291,0.2,0.0004092704424510632,-0.02826879167696461,0.243408203125,0.9939174056053162,416,-3.3449740409851074,0.004317901133617852,-43.774428725242615,1258.0,-2.3530791
1338,28,14336,10,0.012140296,-0.03446424379944801,0.2,0.0004092704424510632,-0.026199976506177336,0.2303466796875,0.9949788451194763,432,0.4593505859375,0.0040461730168317445,-43.79567205905914,1258.0,-2.3368306363636364
1337,29,14848,11,0.023794131,-0.015846729278564453,0.2,0.0004092704424510632,-0.02330931936739944,0.2645263671875,0.9949418902397156,448,0.18196719884872437,0.04399966524215415,-43.81453013420105,1258.0,-2.3368306363636364
1335,30,15360,11,0.023282561,-0.03314138203859329,0.2,0.0004092704424510632,-0.02936306211631745,0.23779296875,0.9940760731697083,464,-2.5524442195892334,0.01208129816222936,-43.79694211483002,1258.0,-2.321855
1334,31,15872,11,0.021438204,-0.008249666541814804,0.2,0.0004092704424510632,-0.027961636777035892,0.27783203125,0.9934490323066711,480,0.2806302309036255,0.056635430664755404,-43.76871466636658,1258.0,-2.321855
1333,32,16384,12,0.016741294,-0.03472405672073364,0.2,0.0004092704424510632,-0.02350916780414991,0.22705078125,0.9913594722747803,496,-0.38301408290863037,0.006459048585384153,-43.73267412185669,1258.0,-2.3199563076923075
1332,33,16896,12,0.023295537,-0.005257200449705124,0.2,0.0004092704424510632,-0.02587529641459696,0.2193603515625,0.9892188310623169,512,0.3552325367927551,0.06781069713179022,-43.661792159080505,1258.0,-2.3199563076923075
1331,34,17408,13,0.012029396,-0.03086116537451744,0.2,0.0004092704424510632,-0.02058732720615808,0.177001953125,0.9896735548973083,528,-0.8370165824890137,0.016872535517904907,-43.628353118896484,1258.0,-2.3199563076923075
1330,35,17920,13,0.016319988,-0.04592033475637436,0.2,0.0004092704424510632,-0.028813461685786024,0.23486328125,0.9886828064918518,544,-0.8318251371383667,0.0021298046067386167,-43.63002824783325,1258.0,-2.314648214285714
1330,36,18432,13,0.019174475,-0.013908963650465012,0.2,0.0004092704424510632,-0.02573301873053424,0.252197265625,0.9881054759025574,560,0.07121968269348145,0.07626497722230852,-43.59744453430176,1258.0,-2.314648214285714
1329,37,18944,14,0.01573494,-0.027565468102693558,0.2,0.0004092704424510632,-0.020959538320312276,0.218505859375,0.9876082539558411,576,0.08802497386932373,0.005687497803592123,-43.58205473423004,1258.0,-2.3044716
1328,38,19456,14,0.021318883,0.0029134657233953476,0.2,0.0004092704424510632,-0.023951000825036317,0.2177734375,0.9862266182899475,592,0.39837175607681274,0.06723468797281384,-43.55888247489929,1258.0,-2.3044716
1328,39,19968,15,0.01776132,-0.03276542201638222,0.2,0.0004092704424510632,-0.025185519611113705,0.1876220703125,0.9846859574317932,608,-5.123367786407471,0.013502780580893159,-43.50815832614899,1258.0,-2.3044716
1327,40,20480,15,0.018441038,-0.03436655551195145,0.2,0.0004092704424510632,-0.02136938648618525,0.2110595703125,0.9832569360733032,624,0.09388136863708496,0.006080255108827259,-43.45903444290161,1258.0,-2.306732
1327,41,20992,15,0.020922014,0.013389531522989273,0.2,0.0004092704424510632,-0.017773710962501355,0.2093505859375,0.9821509122848511,640,0.09421300888061523,0.11176915268879384,-43.41729915142059,1258.0,-2.306732
1326,42,21504,16,0.017691627,-0.047184236347675323,0.2,0.0004092704424510632,-0.024604542646557093,0.2095947265625,0.9823190569877625,656,-2.4191577434539795,0.010985606684698723,-43.401859998703,1258.0,-2.3103081764705884
1326,43,22016,16,0.018179156,0.014588182792067528,0.2,0.0004092704424510632,-0.021579385036602616,0.2354736328125,0.9827063083648682,672,0.3283637762069702,0.10796811350155622,-43.415119767189026,1258.0,-2.3103081764705884
1326,44,22528,16,0.01667953,-0.024263164028525352,0.2,0.0004092704424510632,-0.02543694847554434,0.22119140625,0.9807938933372498,688,-7.387544631958008,0.0037842425190319773,-43.39588105678558,1258.0,-2.3103081764705884
1326,45,23040,17,0.020237938,-0.042792998254299164,0.2,0.0004092704424510632,-0.029946420560008846,0.271484375,0.9805083870887756,704,0.2338353395462036,0.005298738142300863,-43.345351457595825,1258.0,-2.3056226666666664
1325,46,23552,17,0.024803814,0.04676416143774986,0.2,0.0004092704424510632,-0.02606751701387111,0.2255859375,0.980953574180603,720,0.1160004734992981,0.15524263796396554,-43.354671478271484,1258.0,-2.3056226666666664
1325,47,24064,18,0.012811215,-0.02972685545682907,0.2,0.0004092704424510632,-0.01638836857455317,0.1578369140625,0.9817389249801636,736,-2.305328369140625,0.012316353284404613,-43.36885213851929,1258.0,-2.307196263157895
1325,48,24576,18,0.021028616,0.011586152017116547,0.2,0.0004092704424510632,-0.027389851136831567,0.2530517578125,0.9824402928352356,752,0.12715184688568115,0.12366942153312266,-43.39504158496857,1258.0,-2.307196263157895
1324,49,25088,18,0.016539084,-0.03201749548316002,0.2,0.0004092704424510632,-0.018601901887450367,0.166748046875,0.9824241399765015,768,-7.0582122802734375,0.009698559588287026,-43.405040979385376,1258.0,-2.307196263157895
