rollout/ep_len_mean,train/ent_coef,train/actor_loss,time/episodes,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/ent_coef_loss,train/learning_rate,train/critic_loss,time/total_timesteps
1258.0,0.017180461436510086,-121.96624755859375,4,4931,109,-4.69851925,46,-166.18528747558594,0.0008459126528049375,1.5410243272781372,5032
1258.0,0.0011658682487905025,-127.5950927734375,8,9963,219,-3.676227625,45,4.253808498382568,0.0008459126528049375,3.920940399169922,10064
1258.0,0.0008717771852388978,-121.8827133178711,12,14995,327,-3.1860064166666664,46,10.379705429077148,0.0008459126528049375,7.857688903808594,15096
1258.0,0.001006632694043219,-115.43160247802734,16,20027,439,-2.8906018749999998,45,-12.459596633911133,0.0008459126528049375,5.479792594909668,20128
1258.0,0.0011341586941853166,-112.37731170654297,20,25059,3,-2.6815974999999996,45,66.02977752685547,0.0008459126528049375,23.397390365600586,25160
1258.0,0.0012045000912621617,-98.5179214477539,24,30091,114,-2.594235083333333,45,132.62838745117188,0.0008459126528049375,11.89234733581543,30192
1258.0,0.002133142901584506,-84.31001281738281,28,35123,235,-2.5209330714285714,43,32.018310546875,0.0008459126528049375,12.848812103271484,35224
1258.0,0.0007530470029450953,-76.37161254882812,32,40155,391,-2.4296171875,38,79.21016693115234,0.0008459126528049375,7.209294319152832,40256
1258.0,0.0006726194405928254,-76.51785278320312,36,45187,547,-2.3737059166666667,37,-45.32600021362305,0.0008459126528049375,3.1813302040100098,45288
1258.0,0.0005668852245435119,-72.11205291748047,40,50219,9,-2.341954575,32,13.368817329406738,0.0008459126528049375,2.7279293537139893,50320
1258.0,0.0008175998227670789,-67.860595703125,44,55251,165,-2.3320201818181814,32,-56.73389434814453,0.0008459126528049375,4.246190547943115,55352
1258.0,0.00041903206147253513,-64.46009826660156,48,60283,322,-2.292628270833333,32,-58.081077575683594,0.0008459126528049375,1.9093140363693237,60384
1258.0,0.0005412391037680209,-54.740684509277344,52,65315,449,-2.2708660384615382,34,-19.067949295043945,0.0008459126528049375,12.595304489135742,65416
1258.0,0.0008184712496586144,-27.994178771972656,56,70347,568,-2.2727128214285712,35,-86.06776428222656,0.0008459126528049375,12.344295501708984,70448
1258.0,0.0003038315335288644,-18.118593215942383,60,75379,12,-2.2750795,39,47.14780044555664,0.0008459126528049375,5.017100811004639,75480
1258.0,0.0005185576737858355,-10.875910758972168,64,80411,142,-2.2373384375,38,-13.369503021240234,0.0008459126528049375,3.9032013416290283,80512
1258.0,0.0003886381455231458,-4.052484512329102,68,85443,306,-2.213262088235294,34,-10.840616226196289,0.0008459126528049375,3.1702914237976074,85544
1258.0,0.00044735666597262025,3.8166563510894775,72,90475,480,-2.185756916666667,32,-56.869083404541016,0.0008459126528049375,4.843723773956299,90576
