rollout/ep_rew_mean,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/total_timesteps,time/fps,train/n_updates,train/ent_coef,train/ent_coef_loss,time/episodes,train/learning_rate
-4.5271342500000005,-123.29302215576172,476,1.8922994136810303,1257.0,5028,10,4927,0.016941498965024948,-175.9086151123047,4,0.0008459126528049375
-3.559736375,-127.60330200195312,963,4.380606651306152,1257.0,10056,10,9955,0.0009366969461552799,-55.99801254272461,8,0.0008459126528049375
-2.9860629166666666,-128.87611389160156,1449,7.900436878204346,1257.0,15084,10,14983,0.0006496241549029946,138.5881805419922,12,0.0008459126528049375
-2.637551125,-116.93423461914062,1932,11.68670654296875,1257.0,20112,10,20011,0.000998040079139173,104.33907318115234,16,0.0008459126528049375
-2.4191099499999997,-106.64195251464844,13,4.769054412841797,1257.0,25140,10,25039,0.0011039861710742116,-24.98410415649414,20,0.0008459126528049375
-2.250352,-85.44599151611328,492,10.276320457458496,1257.0,30168,10,30067,0.0011486002476885915,-81.46712493896484,24,0.0008459126528049375
-2.1254485357142854,-80.32818603515625,969,7.6507134437561035,1257.0,35196,10,35095,0.0008228968363255262,46.94795227050781,28,0.0008459126528049375
-2.089482125,-78.78521728515625,1442,1.9906880855560303,1257.0,40224,10,40123,0.000721635646186769,-46.702301025390625,32,0.0008459126528049375
-2.0713457222222225,-77.48287200927734,1912,0.776789128780365,1257.0,45252,10,45151,0.00034836947452276945,-55.132179260253906,36,0.0008459126528049375
-2.0230206500000003,-73.7972412109375,26,1.4454212188720703,1257.0,50280,10,50179,0.00011152336810482666,-142.3662872314453,40,0.0008459126528049375
-1.9714078181818182,-70.35630798339844,496,1.8870712518692017,1257.0,55308,10,55207,0.0004193890781607479,1.88685941696167,44,0.0008459126528049375
-1.934440125,-67.71454620361328,966,0.5813084840774536,1257.0,60336,10,60235,0.00024704154930077493,-9.412856101989746,48,0.0008459126528049375
-1.9062111346153843,-60.29408264160156,1458,2.323706865310669,1257.0,65364,10,65263,0.0001950161822605878,24.47922706604004,52,0.0008459126528049375
-1.8842006785714285,-56.50678253173828,1928,8.14352798461914,1257.0,70392,10,70291,0.0007268181070685387,1.6649649143218994,56,0.0008459126528049375
-1.8596305666666666,-48.974491119384766,39,3.0126543045043945,1257.0,75420,10,75319,0.0006057580467313528,-2.8565587997436523,60,0.0008459126528049375
-1.827734734375,-46.160552978515625,524,1.6441292762756348,1257.0,80448,10,80347,0.0002765083045233041,-58.80086898803711,64,0.0008459126528049375
-1.8187784117647057,-32.14773941040039,1012,4.905703544616699,1257.0,85476,10,85375,0.001077451161108911,-32.65705108642578,68,0.0008459126528049375
-1.7987406666666663,-26.350189208984375,1503,1.8947672843933105,1257.0,90504,10,90403,0.000561749970074743,-21.456398010253906,72,0.0008459126528049375
