train/learning_rate,train/critic_loss,train/ent_coef_loss,time/fps,time/time_elapsed,train/actor_loss,time/episodes,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/ent_coef,rollout/ep_len_mean
0.0008459126528049375,2.570223093032837,-166.35667419433594,30,163,-121.30839538574219,4,-4.677099500000001,4931,5032,0.017165247350931168,1258.0
0.0008459126528049375,8.104927062988281,52.59500503540039,30,331,-119.41629028320312,8,-3.72756825,9963,10064,0.001091935788281262,1258.0
0.0008459126528049375,4.4129557609558105,-57.84334182739258,30,496,-105.88703155517578,12,-3.097522916666667,14995,15096,0.0011856310302391648,1258.0
0.0008459126528049375,3.879023551940918,56.236698150634766,30,664,-101.54817199707031,16,-2.8352341875,20027,20128,0.0007667451864108443,1258.0
0.0008459126528049375,3.231733560562134,-64.0546646118164,30,5,-80.53450012207031,20,-2.5815529999999995,25059,25160,0.0005883328849449754,1258.0
0.0008459126528049375,1.1291608810424805,6.8848137855529785,31,166,-70.5658950805664,24,-2.36936575,30091,30192,0.0005272044218145311,1258.0
0.0008459126528049375,2.0158023834228516,12.854705810546875,31,328,-57.2515869140625,28,-2.245047571428571,35123,35224,0.00043390505015850067,1258.0
0.0008459126528049375,1.759735107421875,-84.70907592773438,31,482,-42.23316955566406,32,-2.1822678125,40155,40256,0.00044171110494062304,1258.0
0.0008459126528049375,0.8182262182235718,-65.21117401123047,31,645,-41.8312873840332,36,-2.1234885555555554,45187,45288,0.0002422219840809703,1258.0
0.0008459126528049375,1.5410692691802979,84.94361114501953,32,9,-37.53102493286133,40,-2.05894305,50219,50320,0.00033666848321445286,1258.0
0.0008459126528049375,0.6537567377090454,-70.88236999511719,30,178,-34.94468688964844,44,-2.007242568181818,55251,55352,0.0003895221743732691,1258.0
0.0008459126528049375,0.7494180202484131,-115.95378112792969,29,347,-12.561029434204102,48,-1.973308875,60283,60384,0.0003833449736703187,1258.0
0.0008459126528049375,1.8001863956451416,28.79578399658203,30,512,-5.568692207336426,52,-1.92756225,65315,65416,0.0006808171747252345,1258.0
0.0008459126528049375,7.55179500579834,17.461427688598633,29,690,-0.47039759159088135,56,-1.8918198928571428,70347,70448,0.00036815684870816767,1258.0
0.0008459126528049375,0.9217427968978882,-3.8537158966064453,30,15,19.63758659362793,60,-1.8598717666666669,75379,75480,0.000504214025568217,1258.0
0.0008459126528049375,2.5031633377075195,-40.5150032043457,27,201,23.81814956665039,64,-1.836643890625,80411,80512,0.00046515758731402457,1258.0
