train/ent_coef_loss,train/ent_coef,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps
-167.200439453125,0.017188573256134987,-4.4819305,-122.90971374511719,1257.0,446,4927,11,4,0.0008459126528049375,1.9584252834320068,5028
18.94721221923828,0.0013569805305451155,-3.45389175,-128.2585906982422,1257.0,896,9955,11,8,0.0008459126528049375,62.76640701293945,10056
62.976810455322266,0.0010626406874507666,-2.80592725,-134.57327270507812,1257.0,1341,14983,11,12,0.0008459126528049375,1.6526010036468506,15084
20.409679412841797,0.0008429468725807965,-2.435659375,-137.03260803222656,1257.0,1790,20011,11,16,0.0008459126528049375,4.184141159057617,20112
41.755889892578125,0.0011505252914503217,-2.20932365,-139.84518432617188,1257.0,12,25039,11,20,0.0008459126528049375,56.5853385925293,25140
24.78955841064453,0.0009204132365994155,-2.0564266666666664,-145.64784240722656,1257.0,462,30067,11,24,0.0008459126528049375,6.224457740783691,30168
-47.162254333496094,0.0009119719616137445,-1.9586606785714287,-145.86000061035156,1257.0,923,35095,11,28,0.0008459126528049375,4.095231056213379,35196
115.05546569824219,0.0005560118588618934,-1.909547125,-143.6642303466797,1257.0,1370,40123,11,32,0.0008459126528049375,49.871910095214844,40224
-33.16300582885742,0.0007362993201240897,-1.858355972222222,-138.86697387695312,1257.0,1827,45151,11,36,0.0008459126528049375,5.015249252319336,45252
7.622183322906494,0.000886670546606183,-1.7835798749999998,-142.24703979492188,1257.0,24,50179,11,40,0.0008459126528049375,3.8204097747802734,50280
34.34546661376953,0.0011945950100198388,-1.734013340909091,-144.70120239257812,1257.0,467,55207,11,44,0.0008459126528049375,3.6242146492004395,55308
4.124866962432861,0.0013090170687064528,-1.6842633749999998,-143.42816162109375,1257.0,912,60235,11,48,0.0008459126528049375,4.1009650230407715,60336
-10.107077598571777,0.0027575488202273846,-1.637172096153846,-133.15560913085938,1257.0,1356,65263,11,52,0.0008459126528049375,41.9935302734375,65364
