time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/std,train/approx_kl,train/n_updates,train/explained_variance,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
14,1722,4,7168,0.0004092704424510632,0.9917776584625244,0.019774515,208,0.007140398025512695,0.004074859803949948,-43.69222617149353,-0.02707103459397331,0.264892578125,0.2,-0.03426662087440491,-2.4620154,1223.0
15,1717,4,7680,0.0004092704424510632,0.9927112460136414,0.014394155,224,0.021482408046722412,0.003283655059931334,-43.73637568950653,-0.026251732095261104,0.25732421875,0.2,-0.03377596288919449,-2.4481248333333334,1223.0
16,1712,4,8192,0.0004092704424510632,0.9915051460266113,0.02525171,240,0.011284112930297852,0.12180495983920991,-43.73121178150177,-0.025799594062846154,0.2867431640625,0.2,0.036849576979875565,-2.4481248333333334,1223.0
17,1707,5,8704,0.0004092704424510632,0.99152672290802,0.019929895,256,-0.445812463760376,0.0024642905955261085,-43.70215439796448,-0.03173550071369391,0.2752685546875,0.2,-0.03969196602702141,-2.4368394285714285,1223.0
18,1703,5,9216,0.0004092704424510632,0.9896458387374878,0.029140627,272,0.06998223066329956,0.13643860328011215,-43.686747431755066,-0.0245884845207911,0.2679443359375,0.2,0.018974632024765015,-2.4368394285714285,1223.0
19,1697,5,9728,0.0004092704424510632,0.9875199794769287,0.016416185,288,0.0075852274894714355,0.008726801024749875,-43.61912214756012,-0.02562297135591507,0.224365234375,0.2,-0.03978700935840607,-2.4368394285714285,1223.0
20,1689,6,10240,0.0004092704424510632,0.9888626337051392,0.014687909,304,0.19575709104537964,0.004021141372504644,-43.593908071517944,-0.023580517605296336,0.1875,0.2,-0.041467320173978806,-2.4280838749999996,1223.0
21,1687,6,10752,0.0004092704424510632,0.9900029301643372,0.029269954,320,0.08477866649627686,0.12114874855615199,-43.650057911872864,-0.02676758062443696,0.22314453125,0.2,0.0011741332709789276,-2.4280838749999996,1223.0
22,1689,6,11264,0.0004092704424510632,0.9892497062683105,0.018280901,336,-4.089311599731445,0.008526395125954878,-43.65129911899567,-0.026847947388887405,0.22900390625,0.2,-0.03130323067307472,-2.4254442222222217,1223.0
23,1689,6,11776,0.0004092704424510632,0.9878868460655212,0.013827753,352,0.16588443517684937,0.12836440932005644,-43.612780809402466,-0.02373819987406023,0.1959228515625,0.2,0.007411353290081024,-2.4254442222222217,1223.0
24,1687,7,12288,0.0004092704424510632,0.9886669516563416,0.01900984,368,-1.0079007148742676,0.011827204587461893,-43.590802788734436,-0.024184268680983223,0.216796875,0.2,-0.03397993743419647,-2.4401792999999996,1223.0
25,1672,7,12800,0.0004092704424510632,0.9881394505500793,0.022375772,384,0.07430624961853027,0.13458222756162286,-43.612210512161255,-0.025125970627414063,0.259033203125,0.2,0.012313857674598694,-2.4401792999999996,1223.0
26,1671,7,13312,0.0004092704424510632,0.9861390590667725,0.016740154,400,-0.5181273221969604,0.011139671318233013,-43.56865406036377,-0.01995563568925718,0.2001953125,0.2,-0.027140453457832336,-2.4401792999999996,1223.0
27,1670,8,13824,0.0004092704424510632,0.9851279854774475,0.016549326,416,-0.2817108631134033,0.0038742706601624377,-43.51286208629608,-0.02515909864450805,0.2330322265625,0.2,-0.028544310480356216,-2.4495209090909085,1223.0
28,1668,8,14336,0.0004092704424510632,0.9853554368019104,0.018370215,432,0.1005280613899231,0.1103746498702094,-43.50160038471222,-0.025698408790049143,0.203857421875,0.2,-0.001868242397904396,-2.4495209090909085,1223.0
29,1661,8,14848,0.0004092704424510632,0.985303521156311,0.017497942,448,-1.7923872470855713,0.012432024857844226,-43.507131457328796,-0.023220573864819016,0.210693359375,0.2,-0.03359811380505562,-2.448756916666666,1223.0
30,1660,9,15360,0.0004092704424510632,0.9852950572967529,0.021974657,464,0.12444090843200684,0.12244396912865341,-43.50172233581543,-0.025748064887011424,0.2530517578125,0.2,0.029729563742876053,-2.448756916666666,1223.0
31,1660,9,15872,0.0004092704424510632,0.9860315918922424,0.018555474,480,-1.5890843868255615,0.009556597768096253,-43.51113259792328,-0.028037379757734016,0.232421875,0.2,-0.03595862537622452,-2.448756916666666,1223.0
32,1660,9,16384,0.0004092704424510632,0.987745463848114,0.019099578,496,0.5188246965408325,0.006685225846013054,-43.544745683670044,-0.032358350847061956,0.2830810546875,0.2,-0.05053402855992317,-2.453734,1223.0
33,1659,10,16896,0.0004092704424510632,0.9864245653152466,0.028218994,512,0.3680463433265686,0.0657898592762649,-43.56190550327301,-0.0203289602213772,0.24658203125,0.2,-0.009711381047964096,-2.453734,1223.0
34,1658,10,17408,0.0004092704424510632,0.9870407581329346,0.014176602,528,-5.206447124481201,0.01033463240310084,-43.53366017341614,-0.02220159566786606,0.20654296875,0.2,-0.027066119015216827,-2.4600228571428566,1223.0
35,1657,10,17920,0.0004092704424510632,0.9867675304412842,0.03241469,544,0.07136857509613037,0.12456073425710201,-43.549482464790344,-0.02702999165194342,0.2718505859375,0.2,0.0003298260271549225,-2.4600228571428566,1223.0
36,1656,11,18432,0.0004092704424510632,0.9866974353790283,0.011731951,560,-2.049570083618164,0.027121488412376493,-43.538177609443665,-0.016287798192934133,0.114501953125,0.2,-0.01712723821401596,-2.4469011999999997,1223.0
37,1655,11,18944,0.0004092704424510632,0.9859967827796936,0.019708138,576,0.3865703344345093,0.09580042609013617,-43.52842593193054,-0.021917350080912,0.1982421875,0.2,-0.0013142861425876617,-2.4469011999999997,1223.0
38,1655,11,19456,0.0004092704424510632,0.9875599145889282,0.023075342,592,-1.227466106414795,0.006540077898534946,-43.53280591964722,-0.029262225521961227,0.2745361328125,0.2,-0.03226102516055107,-2.4469011999999997,1223.0
39,1654,12,19968,0.0004092704424510632,0.9869479537010193,0.014828644,608,0.04628586769104004,0.003402554131753277,-43.55940854549408,-0.02927254377573263,0.2769775390625,0.2,-0.04121752083301544,-2.4541256875,1223.0
40,1654,12,20480,0.0004092704424510632,0.9868332743644714,0.016644044,624,0.1507437825202942,0.13056684320326895,-43.536248445510864,-0.01912784267551615,0.1697998046875,0.2,0.023191357031464577,-2.4541256875,1223.0
41,1654,12,20992,0.0004092704424510632,0.986706018447876,0.012875224,640,-2.8469974994659424,0.028644729231018573,-43.53401827812195,-0.01934130313748028,0.192138671875,0.2,-0.014458538964390755,-2.4597741176470587,1223.0
42,1654,12,21504,0.0004092704424510632,0.9860364198684692,0.023126667,656,0.40107595920562744,0.11481345328502357,-43.518014907836914,-0.029755826602922752,0.2889404296875,0.2,0.0015950538218021393,-2.4597741176470587,1223.0
43,1654,13,22016,0.0004092704424510632,0.9849794507026672,0.020517139,672,-0.4778904914855957,0.008356357589946128,-43.49320733547211,-0.029545003024395555,0.265625,0.2,-0.05350145697593689,-2.461390833333333,1223.0
44,1653,13,22528,0.0004092704424510632,0.9847808480262756,0.025899198,688,0.43369239568710327,0.1068353638984263,-43.46629583835602,-0.022539804078405723,0.1971435546875,0.2,0.007697209715843201,-2.461390833333333,1223.0
45,1652,13,23040,0.0004092704424510632,0.9855973124504089,0.020039693,704,-0.37608015537261963,0.006603696383535862,-43.47800540924072,-0.027698008198058233,0.2476806640625,0.2,-0.03222958371043205,-2.461390833333333,1223.0
46,1651,14,23552,0.0004092704424510632,0.9882351160049438,0.020003445,720,0.1315826177597046,0.005031455817515962,-43.53365445137024,-0.025438538650632836,0.2315673828125,0.2,-0.039683692157268524,-2.4687216315789473,1223.0
47,1651,14,24064,0.0004092704424510632,0.9893443584442139,0.019576805,736,0.29028552770614624,0.11728065158240497,-43.603379249572754,-0.020242198879714124,0.1668701171875,0.2,-0.00041282176971435547,-2.4687216315789473,1223.0
48,1652,14,24576,0.0004092704424510632,0.9898606538772583,0.015148222,752,-0.577216625213623,0.009657406131736934,-43.62559938430786,-0.02714880832354538,0.2237548828125,0.2,-0.03923935815691948,-2.4697252499999998,1223.0
49,1652,15,25088,0.0004092704424510632,0.9887740612030029,0.015524857,768,0.4009125232696533,0.09148376365192235,-43.61802685260773,-0.02200946002267301,0.174560546875,0.2,-0.006499269977211952,-2.4697252499999998,1223.0
50,1652,15,25600,0.0004092704424510632,0.9882466793060303,0.026597712,784,-0.7691663503646851,0.005056955422332976,-43.58380687236786,-0.028733380750054494,0.28076171875,0.2,-0.04302387684583664,-2.4697252499999998,1223.0
51,1652,15,26112,0.0004092704424510632,0.9908426403999329,0.013497073,800,0.1353679895401001,0.0031254808745870832,-43.61459290981293,-0.021481714822584763,0.1923828125,0.2,-0.020633623003959656,-2.4674678095238094,1223.0
52,1652,16,26624,0.0004092704424510632,0.9915369153022766,0.016188046,816,0.1738712191581726,0.14041216537589207,-43.68402874469757,-0.019995327384094708,0.1201171875,0.2,-0.028565237298607826,-2.4674678095238094,1223.0
53,1652,16,27136,0.0004092704424510632,0.9911141991615295,0.017326482,832,-3.494868278503418,0.007861495440010913,-43.678264141082764,-0.02374929591314867,0.2132568359375,0.2,-0.03543058782815933,-2.4662632727272724,1223.0
54,1651,16,27648,0.0004092704424510632,0.990766704082489,0.013827187,848,0.14498484134674072,0.19183754094410688,-43.669161319732666,-0.01600457535823807,0.1273193359375,0.2,-0.006742842495441437,-2.4662632727272724,1223.0
55,1651,17,28160,0.0004092704424510632,0.9882633090019226,0.019320413,864,-1.9786980152130127,0.01614854231593199,-43.63112938404083,-0.027983683612546884,0.2052001953125,0.2,-0.03449799120426178,-2.4627575217391304,1223.0
56,1651,17,28672,0.0004092704424510632,0.9876916408538818,0.018873334,880,0.32012754678726196,0.15353263379074633,-43.56248366832733,-0.021026741320383735,0.150146484375,0.2,0.01743086241185665,-2.4627575217391304,1223.0
57,1651,17,29184,0.0004092704424510632,0.9885185360908508,0.017499978,896,-1.124321460723877,0.01051055543939583,-43.56901681423187,-0.023011290933936834,0.20947265625,0.2,-0.035238225013017654,-2.4627575217391304,1223.0
58,1651,17,29696,0.0004092704424510632,0.990312397480011,0.027298436,912,0.046880483627319336,0.003788549955061171,-43.61766958236694,-0.03188711190887261,0.3016357421875,0.2,-0.035543158650398254,-2.4628314166666665,1223.0
59,1651,18,30208,0.0004092704424510632,0.9909240007400513,0.019807646,928,0.23588448762893677,0.18362217315007,-43.65432906150818,-0.020829750210396014,0.139404296875,0.2,-0.008655723184347153,-2.4628314166666665,1223.0
60,1651,18,30720,0.0004092704424510632,0.9904538989067078,0.020144098,944,-2.997913360595703,0.01412903303571511,-43.657493591308594,-0.02110406235442497,0.2176513671875,0.2,-0.013705468736588955,-2.4639696799999995,1223.0
61,1651,18,31232,0.0004092704424510632,0.9897048473358154,0.021848693,960,0.1924363374710083,0.23145971540361643,-43.63558876514435,-0.020823831378947943,0.13427734375,0.2,0.05346835032105446,-2.4639696799999995,1223.0
62,1651,19,31744,0.0004092704424510632,0.9902769327163696,0.015889362,976,-0.35407185554504395,0.00891823836718686,-43.628371596336365,-0.026653432731109206,0.23974609375,0.2,-0.038584332913160324,-2.4639696799999995,1223.0
63,1651,19,32256,0.0004092704424510632,0.9911032915115356,0.020999726,992,0.48138707876205444,0.00960926664993167,-43.655267000198364,-0.029083740315400064,0.2591552734375,0.2,-0.036983732134103775,-2.4599024999999997,1223.0
64,1652,19,32768,0.0004092704424510632,0.9912369251251221,0.025326941,1008,0.5150226354598999,0.11671830422710627,-43.6710969209671,-0.021557936852332205,0.1693115234375,0.2,-0.023722242563962936,-2.4599024999999997,1223.0
65,1652,20,33280,0.0004092704424510632,0.9905608892440796,0.018900132,1024,-2.493457555770874,0.02525802221498452,-43.666001319885254,-0.022204458960914053,0.2119140625,0.2,-0.026260094717144966,-2.457562592592592,1223.0
66,1653,20,33792,0.0004092704424510632,0.9903900623321533,0.010592237,1040,0.16040104627609253,0.28068088786676526,-43.64732909202576,-0.012893825798528269,0.06201171875,0.2,0.056800320744514465,-2.457562592592592,1223.0
67,1652,20,34304,0.0004092704424510632,0.9899808168411255,0.022852331,1056,-1.5504770278930664,0.00566354877082631,-43.640156745910645,-0.03337150835432112,0.30615234375,0.2,-0.044096071273088455,-2.4523941785714283,1223.0
68,1652,21,34816,0.0004092704424510632,0.9896011352539062,0.013575934,1072,0.3042314052581787,0.27098302240483463,-43.62744665145874,-0.01786742208059877,0.076416015625,0.2,0.03388897702097893,-2.4523941785714283,1223.0
69,1652,21,35328,0.0004092704424510632,0.9887596964836121,0.019580055,1088,-1.8776156902313232,0.008513260268955491,-43.60668325424194,-0.02641707186558051,0.235595703125,0.2,-0.04808510094881058,-2.4523941785714283,1223.0
70,1652,21,35840,0.0004092704424510632,0.9876261353492737,0.017046679,1104,-0.031299591064453125,0.0029627836556755938,-43.57188534736633,-0.025595717364922166,0.2381591796875,0.2,-0.03440072759985924,-2.449406103448276,1223.0
71,1652,22,36352,0.0004092704424510632,0.9872135519981384,0.014041059,1120,0.1651574969291687,0.2527170035755262,-43.54511857032776,-0.017212188220582902,0.1043701171875,0.2,0.005666423588991165,-2.449406103448276,1223.0
72,1652,22,36864,0.0004092704424510632,0.9875513315200806,0.020802472,1136,-1.85483980178833,0.015477606269996613,-43.54009020328522,-0.028318517608568072,0.2840576171875,0.2,-0.030183125287294388,-2.4457572999999995,1223.0
73,1652,22,37376,0.0004092704424510632,0.9875819087028503,0.018114112,1152,0.2320694923400879,0.2612849932629615,-43.5525039434433,-0.0197266331379069,0.1339111328125,0.2,0.021352197974920273,-2.4457572999999995,1223.0
74,1652,22,37888,0.0004092704424510632,0.987745463848114,0.027606793,1168,-2.11826491355896,0.006057152175344527,-43.54794239997864,-0.0347229695180431,0.318115234375,0.2,-0.05251253768801689,-2.4457572999999995,1223.0
75,1652,23,38400,0.0004092704424510632,0.9866457581520081,0.014463719,1184,0.5950624942779541,0.01126678055152297,-43.53945255279541,-0.022653394305962138,0.2132568359375,0.2,-0.03194020316004753,-2.4422406129032255,1223.0
76,1651,23,38912,0.0004092704424510632,0.9857048988342285,0.0259341,1200,0.4795857071876526,0.1261194352991879,-43.49973154067993,-0.021318562008673325,0.1658935546875,0.2,-0.012879742309451103,-2.4422406129032255,1223.0
77,1651,23,39424,0.0004092704424510632,0.9864216446876526,0.017347924,1216,-5.869535446166992,0.015959967306116596,-43.49099326133728,-0.024797733887680806,0.2342529296875,0.2,-0.051221366971731186,-2.44377940625,1223.0
78,1652,24,39936,0.0004092704424510632,0.9862794280052185,0.014715701,1232,0.10376805067062378,0.3534781150519848,-43.50709009170532,-0.02149145008297637,0.154541015625,0.2,0.015145370736718178,-2.44377940625,1223.0
79,1651,24,40448,0.0004092704424510632,0.9875856637954712,0.01724071,1248,-2.43741512298584,0.008645459500257857,-43.5090514421463,-0.023872308767749928,0.2415771484375,0.2,-0.02931668609380722,-2.440999272727273,1223.0
80,1651,24,40960,0.0004092704424510632,0.9882782101631165,0.011915503,1264,0.29858362674713135,0.2842218915466219,-43.54944908618927,-0.013033228970016353,0.083984375,0.2,0.03978908807039261,-2.440999272727273,1223.0
81,1651,25,41472,0.0004092704424510632,0.9883514046669006,0.020533204,1280,-2.041836977005005,0.0057286210503662005,-43.56166934967041,-0.02702956722350791,0.2476806640625,0.2,-0.03979290649294853,-2.440999272727273,1223.0
82,1651,25,41984,0.0004092704424510632,0.9873218536376953,0.017788336,1296,0.0866926908493042,0.004024556124932133,-43.546512722969055,-0.028147343211458065,0.23388671875,0.2,-0.03788834810256958,-2.4420565294117647,1223.0
83,1650,25,42496,0.0004092704424510632,0.9867114424705505,0.01139206,1312,0.20591026544570923,0.26665888726711273,-43.51022779941559,-0.014841787720797583,0.0692138671875,0.2,-0.0030492451041936874,-2.4420565294117647,1223.0
84,1650,26,43008,0.0004092704424510632,0.9863291382789612,0.01618144,1328,-3.9816980361938477,0.013232005730969831,-43.49616241455078,-0.023544279887573794,0.2216796875,0.2,-0.03078862838447094,-2.4431165428571426,1223.0
85,1651,26,43520,0.0004092704424510632,0.985745906829834,0.014191866,1344,0.10999846458435059,0.4015372437424958,-43.47939991950989,-0.018400461667624768,0.083984375,0.2,0.017168916761875153,-2.4431165428571426,1223.0
86,1651,26,44032,0.0004092704424510632,0.9855682849884033,0.019425808,1360,-0.5184100866317749,0.012633015750907362,-43.46432423591614,-0.027978394035017118,0.2867431640625,0.2,-0.039402760565280914,-2.44484375,1223.0
87,1652,26,44544,0.0004092704424510632,0.9857044219970703,0.0102117285,1376,0.4684295654296875,0.3036056072451174,-43.46812546253204,-0.006239698574063368,0.0323486328125,0.2,0.05670442432165146,-2.44484375,1223.0
88,1652,27,45056,0.0004092704424510632,0.9856874942779541,0.025107127,1392,-1.1372871398925781,0.006897219529491849,-43.475109219551086,-0.031131671596085653,0.3131103515625,0.2,-0.04704643413424492,-2.44484375,1223.0
89,1652,27,45568,0.0004092704424510632,0.9856030941009521,0.014898453,1408,0.07430577278137207,0.0037484471904463135,-43.47423040866852,-0.023841440983233042,0.2005615234375,0.2,-0.03693009540438652,-2.4423094324324324,1223.0
90,1652,27,46080,0.0004092704424510632,0.9858487248420715,0.009760976,1424,0.19811469316482544,0.5762593990657479,-43.47571635246277,-0.010770766471978277,0.04443359375,0.2,0.1468072384595871,-2.4423094324324324,1223.0
91,1653,28,46592,0.0004092704424510632,0.9863007068634033,0.020849131,1440,-3.131913185119629,0.041621207317803055,-43.48285174369812,-0.031716075143776834,0.2591552734375,0.2,-0.0186940785497427,-2.4417642631578946,1223.0
92,1653,28,47104,0.0004092704424510632,0.9864397644996643,0.011493672,1456,0.23681050539016724,0.3549656975083053,-43.49513876438141,-0.007702801114646718,0.0545654296875,0.2,0.025421563535928726,-2.4417642631578946,1223.0
93,1652,28,47616,0.0004092704424510632,0.9888402819633484,0.021648895,1472,-0.753852367401123,0.00912097045511473,-43.52047657966614,-0.031639975219150074,0.289306640625,0.2,-0.039035819470882416,-2.4417642631578946,1223.0
94,1653,29,48128,0.0004092704424510632,0.9887485504150391,0.0139776785,1488,0.22512203454971313,0.006116859061876312,-43.57446038722992,-0.02158013024018146,0.20751953125,0.2,-0.03169442340731621,-2.4389047179487178,1223.0
95,1654,29,48640,0.0004092704424510632,0.9885798096656799,0.013737144,1504,0.38168323040008545,0.27157461759634316,-43.55837547779083,-0.011168890981934965,0.0479736328125,0.2,0.004061220213770866,-2.4389047179487178,1223.0
96,1654,29,49152,0.0004092704424510632,0.9874227046966553,0.02097622,1520,-4.89957332611084,0.014939804590540007,-43.54521560668945,-0.023169552456238307,0.2576904296875,0.2,-0.031119488179683685,-2.4355973,1223.0
97,1655,30,49664,0.0004092704424510632,0.9871283769607544,0.010353801,1536,0.09490978717803955,0.7433981045614928,-43.51140320301056,-0.01250046073255362,0.05322265625,0.2,0.106993168592453,-2.4355973,1223.0
98,1655,30,50176,0.0004092704424510632,0.9877216219902039,0.021210006,1552,-2.416097402572632,0.026217585749691352,-43.517279267311096,-0.025915531688951887,0.2216796875,0.2,-0.029557595029473305,-2.429621390243902,1223.0
99,1655,30,50688,0.0004092704424510632,0.9881585836410522,0.009078072,1568,0.23969459533691406,0.38374528056010604,-43.540154695510864,-0.009950728868716396,0.0355224609375,0.2,0.04080911725759506,-2.429621390243902,1223.0
100,1655,30,51200,0.0004092704424510632,0.9881609082221985,0.01816437,1584,-1.3102588653564453,0.007436048414092511,-43.546387910842896,-0.022544719708093908,0.2408447265625,0.2,-0.031563837081193924,-2.429621390243902,1223.0
101,1655,31,51712,0.0004092704424510632,0.9891576170921326,0.014731356,1600,0.15887421369552612,0.004017883271444589,-43.56288409233093,-0.023450271852198057,0.2144775390625,0.2,-0.02392716519534588,-2.4276349285714285,1223.0
102,1655,31,52224,0.0004092704424510632,0.9891515374183655,0.012797653,1616,0.2854674458503723,0.4330802707700059,-43.58073663711548,-0.0119374280620832,0.0706787109375,0.2,0.0029262248426675797,-2.4276349285714285,1223.0
103,1655,31,52736,0.0004092704424510632,0.9899422526359558,0.0214343,1632,-4.368479251861572,0.015332759852753952,-43.5841361284256,-0.022084426280343905,0.240966796875,0.2,-0.035307206213474274,-2.4246564418604653,1223.0
104,1655,32,53248,0.0004092704424510632,0.9901256561279297,0.014687658,1648,0.1455998420715332,0.5659689554013312,-43.607319593429565,-0.013285316352266818,0.055419921875,0.2,0.0565161295235157,-2.4246564418604653,1223.0
105,1655,32,53760,0.0004092704424510632,0.9892516732215881,0.013758392,1664,0.09790319204330444,0.01907696112175472,-43.5978239774704,-0.01551362595637329,0.1717529296875,0.2,-0.015368109568953514,-2.4246564418604653,1223.0
106,1655,32,54272,0.0004092704424510632,0.9884842038154602,0.019705866,1680,0.5401321649551392,0.01809987917658873,-43.5694260597229,-0.021043147884483915,0.2139892578125,0.2,-0.018155481666326523,-2.423601681818182,1223.0
107,1655,33,54784,0.0004092704424510632,0.9878575205802917,0.020026766,1696,0.5929229259490967,0.18467418907675892,-43.5510413646698,-0.018522289203247055,0.1031494140625,0.2,-0.007102936506271362,-2.423601681818182,1223.0
108,1655,33,55296,0.0004092704424510632,0.9881218075752258,0.01562256,1712,-3.2396903038024902,0.019963668659329414,-43.54223322868347,-0.01948054422973655,0.19970703125,0.2,-0.03330274298787117,-2.424586911111111,1223.0
109,1654,33,55808,0.0004092704424510632,0.9884663820266724,0.0105262045,1728,0.10506230592727661,0.5693547888658941,-43.55953538417816,-0.012124711545766331,0.097900390625,0.2,0.023857716470956802,-2.424586911111111,1223.0
110,1655,34,56320,0.0004092704424510632,0.9886118173599243,0.019908316,1744,-1.7774584293365479,0.009443461458431557,-43.56127107143402,-0.027482608595164493,0.271240234375,0.2,-0.037133194506168365,-2.422921152173913,1223.0
111,1655,34,56832,0.0004092704424510632,0.9886711835861206,0.010942085,1760,0.3594297170639038,0.5636656386777759,-43.57263958454132,-0.0095099717436824,0.0576171875,0.2,0.0640484169125557,-2.422921152173913,1223.0
112,1655,34,57344,0.0004092704424510632,0.989329993724823,0.016197296,1776,-1.6368632316589355,0.006370791903464124,-43.57586443424225,-0.024765981041127816,0.2352294921875,0.2,-0.03074990026652813,-2.422921152173913,1223.0
113,1654,34,57856,0.0004092704424510632,0.9904457330703735,0.020641007,1792,-0.22070062160491943,0.0028755368912243284,-43.60419321060181,-0.025466546037932858,0.2696533203125,0.2,-0.03637923300266266,-2.419566106382979,1223.0
114,1654,35,58368,0.0004092704424510632,0.9902037382125854,0.013800139,1808,0.18690109252929688,0.47128053312189877,-43.62765371799469,-0.01153818191960454,0.0594482421875,0.2,0.023920979350805283,-2.419566106382979,1223.0
115,1653,35,58880,0.0004092704424510632,0.9890149831771851,0.016696919,1824,-3.586778163909912,0.016022604424506426,-43.6005517244339,-0.023951025694259442,0.236083984375,0.2,-0.03264649212360382,-2.4190325625,1223.0
116,1653,35,59392,0.0004092704424510632,0.9881953597068787,0.007949635,1840,0.1880081295967102,0.7219819638412446,-43.56241965293884,-0.007016304094577208,0.0216064453125,0.2,0.08205863833427429,-2.4190325625,1223.0
117,1653,36,59904,0.0004092704424510632,0.9876464009284973,0.02886185,1856,-2.1840877532958984,0.00923281857103575,-43.53620982170105,-0.03178293371456675,0.3089599609375,0.2,-0.04246196150779724,-2.4190325625,1223.0
118,1653,36,60416,0.0004092704424510632,0.988821804523468,0.021468343,1872,0.6146215200424194,0.016599244641838595,-43.54812955856323,-0.02806190770934336,0.2451171875,0.2,-0.01870264858007431,-2.421662081632653,1223.0
119,1653,36,60928,0.0004092704424510632,0.988358736038208,0.02675421,1888,0.4726749062538147,0.24011700274422765,-43.558730125427246,-0.020818281147512607,0.154296875,0.2,-0.023831363767385483,-2.421662081632653,1223.0
120,1653,37,61440,0.0004092704424510632,0.98963862657547,0.016172517,1904,-8.092018127441406,0.01557775615947321,-43.55437898635864,-0.021679273297195323,0.2415771484375,0.2,-0.01871195062994957,-2.4221354,1223.0
121,1653,37,61952,0.0004092704424510632,0.9901102781295776,0.013010347,1920,0.048253774642944336,1.1955668842419982,-43.593307971954346,-0.011897616001078859,0.0799560546875,0.2,0.14624159038066864,-2.4221354,1223.0
122,1653,37,62464,0.0004092704424510632,0.9897051453590393,0.016352702,1936,-0.3476293087005615,0.0035932542668888345,-43.59249019622803,-0.02802568514016457,0.2530517578125,0.2,-0.051943302154541016,-2.419603156862745,1223.0
123,1653,38,62976,0.0004092704424510632,0.9895319938659668,0.01057738,1952,0.38188809156417847,0.5828465754166245,-43.57986795902252,-0.012822599208448082,0.0423583984375,0.2,0.07501953095197678,-2.419603156862745,1223.0
124,1653,38,63488,0.0004092704424510632,0.988707423210144,0.018109962,1968,-1.8755438327789307,0.0053839407046325505,-43.561827421188354,-0.02773981704376638,0.2916259765625,0.2,-0.03969069570302963,-2.419603156862745,1223.0
125,1653,38,64000,0.0004092704424510632,0.9918825626373291,0.013558826,1984,0.13076412677764893,0.004517146939178929,-43.57891130447388,-0.019481116585666314,0.209228515625,0.2,-0.02236071228981018,-2.4191007884615385,1223.0
