time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/std,train/approx_kl,train/n_updates,train/explained_variance,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,4247,0,512,,,,,,,,,,,,,
2,2513,0,1024,0.0004092704424510632,0.9976758360862732,0.010348704,16,-2.1225764751434326,0.2311620238724572,-43.953011989593506,-0.017865293244540226,0.1685791015625,0.2,-0.027680788189172745,,
3,2224,0,1536,0.0004092704424510632,0.9970147609710693,0.017084043,32,-0.0002747774124145508,0.0032765363466751296,-43.89793562889099,-0.025692881405120715,0.268310546875,0.2,-0.04164170101284981,-2.559954,1223.0
4,2077,0,2048,0.0004092704424510632,0.9956631660461426,0.012371385,48,0.011215448379516602,0.0030005725820956286,-43.87606120109558,-0.022340714640449733,0.2000732421875,0.2,-0.030242623761296272,-2.559954,1223.0
5,1995,1,2560,0.0004092704424510632,0.9953563809394836,0.016386114,64,0.010607898235321045,0.0018625648499437375,-43.84126007556915,-0.027167797787114978,0.2598876953125,0.2,-0.03248217701911926,-2.449092,1223.0
6,1948,1,3072,0.0004092704424510632,0.9944167733192444,0.01589411,80,0.0021438002586364746,0.00326162573765032,-43.83016777038574,-0.028392199106747285,0.268310546875,0.2,-0.04016934335231781,-2.449092,1223.0
7,1918,1,3584,0.0004092704424510632,0.9941936731338501,0.0220011,96,-0.0006505250930786133,0.0021556551146204583,-43.803985714912415,-0.02455826940422412,0.2740478515625,0.2,-0.026829304173588753,-2.449092,1223.0
8,1890,2,4096,0.0004092704424510632,0.9952179193496704,0.02427546,112,0.004606842994689941,0.00325399737994303,-43.81506419181824,-0.027329320684657432,0.2998046875,0.2,-0.032816387712955475,-2.4576469999999997,1223.0
9,1869,2,4608,0.0004092704424510632,0.9922369122505188,0.016002826,128,0.0027051568031311035,0.010837647365406156,-43.800055503845215,-0.02566030202433467,0.2607421875,0.2,-0.03034893050789833,-2.4576469999999997,1223.0
10,1851,2,5120,0.0004092704424510632,0.9906620979309082,0.017026775,144,0.005220472812652588,0.002021870041062357,-43.70574879646301,-0.03011243010405451,0.2342529296875,0.2,-0.04024861007928848,-2.470998,1223.0
11,1839,3,5632,0.0004092704424510632,0.990265429019928,0.020853236,160,0.0015535354614257812,0.01796158912475221,-43.68659484386444,-0.025748061612830497,0.27734375,0.2,-0.024035396054387093,-2.470998,1223.0
12,1825,3,6144,0.0004092704424510632,0.9901485443115234,0.014666606,176,0.0005241036415100098,0.001389386850860319,-43.67839741706848,-0.023455889386241324,0.2286376953125,0.2,-0.02801164798438549,-2.4642714,1223.0
