time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,train/std,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,3027,,,,,,,,,,,,,
0,2,1024,2279,16,0.0004092704424510632,1.0007078647613525,0.280517578125,-0.035617493762401864,-43.99829685688019,-0.2938743829727173,0.2,0.11481058213394135,0.02178974,-0.04191339761018753,,
0,3,1536,2116,32,0.0004092704424510632,1.0001389980316162,0.3460693359375,-0.036222750291926786,-44.00441384315491,0.009385406970977783,0.2,0.008099799175397493,0.025238082,-0.05705900490283966,-3.263628,1258.0
1,4,2048,2045,48,0.0004092704424510632,0.9991953372955322,0.261962890625,-0.027377910068025813,-43.9728569984436,-7.641315460205078e-05,0.2,0.008971665884018876,0.020269359,-0.03304033726453781,-3.263628,1258.0
1,5,2560,2000,64,0.0004092704424510632,0.9991565942764282,0.3218994140625,-0.02732473450305406,-43.95773696899414,0.009707450866699219,0.2,0.013216080493293703,0.023514133,-0.03652266040444374,-3.2777555,1258.0
1,6,3072,1969,80,0.0004092704424510632,0.9984711408615112,0.2781982421875,-0.027941874897805974,-43.954856872558594,-0.0035936832427978516,0.2,0.015483478084206581,0.01816883,-0.04492827504873276,-3.2777555,1258.0
1,7,3584,1949,96,0.0004092704424510632,0.9993571043014526,0.2801513671875,-0.030546172260073945,-43.9432954788208,0.007910192012786865,0.2,0.006416826057829894,0.018377393,-0.0497124083340168,-3.2777555,1258.0
2,8,4096,1936,112,0.0004092704424510632,0.9997789859771729,0.2647705078125,-0.02583706780569628,-43.9709552526474,0.018177032470703125,0.2,0.0027721398037101608,0.016672492,-0.028916945680975914,-3.2278603333333336,1258.0
2,9,4608,1925,128,0.0004092704424510632,0.9987021088600159,0.2989501953125,-0.028686864956398495,-43.96170163154602,0.005264639854431152,0.2,0.03034668357577175,0.021205086,-0.028030091896653175,-3.2278603333333336,1258.0
2,10,5120,1915,144,0.0004092704424510632,0.9996598958969116,0.2738037109375,-0.022544353996636346,-43.94225263595581,0.02682948112487793,0.2,0.014354239800013602,0.021390678,-0.025034181773662567,-3.22976425,1258.0
2,11,5632,1906,160,0.0004092704424510632,0.9975835680961609,0.23046875,-0.01922376683796756,-43.94189095497131,0.009112417697906494,0.2,0.045958492904901505,0.016222771,-0.0032294243574142456,-3.22976425,1258.0
3,12,6144,1901,176,0.0004092704424510632,0.9966641664505005,0.2403564453125,-0.018472146439307835,-43.87850320339203,0.043706536293029785,0.2,0.012763112608809024,0.01916688,-0.01890299655497074,-3.22976425,1258.0
3,13,6656,1896,192,0.0004092704424510632,0.9950710535049438,0.2515869140625,-0.02752112247981131,-43.85382568836212,0.0037178397178649902,0.2,0.0027595374995144084,0.01792687,-0.036568280309438705,-3.2397096000000003,1258.0
3,14,7168,1892,208,0.0004092704424510632,0.9940230250358582,0.235595703125,-0.022223040781682357,-43.79951095581055,0.005202949047088623,0.2,0.06893037375994027,0.017413484,-0.0016469955444335938,-3.2397096000000003,1258.0
4,15,7680,1889,224,0.0004092704424510632,0.992599368095398,0.2857666015625,-0.024331123247975484,-43.76757264137268,0.14943760633468628,0.2,0.010104418921400793,0.024545819,-0.032588329166173935,-3.238404333333334,1258.0
4,16,8192,1886,240,0.0004092704424510632,0.9904590845108032,0.2718505859375,-0.025406958637177013,-43.70915234088898,0.025660395622253418,0.2,0.07917701022233814,0.01785377,0.003229031339287758,-3.238404333333334,1258.0
4,17,8704,1883,256,0.0004092704424510632,0.9882215857505798,0.29443359375,-0.027018004540877882,-43.64561653137207,0.18031162023544312,0.2,0.008411112547037192,0.025653914,-0.029100295156240463,-3.238404333333334,1258.0
4,18,9216,1881,272,0.0004092704424510632,0.9871533513069153,0.2587890625,-0.0274663224699907,-43.58675718307495,0.12121522426605225,0.2,0.0033289708553638775,0.0183696,-0.03887632116675377,-3.2548151428571432,1258.0
5,19,9728,1879,288,0.0004092704424510632,0.9876132011413574,0.2506103515625,-0.024915686808526516,-43.57997536659241,0.0152360200881958,0.2,0.09255434444639832,0.018070495,0.0032342541962862015,-3.2548151428571432,1258.0
5,20,10240,1877,304,0.0004092704424510632,0.9891994595527649,0.2449951171875,-0.027310028322972357,-43.61149859428406,0.16556763648986816,0.2,0.010094251309055835,0.023116209,-0.03593000769615173,-3.233804125,1258.0
5,21,10752,1875,320,0.0004092704424510632,0.9917950630187988,0.29541015625,-0.02918715304986108,-43.68349230289459,0.17246121168136597,0.2,0.10152811487205327,0.027467087,0.005833886563777924,-3.233804125,1258.0
6,22,11264,1875,336,0.0004092704424510632,0.991140604019165,0.2845458984375,-0.030445820608292706,-43.71794354915619,0.10629570484161377,0.2,0.00817097928666044,0.021321759,-0.041086986660957336,-3.233804125,1258.0
6,23,11776,1873,352,0.0004092704424510632,0.9897944331169128,0.2384033203125,-0.029917785766883753,-43.67736303806305,-0.07561373710632324,0.2,0.004457939518033527,0.021089165,-0.04098594933748245,-3.2230416666666666,1258.0
6,24,12288,1872,368,0.0004092704424510632,0.9888944029808044,0.244384765625,-0.024859664699761197,-43.64222252368927,0.10422950983047485,0.2,0.09207913628779352,0.02313002,-0.007683493196964264,-3.2230416666666666,1258.0
6,25,12800,1871,384,0.0004092704424510632,0.9883697032928467,0.24951171875,-0.026631828775862232,-43.61939859390259,-0.49569833278656006,0.2,0.012407596062985249,0.024464428,-0.04325949400663376,-3.2404207,1258.0
7,26,13312,1870,400,0.0004092704424510632,0.9870032072067261,0.216552734375,-0.020918082664138637,-43.59205615520477,0.02598404884338379,0.2,0.10693310736678541,0.020183304,0.011996295303106308,-3.2404207,1258.0
7,27,13824,1869,416,0.0004092704424510632,0.9855915904045105,0.2218017578125,-0.022697349690133706,-43.54351496696472,-0.04061329364776611,0.2,0.010540527728153393,0.017926589,-0.028895599767565727,-3.2404207,1258.0
7,28,14336,1868,432,0.0004092704424510632,0.9858348965644836,0.237548828125,-0.024492207856383175,-43.518476605415344,0.5228289365768433,0.2,0.008869148179655895,0.01742045,-0.036225028336048126,-3.2301100000000003,1258.0
