time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,train/std,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,3951,,,,,,,,,,,,,
0,2,1024,2523,16,0.0004092704424510632,0.9993320107460022,0.2335205078125,-0.028105686855269596,-43.98124027252197,-0.7234504222869873,0.2,0.19083691278501647,0.017982021,-0.03468595817685127,,
0,3,1536,2245,32,0.0004092704424510632,1.0001927614212036,0.3621826171875,-0.029887968266848475,-43.971527218818665,-0.021188735961914062,0.2,0.010573642517556436,0.02883885,-0.03791169822216034,-3.147357,1258.0
0,4,2048,2131,48,0.0004092704424510632,1.000738263130188,0.250732421875,-0.022926858568098396,-44.00236797332764,-0.017035841941833496,0.2,0.009505025911494158,0.01745465,-0.036281339824199677,-3.147357,1258.0
1,5,2560,2065,64,0.0004092704424510632,1.0008935928344727,0.34521484375,-0.031235606933478266,-44.011311650276184,0.0025606155395507812,0.2,0.012123367487220094,0.027216446,-0.025327065959572792,-3.2393795,1258.0
1,6,3072,2025,80,0.0004092704424510632,1.0019915103912354,0.242919921875,-0.02794041631568689,-44.025959849357605,0.0029749274253845215,0.2,0.004139386146562174,0.014659893,-0.03009507991373539,-3.2393795,1258.0
1,7,3584,1999,96,0.0004092704424510632,1.0030134916305542,0.3126220703125,-0.028111379622714594,-44.061509132385254,0.004979372024536133,0.2,0.008687803987413645,0.020587089,-0.03351092338562012,-3.2393795,1258.0
2,8,4096,1978,112,0.0004092704424510632,1.0025931596755981,0.2208251953125,-0.022901088697835803,-44.07182705402374,-0.006765842437744141,0.2,0.0028265791952435393,0.014016075,-0.019525928422808647,-3.2244343333333334,1258.0
2,9,4608,1961,128,0.0004092704424510632,1.0030312538146973,0.248779296875,-0.025669700844446197,-44.068509459495544,0.007696688175201416,0.2,0.007479038642486557,0.014862837,-0.02887330949306488,-3.2244343333333334,1258.0
2,10,5120,1947,144,0.0004092704424510632,1.002267599105835,0.25341796875,-0.028311818081419915,-44.06662595272064,0.016439080238342285,0.2,0.009518274266156368,0.01759021,-0.04092743992805481,-3.2080437500000003,1258.0
