time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,train/std,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
8,25,12800,1533,384,0.0004092704424510632,1.0019237995147705,0.242431640625,-0.02503227861598134,-44.01241099834442,-0.24141192436218262,0.2,0.014659991604276001,0.017981838,-0.030629567801952362,-3.2535355999999993,1258.0
8,26,13312,1543,400,0.0004092704424510632,1.0016980171203613,0.262451171875,-0.027819081442430615,-44.02645552158356,0.24629610776901245,0.2,0.07958330027759075,0.026827564,-0.024680647999048233,-3.2535355999999993,1258.0
8,27,13824,1552,416,0.0004092704424510632,1.00326669216156,0.21142578125,-0.026898041047388688,-44.03395760059357,0.3192290663719177,0.2,0.010392959869932383,0.01508624,-0.028006035834550858,-3.2535355999999993,1258.0
9,28,14336,1561,432,0.0004092704424510632,1.0042543411254883,0.3349609375,-0.039098938839742914,-44.07959711551666,0.6312453746795654,0.2,0.007884227175964043,0.03524986,-0.04477966949343681,-3.23797409090909,1258.0
9,29,14848,1569,448,0.0004092704424510632,1.004558801651001,0.3023681640625,-0.024670888800756074,-44.099252700805664,0.3758389353752136,0.2,0.044236509362235665,0.04610683,-0.0179135724902153,-3.23797409090909,1258.0
9,30,15360,1577,464,0.0004092704424510632,1.0058015584945679,0.22119140625,-0.02433978469343856,-44.113534569740295,-1.242487907409668,0.2,0.011792109042289667,0.014218059,-0.04240838438272476,-3.219219416666666,1258.0
10,31,15872,1584,480,0.0004092704424510632,1.0047872066497803,0.26953125,-0.02519834614940919,-44.12904334068298,0.24562931060791016,0.2,0.10089198290370405,0.02227959,-0.005757667124271393,-3.219219416666666,1258.0
10,32,16384,1591,496,0.0004092704424510632,1.004019021987915,0.2200927734375,-0.022845662897452712,-44.090688586235046,-0.6359530687332153,0.2,0.014164425025228411,0.016836438,-0.040632013231515884,-3.2105066153846145,1258.0
10,33,16896,1598,512,0.0004092704424510632,1.0056082010269165,0.2978515625,-0.027590501471422613,-44.09794044494629,0.31153011322021484,0.2,0.08340793137904257,0.022346301,0.01069602370262146,-3.2105066153846145,1258.0
10,34,17408,1604,528,0.0004092704424510632,1.0080138444900513,0.2667236328125,-0.025695627395180054,-44.15873610973358,-0.9020472764968872,0.2,0.010904895243584178,0.021992307,-0.027441013604402542,-3.2105066153846145,1258.0
11,35,17920,1610,544,0.0004092704424510632,1.0087865591049194,0.290771484375,-0.026999211782822385,-44.217047572135925,-0.005090951919555664,0.2,0.0033332869679725263,0.024237145,-0.031449537724256516,-3.207509642857142,1258.0
11,36,18432,1615,560,0.0004092704424510632,1.0092110633850098,0.18896484375,-0.017813226964790374,-44.23187220096588,0.059280991554260254,0.2,0.12449196586385369,0.013849705,-0.004500355571508408,-3.207509642857142,1258.0
11,37,18944,1621,576,0.0004092704424510632,1.0085362195968628,0.2840576171875,-0.035102062072837725,-44.227678418159485,-0.9086506366729736,0.2,0.017842669476522133,0.022908092,-0.03808954358100891,-3.2196667333333324,1258.0
11,38,19456,1626,592,0.0004092704424510632,1.0080987215042114,0.2103271484375,-0.01823876690468751,-44.205345153808594,0.4116012454032898,0.2,0.15915781469084322,0.020324528,0.03963654115796089,-3.2196667333333324,1258.0
12,39,19968,1631,608,0.0004092704424510632,1.0071097612380981,0.2462158203125,-0.025515257730148733,-44.19066512584686,-1.4490036964416504,0.2,0.009677054098574445,0.020322777,-0.043240249156951904,-3.2196667333333324,1258.0
12,40,20480,1635,624,0.0004092704424510632,1.0062960386276245,0.232177734375,-0.022312489614705555,-44.15907061100006,-0.11852622032165527,0.2,0.0026091980253113434,0.0185812,-0.022506315261125565,-3.2161498125000003,1258.0
12,41,20992,1640,640,0.0004092704424510632,1.0069730281829834,0.1470947265625,-0.018945141462609172,-44.157167196273804,0.09257662296295166,0.2,0.1680084748659283,0.01508519,0.008327431976795197,-3.2161498125000003,1258.0
13,42,21504,1644,656,0.0004092704424510632,1.0072221755981445,0.2711181640625,-0.030012164294021204,-44.18005096912384,-1.1410465240478516,0.2,0.017229408986167982,0.021499768,-0.027179324999451637,-3.215724647058824,1258.0
13,43,22016,1648,672,0.0004092704424510632,1.0073875188827515,0.193115234375,-0.022397719076252542,-44.18179523944855,0.35508179664611816,0.2,0.17552420310676098,0.022874743,0.009733010083436966,-3.215724647058824,1258.0
13,44,22528,1652,688,0.0004092704424510632,1.0055656433105469,0.247314453125,-0.024044159275945276,-44.16369879245758,-0.9974899291992188,0.2,0.014241652039345354,0.023103701,-0.028689861297607422,-3.215724647058824,1258.0
13,45,23040,1656,704,0.0004092704424510632,1.0048531293869019,0.2696533203125,-0.025654407989350148,-44.1123206615448,-0.0840911865234375,0.2,0.005659340327838436,0.023627795,-0.03289666026830673,-3.218003166666667,1258.0
14,46,23552,1659,720,0.0004092704424510632,1.0051831007003784,0.1456298828125,-0.020204767846735194,-44.10991609096527,0.15023285150527954,0.2,0.20394199364818633,0.015567561,-0.0012043267488479614,-3.218003166666667,1258.0
14,47,24064,1663,736,0.0004092704424510632,1.0064647197723389,0.1795654296875,-0.019841626432025805,-44.129199624061584,-1.3612799644470215,0.2,0.0343935654964298,0.015677474,-0.019212711602449417,-3.212285947368421,1258.0
14,48,24576,1666,752,0.0004092704424510632,1.0074528455734253,0.173828125,-0.019615823082858697,-44.16690909862518,0.43344372510910034,0.2,0.23373182956129313,0.020376306,0.05380319803953171,-3.212285947368421,1258.0
15,49,25088,1669,768,0.0004092704424510632,1.0087651014328003,0.2720947265625,-0.029309575882507488,-44.19967484474182,-2.4933011531829834,0.2,0.010938381499727257,0.02418328,-0.04163723811507225,-3.212285947368421,1258.0
15,50,25600,1672,784,0.0004092704424510632,1.0080676078796387,0.1846923828125,-0.02181521017337218,-44.21812641620636,0.5473498106002808,0.2,0.003616512294684071,0.012041961,-0.02957940474152565,-3.2071123,1258.0
15,51,26112,1675,800,0.0004092704424510632,1.0078142881393433,0.1650390625,-0.01983407551597338,-44.19665992259979,0.25486552715301514,0.2,0.17970698955468833,0.015354131,-0.006934672594070435,-3.2071123,1258.0
15,52,26624,1678,816,0.0004092704424510632,1.0086612701416016,0.2557373046875,-0.027016623236704618,-44.20684993267059,-1.872102975845337,0.2,0.017517698521260172,0.023587864,-0.033801496028900146,-3.195796571428571,1258.0
16,53,27136,1680,832,0.0004092704424510632,1.0084278583526611,0.1622314453125,-0.021798674017190933,-44.21855390071869,0.36632901430130005,0.2,0.20628919289447367,0.018142927,0.02761564776301384,-3.195796571428571,1258.0
16,54,27648,1683,848,0.0004092704424510632,1.0088064670562744,0.28271484375,-0.027983512394712307,-44.213072061538696,-1.182293176651001,0.2,0.03496496449224651,0.019958543,-0.027955608442425728,-3.195796571428571,1258.0
16,55,28160,1686,864,0.0004092704424510632,1.009987235069275,0.2620849609375,-0.026137621782254428,-44.24338483810425,0.6684944033622742,0.2,0.027944315690547228,0.019903239,-0.016497425734996796,-3.1931537727272725,1258.0
16,56,28672,1689,880,0.0004092704424510632,1.0098804235458374,0.3262939453125,-0.027034228638513014,-44.264710903167725,0.672599196434021,0.2,0.06542055681347847,0.03968428,-0.02606620267033577,-3.1931537727272725,1258.0
17,57,29184,1691,896,0.0004092704424510632,1.0090223550796509,0.218017578125,-0.020946161006577313,-44.24544584751129,-4.902282238006592,0.2,0.030438128480454907,0.01894148,-0.03598252683877945,-3.191047608695652,1258.0
17,58,29696,1694,912,0.0004092704424510632,1.0078800916671753,0.263671875,-0.029266119228850584,-44.214152574539185,0.03636437654495239,0.2,0.2633491044398397,0.023858413,0.028314433991909027,-3.191047608695652,1258.0
17,59,30208,1696,928,0.0004092704424510632,1.007401943206787,0.2952880859375,-0.02742898993892595,-44.18606078624725,-0.6444876194000244,0.2,0.016480457416037098,0.022317845,-0.03532490134239197,-3.1861286250000003,1258.0
18,60,30720,1698,944,0.0004092704424510632,1.0067814588546753,0.150634765625,-0.019136414179229178,-44.17069947719574,0.42645853757858276,0.2,0.15595200355164707,0.019226968,0.007498513907194138,-3.1861286250000003,1258.0
18,61,31232,1700,960,0.0004092704424510632,1.005557894706726,0.1993408203125,-0.025321472203359008,-44.14023816585541,-3.2387490272521973,0.2,0.005339443130651489,0.013651709,-0.0389026403427124,-3.1861286250000003,1258.0
18,62,31744,1702,976,0.0004092704424510632,1.0045280456542969,0.281494140625,-0.02592795531381853,-44.0993937253952,0.011572599411010742,0.2,0.005995647508825641,0.019144729,-0.033142365515232086,-3.1836022,1258.0
18,63,32256,1704,992,0.0004092704424510632,1.0043039321899414,0.1187744140625,-0.017986539562116377,-44.076741218566895,0.14937955141067505,0.2,0.2744009878952056,0.019993521,0.036857884377241135,-3.1836022,1258.0
19,64,32768,1706,1008,0.0004092704424510632,1.004370093345642,0.2628173828125,-0.02385456836782396,-44.073787808418274,-1.3885486125946045,0.2,0.014326441421872005,0.019083023,-0.03311153128743172,-3.1838895000000003,1258.0
19,65,33280,1707,1024,0.0004092704424510632,1.0049165487289429,0.12158203125,-0.01476992764219176,-44.082669496536255,0.26052629947662354,0.2,0.23533753445371985,0.01992136,0.014543451368808746,-3.1838895000000003,1258.0
19,66,33792,1709,1040,0.0004092704424510632,1.0064679384231567,0.291748046875,-0.027642359462333843,-44.11145734786987,-0.7253680229187012,0.2,0.012957961022038944,0.01850827,-0.032226573675870895,-3.1838895000000003,1258.0
20,67,34304,1711,1056,0.0004092704424510632,1.0071766376495361,0.2950439453125,-0.03053031441231724,-44.15113353729248,0.0046533942222595215,0.2,0.0031240023345162626,0.024603866,-0.046959709376096725,-3.182535703703704,1258.0
20,68,34816,1712,1072,0.0004092704424510632,1.0070313215255737,0.1982421875,-0.02320167534344364,-44.15627992153168,0.19389986991882324,0.2,0.21928315330296755,0.017404322,0.014707356691360474,-3.182535703703704,1258.0
20,69,35328,1714,1088,0.0004092704424510632,1.008428692817688,0.229248046875,-0.018247562722535804,-44.16420006752014,-2.678302764892578,0.2,0.02468112698988989,0.021071281,-0.016407562419772148,-3.181707428571429,1258.0
20,70,35840,1715,1104,0.0004092704424510632,1.008989691734314,0.087158203125,-0.017554677644511685,-44.205328702926636,0.33629095554351807,0.2,0.3066720017232001,0.014256936,0.07590694725513458,-3.181707428571429,1258.0
21,71,36352,1717,1120,0.0004092704424510632,1.0075592994689941,0.3226318359375,-0.031023580202599987,-44.19141972064972,-3.6097230911254883,0.2,0.022429624164942652,0.023289412,-0.03334517776966095,-3.181707428571429,1258.0
21,72,36864,1718,1136,0.0004092704424510632,1.007061243057251,0.19189453125,-0.019701253826497123,-44.15587759017944,-0.05007028579711914,0.2,0.003688938988489099,0.014300201,-0.031856849789619446,-3.181274034482759,1258.0
21,73,37376,1720,1152,0.0004092704424510632,1.00661039352417,0.078857421875,-0.013225787872215733,-44.13792562484741,0.20657598972320557,0.2,0.30580597510561347,0.014834644,0.015795275568962097,-3.181274034482759,1258.0
22,74,37888,1722,1168,0.0004092704424510632,1.0065714120864868,0.209716796875,-0.022433213773183525,-44.13012933731079,-3.2678561210632324,0.2,0.02073896929505281,0.017681474,-0.029297644272446632,-3.1825730666666674,1258.0
22,75,38400,1723,1184,0.0004092704424510632,1.0063148736953735,0.19775390625,-0.023892484925454482,-44.127068519592285,0.270846962928772,0.2,0.27426037192344666,0.028616076,0.026159480214118958,-3.1825730666666674,1258.0
22,76,38912,1725,1200,0.0004092704424510632,1.0067802667617798,0.234130859375,-0.02266974645317532,-44.124924063682556,-5.557860374450684,0.2,0.011848520167404786,0.018018609,-0.029747450724244118,-3.1825730666666674,1258.0
22,77,39424,1726,1216,0.0004092704424510632,1.007454514503479,0.218017578125,-0.023289255099371076,-44.15192520618439,0.0686713457107544,0.2,0.0037344258234952576,0.01509926,-0.031586650758981705,-3.1840186451612906,1258.0
23,78,39936,1727,1232,0.0004092704424510632,1.007573127746582,0.123046875,-0.02519924589432776,-44.165348410606384,0.09792745113372803,0.2,0.3996038041077554,0.023209915,0.00507490336894989,-3.1840186451612906,1258.0
23,79,40448,1729,1248,0.0004092704424510632,1.008895993232727,0.2623291015625,-0.02777950644667726,-44.18158257007599,-2.572553873062134,0.2,0.034690933709498495,0.020729717,-0.026073094457387924,-3.1842509375,1258.0
23,80,40960,1730,1264,0.0004092704424510632,1.0095881223678589,0.060546875,-0.013698025213670917,-44.22110342979431,0.1326480507850647,0.2,0.6508612874895334,0.010582717,0.06930430233478546,-3.1842509375,1258.0
23,81,41472,1731,1280,0.0004092704424510632,1.0078707933425903,0.258056640625,-0.02484521250880789,-44.2081640958786,-0.10415804386138916,0.2,0.07459612481761724,0.021392437,-0.00421176478266716,-3.1842509375,1258.0
24,82,41984,1732,1296,0.0004092704424510632,1.006670355796814,0.256591796875,-0.02665019551932346,-44.150582671165466,0.57322096824646,0.2,0.02447530219797045,0.02167673,-0.029530145227909088,-3.182885363636364,1258.0
24,83,42496,1733,1312,0.0004092704424510632,1.0067222118377686,0.227783203125,-0.02560003864346072,-44.132397294044495,0.44289064407348633,0.2,0.1814403167227283,0.02559522,-0.022930001839995384,-3.182885363636364,1258.0
24,84,43008,1735,1328,0.0004092704424510632,1.0069301128387451,0.2110595703125,-0.020888066865154542,-44.13903021812439,-2.5401535034179688,0.2,0.05630918382667005,0.017885027,-0.011553462594747543,-3.179374911764706,1258.0
25,85,43520,1736,1344,0.0004092704424510632,1.006388783454895,0.1507568359375,-0.02179218316450715,-44.141377329826355,0.34926289319992065,0.2,0.2460485608316958,0.020530175,0.022101279348134995,-3.179374911764706,1258.0
25,86,44032,1737,1360,0.0004092704424510632,1.0066989660263062,0.2392578125,-0.023090159957064316,-44.12479269504547,-1.7390716075897217,0.2,0.019670090754516423,0.019242484,-0.021956104785203934,-3.180210742857143,1258.0
25,87,44544,1738,1376,0.0004092704424510632,1.0066653490066528,0.1629638671875,-0.020061060626176186,-44.139461278915405,0.5009350776672363,0.2,0.22653499338775873,0.01848377,0.02666528895497322,-3.180210742857143,1258.0
25,88,45056,1739,1392,0.0004092704424510632,1.008693814277649,0.2303466796875,-0.02864129018416861,-44.15649926662445,-4.901845932006836,0.2,0.004634123033611104,0.01508017,-0.03860872611403465,-3.180210742857143,1258.0
26,89,45568,1740,1408,0.0004092704424510632,1.0118308067321777,0.3310546875,-0.027985480686766095,-44.24612629413605,0.0404854416847229,0.2,0.00932190171442926,0.02961796,-0.031245188787579536,-3.185592388888889,1258.0
26,90,46080,1741,1424,0.0004092704424510632,1.012312889099121,0.0679931640625,-0.011908505082828924,-44.3014360666275,0.2068876028060913,0.2,0.5501604857854545,0.010556959,0.030737534165382385,-3.185592388888889,1258.0
26,91,46592,1742,1440,0.0004092704424510632,1.012734055519104,0.2138671875,-0.018512254318920895,-44.31110453605652,-3.1944398880004883,0.2,0.051246908551547676,0.02031646,-0.0135726910084486,-3.1901167567567565,1258.0
27,92,47104,1742,1456,0.0004092704424510632,1.0119889974594116,0.080078125,-0.011881174068548717,-44.31538999080658,0.5620868802070618,0.2,0.26319461525417864,0.01783055,0.04921693354845047,-3.1901167567567565,1258.0
27,93,47616,1743,1472,0.0004092704424510632,1.0140469074249268,0.236328125,-0.026416211170726456,-44.31388771533966,-8.863443374633789,0.2,0.011881697486387566,0.018548178,-0.04242108017206192,-3.1901167567567565,1258.0
27,94,48128,1744,1488,0.0004092704424510632,1.015120267868042,0.2493896484375,-0.026965309531078674,-44.380709171295166,-0.06882810592651367,0.2,0.0026392045183456503,0.017548775,-0.04130246117711067,-3.1893335526315787,1258.0
27,95,48640,1745,1504,0.0004092704424510632,1.0153955221176147,0.0755615234375,-0.01519575939164497,-44.399582743644714,0.1396133303642273,0.2,0.5840691290795803,0.012817955,0.02516215294599533,-3.1893335526315787,1258.0
28,96,49152,1746,1520,0.0004092704424510632,1.016127586364746,0.2562255859375,-0.025995236326707527,-44.410905599594116,-3.2249932289123535,0.2,0.06623816635692492,0.024263002,-0.01739911548793316,-3.1900157179487176,1258.0
28,97,49664,1747,1536,0.0004092704424510632,1.0166608095169067,0.0743408203125,-0.013878737663617358,-44.43434381484985,0.1153671145439148,0.2,0.5611236863769591,0.011347676,0.08323579281568527,-3.1900157179487176,1258.0
28,98,50176,1748,1552,0.0004092704424510632,1.017246961593628,0.2373046875,-0.022880059899762273,-44.44832229614258,-2.962235927581787,0.2,0.009550095783197321,0.020571537,-0.032735325396060944,-3.1900157179487176,1258.0
28,99,50688,1748,1568,0.0004092704424510632,1.0190075635910034,0.24609375,-0.022123186543467455,-44.47347605228424,0.0031769871711730957,0.2,0.0025234284657926764,0.021944366,-0.031232425943017006,-3.1905838750000006,1258.0
29,100,51200,1749,1584,0.0004092704424510632,1.0194733142852783,0.0584716796875,-0.011203838919755071,-44.51817810535431,0.16443932056427002,0.2,0.5400762795470655,0.010497944,0.05955510213971138,-3.1905838750000006,1258.0
29,101,51712,1750,1600,0.0004092704424510632,1.0196216106414795,0.250244140625,-0.02530218131141737,-44.52079367637634,-2.152693510055542,0.2,0.04070710885571316,0.024083216,-0.0170285664498806,-3.1892993902439026,1258.0
29,102,52224,1751,1616,0.0004092704424510632,1.0196908712387085,0.0811767578125,-0.017099493270507082,-44.52060854434967,0.17639762163162231,0.2,0.8172970893792808,0.013685514,0.07840916514396667,-3.1892993902439026,1258.0
30,103,52736,1752,1632,0.0004092704424510632,1.0184221267700195,0.2242431640625,-0.0206496054015588,-44.505860924720764,-0.635657548904419,0.2,0.04119119170354679,0.014351125,-0.00995609536767006,-3.1892993902439026,1258.0
30,104,53248,1752,1648,0.0004092704424510632,1.019059419631958,0.233154296875,-0.027512715430930257,-44.48248744010925,-0.08618927001953125,0.2,0.004897002138022799,0.018805021,-0.03430795297026634,-3.1937635476190476,1258.0
30,105,53760,1753,1664,0.0004092704424510632,1.0195752382278442,0.1019287109375,-0.015292064723325893,-44.507699489593506,0.22038590908050537,0.2,0.495331798447296,0.014482748,0.12329734861850739,-3.1937635476190476,1258.0
30,106,54272,1754,1680,0.0004092704424510632,1.019081473350525,0.205810546875,-0.024059046671027318,-44.50766921043396,-3.773343086242676,0.2,0.07145202497486025,0.019579172,-0.017968710511922836,-3.1925883953488374,1258.0
31,107,54784,1755,1696,0.0004092704424510632,1.0188440084457397,0.0938720703125,-0.016365500807296485,-44.4889155626297,0.2649185061454773,0.2,0.7710402091033757,0.012590256,0.05311913043260574,-3.1925883953488374,1258.0
31,108,55296,1755,1712,0.0004092704424510632,1.0179249048233032,0.289306640625,-0.02235715512142633,-44.47819173336029,-1.2484333515167236,0.2,0.014919146749889478,0.030667987,-0.03569395840167999,-3.1925883953488374,1258.0
31,109,55808,1756,1728,0.0004092704424510632,1.01625394821167,0.2410888671875,-0.026217297185212374,-44.44051206111908,0.2021259069442749,0.2,0.003931287086743396,0.017747454,-0.04216809570789337,-3.192967204545455,1258.0
32,110,56320,1757,1744,0.0004092704424510632,1.0157183408737183,0.0880126953125,-0.01874232303816825,-44.401506304740906,0.13626569509506226,0.2,0.6384046305902302,0.01481937,0.014286495745182037,-3.192967204545455,1258.0
32,111,56832,1758,1760,0.0004092704424510632,1.0158429145812988,0.30615234375,-0.030063145561143756,-44.3941388130188,-2.9537978172302246,0.2,0.01947308224043809,0.03195995,-0.031209085136651993,-3.1934413777777784,1258.0
32,112,57344,1758,1776,0.0004092704424510632,1.0152685642242432,0.07763671875,-0.011979532748227939,-44.3923499584198,0.334214448928833,0.2,0.48301795590668917,0.016267497,0.04997330904006958,-3.1934413777777784,1258.0
32,113,57856,1759,1792,0.0004092704424510632,1.0160266160964966,0.2564697265625,-0.026211435651930515,-44.38192093372345,-1.773299217224121,0.2,0.03763088129926473,0.024141354,-0.025480981916189194,-3.1934413777777784,1258.0
33,114,58368,1760,1808,0.0004092704424510632,1.0164536237716675,0.1312255859375,-0.015502853362704627,-44.412254333496094,0.6433835029602051,0.2,0.2237206450663507,0.024973962,0.037659019231796265,-3.197189326086957,1258.0
33,115,58880,1760,1824,0.0004092704424510632,1.015455722808838,0.297607421875,-0.02257777631166391,-44.395877718925476,0.8920381665229797,0.2,0.07721911848057061,0.031214312,-0.012254530563950539,-3.197189326086957,1258.0
33,116,59392,1761,1840,0.0004092704424510632,1.017786979675293,0.221435546875,-0.02172023216553498,-44.40225446224213,-2.776747703552246,0.2,0.051104696933180094,0.01821911,-0.021267719566822052,-3.1973370638297878,1258.0
33,117,59904,1762,1856,0.0004092704424510632,1.0189640522003174,0.0506591796875,-0.01203418591467198,-44.475260853767395,0.2165207862854004,0.2,0.7965515865944326,0.0092733875,0.057910073548555374,-3.1973370638297878,1258.0
34,118,60416,1762,1872,0.0004092704424510632,1.0204765796661377,0.236572265625,-0.023497986985603347,-44.50296080112457,-2.9353408813476562,0.2,0.0226240707852412,0.017925391,-0.027605734765529633,-3.1990847708333336,1258.0
34,119,60928,1763,1888,0.0004092704424510632,1.0208667516708374,0.0693359375,-0.012653710175072774,-44.53870940208435,0.47264552116394043,0.2,0.4510440048761666,0.015735842,0.06472009420394897,-3.1990847708333336,1258.0
34,120,61440,1764,1904,0.0004092704424510632,1.019296407699585,0.345947265625,-0.03348275474854745,-44.519343972206116,-0.378656268119812,0.2,0.050351501908153296,0.024205195,-0.02357448637485504,-3.1990847708333336,1258.0
35,121,61952,1764,1920,0.0004092704424510632,1.0193116664886475,0.32080078125,-0.02873908105539158,-44.47928214073181,-0.15088045597076416,0.2,0.0029957578008179553,0.028792886,-0.04200345277786255,-3.195660653061225,1258.0
35,122,62464,1765,1936,0.0004092704424510632,1.0195876359939575,0.0313720703125,-0.011206073104403913,-44.487234115600586,0.2017863392829895,0.2,0.6623130086809397,0.009480219,0.044518377631902695,-3.195660653061225,1258.0
35,123,62976,1765,1952,0.0004092704424510632,1.017930269241333,0.3385009765625,-0.03182195863337256,-44.474273920059204,-3.1460227966308594,0.2,0.01905711877043359,0.027615353,-0.034954704344272614,-3.1952427600000006,1258.0
35,124,63488,1766,1968,0.0004092704424510632,1.0176429748535156,0.10498046875,-0.016945261071668938,-44.437570214271545,0.37084072828292847,0.2,0.5564168714918196,0.014476502,0.05322162061929703,-3.1952427600000006,1258.0
36,125,64000,1766,1984,0.0004092704424510632,1.0173048973083496,0.299072265625,-0.022609152947552502,-44.439159512519836,-9.230673789978027,0.2,0.008040733337111305,0.031139348,-0.019953962415456772,-3.1952427600000006,1258.0
