time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,train/std,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/approx_kl,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,512,3936,,,,,,,,,,,,,
0,2,1024,2497,16,0.0004092704424510632,0.9992228150367737,0.245849609375,-0.02912241022568196,-43.97094714641571,-0.8011494874954224,0.2,0.11585827421367867,0.018164951,-0.04509706050157547,,
0,3,1536,2226,32,0.0004092704424510632,0.99880450963974,0.3677978515625,-0.03166237294499297,-43.95337498188019,-0.003919720649719238,0.2,0.00940716163313482,0.032202795,-0.03778056055307388,-3.376135,1258.0
0,4,2048,2111,48,0.0004092704424510632,0.9982911348342896,0.277099609375,-0.028897840529680252,-43.94155263900757,-0.0009701251983642578,0.2,0.0322564835078083,0.01959617,-0.011979923583567142,-3.376135,1258.0
1,5,2560,2044,64,0.0004092704424510632,0.9983206391334534,0.26953125,-0.027519900526385754,-43.92974531650543,-0.0031484365463256836,0.2,0.01170507435745094,0.018317632,-0.03491075709462166,-3.3402875,1258.0
1,6,3072,2006,80,0.0004092704424510632,0.9982469081878662,0.2679443359375,-0.025737162330187857,-43.930694580078125,0.0013974308967590332,0.2,0.04456081404350698,0.01766257,-0.00869988277554512,-3.3402875,1258.0
1,7,3584,1978,96,0.0004092704424510632,0.9981197714805603,0.2928466796875,-0.021215816435869783,-43.927382707595825,-0.003282904624938965,0.2,0.010753861686680466,0.02150692,-0.012233622372150421,-3.3402875,1258.0
2,8,4096,1958,112,0.0004092704424510632,0.995829701423645,0.30810546875,-0.032048228378698695,-43.89325821399689,0.012664258480072021,0.2,0.0021147577099327464,0.019282931,-0.03521176055073738,-3.2905873333333333,1258.0
2,9,4608,1943,128,0.0004092704424510632,0.9950892329216003,0.3118896484375,-0.028260170729481615,-43.832380414009094,0.0017390251159667969,0.2,0.0674236579798162,0.021646492,-0.005487699061632156,-3.2905873333333333,1258.0
2,10,5120,1930,144,0.0004092704424510632,0.9939936995506287,0.3272705078125,-0.02963160802028142,-43.81105029582977,0.013855218887329102,0.2,0.012423582462361082,0.020522796,-0.040602412074804306,-3.248132,1258.0
2,11,5632,1922,160,0.0004092704424510632,0.9928932189941406,0.3109130859375,-0.027296235799440183,-43.77339780330658,0.004669189453125,0.2,0.08046830422244966,0.024561882,0.0073557160794734955,-3.248132,1258.0
