rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,train/ent_coef_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/ent_coef
1257.0,194,2.6712698936462402,4927,-120.6493911743164,-171.2792205810547,4,25,-4.70731475,0.0008459126528049375,5028,0.017043892294168472
1257.0,416,21.40215492248535,9955,-125.70088195800781,58.33541488647461,8,24,-3.6531811249999997,0.0008459126528049375,10056,0.0010406002402305603
1257.0,620,7.814323902130127,14983,-120.17318725585938,-29.237552642822266,12,24,-2.948479333333333,0.0008459126528049375,15084,0.0015371200861409307
1257.0,835,3.234015941619873,20011,-108.18402099609375,46.39926528930664,16,24,-2.5343288125,0.0008459126528049375,20112,0.0011219929438084364
1257.0,6,2.5240015983581543,25039,-102.78667449951172,-56.48065948486328,20,22,-2.2695334000000003,0.0008459126528049375,25140,0.0007556379423476756
1257.0,209,1.2500234842300415,30067,-104.20378875732422,-21.030223846435547,24,24,-2.1330988333333334,0.0008459126528049375,30168,0.00034489305107854307
1257.0,404,1.646566390991211,35095,-99.94074249267578,-27.466272354125977,28,25,-1.997566392857143,0.0008459126528049375,35196,0.00043127237586304545
1257.0,586,1.5883103609085083,40123,-84.40032958984375,30.177078247070312,32,25,-1.8985098750000002,0.0008459126528049375,40224,0.0005034248461015522
1257.0,758,3.718867540359497,45151,-66.66236877441406,20.807960510253906,36,26,-1.8467605277777777,0.0008459126528049375,45252,0.00040600349893793464
1257.0,11,6.957345962524414,50179,-40.0088996887207,-48.44709777832031,40,24,-1.794583575,0.0008459126528049375,50280,0.003052235348150134
1257.0,219,4.066760540008545,55207,-30.285011291503906,10.620710372924805,44,24,-1.7638581818181824,0.0008459126528049375,55308,0.0007483816589228809
1257.0,425,5.960355758666992,60235,0.47306719422340393,-79.94613647460938,48,24,-1.7517494375000002,0.0008459126528049375,60336,0.0008734744624234736
1257.0,632,4.273757457733154,65263,6.0553669929504395,11.73038101196289,52,24,-1.7234065769230775,0.0008459126528049375,65364,0.000539110042154789
1257.0,826,3.0427422523498535,70291,13.032631874084473,-112.70452880859375,56,24,-1.7100583214285714,0.0008459126528049375,70392,0.0003345019940752536
1257.0,14,2.1143341064453125,75319,13.284602165222168,-25.20553207397461,60,28,-1.7024967833333335,0.0008459126528049375,75420,0.00044248352060094476
1257.0,193,2.009533405303955,80347,16.806882858276367,32.18547439575195,64,28,-1.681242640625,0.0008459126528049375,80448,0.0006632792064920068
1257.0,374,14.41946029663086,85375,22.12856674194336,4.472837448120117,68,27,-1.6791067647058824,0.0008459126528049375,85476,0.0007835159776732326
1257.0,559,5.509188652038574,90403,28.659446716308594,-43.7982292175293,72,27,-1.6713857361111113,0.0008459126528049375,90504,0.0008187398198060691
1257.0,749,9.465402603149414,95431,35.87994384765625,24.162250518798828,76,27,-1.658481263157895,0.0008459126528049375,95532,0.0004920334322378039
