rollout/ep_rew_mean,train/critic_loss,time/time_elapsed,train/ent_coef_loss,train/learning_rate,time/episodes,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,time/fps,train/ent_coef,train/n_updates
-5.04745375,6.467465400695801,68,-167.22364807128906,0.0008459126528049375,4,1258.0,-123.28097534179688,5032,73,0.017177054658532143,4931
-4.048625125,9.233319282531738,138,-6.615672588348389,0.0008459126528049375,8,1258.0,-131.2283477783203,10064,72,0.0009651341242715716,9963
-3.2944917499999993,6.390563011169434,211,22.912508010864258,0.0008459126528049375,12,1258.0,-129.19285583496094,15096,71,0.0012142701307311654,14995
-2.8754258125000005,89.78102111816406,284,165.07569885253906,0.0008459126528049375,16,1258.0,-117.3812255859375,20128,70,0.0010885067749768496,20027
-2.6503109500000006,6.279994964599609,2,110.93099975585938,0.0008459126528049375,20,1258.0,-110.4119644165039,25160,70,0.0008394223405048251,25059
-2.5027784166666667,3.883286476135254,74,16.270248413085938,0.0008459126528049375,24,1258.0,-103.51282501220703,30192,69,0.0005848020082339644,30091
-2.373790607142857,9.443737983703613,146,-34.22255325317383,0.0008459126528049375,28,1258.0,-102.40483856201172,35224,69,0.0005895491340197623,35123
-2.30469734375,1.935471534729004,218,-65.08907318115234,0.0008459126528049375,32,1258.0,-93.26598358154297,40256,69,0.0003342402051202953,40155
-2.2327648333333334,0.8527001142501831,290,-36.48151779174805,0.0008459126528049375,36,1258.0,-94.2691650390625,45288,69,0.000340967410011217,45187
-2.167506125,1.505497932434082,4,59.020381927490234,0.0008459126528049375,40,1258.0,-87.37284088134766,50320,70,0.0006819640984758735,50219
-2.144657227272728,1.8235937356948853,76,-24.832916259765625,0.0008459126528049375,44,1258.0,-86.6790542602539,55352,69,0.0007031887071207166,55251
-2.155086666666667,2.765388011932373,148,-22.379854202270508,0.0008459126528049375,48,1258.0,-87.52135467529297,60384,69,0.000545245420653373,60283
-2.1359610769230772,2.8927245140075684,221,-41.04524612426758,0.0008459126528049375,52,1258.0,-82.14533233642578,65416,69,0.0006418372504413128,65315
-2.0999424285714285,3.161876678466797,294,-30.295541763305664,0.0008459126528049375,56,1258.0,-84.91792297363281,70448,69,0.0007149018347263336,70347
-2.0860873000000004,4.221096038818359,6,17.988872528076172,0.0008459126528049375,60,1258.0,-78.4885482788086,75480,68,0.0005467147566378117,75379
-2.054528421875,3.695824384689331,81,-42.60087585449219,0.0008459126528049375,64,1258.0,-74.76687622070312,80512,67,0.0005295311566442251,80411
-2.0439859705882353,2.422896385192871,156,-26.590147018432617,0.0008459126528049375,68,1258.0,-70.52599334716797,85544,67,0.0006150002009235322,85443
