train/critic_loss,train/actor_loss,train/learning_rate,train/ent_coef,time/episodes,train/n_updates,time/time_elapsed,time/fps,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps
1.8343665599822998,-123.14148712158203,0.0008459126528049375,0.01753603108227253,4,4931,200,25,-169.20889282226562,-5.520697,1258.0,5032
7.725638389587402,-127.49376678466797,0.0008459126528049375,0.0011601501610130072,8,9963,395,25,56.927730560302734,-4.4476835,1258.0,10064
4.780207633972168,-119.9433822631836,0.0008459126528049375,0.0011695604771375656,12,14995,603,25,43.06265640258789,-3.7118574166666662,1258.0,15096
7.528037071228027,-105.63423919677734,0.0008459126528049375,0.0017543408321216702,16,20027,807,24,-85.13045501708984,-3.4653252500000002,1258.0,20128
4.026379108428955,-94.42706298828125,0.0008459126528049375,0.00102068146225065,20,25059,5,29,12.14961051940918,-3.2819631500000006,1258.0,25160
2.1090025901794434,-90.10758972167969,0.0008459126528049375,0.0003680374938994646,24,30091,187,27,22.15481185913086,-3.1629894999999997,1258.0,30192
1.473985195159912,-88.43061828613281,0.0008459126528049375,0.00037840023287571967,28,35123,377,27,65.95880889892578,-3.032410464285714,1258.0,35224
1.3670194149017334,-87.0347900390625,0.0008459126528049375,0.0003671120502986014,32,40155,587,25,51.55815505981445,-2.9183071875,1258.0,40256
1.9235013723373413,-82.71229553222656,0.0008459126528049375,0.0002827878633979708,36,45187,798,25,-12.370561599731445,-2.8988555277777777,1258.0,45288
1.0919132232666016,-77.75847625732422,0.0008459126528049375,0.00019627598521765321,40,50219,12,25,54.2791748046875,-2.8487489750000003,1258.0,50320
1.4547686576843262,-75.7156753540039,0.0008459126528049375,0.0004661614366341382,44,55251,212,25,32.7430419921875,-2.8021616136363634,1258.0,55352
1.0802156925201416,-70.78622436523438,0.0008459126528049375,0.0002055564254987985,48,60283,399,25,115.82015228271484,-2.7588697708333334,1258.0,60384
3.2196836471557617,-57.32314682006836,0.0008459126528049375,0.0003503814514260739,52,65315,590,26,55.75913619995117,-2.729215634615385,1258.0,65416
2.0727500915527344,-50.5080451965332,0.0008459126528049375,0.00033809401793405414,56,70347,780,26,-23.701839447021484,-2.692510696428571,1258.0,70448
7.392755508422852,-42.75408172607422,0.0008459126528049375,0.00045807220158167183,60,75379,19,24,-42.00822448730469,-2.6625821666666667,1258.0,75480
7.537022113800049,-32.79060745239258,0.0008459126528049375,0.0005618360009975731,64,80411,208,26,-80.64039611816406,-2.629227640625,1258.0,80512
2.879135847091675,-37.3962516784668,0.0008459126528049375,0.0006527024670504034,68,85443,406,25,2.5568525791168213,-2.595802102941176,1258.0,85544
8.888991355895996,-31.13819694519043,0.0008459126528049375,0.0009189278935082257,72,90475,599,25,51.90972137451172,-2.572025388888889,1258.0,90576
4.510928153991699,-21.76572036743164,0.0008459126528049375,0.0008161566802300513,76,95507,789,26,-21.85439682006836,-2.55265602631579,1258.0,95608
