train/critic_loss,train/actor_loss,train/learning_rate,train/ent_coef,time/episodes,train/n_updates,time/time_elapsed,time/fps,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps
3.182323455810547,-121.66444396972656,0.0008459126528049375,0.017317859455943108,4,4931,182,27,-171.44232177734375,-5.62399075,1258.0,5032
6.473477363586426,-128.29246520996094,0.0008459126528049375,0.0010490588610991836,8,9963,385,26,17.725101470947266,-4.609011625,1258.0,10064
11.543448448181152,-119.70220184326172,0.0008459126528049375,0.0010976488701999187,12,14995,575,26,282.185302734375,-3.878244083333333,1258.0,15096
6.234041213989258,-110.27976989746094,0.0008459126528049375,0.0007183466805145144,16,20027,763,26,88.76435852050781,-3.476135375,1258.0,20128
5.936371803283691,-105.31432342529297,0.0008459126528049375,0.001028371974825859,20,25059,6,23,-7.335659503936768,-3.1895525,1258.0,25160
4.344191551208496,-79.56820678710938,0.0008459126528049375,0.0008402096573263407,24,30091,204,25,-46.10896301269531,-3.0275258333333337,1258.0,30192
7.079017639160156,-75.77681732177734,0.0008459126528049375,0.0008104944718070328,28,35123,379,26,-40.55510711669922,-2.908500071428571,1258.0,35224
2.701298236846924,-61.67197036743164,0.0008459126528049375,0.00033580095623619854,32,40155,568,26,16.283571243286133,-2.8410580625,1258.0,40256
4.179435729980469,-47.42744827270508,0.0008459126528049375,0.000275307655101642,36,45187,747,27,53.16912078857422,-2.781348138888889,1258.0,45288
1.8703093528747559,-43.56583786010742,0.0008459126528049375,0.00021645838569384068,40,50219,12,25,15.019768714904785,-2.7505677499999996,1258.0,50320
14.666280746459961,-37.842247009277344,0.0008459126528049375,0.00039804569678381085,44,55251,212,25,-40.654998779296875,-2.689131386363636,1258.0,55352
2.3576149940490723,-33.378238677978516,0.0008459126528049375,0.00037488341331481934,48,60283,383,27,-118.72219848632812,-2.6748305,1258.0,60384
2.5082595348358154,-28.01776695251465,0.0008459126528049375,0.00036513368831947446,52,65315,564,27,-49.32102966308594,-2.626096365384615,1258.0,65416
1.2848459482192993,-22.516443252563477,0.0008459126528049375,0.00029283270123414695,56,70347,762,26,-36.43023681640625,-2.6060262857142855,1258.0,70448
2.209057331085205,-16.239816665649414,0.0008459126528049375,0.0004129087319597602,60,75379,18,25,-1.7606523036956787,-2.5634218166666667,1258.0,75480
2.689218521118164,-8.75967025756836,0.0008459126528049375,0.0003144055081065744,64,80411,207,26,-14.525086402893066,-2.5404947187499998,1258.0,80512
2.769235610961914,-2.0734012126922607,0.0008459126528049375,0.00024788666632957757,68,85443,408,25,-58.01301574707031,-2.523964264705882,1258.0,85544
3.3928446769714355,8.636470794677734,0.0008459126528049375,0.0004572150355670601,72,90475,613,25,-69.88505554199219,-2.51233675,1258.0,90576
4.381973743438721,15.772868156433105,0.0008459126528049375,0.0005946214077994227,76,95507,826,24,60.5848388671875,-2.5081621315789477,1258.0,95608
