train/ent_coef_loss,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/episodes,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,train/ent_coef
-159.6099090576172,29,168,1258.0,-4.14998325,5032,4,0.0008459126528049375,0.621250569820404,4931,-123.0364990234375,0.017816899344325066
-14.737188339233398,29,339,1258.0,-3.1387442500000002,10064,8,0.0008459126528049375,0.9518202543258667,9963,-129.8932342529297,0.0011163702001795173
25.030872344970703,29,504,1258.0,-2.550117416666667,15096,12,0.0008459126528049375,2.05745267868042,14995,-133.46047973632812,0.0012268074788153172
-19.206933975219727,30,650,1258.0,-2.3055934375000002,20128,16,0.0008459126528049375,5.6683502197265625,20027,-137.14418029785156,0.0007313500973396003
6.575702667236328,34,4,1258.0,-2.0895542,25160,20,0.0008459126528049375,6.2002973556518555,25059,-133.29318237304688,0.0011026167776435614
-61.838050842285156,33,153,1258.0,-1.9031462083333335,30192,24,0.0008459126528049375,3.1055822372436523,30091,-130.09901428222656,0.0011274321004748344
41.25865173339844,33,303,1258.0,-1.8068728214285714,35224,28,0.0008459126528049375,4.5746355056762695,35123,-130.09463500976562,0.0006974153802730143
-0.6728726029396057,33,452,1258.0,-1.7814675000000002,40256,32,0.0008459126528049375,4.349976539611816,40155,-125.77115631103516,0.00031097084865905344
-25.924236297607422,33,602,1258.0,-1.6978040000000003,45288,36,0.0008459126528049375,11.951080322265625,45187,-123.87173461914062,0.000953556620515883
34.76089096069336,33,9,1258.0,-1.6571690000000001,50320,40,0.0008459126528049375,4.267162799835205,50219,-112.67747497558594,0.0008093605865724385
13.589034080505371,33,159,1258.0,-1.6230293181818183,55352,44,0.0008459126528049375,2.023385524749756,55251,-110.46644592285156,0.000921771686989814
-14.841317176818848,33,309,1258.0,-1.5827451874999998,60384,48,0.0008459126528049375,3.0720696449279785,60283,-99.91653442382812,0.0020284790080040693
-34.54121780395508,33,461,1258.0,-1.5563629615384613,65416,52,0.0008459126528049375,3.6269991397857666,65315,-97.68638610839844,0.0007242956198751926
83.7423095703125,33,614,1258.0,-1.5362939107142854,70448,56,0.0008459126528049375,7.596550464630127,70347,-88.87543487548828,0.0008376071345992386
37.12541198730469,31,15,1258.0,-1.5123669999999996,75480,60,0.0008459126528049375,3.583096981048584,75379,-82.61111450195312,0.0011438244255259633
17.88743019104004,30,178,1258.0,-1.5014643749999999,80512,64,0.0008459126528049375,9.473515510559082,80411,-63.44978332519531,0.0009936330607160926
-31.065820693969727,30,345,1258.0,-1.4926743970588232,85544,68,0.0008459126528049375,12.717975616455078,85443,-47.490718841552734,0.0018153574783354998
38.870689392089844,30,512,1258.0,-1.4884472916666667,90576,72,0.0008459126528049375,7.2473297119140625,90475,-44.55830764770508,0.0006842500879429281
-23.234535217285156,31,664,1258.0,-1.468935407894737,95608,76,0.0008459126528049375,4.539134502410889,95507,-40.77763748168945,0.0006340907420963049
