time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
16,8192,6,1324,-0.02020398592867423,0.014035279,0.03172200918197632,-43.69460594654083,0.2,0.014459846453974023,240,0.0004092704424510632,0.211669921875,-0.008605613373219967,0.9908130764961243,-2.4447244999999995,1258.0
17,8704,6,1322,-0.024376410539844073,0.017816,0.25136905908584595,-43.690207839012146,0.2,0.0035536301584215835,256,0.0004092704424510632,0.22021484375,-0.044669028371572495,0.991443395614624,-2.4447244999999995,1258.0
18,9216,6,1319,-0.03097515448462218,0.02029704,0.29288244247436523,-43.70382273197174,0.2,0.0028819090803153813,272,0.0004092704424510632,0.2396240234375,-0.0442260205745697,0.9912589192390442,-2.446970714285714,1258.0
19,9728,7,1317,-0.021923911714111455,0.02091218,0.02604091167449951,-43.69499111175537,0.2,0.02137445128755644,288,0.0004092704424510632,0.2244873046875,-0.028390556573867798,0.9912907481193542,-2.446970714285714,1258.0
20,10240,7,1314,-0.027695236130966805,0.017107788,0.707893431186676,-43.67928719520569,0.2,0.001618230187887093,304,0.0004092704424510632,0.25537109375,-0.029367413371801376,0.9897328615188599,-2.44776375,1258.0
21,10752,8,1312,-0.030684260244015604,0.031564914,0.061676621437072754,-43.63166952133179,0.2,0.03089199523674324,320,0.0004092704424510632,0.2977294921875,-0.02238158881664276,0.9894099831581116,-2.44776375,1258.0
22,11264,8,1310,-0.02290334875578992,0.015238738,0.6389046907424927,-43.67148768901825,0.2,0.0035718689141504,336,0.0004092704424510632,0.19970703125,-0.020526321604847908,0.9921412467956543,-2.44776375,1258.0
23,11776,9,1307,-0.02424613875336945,0.016324855,0.37560468912124634,-43.717262268066406,0.2,0.003555086896085413,352,0.0004092704424510632,0.2095947265625,-0.02600032463669777,0.9910650849342346,-2.467542,1258.0
24,12288,9,1305,-0.022745765512809157,0.020619541,0.016057372093200684,-43.67057752609253,0.2,0.04420575744006783,368,0.0004092704424510632,0.2357177734375,-0.01324351318180561,0.9902303814888,-2.467542,1258.0
25,12800,9,1305,-0.02230742177926004,0.01723374,0.7186946868896484,-43.630653738975525,0.2,0.002202183000918012,384,0.0004092704424510632,0.2200927734375,-0.028945552185177803,0.9884294867515564,-2.4800218000000003,1258.0
26,13312,10,1304,-0.028817386177252047,0.0233333,0.08791536092758179,-43.58073008060455,0.2,0.055330547387711704,400,0.0004092704424510632,0.267822265625,-0.01629592850804329,0.9875262379646301,-2.4800218000000003,1258.0
27,13824,10,1303,-0.02595143271901179,0.017127126,0.7424030303955078,-43.53791105747223,0.2,0.002757713256869465,416,0.0004092704424510632,0.2264404296875,-0.03487303853034973,0.9847403168678284,-2.4800218000000003,1258.0
28,14336,11,1302,-0.026422820141306147,0.017389521,0.348735511302948,-43.4681510925293,0.2,0.003751111562451115,432,0.0004092704424510632,0.23193359375,-0.04371853172779083,0.9842959046363831,-2.4966698181818185,1258.0
29,14848,11,1302,-0.02608777119894512,0.047079675,0.040477633476257324,-43.46891522407532,0.2,0.03883856249740347,448,0.0004092704424510632,0.3570556640625,-0.016326677054166794,0.9843147993087769,-2.4966698181818185,1258.0
30,15360,11,1300,-0.024688888603122905,0.015187965,0.292899489402771,-43.472891330718994,0.2,0.00252196970541263,464,0.0004092704424510632,0.2430419921875,-0.03988706320524216,0.98463374376297,-2.4884766666666667,1258.0
31,15872,12,1300,-0.029897114713094197,0.016132677,0.04528933763504028,-43.46690380573273,0.2,0.07399421778973192,480,0.0004092704424510632,0.2462158203125,-0.012313682585954666,0.983538031578064,-2.4884766666666667,1258.0
32,16384,12,1299,-0.018667423853912624,0.018028256,0.8001251220703125,-43.413124680519104,0.2,0.0022390992198779713,496,0.0004092704424510632,0.208984375,-0.0227601770311594,0.9815739989280701,-2.501667076923077,1258.0
33,16896,13,1299,-0.027000907590263523,0.020189159,0.09467768669128418,-43.37473380565643,0.2,0.08001656807027757,512,0.0004092704424510632,0.2318115234375,-0.0038816481828689575,0.9814935922622681,-2.501667076923077,1258.0
34,17408,13,1298,-0.025090065988479182,0.019384257,-0.253859281539917,-43.3725665807724,0.2,0.005366854042222258,528,0.0004092704424510632,0.2659912109375,-0.03895225003361702,0.981474757194519,-2.501667076923077,1258.0
35,17920,13,1298,-0.025184635946061462,0.015843999,0.6995116472244263,-43.37359380722046,0.2,0.0023153919973992743,544,0.0004092704424510632,0.2099609375,-0.03472708538174629,0.9813228845596313,-2.4916905714285713,1258.0
36,18432,14,1297,-0.03309680553502403,0.032063004,0.07221353054046631,-43.369511008262634,0.2,0.10137446317821741,560,0.0004092704424510632,0.2972412109375,0.0051041655242443085,0.9813592433929443,-2.4916905714285713,1258.0
37,18944,14,1296,-0.01966386297135614,0.011818582,0.6360960006713867,-43.375640869140625,0.2,0.004768029190017842,576,0.0004092704424510632,0.1473388671875,-0.026648161932826042,0.9815163016319275,-2.4795858,1258.0
38,19456,15,1296,-0.021188305312534794,0.018764324,0.14512479305267334,-43.3591148853302,0.2,0.10249461326748133,592,0.0004092704424510632,0.2022705078125,0.020243950188159943,0.9803287982940674,-2.4795858,1258.0
39,19968,15,1296,-0.026093081207363866,0.020022709,0.5988689064979553,-43.33641159534454,0.2,0.009587011125404388,608,0.0004092704424510632,0.248779296875,-0.02616034261882305,0.9803959131240845,-2.4795858,1258.0
40,20480,15,1295,-0.025076465361053124,0.019669436,0.608331561088562,-43.33548831939697,0.2,0.002324083874555072,624,0.0004092704424510632,0.217529296875,-0.04310360178351402,0.9802576303482056,-2.4728479375,1258.0
41,20992,16,1295,-0.023550875775981694,0.02016185,0.15268611907958984,-43.344759821891785,0.2,0.10757694183848798,640,0.0004092704424510632,0.21826171875,0.023703917860984802,0.9808556437492371,-2.4728479375,1258.0
42,21504,16,1292,-0.02158483695529867,0.014103152,0.2027055025100708,-43.3522891998291,0.2,0.013232302240794525,656,0.0004092704424510632,0.183349609375,-0.02589089423418045,0.9808043241500854,-2.4844287058823533,1258.0
43,22016,17,1292,-0.03080473150475882,0.02488144,0.16295212507247925,-43.34582257270813,0.2,0.11444271868094802,672,0.0004092704424510632,0.268310546875,0.01647181063890457,0.9806494116783142,-2.4844287058823533,1258.0
44,22528,17,1291,-0.025788811763050035,0.020981967,0.6708481311798096,-43.337669253349304,0.2,0.007808675552951172,688,0.0004092704424510632,0.259033203125,-0.030397653579711914,0.9805358648300171,-2.4844287058823533,1258.0
45,23040,17,1291,-0.02717139560263604,0.01911058,0.532892107963562,-43.34694528579712,0.2,0.003481349951471202,704,0.0004092704424510632,0.2335205078125,-0.03292335569858551,0.9809609651565552,-2.482959611111111,1258.0
46,23552,18,1291,-0.027831224651890807,0.022615362,0.16308128833770752,-43.35335040092468,0.2,0.1025186120532453,720,0.0004092704424510632,0.279052734375,0.004792962223291397,0.9809550642967224,-2.482959611111111,1258.0
47,24064,18,1290,-0.03182611500960775,0.029326519,-0.08041739463806152,-43.365525126457214,0.2,0.021139422635314986,736,0.0004092704424510632,0.2955322265625,-0.03569924458861351,0.9820621013641357,-2.4784175789473686,1258.0
48,24576,19,1290,-0.023037645776639692,0.021903116,0.1484317183494568,-43.39346730709076,0.2,0.12796125072054565,752,0.0004092704424510632,0.21728515625,0.028981907293200493,0.9823213815689087,-2.4784175789473686,1258.0
49,25088,19,1289,-0.030599820835050195,0.032705605,0.5295038223266602,-43.38874125480652,0.2,0.019358877529157326,768,0.0004092704424510632,0.28515625,-0.035217590630054474,0.9820243716239929,-2.4784175789473686,1258.0
50,25600,19,1288,-0.02563256464782171,0.021085676,0.06391799449920654,-43.373278975486755,0.2,0.00455518869421212,784,0.0004092704424510632,0.23193359375,-0.043233178555965424,0.981077253818512,-2.48545995,1258.0
51,26112,20,1288,-0.021181326417718083,0.021468926,0.11905056238174438,-43.34739172458649,0.2,0.11949585448019207,800,0.0004092704424510632,0.21337890625,0.01458602026104927,0.9813095927238464,-2.48545995,1258.0
52,26624,20,1288,-0.021875029196962714,0.014005134,0.12026727199554443,-43.352880120277405,0.2,0.017214250343386084,816,0.0004092704424510632,0.193115234375,-0.022629447281360626,0.9812928438186646,-2.4924128571428574,1258.0
53,27136,21,1287,-0.0228701156884199,0.0187082,0.1973688006401062,-43.329179525375366,0.2,0.13105845404788852,832,0.0004092704424510632,0.212158203125,0.02613801136612892,0.9794180989265442,-2.4924128571428574,1258.0
54,27648,21,1286,-0.023728687869152054,0.021744411,0.6462022066116333,-43.2936714887619,0.2,0.009190579658024944,848,0.0004092704424510632,0.228759765625,-0.03649897500872612,0.9795897603034973,-2.4924128571428574,1258.0
55,28160,21,1286,-0.01997171955736121,0.016386015,0.44100940227508545,-43.298200368881226,0.2,0.005174439087568317,864,0.0004092704424510632,0.2008056640625,-0.03281892091035843,0.9792876839637756,-2.4973929545454547,1258.0
56,28672,22,1286,-0.03217717437655665,0.047258493,0.12826699018478394,-43.26634669303894,0.2,0.09508428524713963,880,0.0004092704424510632,0.3577880859375,0.0033577829599380493,0.9780673980712891,-2.4973929545454547,1258.0
57,29184,22,1285,-0.029061853449093178,0.018307807,0.4910094738006592,-43.26323413848877,0.2,0.007931594896945171,896,0.0004092704424510632,0.2174072265625,-0.039477817714214325,0.9791420698165894,-2.493284347826087,1258.0
58,29696,23,1285,-0.022597734292503446,0.021542696,0.210831880569458,-43.285857796669006,0.2,0.12149200169369578,912,0.0004092704424510632,0.23095703125,0.03146716207265854,0.9788190126419067,-2.493284347826087,1258.0
59,30208,23,1284,-0.0223733501334209,0.015375962,0.6490902900695801,-43.278101682662964,0.2,0.010969761671731248,928,0.0004092704424510632,0.213134765625,-0.022836651653051376,0.9789915680885315,-2.4876891249999997,1258.0
60,30720,23,1284,-0.030308790257549845,0.031678062,0.21780544519424438,-43.269710183143616,0.2,0.1025290503166616,944,0.0004092704424510632,0.3095703125,0.0018545985221862793,0.97799152135849,-2.4876891249999997,1258.0
61,31232,24,1284,-0.026424927957123145,0.024699952,-2.3527657985687256,-43.2264187335968,0.2,0.0038168600367498584,960,0.0004092704424510632,0.2451171875,-0.04249347373843193,0.9768105745315552,-2.4876891249999997,1258.0
62,31744,24,1284,-0.021942488092463464,0.021362703,0.18625199794769287,-43.22808301448822,0.2,0.0031279507093131542,976,0.0004092704424510632,0.227783203125,-0.026279637590050697,0.9781712293624878,-2.47768028,1258.0
63,32256,25,1283,-0.020912878011586145,0.019449411,0.05977815389633179,-43.244571566581726,0.2,0.1264208136126399,992,0.0004092704424510632,0.2303466796875,0.04142250865697861,0.9773497581481934,-2.47768028,1258.0
64,32768,25,1283,-0.02519761261646636,0.023532081,0.27546626329421997,-43.193413615226746,0.2,0.012933699967106804,1008,0.0004092704424510632,0.2657470703125,-0.03237200155854225,0.9750441312789917,-2.475453269230769,1258.0
65,33280,25,1283,-0.019077484888839535,0.013970456,0.2218005657196045,-43.13405168056488,0.2,0.13321836292743683,1024,0.0004092704424510632,0.171875,0.03048461489379406,0.9733618497848511,-2.475453269230769,1258.0
66,33792,26,1282,-0.025043141678906977,0.017460203,0.6228047013282776,-43.08821356296539,0.2,0.008591805875767022,1040,0.0004092704424510632,0.2105712890625,-0.0404643639922142,0.9724803566932678,-2.475453269230769,1258.0
67,34304,26,1282,-0.025248599296901375,0.021231357,0.38606828451156616,-43.07010054588318,0.2,0.0025180732882290613,1056,0.0004092704424510632,0.24072265625,-0.033445753157138824,0.972270131111145,-2.465942925925926,1258.0
68,34816,27,1282,-0.019408112988458015,0.01560881,0.12778913974761963,-43.05903697013855,0.2,0.12705760402604938,1072,0.0004092704424510632,0.1732177734375,0.01882721483707428,0.9717280268669128,-2.465942925925926,1258.0
69,35328,27,1282,-0.02383717242628336,0.013139232,0.3897660970687866,-43.041776180267334,0.2,0.0116510808293242,1088,0.0004092704424510632,0.2034912109375,-0.029691629111766815,0.9711641073226929,-2.465531607142857,1258.0
70,35840,27,1281,-0.023548351076897234,0.021240804,0.1871638298034668,-43.037705063819885,0.2,0.11352238920517266,1104,0.0004092704424510632,0.202392578125,0.01044478639960289,0.9710292220115662,-2.465531607142857,1258.0
71,36352,28,1281,-0.02854910989117343,0.023251258,0.6477826833724976,-43.02545416355133,0.2,0.014059911598451436,1120,0.0004092704424510632,0.26611328125,-0.034650735557079315,0.9709044694900513,-2.465531607142857,1258.0
72,36864,28,1281,-0.021656456316122785,0.017609745,0.3062692880630493,-43.0189448595047,0.2,0.0045054937290842645,1136,0.0004092704424510632,0.214599609375,-0.03691602125763893,0.9702686667442322,-2.461930793103448,1258.0
73,37376,29,1281,-0.023697856508078985,0.02414485,0.20896345376968384,-42.97885608673096,0.2,0.10514264600351453,1152,0.0004092704424510632,0.2117919921875,0.011781588196754456,0.968309223651886,-2.461930793103448,1258.0
74,37888,29,1281,-0.021689411281840876,0.014997326,0.24991559982299805,-42.939616441726685,0.2,0.01646694354712963,1168,0.0004092704424510632,0.1739501953125,-0.03265965357422829,0.9681584239006042,-2.4647166666666664,1258.0
75,38400,29,1280,-0.02538881629880052,0.019693945,0.3186211585998535,-42.93895626068115,0.2,0.10214962507598102,1184,0.0004092704424510632,0.237060546875,0.009223531931638718,0.9678985476493835,-2.4647166666666664,1258.0
76,38912,30,1280,-0.02442047535441816,0.017593719,0.4841386079788208,-42.934332728385925,0.2,0.01211383001646027,1200,0.0004092704424510632,0.22119140625,-0.032783932983875275,0.9681487083435059,-2.4647166666666664,1258.0
77,39424,30,1280,-0.024805891676805913,0.014975812,0.25844454765319824,-42.96556866168976,0.2,0.002697401952900691,1216,0.0004092704424510632,0.221435546875,-0.04241426661610603,0.9698972105979919,-2.4638079999999998,1258.0
78,39936,31,1280,-0.02041695646767039,0.015584432,0.14267635345458984,-43.012734055519104,0.2,0.10384921706281602,1232,0.0004092704424510632,0.2198486328125,0.005186103284358978,0.9703572392463684,-2.4638079999999998,1258.0
79,40448,31,1280,-0.03322031570132822,0.027458463,0.337172269821167,-42.99671244621277,0.2,0.012613864644663408,1248,0.0004092704424510632,0.2862548828125,-0.05083521455526352,0.9690341949462891,-2.46002496875,1258.0
80,40960,32,1279,-0.0260978500591591,0.022368303,0.17322391271591187,-42.944042563438416,0.2,0.1082111254800111,1264,0.0004092704424510632,0.22509765625,0.02085336670279503,0.9674511551856995,-2.46002496875,1258.0
81,41472,32,1279,-0.01980736292898655,0.014348758,0.5201778411865234,-42.91938090324402,0.2,0.013285364082548767,1280,0.0004092704424510632,0.2010498046875,-0.020867057144641876,0.9679012298583984,-2.46002496875,1258.0
82,41984,32,1279,-0.03091055416734889,0.02597715,0.26906412839889526,-42.95524227619171,0.2,0.007650653758901171,1296,0.0004092704424510632,0.286376953125,-0.03919067606329918,0.9695546627044678,-2.4615769999999997,1258.0
83,42496,33,1278,-0.024283549399115145,0.026115296,0.21289122104644775,-42.99424171447754,0.2,0.10014393064193428,1312,0.0004092704424510632,0.2833251953125,0.020799238234758377,0.9700873494148254,-2.4615769999999997,1258.0
84,43008,33,1278,-0.027458513097371906,0.018791413,0.05584228038787842,-42.998441100120544,0.2,0.012708092312095687,1328,0.0004092704424510632,0.245361328125,-0.031805433332920074,0.9700239896774292,-2.456414794117647,1258.0
85,43520,34,1278,-0.0326362626219634,0.029754624,0.13425815105438232,-42.97706127166748,0.2,0.11100932187400758,1344,0.0004092704424510632,0.2886962890625,-0.008968312293291092,0.9686878323554993,-2.456414794117647,1258.0
86,44032,34,1278,-0.02756606113689486,0.021589799,0.44472187757492065,-42.94763970375061,0.2,0.014668572170194238,1360,0.0004092704424510632,0.2593994140625,-0.035878684371709824,0.9688703417778015,-2.456953142857143,1258.0
87,44544,34,1278,-0.02336984040448442,0.017610323,0.2341921329498291,-42.97324323654175,0.2,0.11714503145776689,1376,0.0004092704424510632,0.1971435546875,0.014360204339027405,0.9697403907775879,-2.456953142857143,1258.0
88,45056,35,1277,-0.029895384301198646,0.019672923,-2.454296588897705,-42.96882200241089,0.2,0.003579951007850468,1392,0.0004092704424510632,0.2772216796875,-0.04213669151067734,0.9683879613876343,-2.456953142857143,1258.0
89,45568,35,1277,-0.027046214672736824,0.026757155,-0.0008745193481445312,-42.92847275733948,0.2,0.0034499535940994974,1408,0.0004092704424510632,0.2938232421875,-0.04657920077443123,0.9681277871131897,-2.4535959722222223,1258.0
90,46080,36,1277,-0.021993746602674946,0.019584546,0.024008989334106445,-42.94461810588837,0.2,0.14862555940635502,1424,0.0004092704424510632,0.2440185546875,0.03951163962483406,0.9687883853912354,-2.4535959722222223,1258.0
91,46592,36,1277,-0.02323615996283479,0.017241966,0.4835253953933716,-42.965065121650696,0.2,0.013524069334380329,1440,0.0004092704424510632,0.2113037109375,-0.03344701603055,0.9694735407829285,-2.446604405405405,1258.0
92,47104,36,1277,-0.02342826794483699,0.02525644,0.17755126953125,-42.982454895973206,0.2,0.1281971198040992,1456,0.0004092704424510632,0.2203369140625,0.04142332077026367,0.9700369238853455,-2.446604405405405,1258.0
93,47616,37,1277,-0.025698557787109166,0.020808883,-1.0826246738433838,-43.015148639678955,0.2,0.0045896123519924,1472,0.0004092704424510632,0.2392578125,-0.028125734999775887,0.9717910885810852,-2.446604405405405,1258.0
94,48128,37,1276,-0.018913428015366662,0.028147418,-0.3701810836791992,-43.05623400211334,0.2,0.004090161364729283,1488,0.0004092704424510632,0.2008056640625,-0.023894311860203743,0.9721316695213318,-2.4424822631578946,1258.0
95,48640,38,1276,-0.022539299810887314,0.02200723,0.029573559761047363,-43.058889985084534,0.2,0.15637496951967478,1504,0.0004092704424510632,0.234375,0.03591395914554596,0.97215735912323,-2.4424822631578946,1258.0
96,49152,38,1276,-0.025753669804544188,0.019096514,0.34862810373306274,-43.0542927980423,0.2,0.015377469768282026,1520,0.0004092704424510632,0.2169189453125,-0.021166974678635597,0.9718233942985535,-2.442090179487179,1258.0
97,49664,38,1276,-0.030315453273942694,0.022278864,0.1614236831665039,-43.05279862880707,0.2,0.13981980388052762,1536,0.0004092704424510632,0.2750244140625,0.03672356158494949,0.9723440408706665,-2.442090179487179,1258.0
98,50176,39,1276,-0.020552365225739777,0.01904431,0.496174156665802,-43.077473163604736,0.2,0.023974420968443155,1552,0.0004092704424510632,0.214111328125,-0.0125016113743186,0.9733551740646362,-2.442090179487179,1258.0
99,50688,39,1276,-0.017723710800055414,0.017313061,-0.24682974815368652,-43.087475299835205,0.2,0.004055025528941769,1568,0.0004092704424510632,0.18115234375,-0.03118346817791462,0.9725598096847534,-2.44080055,1258.0
100,51200,40,1276,-0.02361904837016482,0.018280758,0.16980242729187012,-43.06763970851898,0.2,0.1267585470341146,1584,0.0004092704424510632,0.199462890625,0.024464663118124008,0.9728726148605347,-2.44080055,1258.0
101,51712,40,1276,-0.024018483396503143,0.015241156,0.02312147617340088,-43.10414481163025,0.2,0.021160283155040815,1600,0.0004092704424510632,0.228271484375,-0.015941038727760315,0.9749086499214172,-2.4375920731707317,1258.0
102,52224,40,1276,-0.02761062781792134,0.019882783,0.26248055696487427,-43.160940051078796,0.2,0.11557316547259688,1616,0.0004092704424510632,0.2591552734375,0.011882871389389038,0.975990355014801,-2.4375920731707317,1258.0
103,52736,41,1275,-0.019143659344990738,0.02173568,0.3908606171607971,-43.17768168449402,0.2,0.021544352814089507,1632,0.0004092704424510632,0.18896484375,-0.028411678969860077,0.9759800434112549,-2.4375920731707317,1258.0
104,53248,41,1275,-0.024696294887689874,0.018493839,-0.22808539867401123,-43.202290415763855,0.2,0.0030197189771570265,1648,0.0004092704424510632,0.2406005859375,-0.032194528728723526,0.9783164262771606,-2.4389304285714286,1258.0
105,53760,42,1275,-0.026537600584561005,0.023585463,0.10447162389755249,-43.25832653045654,0.2,0.11204853188246489,1664,0.0004092704424510632,0.2353515625,0.01381998136639595,0.9780895113945007,-2.4389304285714286,1258.0
106,54272,42,1275,-0.024402581009780988,0.020105932,0.22809642553329468,-43.20363509654999,0.2,0.021793828287627548,1680,0.0004092704424510632,0.2283935546875,-0.04016352817416191,0.9757755994796753,-2.4339689302325582,1258.0
107,54784,42,1275,-0.019261858134996146,0.019169547,0.35587233304977417,-43.15247988700867,0.2,0.11609519901685417,1696,0.0004092704424510632,0.1904296875,0.03298668563365936,0.9747834801673889,-2.4339689302325582,1258.0
108,55296,43,1275,-0.026192447810899466,0.015156907,0.45809561014175415,-43.11458778381348,0.2,0.020681697176769376,1712,0.0004092704424510632,0.263916015625,-0.015154254622757435,0.9733644127845764,-2.4339689302325582,1258.0
109,55808,43,1273,-0.027598987770034,0.021137852,-0.27277612686157227,-43.07135713100433,0.2,0.005674427324265707,1728,0.0004092704424510632,0.2431640625,-0.037563178688287735,0.9719316363334656,-2.431291318181818,1258.0
110,56320,44,1273,-0.025565888194250874,0.027379045,0.1483134627342224,-43.05105805397034,0.2,0.10284276911988854,1744,0.0004092704424510632,0.2706298828125,0.016327083110809326,0.9727826714515686,-2.431291318181818,1258.0
111,56832,44,1273,-0.03176743380026892,0.019618828,-0.2683910131454468,-43.09302461147308,0.2,0.016547768376767635,1760,0.0004092704424510632,0.269775390625,-0.027756933122873306,0.9741318225860596,-2.432238488888889,1258.0
112,57344,45,1272,-0.029384066961938515,0.0222511,0.1034015417098999,-43.117968678474426,0.2,0.11754610249772668,1776,0.0004092704424510632,0.24365234375,-1.4554709196090698e-05,0.9745140075683594,-2.432238488888889,1258.0
113,57856,45,1271,-0.024206288682762533,0.013182566,0.25581836700439453,-43.1128968000412,0.2,0.016498542885528877,1792,0.0004092704424510632,0.20849609375,-0.02433326095342636,0.9741637110710144,-2.432238488888889,1258.0
114,58368,45,1271,-0.024140697729308158,0.02068044,0.37692081928253174,-43.09140741825104,0.2,0.008803083968814462,1808,0.0004092704424510632,0.247802734375,-0.036132100969552994,0.9733367562294006,-2.436768608695652,1258.0
115,58880,46,1271,-0.02288496430264786,0.042062722,0.12130463123321533,-43.08255136013031,0.2,0.06405411066953093,1824,0.0004092704424510632,0.2977294921875,-0.0007655620574951172,0.97352135181427,-2.436768608695652,1258.0
116,59392,46,1271,-0.021397441043518484,0.016517095,0.07915353775024414,-43.099745869636536,0.2,0.012436199467629194,1840,0.0004092704424510632,0.19287109375,-0.021114662289619446,0.9743965864181519,-2.43336214893617,1258.0
117,59904,47,1271,-0.023135286406613886,0.022083102,0.17501121759414673,-43.11061143875122,0.2,0.137574557447806,1856,0.0004092704424510632,0.2130126953125,0.03792184591293335,0.9741237163543701,-2.43336214893617,1258.0
118,60416,47,1272,-0.02777564497955609,0.019812515,0.3500494956970215,-43.099417328834534,0.2,0.01202314905822277,1872,0.0004092704424510632,0.2666015625,-0.040631137788295746,0.9742562174797058,-2.4354133541666667,1258.0
119,60928,47,1271,-0.021718884992878884,0.017664466,0.22335612773895264,-43.11489522457123,0.2,0.1402817869093269,1888,0.0004092704424510632,0.2099609375,0.02607482671737671,0.9750643968582153,-2.4354133541666667,1258.0
120,61440,48,1271,-0.031543606441118754,0.025913447,-0.27259230613708496,-43.12261176109314,0.2,0.017423293757019565,1904,0.0004092704424510632,0.290771484375,-0.03730820119380951,0.9753649830818176,-2.4354133541666667,1258.0
121,61952,48,1271,-0.025974392614443786,0.035233438,0.131727933883667,-43.15093696117401,0.2,0.00510749222303275,1920,0.0004092704424510632,0.2974853515625,-0.044565849006175995,0.9768550395965576,-2.4331535102040815,1258.0
122,62464,49,1271,-0.024740494147408754,0.01947835,0.07476109266281128,-43.1720165014267,0.2,0.13554470404051244,1936,0.0004092704424510632,0.2403564453125,0.030334342271089554,0.9767574071884155,-2.4331535102040815,1258.0
123,62976,49,1271,-0.02551551061333157,0.016662652,0.35607999563217163,-43.15348565578461,0.2,0.01678276833263226,1952,0.0004092704424510632,0.2265625,-0.02903827652335167,0.9756162166595459,-2.43526382,1258.0
124,63488,49,1271,-0.01854835958511103,0.017383981,0.30990707874298096,-43.10537254810333,0.2,0.13531327992677689,1968,0.0004092704424510632,0.20166015625,0.02489224076271057,0.9740964770317078,-2.43526382,1258.0
125,64000,50,1271,-0.02574157297203783,0.020858329,0.04264843463897705,-43.070030093193054,0.2,0.01708118789247237,1984,0.0004092704424510632,0.2454833984375,-0.03358194977045059,0.9735776782035828,-2.43526382,1258.0
