time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/clip_range,train/value_loss,train/loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,4147,,,,,,,,,,,,,
1024,2,0,2528,-43.96977186203003,-0.029587102035293356,0.014939077,-0.8997799158096313,0.9989731907844543,16,0.22802734375,0.2,0.1886797139995906,-0.04277864471077919,0.0004092704424510632,,
1536,3,0,2240,-43.952921867370605,-0.02365303030819632,0.017150216,0.025912761688232422,0.9990686774253845,32,0.2703857421875,0.2,0.004441173434315715,-0.04947324097156525,0.0004092704424510632,1258.0,-2.481287
2048,4,0,2118,-43.966440081596375,-0.024089991027722135,0.018500369,-0.016154885292053223,0.9997895956039429,48,0.27001953125,0.2,0.012783728481736034,-0.02999267168343067,0.0004092704424510632,1258.0,-2.481287
2560,5,1,2069,-43.96619427204132,-0.02492046111728996,0.020042583,0.015900790691375732,0.9988659024238586,64,0.259765625,0.2,0.004683890248998068,-0.02120167948305607,0.0004092704424510632,1258.0,-2.634106
3072,6,1,2026,-43.94239819049835,-0.027736997275496833,0.015886512,-0.003981947898864746,0.9985957145690918,80,0.243896484375,0.2,0.006260619018576108,-0.04647763818502426,0.0004092704424510632,1258.0,-2.634106
3584,7,1,1991,-43.95683789253235,-0.02683602004253771,0.019783488,0.007749617099761963,1.0000616312026978,96,0.287353515625,0.2,0.004513219428190496,-0.038851261138916016,0.0004092704424510632,1258.0,-2.634106
4096,8,2,1969,-44.01082730293274,-0.022682135575450957,0.015721103,0.01472848653793335,1.0017321109771729,112,0.2474365234375,0.2,0.0022487532114610076,-0.041741497814655304,0.0004092704424510632,1258.0,-2.673921
4608,9,2,1960,-44.046874046325684,-0.027443686449259985,0.0183217,0.005586981773376465,1.0025694370269775,128,0.2464599609375,0.2,0.00504548114258796,-0.038099031895399094,0.0004092704424510632,1258.0,-2.673921
5120,10,2,1949,-44.08448934555054,-0.02806292742025107,0.022643588,0.01648712158203125,1.0040684938430786,144,0.2952880859375,0.2,0.003899604365869891,-0.0332174189388752,0.0004092704424510632,1258.0,-2.6789695
5632,11,2,1939,-44.08783173561096,-0.023260790745553095,0.016913721,0.002347707748413086,1.0023406744003296,160,0.2237548828125,0.2,0.0072369866975350305,-0.02996804565191269,0.0004092704424510632,1258.0,-2.6789695
6144,12,3,1926,-44.04571986198425,-0.030708522972417995,0.02348686,0.023903071880340576,1.0024141073226929,176,0.281494140625,0.2,0.006896561069879681,-0.030862202867865562,0.0004092704424510632,1258.0,-2.6789695
6656,13,3,1913,-44.0360791683197,-0.025932718577678315,0.01763794,0.026457488536834717,1.0010517835617065,192,0.2535400390625,0.2,0.0024622997734695673,-0.03550874814391136,0.0004092704424510632,1258.0,-2.6696558
7168,14,3,1900,-43.98554730415344,-0.02620457713783253,0.021816913,0.004040122032165527,0.9994924068450928,208,0.27880859375,0.2,0.01916181211709045,-0.012049736455082893,0.0004092704424510632,1258.0,-2.6696558
7680,15,4,1889,-43.9289186000824,-0.035385266557568684,0.034236364,0.0819966197013855,0.9975183010101318,224,0.33935546875,0.2,0.005540436468436383,-0.051039740443229675,0.0004092704424510632,1258.0,-2.702272166666667
8192,16,4,1881,-43.86901092529297,-0.028123212745413184,0.021282323,0.020392775535583496,0.9955791234970093,240,0.2860107421875,0.2,0.026802739594131708,-0.023763148114085197,0.0004092704424510632,1258.0,-2.702272166666667
8704,17,4,1873,-43.813658118247986,-0.020444661378860474,0.012976956,0.32508784532546997,0.9939703941345215,256,0.1964111328125,0.2,0.0038821545604150742,-0.023477571085095406,0.0004092704424510632,1258.0,-2.702272166666667
9216,18,4,1870,-43.768134355545044,-0.025037933824933134,0.01587649,0.17023366689682007,0.9929665923118591,272,0.248046875,0.2,0.002679149583855178,-0.029672756791114807,0.0004092704424510632,1258.0,-2.6866564285714287
9728,19,5,1861,-43.77364802360535,-0.023530180740635842,0.026909774,0.015462875366210938,0.994502604007721,288,0.2591552734375,0.2,0.039098687760997564,-0.014005616307258606,0.0004092704424510632,1258.0,-2.6866564285714287
10240,20,5,1857,-43.79237973690033,-0.030610968940891325,0.017762303,0.3879741430282593,0.9929471611976624,304,0.2611083984375,0.2,0.0039043666183715686,-0.03327259048819542,0.0004092704424510632,1258.0,-2.69622925
10752,21,5,1854,-43.727709889411926,-0.027264080912573263,0.024042886,0.11177337169647217,0.9915106296539307,320,0.2735595703125,0.2,0.040733297646511346,-0.01693595014512539,0.0004092704424510632,1258.0,-2.69622925
11264,22,6,1853,-43.7059201002121,-0.02765434318280313,0.018247232,0.5273174047470093,0.9915626049041748,336,0.239990234375,0.2,0.006149889915832318,-0.03824450075626373,0.0004092704424510632,1258.0,-2.69622925
11776,23,6,1851,-43.72630298137665,-0.0229594747943338,0.015417486,0.27908754348754883,0.9927608966827393,352,0.2073974609375,0.2,0.003829735767794773,-0.04226264730095863,0.0004092704424510632,1258.0,-2.713142111111111
12288,24,6,1849,-43.74919819831848,-0.030746165248274338,0.026834305,0.08847671747207642,0.9924002885818481,368,0.2791748046875,0.2,0.03724294708808884,-0.037851061671972275,0.0004092704424510632,1258.0,-2.713142111111111
