time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/clip_range,train/value_loss,train/loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,4093,,,,,,,,,,,,,
1024,2,0,2534,-43.99246633052826,-0.02972306896117516,0.019479226,-1.7921712398529053,1.000053882598877,16,0.2559814453125,0.2,0.1688612697944336,-0.029933448880910873,0.0004092704424510632,,
1536,3,0,2233,-43.97779035568237,-0.02483056456549093,0.015913093,-0.0388331413269043,0.9992547631263733,32,0.2410888671875,0.2,0.004737054980068933,-0.039902374148368835,0.0004092704424510632,1258.0,-2.828733
2048,4,0,2111,-43.95811676979065,-0.033638252527453005,0.024937484,-0.0013484954833984375,0.9992145895957947,48,0.342529296875,0.2,0.04637454031035304,-0.012613236904144287,0.0004092704424510632,1258.0,-2.828733
2560,5,1,2048,-43.981350898742676,-0.026867959066294134,0.018170279,0.033972978591918945,1.0008573532104492,64,0.2889404296875,0.2,0.006144439990748651,-0.035206519067287445,0.0004092704424510632,1258.0,-2.802396
3072,6,1,2005,-44.02749574184418,-0.02694962776149623,0.0218475,0.004841029644012451,1.001837968826294,80,0.3006591796875,0.2,0.057142106466926634,-0.0033487752079963684,0.0004092704424510632,1258.0,-2.802396
3584,7,1,1976,-44.07055473327637,-0.02545249430113472,0.017255656,0.06700021028518677,1.0041508674621582,96,0.269775390625,0.2,0.00483398069627583,-0.01518356241285801,0.0004092704424510632,1258.0,-2.802396
4096,8,2,1950,-44.133113741874695,-0.025237374764401466,0.01821749,0.0356634259223938,1.0053489208221436,112,0.2388916015625,0.2,0.002180011895688949,-0.04187096282839775,0.0004092704424510632,1258.0,-2.798292
4608,9,2,1934,-44.1558096408844,-0.030094533722149208,0.019743998,0.0110931396484375,1.0057607889175415,128,0.3056640625,0.2,0.07572809769771993,0.00021109357476234436,0.0004092704424510632,1258.0,-2.798292
5120,10,2,1924,-44.17642951011658,-0.03219696439191466,0.01832439,0.19132763147354126,1.0070056915283203,144,0.2957763671875,0.2,0.004985770756320562,-0.04044301062822342,0.0004092704424510632,1258.0,-2.7912525
5632,11,2,1912,-44.192352175712585,-0.02064991317456588,0.014642997,0.05968129634857178,1.0063186883926392,160,0.2169189453125,0.2,0.08011901704594493,0.005202760919928551,0.0004092704424510632,1258.0,-2.7912525
6144,12,3,1901,-44.1494345664978,-0.029391808304353617,0.025575928,0.38705044984817505,1.0044223070144653,176,0.285400390625,0.2,0.003873766676406376,-0.02526533044874668,0.0004092704424510632,1258.0,-2.7912525
6656,13,3,1893,-44.08175730705261,-0.026121587856323458,0.01929893,0.07625573873519897,1.0022825002670288,192,0.2933349609375,0.2,0.0025639087689341977,-0.037644218653440475,0.0004092704424510632,1258.0,-2.7762042
7168,14,3,1885,-44.04649353027344,-0.02941483777249232,0.018657003,0.026872098445892334,1.0024120807647705,208,0.2630615234375,0.2,0.0903368464205414,-0.009820263832807541,0.0004092704424510632,1258.0,-2.7762042
7680,15,4,1879,-44.05135953426361,-0.033261502016102895,0.023026504,-0.29918408393859863,1.0023366212844849,224,0.297119140625,0.2,0.004376277618575841,-0.04761256277561188,0.0004092704424510632,1258.0,-2.776604166666667
8192,16,4,1874,-44.020997047424316,-0.027310498982842546,0.019432366,0.19591814279556274,1.0002342462539673,240,0.2633056640625,0.2,0.09107618988491595,0.002175208181142807,0.0004092704424510632,1258.0,-2.776604166666667
8704,17,4,1870,-43.962663650512695,-0.02515541491447948,0.01552191,-0.5750806331634521,0.9997008442878723,256,0.201904296875,0.2,0.006808414589613676,-0.029759330675005913,0.0004092704424510632,1258.0,-2.776604166666667
9216,18,4,1865,-43.96466588973999,-0.03365206815942656,0.02257767,0.17089122533798218,0.9994924664497375,272,0.3333740234375,0.2,0.0025467666164331604,-0.052606627345085144,0.0004092704424510632,1258.0,-2.769486142857143
9728,19,5,1863,-43.93287479877472,-0.025977883546147496,0.021785667,0.1691480278968811,0.997955322265625,288,0.23095703125,0.2,0.08285293937660754,0.0028968267142772675,0.0004092704424510632,1258.0,-2.769486142857143
