time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/clip_range,train/value_loss,train/loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,4148,,,,,,,,,,,,,
1024,2,0,2572,-43.98859894275665,-0.026115398010006174,0.013987778,-0.20291531085968018,0.999871015548706,16,0.214111328125,0.2,0.16981800987559836,-0.03792852908372879,0.0004092704424510632,,
1536,3,0,2260,-43.982651710510254,-0.032483667993801646,0.030267904,-0.019537806510925293,1.0000839233398438,32,0.3321533203125,0.2,0.004054512253787834,-0.04239760711789131,0.0004092704424510632,1258.0,-2.476536
2048,4,0,2122,-44.00199317932129,-0.03177627146942541,0.01567178,-0.017345666885375977,1.0012836456298828,48,0.2857666015625,0.2,0.005909568353672512,-0.04127464443445206,0.0004092704424510632,1258.0,-2.476536
2560,5,1,2057,-44.02927350997925,-0.024969133010017686,0.019366167,0.11685049533843994,1.0013514757156372,64,0.2802734375,0.2,0.004255297055351548,-0.034220874309539795,0.0004092704424510632,1258.0,-2.5755274999999997
3072,6,1,2001,-43.99523341655731,-0.031668842799263075,0.022004861,0.022709965705871582,0.9990667104721069,80,0.306884765625,0.2,0.007950031402288005,-0.0360429510474205,0.0004092704424510632,1258.0,-2.5755274999999997
3584,7,1,1972,-43.95026993751526,-0.02600126841571182,0.022843711,0.0016966462135314941,0.9993208050727844,96,0.27783203125,0.2,0.007414146064547822,-0.038737040013074875,0.0004092704424510632,1258.0,-2.5755274999999997
4096,8,2,1941,-43.957685589790344,-0.028803860885091126,0.017532017,0.05228537321090698,0.9986779093742371,112,0.2882080078125,0.2,0.0026807540452864487,-0.029453758150339127,0.0004092704424510632,1258.0,-2.6947019999999995
4608,9,2,1925,-43.90847158432007,-0.024678259098436683,0.016692117,0.002864539623260498,0.9962621927261353,128,0.2469482421875,0.2,0.020039038616232574,-0.03645098954439163,0.0004092704424510632,1258.0,-2.6947019999999995
5120,10,2,1921,-43.87240970134735,-0.03172242277651094,0.02075639,0.16715770959854126,0.9977495074272156,144,0.28564453125,0.2,0.004681401602283586,-0.04746449366211891,0.0004092704424510632,1258.0,-2.6915789999999995
5632,11,2,1907,-43.92520308494568,-0.02621309395181015,0.019700788,0.03944450616836548,0.998171865940094,160,0.263916015625,0.2,0.027739628625568002,-0.0205717571079731,0.0004092704424510632,1258.0,-2.6915789999999995
6144,12,3,1901,-43.91375494003296,-0.027375421370379627,0.023723362,0.3163059949874878,0.9975847601890564,176,0.272216796875,0.2,0.004389455716591328,-0.02841818332672119,0.0004092704424510632,1258.0,-2.6915789999999995
6656,13,3,1889,-43.89247262477875,-0.024999323642987292,0.015149053,0.24992328882217407,0.9966559410095215,192,0.23828125,0.2,0.0026231236843159422,-0.038571007549762726,0.0004092704424510632,1258.0,-2.6442677999999997
7168,14,3,1880,-43.85605454444885,-0.03494260819570627,0.026089465,0.08291357755661011,0.9952844381332397,208,0.30029296875,0.2,0.034937226853799075,-0.043009959161281586,0.0004092704424510632,1258.0,-2.6442677999999997
7680,15,4,1873,-43.834171772003174,-0.02303794989711605,0.018387558,0.6065291166305542,0.9958279728889465,224,0.230224609375,0.2,0.00382390035156277,-0.035971686244010925,0.0004092704424510632,1258.0,-2.6729948333333327
8192,16,4,1867,-43.871408343315125,-0.027215925758355297,0.022693057,0.2449650764465332,0.9971636533737183,240,0.2703857421875,0.2,0.03082243155222386,-0.03065471351146698,0.0004092704424510632,1258.0,-2.6729948333333327
