time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/std,train/n_updates,train/clip_fraction,train/clip_range,train/value_loss,train/loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
512,1,0,3960,,,,,,,,,,,,,
1024,2,0,2359,-44.00887167453766,-0.02992816624828265,0.018705368,-3.732905387878418,1.0012282133102417,16,0.2493896484375,0.2,0.17486167860988644,-0.04077200964093208,0.0004092704424510632,,
1536,3,0,2110,-44.047186851501465,-0.027313833765219897,0.023185834,-0.01051020622253418,1.0028949975967407,32,0.291748046875,0.2,0.005564306760788895,-0.038915738463401794,0.0004092704424510632,1258.0,-2.782776
2048,4,1,2005,-44.07638907432556,-0.026687545992899686,0.018988239,0.006640255451202393,1.0026875734329224,48,0.291748046875,0.2,0.008426281085121445,-0.02155379205942154,0.0004092704424510632,1258.0,-2.782776
2560,5,1,1944,-44.035117983818054,-0.02130552394373808,0.015837355,-0.002454519271850586,1.000497579574585,64,0.21875,0.2,0.006255966683966108,-0.03355356305837631,0.0004092704424510632,1258.0,-2.675295
3072,6,1,1909,-43.9942592382431,-0.024738727050134912,0.019998025,0.014016270637512207,1.0003163814544678,80,0.2625732421875,0.2,0.00486870163877029,-0.03659258410334587,0.0004092704424510632,1258.0,-2.675295
3584,7,1,1882,-43.99161732196808,-0.031064878858160228,0.020006541,0.0018321871757507324,1.0002100467681885,96,0.348388671875,0.2,0.005025262413255405,-0.04140694811940193,0.0004092704424510632,1258.0,-2.675295
4096,8,2,1860,-44.00604462623596,-0.03147542814258486,0.017747184,0.007064878940582275,1.0015254020690918,112,0.296875,0.2,0.002059069520328194,-0.04190290346741676,0.0004092704424510632,1258.0,-2.724700666666667
4608,9,2,1844,-44.01140534877777,-0.030766124720685184,0.02108847,0.003722071647644043,0.9997648000717163,128,0.2999267578125,0.2,0.004319137748098001,-0.028346577659249306,0.0004092704424510632,1258.0,-2.724700666666667
5120,10,2,1836,-43.961026191711426,-0.020801041639060713,0.016557189,0.0017768144607543945,0.9992738366127014,144,0.2320556640625,0.2,0.005126332209329121,-0.03303039073944092,0.0004092704424510632,1258.0,-2.7052872500000005
5632,11,3,1828,-43.9341459274292,-0.02238106107688509,0.016892146,0.0044786930084228516,0.9972199201583862,160,0.2515869140625,0.2,0.009565372820361517,-0.019994530826807022,0.0004092704424510632,1258.0,-2.7052872500000005
6144,12,3,1820,-43.88054645061493,-0.027802908705780283,0.021217298,0.008265554904937744,0.9967722296714783,176,0.2762451171875,0.2,0.005384750562370755,-0.0323743112385273,0.0004092704424510632,1258.0,-2.7052872500000005
6656,13,3,1812,-43.883187651634216,-0.02606948561151512,0.016400743,0.017146408557891846,0.9970783591270447,192,0.2725830078125,0.2,0.0022645391763944644,-0.025530336424708366,0.0004092704424510632,1258.0,-2.7062282000000004
7168,14,3,1805,-43.86101281642914,-0.029981277883052826,0.019550886,0.0016952753067016602,0.995011568069458,208,0.2906494140625,0.2,0.019896718120435253,-0.030307043343782425,0.0004092704424510632,1258.0,-2.7062282000000004
7680,15,4,1799,-43.80388605594635,-0.02180677038268186,0.013085257,0.02231699228286743,0.9941146969795227,224,0.214111328125,0.2,0.005262201790174004,-0.0221831314265728,0.0004092704424510632,1258.0,-2.6935103333333337
8192,16,4,1794,-43.760329604148865,-0.028044821025105193,0.02358044,0.0052773356437683105,0.9918384552001953,240,0.2982177734375,0.2,0.027747111103963107,-0.021798426285386086,0.0004092704424510632,1258.0,-2.6935103333333337
8704,17,4,1790,-43.685903549194336,-0.028788636351237074,0.021014176,0.15037375688552856,0.9895514249801636,256,0.27978515625,0.2,0.0062114565225783736,-0.038290634751319885,0.0004092704424510632,1258.0,-2.6935103333333337
9216,18,5,1789,-43.61275923252106,-0.021137041127076373,0.017386366,0.05599713325500488,0.9875531196594238,272,0.1927490234375,0.2,0.0033796652933233418,-0.020242540165781975,0.0004092704424510632,1258.0,-2.7048414285714286
9728,19,5,1783,-43.56615746021271,-0.026661561045330018,0.020960828,0.010859012603759766,0.9860023856163025,288,0.27001953125,0.2,0.039914051711093634,-0.025296807289123535,0.0004092704424510632,1258.0,-2.7048414285714286
10240,20,5,1777,-43.53262186050415,-0.032024743923102506,0.03527575,0.17380273342132568,0.9862293004989624,304,0.3187255859375,0.2,0.004456878341443371,-0.03312814608216286,0.0004092704424510632,1258.0,-2.680101625
10752,21,6,1774,-43.53297770023346,-0.030185723182512447,0.026877316,0.08416986465454102,0.9854545593261719,320,0.3380126953125,0.2,0.04036255762912333,-0.02333911880850792,0.0004092704424510632,1258.0,-2.680101625
11264,22,6,1768,-43.51610505580902,-0.022667239027214237,0.01914243,0.30691641569137573,0.9856871962547302,336,0.2667236328125,0.2,0.0042173897454631515,-0.03831803426146507,0.0004092704424510632,1258.0,-2.680101625
11776,23,6,1762,-43.52979624271393,-0.019936297496315092,0.011933125,0.3583109378814697,0.9860096573829651,352,0.1961669921875,0.2,0.003022911994776223,-0.03375585377216339,0.0004092704424510632,1258.0,-2.671181
12288,24,6,1758,-43.54128289222717,-0.02583994946326129,0.02224668,0.08541709184646606,0.9862707853317261,368,0.270263671875,0.2,0.043296718038618565,-0.03225964307785034,0.0004092704424510632,1258.0,-2.671181
12800,25,7,1756,-43.54438364505768,-0.03210993710672483,0.031257693,-0.1001124382019043,0.986407995223999,384,0.302490234375,0.2,0.0058128960081376135,-0.03667251393198967,0.0004092704424510632,1258.0,-2.6895993999999996
13312,26,7,1750,-43.543458700180054,-0.02758439249737421,0.022104807,0.32481181621551514,0.9861038327217102,400,0.3028564453125,0.2,0.03716603427892551,-0.031202329322695732,0.0004092704424510632,1258.0,-2.6895993999999996
13824,27,7,1747,-43.54113721847534,-0.02463267187704332,0.016312553,0.16197574138641357,0.9868320226669312,416,0.2596435546875,0.2,0.009821701867622323,-0.018650349229574203,0.0004092704424510632,1258.0,-2.6895993999999996
14336,28,8,1745,-43.56522595882416,-0.02764644965645857,0.02424369,0.6161069869995117,0.9869958758354187,432,0.2578125,0.2,0.005309679931087885,-0.03437433019280434,0.0004092704424510632,1258.0,-2.7153421818181815
14848,29,8,1742,-43.56986081600189,-0.022556179290404543,0.044025835,0.40736836194992065,0.9878421425819397,448,0.2913818359375,0.2,0.018457252270309255,-0.01702561415731907,0.0004092704424510632,1258.0,-2.7153421818181815
15360,30,8,1738,-43.60136604309082,-0.025490462881862186,0.017218519,-0.2925351858139038,0.9887440204620361,464,0.23046875,0.2,0.005092073872219771,-0.03646044805645943,0.0004092704424510632,1258.0,-2.7147035833333333
15872,31,9,1734,-43.6193323135376,-0.02437153086066246,0.01633355,0.14056968688964844,0.9890286922454834,480,0.2655029296875,0.2,0.06335560325533152,-0.013917677104473114,0.0004092704424510632,1258.0,-2.7147035833333333
16384,32,9,1730,-43.64797234535217,-0.028273507181438617,0.02083709,0.21188867092132568,0.9908909797668457,496,0.2589111328125,0.2,0.008267404613434337,-0.0337945930659771,0.0004092704424510632,1258.0,-2.721182769230769
16896,33,9,1727,-43.66327261924744,-0.020929962462105323,0.020108754,0.34030306339263916,0.9890366196632385,512,0.2088623046875,0.2,0.06721838982775807,0.0004016757011413574,0.0004092704424510632,1258.0,-2.721182769230769
17408,34,10,1725,-43.58190953731537,-0.026083156320964918,0.017084062,-1.003436803817749,0.9861263036727905,528,0.25048828125,0.2,0.012036532702040859,-0.020654065534472466,0.0004092704424510632,1258.0,-2.721182769230769
17920,35,10,1724,-43.499834299087524,-0.027100168721517548,0.019206904,0.05966651439666748,0.9844616055488586,544,0.2569580078125,0.2,0.002617350564833032,-0.04048420488834381,0.0004092704424510632,1258.0,-2.7080301428571425
18432,36,10,1725,-43.48114335536957,-0.02924098598305136,0.024306359,0.06356358528137207,0.9850162267684937,560,0.275390625,0.2,0.09687925479374826,-0.020101197063922882,0.0004092704424510632,1258.0,-2.7080301428571425
18944,37,10,1727,-43.508545994758606,-0.031747321132570505,0.018706366,-0.16833698749542236,0.9859438538551331,576,0.273193359375,0.2,0.007498524937545881,-0.037219732999801636,0.0004092704424510632,1258.0,-2.7101922666666662
19456,38,11,1723,-43.52835035324097,-0.0218736349925166,0.02083617,0.11551249027252197,0.9861544966697693,592,0.212646484375,0.2,0.10677466564811766,0.0009098947048187256,0.0004092704424510632,1258.0,-2.7101922666666662
19968,39,11,1720,-43.52717304229736,-0.027033754624426365,0.019079752,-1.773360013961792,0.9862254858016968,608,0.234375,0.2,0.007050575855828356,-0.04361092299222946,0.0004092704424510632,1258.0,-2.7101922666666662
20480,40,11,1718,-43.53432071208954,-0.025520433438941836,0.027020516,-0.5772910118103027,0.9871739149093628,624,0.2711181640625,0.2,0.002750127277977299,-0.04103195294737816,0.0004092704424510632,1258.0,-2.706790625
20992,41,12,1715,-43.55830717086792,-0.02397452073637396,0.017559344,0.10940593481063843,0.9872732758522034,640,0.181884765625,0.2,0.14268383965827525,-0.004493281245231628,0.0004092704424510632,1258.0,-2.706790625
21504,42,12,1710,-43.54868960380554,-0.026632075023371726,0.017837971,-1.480520248413086,0.9868207573890686,656,0.2608642578125,0.2,0.015350713772932068,-0.03255278989672661,0.0004092704424510632,1258.0,-2.7030825294117644
22016,43,12,1708,-43.53956639766693,-0.022444583431934007,0.026641909,0.4292270541191101,0.9867954850196838,672,0.2305908203125,0.2,0.1743288452271372,0.05559559538960457,0.0004092704424510632,1258.0,-2.7030825294117644
22528,44,13,1710,-43.54358506202698,-0.02318743712385185,0.022533843,-1.3955836296081543,0.9872317910194397,688,0.25048828125,0.2,0.010182580488617532,-0.022143252193927765,0.0004092704424510632,1258.0,-2.7030825294117644
23040,45,13,1710,-43.59564232826233,-0.028994478489039466,0.018506985,0.1510676145553589,0.9904975891113281,704,0.2821044921875,0.2,0.003099209239735501,-0.035248249769210815,0.0004092704424510632,1258.0,-2.6995055555555556
23552,46,13,1712,-43.681883692741394,-0.022684076539007947,0.01981758,0.23874592781066895,0.9916515946388245,720,0.2020263671875,0.2,0.15656250226311386,-0.0011566095054149628,0.0004092704424510632,1258.0,-2.6995055555555556
24064,47,14,1713,-43.691741824150085,-0.02898821877897717,0.021084998,-1.773832082748413,0.9918236136436462,736,0.2872314453125,0.2,0.01823661633534357,-0.04324578121304512,0.0004092704424510632,1258.0,-2.690585842105263
24576,48,14,1714,-43.699158668518066,-0.02356835211685393,0.019908873,0.41805994510650635,0.9919847846031189,752,0.1903076171875,0.2,0.15132374176755548,0.004227191209793091,0.0004092704424510632,1258.0,-2.690585842105263
25088,49,14,1716,-43.689688086509705,-0.02521366937435232,0.017597945,-1.5297245979309082,0.9911437034606934,768,0.247802734375,0.2,0.013707850259379484,-0.034826748073101044,0.0004092704424510632,1258.0,-2.690585842105263
25600,50,14,1718,-43.667349219322205,-0.027905515569727868,0.018744957,0.4213740825653076,0.9906713366508484,784,0.2640380859375,0.2,0.004952189308824018,-0.032155830413103104,0.0004092704424510632,1258.0,-2.6872075499999997
26112,51,15,1720,-43.64903426170349,-0.020002409066364635,0.021542192,0.41094404458999634,0.9901760816574097,800,0.178466796875,0.2,0.11958358460105956,-0.018540160730481148,0.0004092704424510632,1258.0,-2.6872075499999997
26624,52,15,1721,-43.63920342922211,-0.0196900268929312,0.01590541,-1.828186273574829,0.990383505821228,816,0.208251953125,0.2,0.02281122500426136,-0.03334081918001175,0.0004092704424510632,1258.0,-2.690075333333333
27136,53,15,1722,-43.64517796039581,-0.02447236276930198,0.018513221,0.5357945561408997,0.990242063999176,832,0.23828125,0.2,0.11995374062098563,-0.006665386259555817,0.0004092704424510632,1258.0,-2.690075333333333
27648,54,16,1723,-43.61566376686096,-0.021928402624325827,0.018922577,-0.7150893211364746,0.9884340763092041,848,0.2318115234375,0.2,0.03112845466239378,-0.011834238655865192,0.0004092704424510632,1258.0,-2.690075333333333
28160,55,16,1725,-43.58169674873352,-0.030430401500780135,0.021520557,0.7413274049758911,0.9888400435447693,864,0.3282470703125,0.2,0.02691818546736613,-0.037882667034864426,0.0004092704424510632,1258.0,-2.689463409090909
28672,56,16,1727,-43.60756015777588,-0.02233695433824323,0.029361121,0.773045539855957,0.9892876148223877,880,0.3018798828125,0.2,0.0286444709636271,-0.03136633336544037,0.0004092704424510632,1258.0,-2.689463409090909
29184,57,16,1729,-43.61724841594696,-0.022431849560234696,0.014007291,-3.8034234046936035,0.9899746775627136,896,0.216064453125,0.2,0.02027233294211328,-0.03211784362792969,0.0004092704424510632,1258.0,-2.697616
29696,58,17,1730,-43.63702309131622,-0.017026896624884102,0.0138409175,0.2798367142677307,0.9898371696472168,912,0.1630859375,0.2,0.09896917722653598,0.0024926215410232544,0.0004092704424510632,1258.0,-2.697616
30208,59,17,1731,-43.619062304496765,-0.023725208011455834,0.017902818,-0.6693938970565796,0.9892678260803223,928,0.2591552734375,0.2,0.009287914959713817,-0.028600167483091354,0.0004092704424510632,1258.0,-2.6869699583333335
30720,60,17,1732,-43.60794222354889,-0.014225506471120752,0.013739638,0.49411994218826294,0.9890387058258057,944,0.1048583984375,0.2,0.1616998149547726,0.016478605568408966,0.0004092704424510632,1258.0,-2.6869699583333335
31232,61,18,1732,-43.61695635318756,-0.024112027953378856,0.016731517,-0.9751592874526978,0.9900439381599426,960,0.2548828125,0.2,0.002835698011040222,-0.026856403797864914,0.0004092704424510632,1258.0,-2.6869699583333335
31744,62,18,1734,-43.65602159500122,-0.02977600296435412,0.039130688,0.010024845600128174,0.9912489652633667,976,0.3514404296875,0.2,0.0034244946582475677,-0.04110481217503548,0.0004092704424510632,1258.0,-2.68410664
32256,63,18,1735,-43.6808066368103,-0.015177962428424507,0.013710093,0.13286572694778442,0.9913181066513062,992,0.116455078125,0.2,0.22948212432675064,0.006785674020648003,0.0004092704424510632,1258.0,-2.68410664
32768,64,18,1737,-43.689879179000854,-0.034270235715666786,0.028501596,-0.8793560266494751,0.9924705028533936,1008,0.2967529296875,0.2,0.010681455984013155,-0.04673106595873833,0.0004092704424510632,1258.0,-2.683767153846154
33280,65,19,1739,-43.71116530895233,-0.015884279331658036,0.017917443,0.4596098065376282,0.9921391606330872,1024,0.1463623046875,0.2,0.172825074987486,0.0011023059487342834,0.0004092704424510632,1258.0,-2.683767153846154
33792,66,19,1740,-43.68733322620392,-0.023253009203472175,0.018644903,-0.9675309658050537,0.9917596578598022,1040,0.2274169921875,0.2,0.010353009187383577,-0.022534117102622986,0.0004092704424510632,1258.0,-2.683767153846154
