train/learning_rate,train/ent_coef,train/n_updates,train/critic_loss,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/episodes
0.0008459126528049375,0.019234782084822655,4791,0.9632750153541565,174,1223.0,-122.56299591064453,27,-4.549254250000001,4892,-161.75555419921875,4
0.0008459126528049375,0.0011396992485970259,9683,4.234008312225342,353,1223.0,-127.92521667480469,27,-3.6656781250000003,9784,-25.12920379638672,8
0.0008459126528049375,0.0010823977645486593,14575,3.769136905670166,531,1223.0,-133.64796447753906,27,-3.03749375,14676,4.0623884201049805,12
0.0008459126528049375,0.0007388991652987897,19467,4.287525177001953,714,1223.0,-135.8185272216797,27,-2.718267625,19568,18.77003288269043,16
0.0008459126528049375,0.0011223701294511557,24359,4.676539421081543,894,1223.0,-134.90231323242188,27,-2.5356201500000006,24460,0.3806217908859253,20
0.0008459126528049375,0.0012543053599074483,29251,69.5047378540039,162,1223.0,-118.57510375976562,26,-2.3169229583333335,29352,196.75143432617188,24
0.0008459126528049375,0.0010952898301184177,34143,19.05645751953125,346,1223.0,-105.45832824707031,26,-2.1771453214285716,34244,-17.10177993774414,28
0.0008459126528049375,0.00042726719402708113,39035,2.7954297065734863,530,1223.0,-108.65441131591797,26,-2.07914853125,39136,99.92477416992188,32
0.0008459126528049375,0.0004249324556440115,43927,73.30257415771484,677,1223.0,-99.18555450439453,28,-1.994101861111111,44028,230.30233764648438,36
0.0008459126528049375,0.0021629577968269587,48819,10.340644836425781,846,1223.0,-67.15084838867188,28,-1.899683125,48920,-54.189910888671875,40
0.0008459126528049375,0.0007315025432035327,53711,3.1414902210235596,143,1223.0,-60.032981872558594,26,-1.8628847045454544,53812,-38.23080062866211,44
0.0008459126528049375,0.0008330690325237811,58603,6.124762535095215,328,1223.0,-55.571556091308594,26,-1.8431561250000001,58704,-22.854543685913086,48
0.0008459126528049375,0.0006339898100122809,63495,7.447604656219482,512,1223.0,-54.19172286987305,26,-1.8109585000000001,63596,-39.07112503051758,52
0.0008459126528049375,0.001959847519174218,68387,10.69873332977295,697,1223.0,-26.855121612548828,26,-1.773704089285714,68488,-19.70968246459961,56
0.0008459126528049375,0.000847101560793817,73279,6.612415313720703,873,1223.0,-19.703861236572266,26,-1.7485112333333332,73380,24.38068389892578,60
0.0008459126528049375,0.0006349094910547137,78171,2.937946081161499,104,1223.0,-17.178638458251953,31,-1.73241728125,78272,106.06680297851562,64
0.0008459126528049375,0.0010745096951723099,83063,2.708045482635498,264,1223.0,-10.56364631652832,30,-1.7186952205882353,83164,-5.220401763916016,68
0.0008459126528049375,0.000968700391240418,87955,4.13212251663208,420,1223.0,-4.352163314819336,31,-1.6957045694444444,88056,2.105607032775879,72
0.0008459126528049375,0.0007218456012196839,92847,3.847991704940796,565,1223.0,-0.16481700539588928,31,-1.6813834736842104,92948,13.785492897033691,76
0.0008459126528049375,0.0009404949378222227,97739,10.29086685180664,699,1223.0,7.516554832458496,32,-1.6661209750000001,97840,-24.183393478393555,80
