time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/clip_fraction,train/std,train/n_updates,train/loss,train/approx_kl,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,4760,,,,,,,,,,,,,
2,0,1024,3335,0.09983926888162387,0.24951171875,0.9988797903060913,16,-0.037549298256635666,0.016854167,0.2,-43.97632884979248,-0.025647686154115945,-0.15791797637939453,0.0004092704424510632,,
3,0,1536,3033,0.002793569292407483,0.2291259765625,0.9974972605705261,32,-0.030309192836284637,0.01442479,0.2,-43.92828392982483,-0.024525230925064534,0.010003507137298584,0.0004092704424510632,-2.251961,1258.0
4,0,2048,2904,0.02851062302943319,0.3319091796875,0.9968704581260681,48,-0.03262142837047577,0.026305914,0.2,-43.9007728099823,-0.03318804129958153,-0.000527501106262207,0.0004092704424510632,-2.251961,1258.0
5,0,2560,2831,0.0021840284534846433,0.23046875,0.996133029460907,64,-0.03281806781888008,0.015055086,0.2,-43.87575042247772,-0.022009170934325084,0.008051872253417969,0.0004092704424510632,-2.2242155,1258.0
6,1,3072,2785,0.014532793225953355,0.28857421875,0.9963918924331665,80,-0.041171565651893616,0.022107292,0.2,-43.86143183708191,-0.026074474735651165,0.0012213587760925293,0.0004092704424510632,-2.2242155,1258.0
7,1,3584,2751,0.0010413462314318167,0.2340087890625,0.994918942451477,96,-0.039281122386455536,0.0145341735,0.2,-43.853373527526855,-0.02715019694005605,0.01904916763305664,0.0004092704424510632,-2.2242155,1258.0
8,1,4096,2728,0.003575288559659384,0.2760009765625,0.9929044246673584,112,-0.03904170170426369,0.019312523,0.2,-43.792136907577515,-0.028368819621391594,0.014943480491638184,0.0004092704424510632,-2.1485936666666667,1258.0
9,1,4608,2712,0.00332183220598381,0.2618408203125,0.9921478629112244,128,-0.026106130331754684,0.018227005,0.2,-43.74584662914276,-0.023971395145053975,0.007180154323577881,0.0004092704424510632,-2.1485936666666667,1258.0
10,1,5120,2696,0.0028082636272301897,0.1787109375,0.9916492700576782,144,-0.022502530366182327,0.014187054,0.2,-43.72827458381653,-0.018722625813097693,0.008483946323394775,0.0004092704424510632,-2.1311085,1258.0
11,2,5632,2685,0.003017923627339769,0.2296142578125,0.9896060824394226,160,-0.02519669383764267,0.012774589,0.2,-43.691080927848816,-0.019780295086093247,0.03159022331237793,0.0004092704424510632,-2.1311085,1258.0
12,2,6144,2675,0.0010698328296712134,0.276123046875,0.9872772097587585,176,-0.03362234681844711,0.01983004,0.2,-43.6160694360733,-0.027760391967603937,0.03257220983505249,0.0004092704424510632,-2.1311085,1258.0
13,2,6656,2668,0.00437176782725146,0.2779541015625,0.9871779680252075,192,-0.03232581913471222,0.019243604,0.2,-43.57087314128876,-0.02603622290189378,0.05310988426208496,0.0004092704424510632,-2.0965401999999997,1258.0
14,2,7168,2661,0.0017590140305401292,0.28271484375,0.9876986145973206,208,-0.041649095714092255,0.021665107,0.2,-43.58058321475983,-0.032759954454377294,0.13600552082061768,0.0004092704424510632,-2.0965401999999997,1258.0
15,2,7680,2655,0.00219689356526942,0.2470703125,0.9861649870872498,224,-0.04901690036058426,0.01843471,0.2,-43.56939768791199,-0.026951056701363996,0.023695528507232666,0.0004092704424510632,-2.0604216666666666,1258.0
16,3,8192,2650,0.006424656035960652,0.24755859375,0.9854956865310669,240,-0.02489645592868328,0.018310752,0.2,-43.525116086006165,-0.023079740305547602,0.03692096471786499,0.0004092704424510632,-2.0604216666666666,1258.0
17,3,8704,2645,0.00130816911587317,0.230224609375,0.986237108707428,256,-0.028803441673517227,0.019260792,0.2,-43.5273859500885,-0.02458074304740876,0.012923955917358398,0.0004092704424510632,-2.0604216666666666,1258.0
18,3,9216,2640,0.004566817508020904,0.259765625,0.9829835295677185,272,-0.04211614653468132,0.017796129,0.2,-43.50127995014191,-0.02966754733643029,0.10112518072128296,0.0004092704424510632,-2.058678142857143,1258.0
19,3,9728,2636,0.01070871131378226,0.2659912109375,0.9823896288871765,288,-0.03350141644477844,0.024244152,0.2,-43.414918422698975,-0.025234104934497736,0.09006041288375854,0.0004092704424510632,-2.058678142857143,1258.0
20,3,10240,2634,0.0022329616840579547,0.1810302734375,0.981162428855896,304,-0.02758810855448246,0.014939013,0.2,-43.39791131019592,-0.02048694997210987,0.06974571943283081,0.0004092704424510632,-2.056572875,1258.0
21,4,10752,2630,0.017602134554181248,0.300048828125,0.9811524152755737,320,-0.04280524700880051,0.035870254,0.2,-43.36787140369415,-0.032958707510260865,0.046688735485076904,0.0004092704424510632,-2.056572875,1258.0
22,4,11264,2628,0.0014676806222269079,0.246826171875,0.9831588268280029,336,-0.03393201157450676,0.019598376,0.2,-43.398441195487976,-0.028165561641799286,-0.0923386812210083,0.0004092704424510632,-2.056572875,1258.0
23,4,11776,2624,0.0028740777997882105,0.244140625,0.9843748807907104,352,-0.028189808130264282,0.019415885,0.2,-43.45696568489075,-0.02723546588094905,0.2961781620979309,0.0004092704424510632,-2.0572922222222223,1258.0
24,4,12288,2622,0.022470812022220343,0.235107421875,0.9841312766075134,368,-0.022754250094294548,0.021194492,0.2,-43.477524518966675,-0.022884596837684512,0.16287577152252197,0.0004092704424510632,-2.0572922222222223,1258.0
25,4,12800,2619,0.0019452519354672404,0.2296142578125,0.9848496913909912,384,-0.03872954845428467,0.020665048,0.2,-43.46681606769562,-0.02532170269114431,-0.06901979446411133,0.0004092704424510632,-2.063693,1258.0
26,5,13312,2617,0.0400479466188699,0.259521484375,0.9839592576026917,400,-0.025190159678459167,0.024724498,0.2,-43.475382804870605,-0.03044683366897516,0.06322699785232544,0.0004092704424510632,-2.063693,1258.0
27,5,13824,2615,0.0010232353924948256,0.1697998046875,0.9815402626991272,416,-0.039786264300346375,0.013537928,0.2,-43.41758835315704,-0.02209452616807539,0.02823251485824585,0.0004092704424510632,-2.063693,1258.0
28,5,14336,2613,0.002153365425328957,0.237060546875,0.9802183508872986,432,-0.03082076832652092,0.021618657,0.2,-43.35089933872223,-0.025125778025540058,0.5468459129333496,0.0004092704424510632,-2.0574450909090913,1258.0
