time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/clip_fraction,train/std,train/n_updates,train/loss,train/approx_kl,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,4582,,,,,,,,,,,,,
2,0,1024,3249,0.14599199829171994,0.23876953125,1.0000452995300293,16,-0.03847285732626915,0.017559696,0.2,-43.982425570487976,-0.02921998468809761,-0.20296990871429443,0.0004092704424510632,,
3,0,1536,2988,0.0022184629560797475,0.2581787109375,0.9985190033912659,32,-0.0307188518345356,0.02121031,0.2,-43.96871876716614,-0.026553520088782534,-0.004478812217712402,0.0004092704424510632,-2.312832,1258.0
4,0,2048,2871,0.004360469880339224,0.2999267578125,0.9999529123306274,48,-0.025630036368966103,0.019672122,0.2,-43.95386254787445,-0.02702398555993568,-0.026233315467834473,0.0004092704424510632,-2.312832,1258.0
5,0,2560,2803,0.002859131545847049,0.2381591796875,1.0018374919891357,64,-0.03429476544260979,0.017301235,0.2,-44.013373255729675,-0.023494950190070085,0.004723608493804932,0.0004092704424510632,-2.2000415,1258.0
6,1,3072,2761,0.0072185402968898416,0.17578125,1.0006749629974365,80,-0.032929204404354095,0.013040733,0.2,-44.031179547309875,-0.018634589228895493,-0.019800662994384766,0.0004092704424510632,-2.2000415,1258.0
7,1,3584,2731,0.0012935510003444506,0.2720947265625,1.0013172626495361,96,-0.038160692900419235,0.017751012,0.2,-44.00417912006378,-0.02852568804519251,0.01765120029449463,0.0004092704424510632,-2.2000415,1258.0
8,1,4096,2709,0.0053299204155337065,0.24853515625,1.0007853507995605,112,-0.03212272748351097,0.017911157,0.2,-44.01870810985565,-0.026534353746683337,0.00018966197967529297,0.0004092704424510632,-2.2363663333333332,1258.0
9,1,4608,2691,0.01212906267028302,0.2293701171875,1.001892328262329,128,-0.03119276836514473,0.018979883,0.2,-44.015318274497986,-0.024992907216073945,0.0004241466522216797,0.0004092704424510632,-2.2363663333333332,1258.0
10,1,5120,2678,0.002367390723520657,0.231689453125,1.0024515390396118,144,-0.028487538918852806,0.017419785,0.2,-44.049055337905884,-0.022849037224659696,0.001324474811553955,0.0004092704424510632,-2.2554965,1258.0
11,2,5632,2667,0.022264809114858508,0.183837890625,1.0001521110534668,160,-0.014051147736608982,0.014768949,0.2,-44.02558732032776,-0.021911818417720497,0.0010818243026733398,0.0004092704424510632,-2.2554965,1258.0
12,2,6144,2658,0.0013561287978518521,0.25390625,0.9995976090431213,176,-0.03374236822128296,0.016560042,0.2,-43.96631467342377,-0.02546353286015801,0.011771976947784424,0.0004092704424510632,-2.2554965,1258.0
13,2,6656,2650,0.003934695268981159,0.2275390625,0.999633252620697,192,-0.0384027324616909,0.017615937,0.2,-43.96657145023346,-0.024087849364150316,0.01188647747039795,0.0004092704424510632,-2.2033904,1258.0
14,2,7168,2643,0.028551528754178435,0.2376708984375,1.0007054805755615,208,-0.016013482585549355,0.01712754,0.2,-43.97583019733429,-0.022416181716835126,0.004906594753265381,0.0004092704424510632,-2.2033904,1258.0
15,2,7680,2637,0.0025341529508295935,0.2425537109375,0.9994539618492126,224,-0.03371283411979675,0.01784454,0.2,-43.983556628227234,-0.02539975053514354,0.13655304908752441,0.0004092704424510632,-2.1897785,1258.0
16,3,8192,2633,0.04251569090411067,0.2469482421875,0.9986228942871094,240,-0.015544166788458824,0.021236137,0.2,-43.93700921535492,-0.02679466182598844,0.003130316734313965,0.0004092704424510632,-2.1897785,1258.0
17,3,8704,2629,0.0013389268569881096,0.249755859375,0.9965139627456665,256,-0.04217901453375816,0.02427824,0.2,-43.90219306945801,-0.0303765853313962,0.0024222731590270996,0.0004092704424510632,-2.1897785,1258.0
18,3,9216,2625,0.005444331662147306,0.187255859375,0.9938622713088989,272,-0.03604333847761154,0.01825492,0.2,-43.82186269760132,-0.02470216096844524,0.02134627103805542,0.0004092704424510632,-2.1757545714285715,1258.0
19,3,9728,2622,0.05234041344374418,0.217529296875,0.9934001564979553,288,-0.007311630994081497,0.016805867,0.2,-43.76593291759491,-0.023725780367385596,0.0048400163650512695,0.0004092704424510632,-2.1757545714285715,1258.0
20,3,10240,2619,0.0025421560494578443,0.2569580078125,0.992324709892273,304,-0.04617379605770111,0.024215203,0.2,-43.7464884519577,-0.031124931178055704,0.0315740704536438,0.0004092704424510632,-2.1620475,1258.0
21,4,10752,2616,0.05185350892134011,0.2431640625,0.98996502161026,320,-0.014751328155398369,0.02350542,0.2,-43.69769811630249,-0.02702297776704654,0.008106708526611328,0.0004092704424510632,-2.1620475,1258.0
22,4,11264,2614,0.0010438742210681085,0.24072265625,0.9894469380378723,336,-0.042919859290122986,0.019100463,0.2,-43.63978350162506,-0.029753825787338428,-1.0251998901367188e-05,0.0004092704424510632,-2.1620475,1258.0
23,4,11776,2611,0.003437485640461091,0.256103515625,0.9903770089149475,352,-0.035673588514328,0.019762497,0.2,-43.64921247959137,-0.027893857593880966,0.10875529050827026,0.0004092704424510632,-2.151968777777778,1258.0
24,4,12288,2609,0.05608276405837387,0.2291259765625,0.9903908371925354,368,-0.017027147114276886,0.021611366,0.2,-43.67019844055176,-0.025363221124280244,0.06258809566497803,0.0004092704424510632,-2.151968777777778,1258.0
25,4,12800,2608,0.002085116422676947,0.24951171875,0.988727867603302,384,-0.04134150221943855,0.022852756,0.2,-43.64315330982208,-0.02901475824182853,-0.32167720794677734,0.0004092704424510632,-2.144909,1258.0
26,5,13312,2606,0.06106331094633788,0.22216796875,0.9884818196296692,400,0.000941399484872818,0.022409573,0.2,-43.60874044895172,-0.02356619255442638,0.11029112339019775,0.0004092704424510632,-2.144909,1258.0
27,5,13824,2604,0.0032440473241877044,0.25341796875,0.9868723750114441,416,-0.03845411166548729,0.021589922,0.2,-43.58391213417053,-0.028335919603705406,-0.3605375289916992,0.0004092704424510632,-2.144909,1258.0
28,5,14336,2603,0.004411962516314816,0.2398681640625,0.9866637587547302,432,-0.034063514322042465,0.02011806,0.2,-43.55036401748657,-0.02555449091596529,0.09833133220672607,0.0004092704424510632,-2.1522319090909092,1258.0
29,5,14848,2602,0.0343328490271233,0.3311767578125,0.9856672883033752,448,-0.011452961713075638,0.036885507,0.2,-43.53575646877289,-0.022780397201131564,0.08448731899261475,0.0004092704424510632,-2.1522319090909092,1258.0
30,5,15360,2600,0.002656990309333196,0.2603759765625,0.9844167232513428,464,-0.046135518699884415,0.020762525,0.2,-43.50179052352905,-0.030389613704755902,-0.33046090602874756,0.0004092704424510632,-2.1483825,1258.0
31,6,15872,2599,0.07925301278010011,0.238525390625,0.9837513566017151,480,0.011953752487897873,0.018809088,0.2,-43.46751344203949,-0.02217890854808502,0.03287196159362793,0.0004092704424510632,-2.1483825,1258.0
32,6,16384,2598,0.00228040916408645,0.2408447265625,0.9836814999580383,496,-0.017150981351733208,0.019353999,0.2,-43.45609378814697,-0.024984590068925172,0.006429851055145264,0.0004092704424510632,-2.1456793846153848,1258.0
