time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/value_loss,train/clip_fraction,train/std,train/n_updates,train/loss,train/approx_kl,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
1,0,512,4682,,,,,,,,,,,,,
2,0,1024,3275,0.10996776022875565,0.250244140625,1.0003713369369507,16,-0.027654865756630898,0.017709311,0.2,-43.99119710922241,-0.029897365340730175,-0.3375641107559204,0.0004092704424510632,,
3,0,1536,2988,0.0030844612192595378,0.2606201171875,1.0028643608093262,32,-0.04979737102985382,0.021197956,0.2,-44.03342807292938,-0.029425493557937443,0.0006240010261535645,0.0004092704424510632,-2.166455,1258.0
4,0,2048,2864,0.004647978188586421,0.2705078125,1.0031249523162842,48,-0.03705519810318947,0.020569786,0.2,-44.08556604385376,-0.027285111660603434,0.0172421932220459,0.0004092704424510632,-2.166455,1258.0
5,0,2560,2793,0.0024903846788220108,0.2755126953125,1.0039641857147217,64,-0.03530691936612129,0.017336033,0.2,-44.088473081588745,-0.028096162946894765,-0.009729623794555664,0.0004092704424510632,-2.1434845,1258.0
6,1,3072,2747,0.009016089548822492,0.2410888671875,1.0066787004470825,80,-0.03502028435468674,0.016435528,0.2,-44.1427059173584,-0.02424256039375905,0.009851455688476562,0.0004092704424510632,-2.1434845,1258.0
7,1,3584,2717,0.0013135229819454253,0.2713623046875,1.0051987171173096,96,-0.03779158741235733,0.018996414,0.2,-44.18135714530945,-0.02640841095126234,-0.003127455711364746,0.0004092704424510632,-2.1434845,1258.0
8,1,4096,2694,0.0036693407819257118,0.2996826171875,1.0052241086959839,112,-0.025745447725057602,0.020265847,0.2,-44.13497257232666,-0.02514191633235896,0.022469937801361084,0.0004092704424510632,-2.103253,1258.0
9,1,4608,2676,0.014326362026622519,0.2769775390625,1.0049620866775513,128,-0.03203580528497696,0.021464713,0.2,-44.1383615732193,-0.023594956088345498,0.009111762046813965,0.0004092704424510632,-2.103253,1258.0
10,1,5120,2662,0.0023495030181948096,0.1962890625,1.0051220655441284,144,-0.03921499475836754,0.014646339,0.2,-44.13141644001007,-0.02116429760644678,0.013339698314666748,0.0004092704424510632,-2.10515025,1258.0
11,2,5632,2650,0.02129358088131994,0.2286376953125,1.0050615072250366,160,-0.028793632984161377,0.017398234,0.2,-44.136502623558044,-0.020690118442871608,0.008431434631347656,0.0004092704424510632,-2.10515025,1258.0
12,2,6144,2641,0.0013393084700510371,0.2119140625,1.0070661306381226,176,-0.04024472460150719,0.0141323,0.2,-44.15638816356659,-0.022183065666467883,0.03347325325012207,0.0004092704424510632,-2.10515025,1258.0
13,2,6656,2632,0.0035953983751824126,0.300537109375,1.007598876953125,192,-0.04180362820625305,0.029772237,0.2,-44.205039262771606,-0.032541354157729074,0.10425126552581787,0.0004092704424510632,-2.0848816,1258.0
14,2,7168,2626,0.028375191381201148,0.2464599609375,1.0040298700332642,208,-0.027179960161447525,0.018063217,0.2,-44.159401059150696,-0.025626600487157702,0.05369073152542114,0.0004092704424510632,-2.0848816,1258.0
15,2,7680,2620,0.0020383102710184176,0.26904296875,1.0049864053726196,224,-0.03123260848224163,0.027916789,0.2,-44.0979380607605,-0.028655273534241132,-0.06517922878265381,0.0004092704424510632,-2.0870015,1258.0
16,3,8192,2615,0.0354442386305891,0.2860107421875,1.0045245885849,240,-0.023590249940752983,0.025060002,0.2,-44.12409007549286,-0.027599101755185984,0.048930227756500244,0.0004092704424510632,-2.0870015,1258.0
17,3,8704,2610,0.0016939532433752902,0.2623291015625,1.0051196813583374,256,-0.03352692350745201,0.022487696,0.2,-44.108726382255554,-0.026636400245479308,-0.40277886390686035,0.0004092704424510632,-2.0870015,1258.0
18,3,9216,2606,0.0035365686344448477,0.2027587890625,1.0044430494308472,272,-0.02401091530919075,0.015131818,0.2,-44.121230721473694,-0.021491060295375064,0.36066216230392456,0.0004092704424510632,-2.090691142857143,1258.0
19,3,9728,2603,0.04087872261879966,0.2833251953125,1.0047048330307007,288,-0.015554819256067276,0.027828166,0.2,-44.09886109828949,-0.029462246704497375,0.12695759534835815,0.0004092704424510632,-2.090691142857143,1258.0
20,3,10240,2600,0.003820090039880597,0.2791748046875,1.0050170421600342,304,-0.044803403317928314,0.024601258,0.2,-44.11270892620087,-0.03267755145498086,-2.0627219676971436,0.0004092704424510632,-2.1129830000000003,1258.0
21,4,10752,2597,0.04659139644354582,0.2506103515625,1.0071238279342651,320,-0.012846691533923149,0.017280772,0.2,-44.14226245880127,-0.02855325390555663,0.125094473361969,0.0004092704424510632,-2.1129830000000003,1258.0
22,4,11264,2595,0.0020330513507360592,0.266357421875,1.0067236423492432,336,-0.05053188279271126,0.024339223,0.2,-44.18189990520477,-0.02837195381289348,-1.057398796081543,0.0004092704424510632,-2.1129830000000003,1258.0
23,4,11776,2592,0.003963918599765748,0.182373046875,1.0054917335510254,352,-0.027681108564138412,0.013955075,0.2,-44.14297389984131,-0.01901129906764254,0.37982189655303955,0.0004092704424510632,-2.1189251111111114,1258.0
24,4,12288,2590,0.055313582881353796,0.1939697265625,1.004521369934082,368,0.00037590041756629944,0.019952308,0.2,-44.11138987541199,-0.022967984856222756,0.15924811363220215,0.0004092704424510632,-2.1189251111111114,1258.0
25,4,12800,2588,0.003703730506458669,0.248779296875,1.0037790536880493,384,-0.04645061120390892,0.02101798,0.2,-44.078590869903564,-0.029922867979621515,-5.14522123336792,0.0004092704424510632,-2.1274349,1258.0
26,5,13312,2586,0.06048636685591191,0.2110595703125,1.0042768716812134,400,0.0007300637662410736,0.018822638,0.2,-44.07192659378052,-0.0229798688669689,0.13750112056732178,0.0004092704424510632,-2.1274349,1258.0
27,5,13824,2585,0.0021597567847493337,0.1534423828125,1.0051833391189575,416,-0.03965310379862785,0.011019422,0.2,-44.09520506858826,-0.020383515598950908,0.12053453922271729,0.0004092704424510632,-2.1274349,1258.0
28,5,14336,2583,0.003633429718320258,0.272705078125,1.0065900087356567,432,-0.05427554249763489,0.024353325,0.2,-44.1282194852829,-0.030417048692470416,0.5442819595336914,0.0004092704424510632,-2.1267815454545453,1258.0
29,5,14848,2582,0.03571229276712984,0.309814453125,1.0054137706756592,448,-0.019603732973337173,0.026876397,0.2,-44.137054204940796,-0.0253948541067075,0.10615420341491699,0.0004092704424510632,-2.1267815454545453,1258.0
30,5,15360,2580,0.00314819328559679,0.17041015625,1.0047417879104614,464,-0.012349307537078857,0.013164269,0.2,-44.10256481170654,-0.019111435060040094,-1.0307252407073975,0.0004092704424510632,-2.133805833333333,1258.0
31,6,15872,2579,0.08576945890672505,0.17822265625,1.0025053024291992,480,7.911026477813721e-05,0.01719166,0.2,-44.06376755237579,-0.020291612949222326,0.04803609848022461,0.0004092704424510632,-2.133805833333333,1258.0
32,6,16384,2578,0.002971132842503721,0.197998046875,1.0013469457626343,496,-0.04422713443636894,0.0186038,0.2,-44.00347936153412,-0.02593439685733756,-0.28088200092315674,0.0004092704424510632,-2.1236208461538464,1258.0
