train/actor_loss,train/ent_coef_loss,train/critic_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/ent_coef,train/n_updates,train/learning_rate,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps
-119.76238250732422,-170.84774780273438,1.8478481769561768,4,24,-4.5692845,0.017035573720932007,4927,0.0008459126528049375,202,1257.0,5028
-123.03514862060547,-21.688188552856445,5.719572067260742,8,23,-3.5193945,0.0010295622050762177,9955,0.0008459126528049375,424,1257.0,10056
-122.95917510986328,72.97674560546875,1.960080862045288,12,23,-2.7504825833333335,0.00033800778328441083,14983,0.0008459126528049375,640,1257.0,15084
-112.58358001708984,-22.234004974365234,1.7421387434005737,16,24,-2.4237176249999997,0.0008750197594054043,20011,0.0008459126528049375,821,1257.0,20112
-106.0133285522461,-87.46246337890625,28.537389755249023,20,30,-2.2521214499999997,0.0011396389454603195,25039,0.0008459126528049375,4,1257.0,25140
-81.75353240966797,-14.676069259643555,2.9273571968078613,24,31,-2.1240359166666667,0.0010082203662022948,30067,0.0008459126528049375,164,1257.0,30168
-76.24595642089844,1.8750851154327393,1.3899693489074707,28,31,-2.0095104285714287,0.000563307898119092,35095,0.0008459126528049375,323,1257.0,35196
-65.36660766601562,69.58786010742188,183.9814453125,32,31,-1.908883875,0.0010237981332466006,40123,0.0008459126528049375,481,1257.0,40224
-64.30078887939453,-20.87771224975586,3.1058058738708496,36,30,-1.838287222222222,0.0008411717717535794,45151,0.0008459126528049375,663,1257.0,45252
-56.572242736816406,-9.157026290893555,4.230593681335449,40,32,-1.7914876,0.0015774039784446359,50179,0.0008459126528049375,8,1257.0,50280
-50.75933074951172,23.810760498046875,32.351966857910156,44,31,-1.7598311363636367,0.0009563429048284888,55207,0.0008459126528049375,167,1257.0,55308
-21.761159896850586,-18.625812530517578,28.409454345703125,48,31,-1.7090391666666669,0.003953694365918636,60235,0.0008459126528049375,326,1257.0,60336
-11.325343132019043,70.0719223022461,11.082411766052246,52,31,-1.6902193653846156,0.0008116206736303866,65263,0.0008459126528049375,485,1257.0,65364
0.417011022567749,0.6302280426025391,6.419034957885742,56,31,-1.6801716607142858,0.0009649606072343886,70291,0.0008459126528049375,645,1257.0,70392
1.6570789813995361,34.838687896728516,3.750943660736084,60,24,-1.6550144666666666,0.0006121210171841085,75319,0.0008459126528049375,16,1257.0,75420
13.170299530029297,28.02317237854004,19.53261375427246,64,24,-1.604658453125,0.004015285521745682,80347,0.0008459126528049375,223,1257.0,80448
25.827802658081055,30.429847717285156,6.204051494598389,68,25,-1.592226544117647,0.0010107267880812287,85375,0.0008459126528049375,410,1257.0,85476
32.16654968261719,35.46450424194336,5.441267967224121,72,25,-1.5749457916666667,0.001343335723504424,90403,0.0008459126528049375,599,1257.0,90504
41.2419319152832,5.809474468231201,7.748401641845703,76,26,-1.569119,0.0006594349397346377,95431,0.0008459126528049375,785,1257.0,95532
