train/actor_loss,train/ent_coef_loss,train/critic_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/ent_coef,train/n_updates,train/learning_rate,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps
-123.63629150390625,-172.16395568847656,2.3400912284851074,4,33,-4.328596,0.017139075323939323,4927,0.0008459126528049375,150,1257.0,5028
-130.2406768798828,10.202394485473633,4.004039764404297,8,32,-3.264273625,0.001294479239732027,9955,0.0008459126528049375,307,1257.0,10056
-122.7812271118164,-38.416053771972656,3.532526969909668,12,31,-2.6481136666666667,0.0011477116495370865,14983,0.0008459126528049375,481,1257.0,15084
-98.42195892333984,-30.679668426513672,3.526933193206787,16,31,-2.3213100625000003,0.0013239718973636627,20011,0.0008459126528049375,645,1257.0,20112
-98.17628479003906,2.411602020263672,12.220075607299805,20,32,-2.1073182000000004,0.0006252014427445829,25039,0.0008459126528049375,4,1257.0,25140
-99.2047119140625,31.991342544555664,1.4598281383514404,24,29,-1.9643747916666667,0.0008711738046258688,30067,0.0008459126528049375,176,1257.0,30168
-95.15860748291016,69.71728515625,2.4741530418395996,28,27,-1.8500228928571427,0.00031171314185485244,35095,0.0008459126528049375,369,1257.0,35196
-86.27867126464844,243.18341064453125,19.16827964782715,32,27,-1.7558120625000002,0.0008319253684021533,40123,0.0008459126528049375,551,1257.0,40224
-76.76424407958984,-9.237849235534668,2.0989651679992676,36,28,-1.7037978333333337,0.0008718744502402842,45151,0.0008459126528049375,707,1257.0,45252
-66.47869110107422,-59.11809158325195,4.0517683029174805,40,31,-1.664504575,0.0008453854243271053,50179,0.0008459126528049375,8,1257.0,50280
-50.48451232910156,0.5436127185821533,12.821276664733887,44,31,-1.6271982272727272,0.0015268309507519007,55207,0.0008459126528049375,167,1257.0,55308
-37.35941696166992,209.29566955566406,49.98345184326172,48,31,-1.596665375,0.0007685270393267274,60235,0.0008459126528049375,326,1257.0,60336
-30.860918045043945,-19.044435501098633,2.731903076171875,52,29,-1.5423255384615386,0.0009231502190232277,65263,0.0008459126528049375,514,1257.0,65364
-24.881120681762695,-25.39160919189453,9.483484268188477,56,29,-1.5150030892857143,0.0008400946971960366,70291,0.0008459126528049375,696,1257.0,70392
-18.19891929626465,-26.335498809814453,4.134360313415527,60,30,-1.4868739666666664,0.0009466246701776981,75319,0.0008459126528049375,13,1257.0,75420
-15.331928253173828,68.3118896484375,4.076906681060791,64,29,-1.4619785625000001,0.0009673170279711485,80347,0.0008459126528049375,183,1257.0,80448
-11.708775520324707,-5.337305545806885,2.1053366661071777,68,29,-1.437600955882353,0.001069357036612928,85375,0.0008459126528049375,359,1257.0,85476
-1.2098714113235474,28.478893280029297,54.16818618774414,72,27,-1.4181617083333335,0.0013913201401010156,90403,0.0008459126528049375,556,1257.0,90504
9.270713806152344,-25.229570388793945,4.8033447265625,76,28,-1.4026513815789474,0.0018207791727036238,95431,0.0008459126528049375,732,1257.0,95532
