time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/explained_variance,train/learning_rate,train/clip_range,train/approx_kl,train/n_updates,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3893,512,,,,,,,,,,,,,
2,0,2345,1024,-1.2207984924316406,0.0004092704424510632,0.2,0.016378654,16,-43.950639128685,0.9973531365394592,0.2147216796875,-0.028071229491615668,0.11896554161648965,-0.0399944894015789,,
3,0,2071,1536,0.008236944675445557,0.0004092704424510632,0.2,0.025105372,32,-43.89958322048187,0.9978011846542358,0.3026123046875,-0.033780590107198805,0.0026533918498898856,-0.0477539487183094,1223.0,-2.159948
4,1,1952,2048,0.015073120594024658,0.0004092704424510632,0.2,0.013324795,48,-43.935901165008545,0.998857319355011,0.2333984375,-0.026322422199882567,0.003429873708228115,-0.038599077612161636,1223.0,-2.159948
5,1,1898,2560,0.0065819621086120605,0.0004092704424510632,0.2,0.017264187,64,-43.94258761405945,0.9981743693351746,0.2362060546875,-0.02546942577464506,0.001286921613427694,-0.030873596668243408,1223.0,-2.116771
6,1,1859,3072,0.0019241571426391602,0.0004092704424510632,0.2,0.018306794,80,-43.9266322851181,0.9984779357910156,0.2869873046875,-0.0320100994722452,0.005362791009247303,-0.037693433463573456,1223.0,-2.116771
7,1,1843,3584,0.05432945489883423,0.0004092704424510632,0.2,0.014508197,96,-43.93368136882782,0.998248815536499,0.226806640625,-0.022429985721828416,0.0016355230236513307,-0.02672354318201542,1223.0,-2.116771
8,2,1822,4096,0.04955005645751953,0.0004092704424510632,0.2,0.018107072,112,-43.92824709415436,0.998246967792511,0.280517578125,-0.027422183309681714,0.002305911108123837,-0.0409172847867012,1223.0,-2.106722
9,2,1810,4608,0.0052034854888916016,0.0004092704424510632,0.2,0.019085884,128,-43.90875172615051,0.9968081712722778,0.2591552734375,-0.025230936720618047,0.013242640998214483,-0.03120625764131546,1223.0,-2.106722
10,2,1801,5120,-0.05388188362121582,0.0004092704424510632,0.2,0.016279392,144,-43.87424349784851,0.9967567324638367,0.2581787109375,-0.023247294244356453,0.001380852591864823,-0.02600814588367939,1223.0,-2.1168835
11,3,1793,5632,0.0230790376663208,0.0004092704424510632,0.2,0.020641143,160,-43.90236699581146,0.9987188577651978,0.25537109375,-0.025882769288728014,0.017592588963452727,-0.017317552119493484,1223.0,-2.1168835
12,3,1782,6144,0.04562300443649292,0.0004092704424510632,0.2,0.018400308,176,-43.956409215927124,0.9994624853134155,0.260986328125,-0.030634551503680996,0.0019401536701479927,-0.02963525429368019,1223.0,-2.1580932
