time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/explained_variance,train/learning_rate,train/clip_range,train/approx_kl,train/n_updates,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3992,512,,,,,,,,,,,,,
2,0,2777,1024,-1.2986536026000977,0.0004092704424510632,0.2,0.015683606,16,-43.9884774684906,1.0002706050872803,0.217041015625,-0.029408856004010886,0.08655321698097396,-0.04486726224422455,,
3,0,2521,1536,0.03532522916793823,0.0004092704424510632,0.2,0.020527065,32,-43.96851086616516,0.9980345964431763,0.2650146484375,-0.02958664603647776,0.0024281907790282276,-0.03287147358059883,1223.0,-2.225419
4,0,2419,2048,-0.0045354366302490234,0.0004092704424510632,0.2,0.01794932,48,-43.8893164396286,0.9960179924964905,0.272216796875,-0.027743634505895898,0.06705453456379473,-0.0014540180563926697,1223.0,-2.225419
5,1,2328,2560,0.03899848461151123,0.0004092704424510632,0.2,0.019601285,64,-43.8255717754364,0.9934859275817871,0.3040771484375,-0.03300203834078275,0.0015268835559254512,-0.045995909720659256,1223.0,-2.2366960000000002
6,1,2195,3072,0.0017881393432617188,0.0004092704424510632,0.2,0.013154862,80,-43.74857831001282,0.9913899302482605,0.2176513671875,-0.02000423973368015,0.06938179617282003,0.010158490389585495,1223.0,-2.2366960000000002
7,1,2166,3584,0.015713036060333252,0.0004092704424510632,0.2,0.017967328,96,-43.68806290626526,0.9897041320800781,0.282958984375,-0.026621693337801844,0.00181536809031968,-0.0474572591483593,1223.0,-2.2366960000000002
8,1,2114,4096,0.0071533918380737305,0.0004092704424510632,0.2,0.018880432,112,-43.644169211387634,0.9886128306388855,0.2735595703125,-0.023241727642016485,0.0019684332710312447,-0.035744018852710724,1223.0,-2.210300666666667
9,2,2068,4608,0.0014430880546569824,0.0004092704424510632,0.2,0.020757359,128,-43.61151719093323,0.9874413013458252,0.323974609375,-0.029563985648564994,0.09000286436639726,0.007808994501829147,1223.0,-2.210300666666667
10,2,2044,5120,0.05743891000747681,0.0004092704424510632,0.2,0.019949872,144,-43.592219948768616,0.987981379032135,0.280517578125,-0.028873676201328635,0.0012417615016602213,-0.044456999748945236,1223.0,-2.1806455000000002
11,2,2029,5632,0.0043419599533081055,0.0004092704424510632,0.2,0.019770712,160,-43.62575852870941,0.9894446730613708,0.2474365234375,-0.021614595934806857,0.09382380731403828,0.017997529357671738,1223.0,-2.1806455000000002
12,3,2006,6144,0.057876408100128174,0.0004092704424510632,0.2,0.015868789,176,-43.661338210105896,0.9901514649391174,0.234375,-0.0277609012555331,0.0018529410772316623,-0.04149447754025459,1223.0,-2.1696936
13,3,1979,6656,0.0035327672958374023,0.0004092704424510632,0.2,0.016914142,192,-43.668901443481445,0.9899635314941406,0.266357421875,-0.028306175576290116,0.08916528383269906,-0.008370257914066315,1223.0,-2.1696936
14,3,1956,7168,0.019007503986358643,0.0004092704424510632,0.2,0.01843319,208,-43.67806136608124,0.9914286136627197,0.2615966796875,-0.026811888528754935,0.0024387457051489037,-0.03348705172538757,1223.0,-2.1696936
15,3,1949,7680,0.0033621788024902344,0.0004092704424510632,0.2,0.014540829,224,-43.722323536872864,0.9922822713851929,0.24951171875,-0.02610536121937912,0.0023063684020598885,-0.032902106642723083,1223.0,-2.153795166666667
16,4,1934,8192,0.00508350133895874,0.0004092704424510632,0.2,0.023298094,240,-43.71689021587372,0.9910340309143066,0.272705078125,-0.026207248243736103,0.10595804802142084,0.013048369437456131,1223.0,-2.153795166666667
17,4,1920,8704,0.10188490152359009,0.0004092704424510632,0.2,0.012969238,256,-43.677424907684326,0.9903733134269714,0.23974609375,-0.030744946969207376,0.0016761799870437244,-0.0409511998295784,1223.0,-2.1427525714285713
18,4,1942,9216,0.03927791118621826,0.0004092704424510632,0.2,0.022914637,272,-43.64155924320221,0.9881241917610168,0.2593994140625,-0.025692325303680263,0.10368100344203413,0.016008809208869934,1223.0,-2.1427525714285713
19,4,1962,9728,-0.033251404762268066,0.0004092704424510632,0.2,0.014960833,288,-43.563923835754395,0.9858816862106323,0.1966552734375,-0.021826244599651545,0.002712013003474567,-0.0406809039413929,1223.0,-2.1427525714285713
20,5,1979,10240,0.1441238522529602,0.0004092704424510632,0.2,0.015172485,304,-43.53551936149597,0.9867254495620728,0.182861328125,-0.023039799718389986,0.0026382201940577943,-0.04089716821908951,1223.0,-2.1315311250000004
21,5,1975,10752,0.05539584159851074,0.0004092704424510632,0.2,0.03202081,320,-43.57183873653412,0.987394392490387,0.2548828125,-0.02721358949202113,0.09748964046593755,0.0025939680635929108,1223.0,-2.1315311250000004
22,5,1970,11264,-1.8244214057922363,0.0004092704424510632,0.2,0.014832422,336,-43.56057560443878,0.9864658117294312,0.205078125,-0.02602785563794896,0.008658967264636885,-0.04136451706290245,1223.0,-2.1269932222222225
23,5,1965,11776,0.001882314682006836,0.0004092704424510632,0.2,0.014329413,352,-43.52469980716705,0.9849874377250671,0.18701171875,-0.024209551222156733,0.1438231321517378,0.028670158237218857,1223.0,-2.1269932222222225
24,6,1961,12288,0.020728886127471924,0.0004092704424510632,0.2,0.015972171,368,-43.48057961463928,0.9842678904533386,0.22216796875,-0.024241524763056077,0.0015021503531897906,-0.02528594247996807,1223.0,-2.1403903000000004
25,6,1957,12800,0.07315856218338013,0.0004092704424510632,0.2,0.019211128,384,-43.454113364219666,0.9828764200210571,0.2281494140625,-0.02477909010485746,0.11188948270864785,0.0067470744252204895,1223.0,-2.1403903000000004
26,6,1955,13312,-0.18080973625183105,0.0004092704424510632,0.2,0.014058011,400,-43.38349092006683,0.9797658324241638,0.1646728515625,-0.018589996179798618,0.004400132536829915,-0.03194955736398697,1223.0,-2.1403903000000004
27,7,1952,13824,-0.10801184177398682,0.0004092704424510632,0.2,0.016336378,416,-43.30285620689392,0.9785025715827942,0.2030029296875,-0.0208076121925842,0.002384388422797201,-0.028876477852463722,1223.0,-2.1504584545454546
28,7,1950,14336,0.0465582013130188,0.0004092704424510632,0.2,0.019884817,432,-43.291924238204956,0.9788009524345398,0.2127685546875,-0.02610170960542746,0.09287867532111704,0.0011770334094762802,1223.0,-2.1504584545454546
29,7,1945,14848,-0.9973995685577393,0.0004092704424510632,0.2,0.0167449,448,-43.29626214504242,0.9785027503967285,0.209716796875,-0.022960747126489878,0.007555417301773559,-0.035266149789094925,1223.0,-2.148169666666667
30,7,1940,15360,0.23784983158111572,0.0004092704424510632,0.2,0.022088245,464,-43.283583879470825,0.9784213900566101,0.245361328125,-0.02567422707215883,0.075584820471704,-0.004370400682091713,1223.0,-2.148169666666667
31,8,1938,15872,-0.3644857406616211,0.0004092704424510632,0.2,0.017389022,480,-43.2921998500824,0.979225754737854,0.262451171875,-0.03141824304475449,0.0024800980463624,-0.04021989926695824,1223.0,-2.148169666666667
32,8,1934,16384,0.42235857248306274,0.0004092704424510632,0.2,0.018298697,496,-43.33182227611542,0.9809398055076599,0.2645263671875,-0.03193876122531947,0.002969041859614663,-0.048687174916267395,1223.0,-2.1513433846153847
33,8,1929,16896,0.25360429286956787,0.0004092704424510632,0.2,0.027957987,512,-43.34742856025696,0.9796395301818848,0.2371826171875,-0.020729670795844868,0.05913549708202481,-0.009452328085899353,1223.0,-2.1513433846153847
34,9,1922,17408,-3.448746681213379,0.0004092704424510632,0.2,0.01688375,528,-43.31031787395477,0.9796237945556641,0.2042236328125,-0.021751741267507896,0.007907365688879509,-0.020305272191762924,1223.0,-2.1567220000000002
35,9,1928,17920,0.04078000783920288,0.0004092704424510632,0.2,0.028783433,544,-43.31374669075012,0.9791146516799927,0.2935791015625,-0.02646573620950221,0.09841743297874928,-0.0028106942772865295,1223.0,-2.1567220000000002
36,9,1935,18432,-1.0024714469909668,0.0004092704424510632,0.2,0.010737343,560,-43.28420925140381,0.9780985116958618,0.156005859375,-0.019411411354667507,0.0022648929443676025,-0.025962434709072113,1223.0,-2.1425260000000006
37,9,1939,18944,0.1862388253211975,0.0004092704424510632,0.2,0.017952148,576,-43.24871623516083,0.9772450923919678,0.21630859375,-0.02279027817712631,0.09267297992482781,-0.002945590764284134,1223.0,-2.1425260000000006
38,10,1934,19456,-0.7617499828338623,0.0004092704424510632,0.2,0.025631204,592,-43.249961256980896,0.9783177971839905,0.2841796875,-0.029385639078100212,0.003337793292303104,-0.032836779952049255,1223.0,-2.1425260000000006
