time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/explained_variance,train/learning_rate,train/clip_range,train/approx_kl,train/n_updates,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3978,512,,,,,,,,,,,,,
2,0,2780,1024,-1.068455457687378,0.0004092704424510632,0.2,0.015257855,16,-43.972474098205566,0.9989685416221619,0.208740234375,-0.023385263921227306,0.17597421001119073,-0.02780722826719284,,
3,0,2579,1536,-0.005290985107421875,0.0004092704424510632,0.2,0.021792535,32,-43.96511650085449,0.9999855160713196,0.2801513671875,-0.034763162053423,0.003067149991693441,-0.05763491615653038,1223.0,-2.262404
4,0,2484,2048,-0.004774212837219238,0.0004092704424510632,0.2,0.020610165,48,-44.01023972034454,1.0016692876815796,0.3048095703125,-0.022747359558707103,0.021130909968633205,-0.017599236220121384,1223.0,-2.262404
5,1,2447,2560,-0.0057201385498046875,0.0004092704424510632,0.2,0.015298359,64,-44.021583914756775,1.0002042055130005,0.26318359375,-0.027117375342641026,0.0017105681781686144,-0.03842923417687416,1223.0,-2.2326765
6,1,2334,3072,0.0003873109817504883,0.0004092704424510632,0.2,0.02507337,80,-43.981969714164734,1.000450611114502,0.3355712890625,-0.024752054625423625,0.009620159180485643,-0.018190529197454453,1223.0,-2.2326765
7,1,2338,3584,0.000570833683013916,0.0004092704424510632,0.2,0.017496027,96,-44.007253646850586,1.001253604888916,0.2694091796875,-0.025894246333336923,0.0017457026024203515,-0.03695497289299965,1223.0,-2.2326765
8,1,2342,4096,-0.005453228950500488,0.0004092704424510632,0.2,0.015286115,112,-44.018813490867615,1.0013070106506348,0.2335205078125,-0.022307052713586017,0.0019932531140511855,-0.01691872999072075,1223.0,-2.2098853333333337
9,1,2339,4608,0.0008561015129089355,0.0004092704424510632,0.2,0.0149564,128,-44.02734398841858,1.0018081665039062,0.2191162109375,-0.022333827044349164,0.003761518863029778,-0.033738963305950165,1223.0,-2.2098853333333337
10,2,2260,5120,0.007644534111022949,0.0004092704424510632,0.2,0.022656478,144,-44.060049057006836,1.0037769079208374,0.2735595703125,-0.026816792043973692,0.0013115918245603098,-0.03615663945674896,1223.0,-2.17352325
11,2,2198,5632,-0.006379246711730957,0.0004092704424510632,0.2,0.021208484,160,-44.07598853111267,1.0020331144332886,0.302490234375,-0.030442864532233216,0.0021321842723409645,-0.04517535865306854,1223.0,-2.17352325
12,2,2149,6144,-0.0026966333389282227,0.0004092704424510632,0.2,0.0128465295,176,-43.992571234703064,0.999053418636322,0.210205078125,-0.02149855978495907,0.0014678969146189047,-0.02915791980922222,1223.0,-2.1955742000000003
13,3,2113,6656,-0.0007838010787963867,0.0004092704424510632,0.2,0.014589594,192,-43.90219843387604,0.9965183138847351,0.2606201171875,-0.027497652161400765,0.0030367851577466354,-0.035016175359487534,1223.0,-2.1955742000000003
14,3,2079,7168,0.0008623003959655762,0.0004092704424510632,0.2,0.015240281,208,-43.8326119184494,0.9945122599601746,0.2274169921875,-0.02761673997156322,0.0026366030288045295,-0.02959294617176056,1223.0,-2.1955742000000003
15,3,2054,7680,0.0011221766471862793,0.0004092704424510632,0.2,0.017506367,224,-43.76255118846893,0.9920027852058411,0.23388671875,-0.023463598859962076,0.002199057835241547,-0.043758194893598557,1223.0,-2.19568
16,4,2033,8192,-0.0017437934875488281,0.0004092704424510632,0.2,0.020400923,240,-43.69100618362427,0.9903543591499329,0.2391357421875,-0.02336283487966284,0.010205780272372067,-0.025636225938796997,1223.0,-2.19568
17,4,2050,8704,0.0029615163803100586,0.0004092704424510632,0.2,0.01956624,256,-43.646618127822876,0.9882518649101257,0.2928466796875,-0.0300873994056019,0.0014167563695082208,-0.034136220812797546,1223.0,-2.2156632857142857
18,4,2067,9216,-0.00029408931732177734,0.0004092704424510632,0.2,0.017129485,272,-43.61102378368378,0.9893890023231506,0.285400390625,-0.03565204785991227,0.015277431084541604,-0.0582272931933403,1223.0,-2.2156632857142857
19,4,2082,9728,0.0021983981132507324,0.0004092704424510632,0.2,0.015014797,288,-43.63974988460541,0.9889286160469055,0.2208251953125,-0.022753424396796618,0.0018713720601226669,-0.03353609889745712,1223.0,-2.2156632857142857
