time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/explained_variance,train/learning_rate,train/clip_range,train/approx_kl,train/n_updates,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,0,3978,512,,,,,,,,,,,,,
2,0,2767,1024,-2.5570807456970215,0.0004092704424510632,0.2,0.0096082585,16,-43.956024408340454,0.9979055523872375,0.167724609375,-0.01795508298528148,0.23171769068358117,-0.028806477785110474,,
3,0,2546,1536,0.005982697010040283,0.0004092704424510632,0.2,0.01870876,32,-43.90083885192871,0.9968612790107727,0.27490234375,-0.027440682402811944,0.0026537357553024776,-0.04750557243824005,1223.0,-2.271718
4,0,2464,2048,0.01432889699935913,0.0004092704424510632,0.2,0.013390053,48,-43.86978197097778,0.9955517053604126,0.195068359375,-0.021334605044103228,0.0022726536299160216,-0.02792687714099884,1223.0,-2.271718
5,1,2413,2560,0.009381353855133057,0.0004092704424510632,0.2,0.015778888,64,-43.83575665950775,0.9950098991394043,0.2490234375,-0.027532026011613198,0.0015431677111337194,-0.029730336740612984,1223.0,-2.161292
6,1,2384,3072,0.004517197608947754,0.0004092704424510632,0.2,0.015699202,80,-43.817697167396545,0.9941005110740662,0.268798828125,-0.02883241720701335,0.0023451022934750654,-0.037545401602983475,1223.0,-2.161292
7,1,2369,3584,0.004679977893829346,0.0004092704424510632,0.2,0.018406805,96,-43.7966924905777,0.9940440654754639,0.27294921875,-0.02447681025660131,0.0016429690240329364,-0.02272873930633068,1223.0,-2.161292
8,1,2343,4096,0.007529139518737793,0.0004092704424510632,0.2,0.024456952,112,-43.81285202503204,0.9952605962753296,0.3123779296875,-0.02832869955454953,0.002385116782534169,-0.036413948982954025,1223.0,-2.1673943333333336
9,1,2316,4608,0.003381013870239258,0.0004092704424510632,0.2,0.015749037,128,-43.80595874786377,0.9925155639648438,0.2652587890625,-0.024547656445065513,0.007231826253701001,-0.03386767953634262,1223.0,-2.1673943333333336
10,2,2302,5120,0.00854116678237915,0.0004092704424510632,0.2,0.017454822,144,-43.723514676094055,0.9915755391120911,0.2664794921875,-0.030068385443883017,0.0016277425002044765,-0.03944426402449608,1223.0,-2.18001325
11,2,2307,5632,0.0027334094047546387,0.0004092704424510632,0.2,0.02137516,160,-43.71909201145172,0.991320788860321,0.28662109375,-0.025656618643552065,0.012394582125125453,-0.023308202624320984,1223.0,-2.18001325
12,2,2250,6144,0.009125113487243652,0.0004092704424510632,0.2,0.015784752,176,-43.70782470703125,0.9910197257995605,0.23974609375,-0.023887128802016377,0.0012074001060682349,-0.0268033966422081,1223.0,-2.1737288
13,2,2228,6656,0.0028586983680725098,0.0004092704424510632,0.2,0.026448075,192,-43.684858560562134,0.9900895953178406,0.326904296875,-0.03227417470770888,0.01776603184407577,-0.04444841668009758,1223.0,-2.1737288
14,3,2226,7168,0.006874024868011475,0.0004092704424510632,0.2,0.02073208,208,-43.665496706962585,0.9897018074989319,0.2789306640625,-0.03398648682923522,0.0020561664205160923,-0.050227127969264984,1223.0,-2.1737288
15,3,2210,7680,0.014647722244262695,0.0004092704424510632,0.2,0.019483764,224,-43.65339970588684,0.9893996119499207,0.267822265625,-0.02730298860114999,0.002514540305128321,-0.03342695161700249,1223.0,-2.1659919999999997
16,3,2179,8192,0.005349993705749512,0.0004092704424510632,0.2,0.019842833,240,-43.624887228012085,0.98779296875,0.2960205078125,-0.025458187999902293,0.031426487024873495,-0.017318449914455414,1223.0,-2.1659919999999997
17,4,2156,8704,0.06568628549575806,0.0004092704424510632,0.2,0.014047362,256,-43.59023571014404,0.9877492785453796,0.2198486328125,-0.0217329937586328,0.0012911939029436326,-0.041805777698755264,1223.0,-2.1661102857142853
18,4,2138,9216,0.010835766792297363,0.0004092704424510632,0.2,0.018691387,272,-43.59384560585022,0.9877814054489136,0.2529296875,-0.025252173334592953,0.035448498209007084,-0.026280701160430908,1223.0,-2.1661102857142853
19,4,2122,9728,0.06259208917617798,0.0004092704424510632,0.2,0.0174977,288,-43.5771644115448,0.9865872859954834,0.2489013671875,-0.02576788203441538,0.0016806710864329943,-0.03470856323838234,1223.0,-2.1661102857142853
20,4,2108,10240,0.004130840301513672,0.0004092704424510632,0.2,0.01563932,304,-43.54128837585449,0.986064076423645,0.2269287109375,-0.02645436188322492,0.0022349351056618616,-0.029984015971422195,1223.0,-2.158952125
21,5,2114,10752,0.008024334907531738,0.0004092704424510632,0.2,0.03506297,320,-43.51666855812073,0.9845923185348511,0.3204345703125,-0.03365311925881542,0.045578418648801744,-0.026446552947163582,1223.0,-2.158952125
22,5,2124,11264,-0.1659543514251709,0.0004092704424510632,0.2,0.015694916,336,-43.45248198509216,0.9821528196334839,0.2381591796875,-0.024082691757939756,0.001841047904235893,-0.03742162883281708,1223.0,-2.1720842222222223
23,5,2131,11776,0.01833564043045044,0.0004092704424510632,0.2,0.016743436,352,-43.40022349357605,0.9815069437026978,0.2344970703125,-0.0221102116338443,0.04911274474579841,-0.004736721515655518,1223.0,-2.1720842222222223
24,5,2134,12288,-0.118186354637146,0.0004092704424510632,0.2,0.017729757,368,-43.397669553756714,0.9820932149887085,0.2392578125,-0.026483197550987825,0.003524776555423159,-0.04078119248151779,1223.0,-2.164843
25,5,2141,12800,0.017082035541534424,0.0004092704424510632,0.2,0.017924234,384,-43.42528748512268,0.9830067753791809,0.2437744140625,-0.026556690194411203,0.05415252153761685,-0.011601798236370087,1223.0,-2.164843
26,6,2149,13312,-0.061985135078430176,0.0004092704424510632,0.2,0.018752426,400,-43.4235702753067,0.9818997383117676,0.224365234375,-0.02468677857541479,0.00262392331569572,-0.031523626297712326,1223.0,-2.164843
27,6,2157,13824,0.02404695749282837,0.0004092704424510632,0.2,0.021925021,416,-43.38650918006897,0.9809929728507996,0.3172607421875,-0.03266664603142999,0.002374509971559746,-0.04088727384805679,1223.0,-2.168426818181818
28,6,2165,14336,0.020915627479553223,0.0004092704424510632,0.2,0.01877432,432,-43.336931467056274,0.9788147807121277,0.212646484375,-0.020049895989359356,0.06511521094944328,-0.0029420144855976105,1223.0,-2.168426818181818
29,6,2172,14848,-0.026590704917907715,0.0004092704424510632,0.2,0.02318468,448,-43.293630480766296,0.9788842797279358,0.2969970703125,-0.035779040001216345,0.0038914722244953737,-0.03930164501070976,1223.0,-2.1683095
30,7,2161,15360,0.024887382984161377,0.0004092704424510632,0.2,0.01869231,464,-43.290292620658875,0.9781785011291504,0.3070068359375,-0.03129929193528369,0.0696820707526058,-0.018317554146051407,1223.0,-2.1683095
31,7,2146,15872,-0.12611842155456543,0.0004092704424510632,0.2,0.017162297,480,-43.22851502895355,0.975096583366394,0.233154296875,-0.026355021458584815,0.0034978519324795343,-0.037833329290151596,1223.0,-2.1683095
32,7,2144,16384,0.36715149879455566,0.0004092704424510632,0.2,0.019590275,496,-43.17509865760803,0.9759684801101685,0.2705078125,-0.028441045025829226,0.002275008948345203,-0.042635444551706314,1223.0,-2.165951846153846
33,7,2151,16896,0.19191652536392212,0.0004092704424510632,0.2,0.029095985,512,-43.23571300506592,0.9782453775405884,0.25390625,-0.026681320858187973,0.040866167342755944,-0.02341930940747261,1223.0,-2.165951846153846
34,8,2157,17408,-2.002668619155884,0.0004092704424510632,0.2,0.015801122,528,-43.26587104797363,0.9775280952453613,0.1942138671875,-0.020838454365730286,0.008469559455988929,-0.03365771844983101,1223.0,-2.1668027857142858
35,8,2164,17920,0.09690076112747192,0.0004092704424510632,0.2,0.024114981,544,-43.238919138908386,0.9772124290466309,0.257568359375,-0.02415128127904609,0.06608953524846584,-0.01829315908253193,1223.0,-2.1668027857142858
36,8,2170,18432,-0.837401270866394,0.0004092704424510632,0.2,0.016070962,560,-43.21674919128418,0.9756942391395569,0.240234375,-0.025252584178815596,0.004030099655210506,-0.03110923059284687,1223.0,-2.1694788
37,8,2173,18944,0.2129347324371338,0.0004092704424510632,0.2,0.022125926,576,-43.16396152973175,0.974270224571228,0.2452392578125,-0.029313633305719122,0.06342839950229973,-0.0025549642741680145,1223.0,-2.1694788
38,8,2177,19456,-0.8419631719589233,0.0004092704424510632,0.2,0.015776014,592,-43.166015625,0.9766086935997009,0.2088623046875,-0.023405431580613367,0.004446435639692936,-0.0395502932369709,1223.0,-2.1694788
