time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,3983,512,,,,,,,,,,,,,
0,2,2629,1024,0.2,0.0004092704424510632,0.016333453,16,1.001592755317688,-0.05062364414334297,-0.02879116719122976,-0.8266106843948364,-44.01083946228027,0.11135192229630775,0.24072265625,,
0,3,2372,1536,0.2,0.0004092704424510632,0.014049869,32,1.0005093812942505,-0.02752615511417389,-0.02301145432284102,-0.008719205856323242,-44.02552843093872,0.0023558250650239643,0.226318359375,1258.0,-2.066585
0,4,2258,2048,0.2,0.0004092704424510632,0.017068777,48,0.99925696849823,-0.02213321253657341,-0.028885064442874864,0.011823713779449463,-43.980356216430664,0.019938117649871856,0.260009765625,1258.0,-2.066585
1,5,2194,2560,0.2,0.0004092704424510632,0.016332751,64,1.0004547834396362,-0.03302276134490967,-0.023435245369910263,0.038060128688812256,-43.97401201725006,0.0025330204007332213,0.223388671875,1258.0,-2.10585
1,6,2153,3072,0.2,0.0004092704424510632,0.016625077,80,1.0004290342330933,-0.010378367267549038,-0.02666715593659319,0.0018218755722045898,-44.00123679637909,0.027964630746282637,0.2664794921875,1258.0,-2.10585
1,7,2125,3584,0.2,0.0004092704424510632,0.02089924,96,1.000712275505066,-0.031061416491866112,-0.02926316304365173,-0.06513333320617676,-43.99754977226257,0.0011597694883676013,0.2999267578125,1258.0,-2.10585
1,8,2107,4096,0.2,0.0004092704424510632,0.02260862,112,1.0001881122589111,-0.046266280114650726,-0.031483113823924214,0.01651090383529663,-43.99629759788513,0.004422191545017995,0.2869873046875,1258.0,-2.1290246666666666
2,9,2093,4608,0.2,0.0004092704424510632,0.02348674,128,1.000093698501587,-0.021191498264670372,-0.02749581658281386,0.00890117883682251,-43.98515486717224,0.03185055044014007,0.280029296875,1258.0,-2.1290246666666666
2,10,2081,5120,0.2,0.0004092704424510632,0.020171553,144,0.9975454807281494,-0.03438849002122879,-0.02505315255257301,0.07328760623931885,-43.95103847980499,0.002485830402292777,0.2496337890625,1258.0,-2.14668675
2,11,2068,5632,0.2,0.0004092704424510632,0.03052422,160,0.9959977865219116,-0.017441540956497192,-0.029655547870788723,0.0063214898109436035,-43.877726793289185,0.03847270680125803,0.2987060546875,1258.0,-2.14668675
2,12,2055,6144,0.2,0.0004092704424510632,0.0138286315,176,0.9952942728996277,-0.03462052345275879,-0.022904195109731518,0.19437533617019653,-43.84079611301422,0.0015131778400245821,0.2235107421875,1258.0,-2.14668675
3,13,2049,6656,0.2,0.0004092704424510632,0.01676068,192,0.9955621957778931,-0.021585632115602493,-0.023612162563949823,0.0441402792930603,-43.836066246032715,0.004965631793311331,0.2242431640625,1258.0,-2.1594352
3,14,2042,7168,0.2,0.0004092704424510632,0.013449113,208,0.996878445148468,-0.010266212746500969,-0.02241818347829394,0.017239391803741455,-43.86023950576782,0.039624109340365976,0.2281494140625,1258.0,-2.1594352
3,15,2037,7680,0.2,0.0004092704424510632,0.015451489,224,0.9956225752830505,-0.03278083726763725,-0.02482223871629685,-0.004454970359802246,-43.86859440803528,0.002660240625118604,0.1959228515625,1258.0,-2.1655391666666666
4,16,2032,8192,0.2,0.0004092704424510632,0.016794637,240,0.9950692653656006,-0.01626196689903736,-0.024836484270053916,0.029262006282806396,-43.825735211372375,0.05118594388477504,0.2161865234375,1258.0,-2.1655391666666666
4,17,2029,8704,0.2,0.0004092704424510632,0.016344687,256,0.9955186247825623,-0.026276014745235443,-0.02530503607704304,-0.13283085823059082,-43.82866311073303,0.001575382701048511,0.2227783203125,1258.0,-2.1655391666666666
4,18,2025,9216,0.2,0.0004092704424510632,0.015412098,272,0.9957455992698669,-0.04148130118846893,-0.024981636757729575,0.2721720337867737,-43.843748688697815,0.003991898076492362,0.220458984375,1258.0,-2.173046285714286
4,19,2022,9728,0.2,0.0004092704424510632,0.017652938,288,0.9940946102142334,-0.01001894660294056,-0.020041386742377654,0.3261644244194031,-43.82168102264404,0.039446051174309105,0.2159423828125,1258.0,-2.173046285714286
5,20,2019,10240,0.2,0.0004092704424510632,0.022076312,304,0.9955350756645203,-0.04183965176343918,-0.020011118707770947,-0.22380411624908447,-43.80485737323761,0.010560734051978216,0.213623046875,1258.0,-2.152952625
5,21,2018,10752,0.2,0.0004092704424510632,0.02726755,320,0.9953559041023254,-0.018648799508810043,-0.03156712315103505,0.018647193908691406,-43.839423298835754,0.0776571377646178,0.2862548828125,1258.0,-2.152952625
5,22,2016,11264,0.2,0.0004092704424510632,0.015666038,336,0.9945285320281982,-0.018932100385427475,-0.020590050087776035,-0.9828834533691406,-43.814460039138794,0.004769368784764083,0.1812744140625,1258.0,-2.152952625
5,23,2014,11776,0.2,0.0004092704424510632,0.019999564,352,0.9928547739982605,-0.03438981622457504,-0.02774319266609382,0.09533119201660156,-43.77859163284302,0.005760820757132024,0.2288818359375,1258.0,-2.158459
6,24,2012,12288,0.2,0.0004092704424510632,0.02110558,368,0.9912894368171692,-0.019821926951408386,-0.024486513138981536,0.2043764591217041,-43.72360634803772,0.06493841711198911,0.2508544921875,1258.0,-2.158459
6,25,2011,12800,0.2,0.0004092704424510632,0.014559187,384,0.9917055368423462,-0.02661467343568802,-0.026954325643600896,-1.2637922763824463,-43.70292842388153,0.003961797883675899,0.22998046875,1258.0,-2.1455181000000003
6,26,2010,13312,0.2,0.0004092704424510632,0.016886828,400,0.9911834001541138,-0.008013125509023666,-0.023416572137648473,0.24960321187973022,-43.71007215976715,0.08290745294652879,0.212890625,1258.0,-2.1455181000000003
6,27,2008,13824,0.2,0.0004092704424510632,0.019885505,416,0.9923397302627563,-0.0440652035176754,-0.02893957361811772,-0.7311238050460815,-43.7038379907608,0.005347827187506482,0.2518310546875,1258.0,-2.1455181000000003
7,28,2007,14336,0.2,0.0004092704424510632,0.020614645,432,0.9919866919517517,-0.03584134206175804,-0.025855820684228092,0.5835587978363037,-43.730252385139465,0.005574097333010286,0.242431640625,1258.0,-2.1456880000000003
