time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
0,1,4042,512,,,,,,,,,,,,,
0,2,2604,1024,0.2,0.0004092704424510632,0.01566285,16,0.9998219013214111,-0.03860880061984062,-0.026266322121955454,-2.49554705619812,-43.98309338092804,0.1932069318536378,0.2396240234375,,
0,3,2334,1536,0.2,0.0004092704424510632,0.01575325,32,0.9985172748565674,-0.019812187179923058,-0.019059035083046183,-0.13859570026397705,-43.96285283565521,0.0025379864709975664,0.1983642578125,1258.0,-2.311429
0,4,2200,2048,0.2,0.0004092704424510632,0.020108202,48,0.9979270100593567,-0.0264268908649683,-0.025216428897692822,-0.017530322074890137,-43.92844784259796,0.00705197369097732,0.265869140625,1258.0,-2.311429
1,5,2127,2560,0.2,0.0004092704424510632,0.01639772,64,0.9978525042533875,-0.024950291961431503,-0.026938767347019166,0.010373294353485107,-43.920462131500244,0.0020072037223144434,0.2991943359375,1258.0,-2.2669715
1,6,2079,3072,0.2,0.0004092704424510632,0.018057715,80,0.9984148740768433,-0.017953015863895416,-0.02360035036690533,0.0076386332511901855,-43.92232358455658,0.006393630595994182,0.2406005859375,1258.0,-2.2669715
1,7,2054,3584,0.2,0.0004092704424510632,0.016775807,96,0.9979659914970398,-0.038156282156705856,-0.02834392516524531,0.031168222427368164,-43.931405544281006,0.001300372816331219,0.2611083984375,1258.0,-2.2669715
2,8,2046,4096,0.2,0.0004092704424510632,0.022185251,112,0.9998463988304138,-0.030269630253314972,-0.029135541437426582,0.03981959819793701,-43.938576221466064,0.004661812286940403,0.3057861328125,1258.0,-2.292833
2,9,2025,4608,0.2,0.0004092704424510632,0.01831398,128,1.0004318952560425,-0.03000854328274727,-0.0319873983389698,0.029037058353424072,-43.99007046222687,0.002988919703057036,0.29345703125,1258.0,-2.292833
2,10,2013,5120,0.2,0.0004092704424510632,0.019026386,144,0.9986661672592163,-0.02995212934911251,-0.026926833743345924,0.004702568054199219,-43.97043740749359,0.002347918813029537,0.266357421875,1258.0,-2.272158
2,11,2004,5632,0.2,0.0004092704424510632,0.014481953,160,0.9969821572303772,-0.024247491732239723,-0.022177943406859413,0.02187049388885498,-43.909090757369995,0.010158284421777353,0.2186279296875,1258.0,-2.272158
3,12,1992,6144,0.2,0.0004092704424510632,0.01638449,176,0.9965221285820007,-0.03298366814851761,-0.025952822907129303,0.013204455375671387,-43.87517321109772,0.0014926334770279936,0.2677001953125,1258.0,-2.272158
3,13,1982,6656,0.2,0.0004092704424510632,0.012329677,192,0.9932907819747925,-0.03651076555252075,-0.020009526851936243,0.1316341757774353,-43.826611161231995,0.005091260762128513,0.211669921875,1258.0,-2.2622688
3,14,1979,7168,0.2,0.0004092704424510632,0.019959405,208,0.9900476932525635,-0.042480893433094025,-0.027898711705347523,0.06406283378601074,-43.7142733335495,0.01173513854155317,0.2745361328125,1258.0,-2.2622688
3,15,1978,7680,0.2,0.0004092704424510632,0.017532684,224,0.9884188175201416,-0.039981044828891754,-0.027658998558763415,0.2128574252128601,-43.63241267204285,0.0020814555973629467,0.2664794921875,1258.0,-2.2404713333333333
4,16,1973,8192,0.2,0.0004092704424510632,0.020753253,240,0.9889545440673828,-0.02474183961749077,-0.0255966324621113,0.11131465435028076,-43.61724352836609,0.014755457959836349,0.269775390625,1258.0,-2.2404713333333333
4,17,1973,8704,0.2,0.0004092704424510632,0.020288454,256,0.9890589118003845,-0.051013171672821045,-0.0337477892608149,-0.2601487636566162,-43.63518404960632,0.001638910558540374,0.2862548828125,1258.0,-2.2404713333333333
4,18,1973,9216,0.2,0.0004092704424510632,0.018674444,272,0.9893009066581726,-0.0368674136698246,-0.026217608610750176,0.4562534689903259,-43.63899505138397,0.0035257866111351177,0.247314453125,1258.0,-2.208421857142857
4,19,1968,9728,0.2,0.0004092704424510632,0.02292874,288,0.9897246360778809,-0.026737535372376442,-0.028497561797848903,0.3221586346626282,-43.64874982833862,0.0218020994507242,0.2528076171875,1258.0,-2.208421857142857
5,20,1967,10240,0.2,0.0004092704424510632,0.01681294,304,0.988981306552887,-0.03819442540407181,-0.02587084483820945,-0.8120054006576538,-43.64850342273712,0.002826203171935049,0.2486572265625,1258.0,-2.2061821249999998
5,21,1967,10752,0.2,0.0004092704424510632,0.013104655,320,0.9894947409629822,-0.019486963748931885,-0.020194139251543675,0.26328331232070923,-43.63497519493103,0.018360690562985837,0.1865234375,1258.0,-2.2061821249999998
5,22,1964,11264,0.2,0.0004092704424510632,0.017503496,336,0.9898117184638977,-0.029114894568920135,-0.02671267323603388,-1.0539355278015137,-43.65536975860596,0.0025589022552594543,0.2684326171875,1258.0,-2.2061821249999998
5,23,1964,11776,0.2,0.0004092704424510632,0.017893724,352,0.9884136319160461,-0.03894827887415886,-0.02788039190636482,0.4302327632904053,-43.63869762420654,0.003149090007354971,0.2509765625,1258.0,-2.1776924444444443
6,24,1961,12288,0.2,0.0004092704424510632,0.025014624,368,0.9874235987663269,-0.03386741131544113,-0.02964275499107316,0.4619194269180298,-43.59323489665985,0.018186384346336126,0.3065185546875,1258.0,-2.1776924444444443
6,25,1962,12800,0.2,0.0004092704424510632,0.018144967,384,0.9877620935440063,-0.030321015045046806,-0.022625612720730714,-1.9805374145507812,-43.57987201213837,0.0029005918731854763,0.2236328125,1258.0,-2.1663246
6,26,1960,13312,0.2,0.0004092704424510632,0.016324922,400,0.9877849817276001,-0.01796463318169117,-0.02170012595888693,0.3044404983520508,-43.591943979263306,0.023791620827978477,0.216552734375,1258.0,-2.1663246
7,27,1960,13824,0.2,0.0004092704424510632,0.022243252,416,0.9869229793548584,-0.03533211350440979,-0.0274022210505791,-0.6625348329544067,-43.575032234191895,0.0025287819080404006,0.25927734375,1258.0,-2.1663246
7,28,1961,14336,0.2,0.0004092704424510632,0.017362412,432,0.9841151833534241,-0.04368288442492485,-0.026456240128027275,0.6027764678001404,-43.51828992366791,0.004020286964077968,0.2412109375,1258.0,-2.1634609090909085
7,29,1958,14848,0.2,0.0004092704424510632,0.03218848,448,0.9835109710693359,-0.016682161018252373,-0.02337227474345127,0.3538798689842224,-43.453842878341675,0.019153997287503444,0.2437744140625,1258.0,-2.1634609090909085
7,30,1956,15360,0.2,0.0004092704424510632,0.02404054,464,0.9840039610862732,-0.03829818591475487,-0.02964173225336708,-2.4051899909973145,-43.45457446575165,0.002731569957177271,0.2462158203125,1258.0,-2.159207833333333
8,31,1954,15872,0.2,0.0004092704424510632,0.015953809,480,0.9841281771659851,-0.03609195724129677,-0.02546086818620097,0.222897469997406,-43.47123610973358,0.026594185968860984,0.2071533203125,1258.0,-2.159207833333333
8,32,1953,16384,0.2,0.0004092704424510632,0.014139166,496,0.982995331287384,-0.03272835910320282,-0.023214626591652632,-0.07833659648895264,-43.45151460170746,0.0025319015876448248,0.2178955078125,1258.0,-2.1636933076923075
8,33,1954,16896,0.2,0.0004092704424510632,0.01853294,512,0.9831862449645996,-0.0017037130892276764,-0.021046599096735008,0.4026355743408203,-43.42983281612396,0.0369008494890295,0.1990966796875,1258.0,-2.1636933076923075
8,34,1954,17408,0.2,0.0004092704424510632,0.012863707,528,0.985414445400238,-0.03393171727657318,-0.022482986765680835,-0.49785733222961426,-43.462947964668274,0.006066526671929751,0.1728515625,1258.0,-2.1636933076923075
