train/ent_coef,rollout/ep_len_mean,train/learning_rate,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/actor_loss,train/n_updates,train/ent_coef_loss
0.017471471801400185,1258.0,0.0008459126528049375,4,5032,393,-4.189267,12,0.6919271945953369,-123.6715087890625,4931,-177.4209442138672
0.0012189628323540092,1258.0,0.0008459126528049375,8,10064,801,-3.1237890000000004,12,1.9098701477050781,-132.2204132080078,9963,-32.50129318237305
0.0009261391242034733,1258.0,0.0008459126528049375,12,15096,1220,-2.6421037500000004,12,1.0338902473449707,-135.40907287597656,14995,-84.4234390258789
0.0005788681446574628,1258.0,0.0008459126528049375,16,20128,1640,-2.425686125,12,1.542475938796997,-136.9238739013672,20027,-15.928068161010742
0.0008700458565726876,1258.0,0.0008459126528049375,20,25160,13,-2.2357381999999997,11,2.5579023361206055,-142.71751403808594,25059,-30.464397430419922
0.0005841147503815591,1258.0,0.0008459126528049375,24,30192,445,-2.132026666666667,11,1.6983977556228638,-144.91444396972656,30091,145.2374725341797
0.0007908406550996006,1258.0,0.0008459126528049375,28,35224,898,-2.089102642857143,11,1.664013147354126,-147.02005004882812,35123,-51.784698486328125
0.0008781291544437408,1258.0,0.0008459126528049375,32,40256,1351,-2.0252506875,11,3.1703224182128906,-147.14688110351562,40155,1.6209806203842163
0.0004582590190693736,1258.0,0.0008459126528049375,36,45288,1802,-1.9938833611111109,11,5.636499404907227,-149.98745727539062,45187,45.21602249145508
0.000641910417471081,1258.0,0.0008459126528049375,40,50320,28,-1.9510815000000001,11,63.914398193359375,-148.7171630859375,50219,-51.61814498901367
0.0009253414464183152,1258.0,0.0008459126528049375,44,55352,473,-1.943129840909091,11,64.19642639160156,-152.2125244140625,55251,12.358711242675781
0.0025090533308684826,1258.0,0.0008459126528049375,48,60384,916,-1.9256660416666669,11,5.904348850250244,-153.0360565185547,60283,-31.20711898803711
0.0011981782736256719,1258.0,0.0008459126528049375,52,65416,1356,-1.9207071346153848,11,4.211751461029053,-152.26878356933594,65315,45.744014739990234
0.0014253932749852538,1258.0,0.0008459126528049375,56,70448,1794,-1.9038648035714285,11,11.162101745605469,-152.27317810058594,70347,-18.3494930267334
0.0010078439954668283,1258.0,0.0008459126528049375,60,75480,44,-1.8846743166666664,10,4.862698554992676,-151.69869995117188,75379,52.8245735168457
0.0014515104703605175,1258.0,0.0008459126528049375,64,80512,518,-1.8689181874999998,10,12.560855865478516,-156.60086059570312,80411,-42.8124885559082
0.0016975040780380368,1258.0,0.0008459126528049375,68,85544,992,-1.863592926470588,10,3.5830976963043213,-154.39544677734375,85443,19.905471801757812
0.001301971497014165,1258.0,0.0008459126528049375,72,90576,1441,-1.850435361111111,10,10.485685348510742,-153.2100067138672,90475,-5.886874198913574
0.0009885678300634027,1258.0,0.0008459126528049375,76,95608,1887,-1.844953710526316,10,5.504657745361328,-154.45623779296875,95507,51.037750244140625
