train/ent_coef,time/episodes,time/total_timesteps,train/actor_loss,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/ent_coef_loss,rollout/ep_len_mean
0.016942566260695457,4,5032,-121.18163299560547,0.0008459126528049375,28,176,-4.37725575,4931,1.2135944366455078,-181.40585327148438,1258.0
0.0009796201484277844,8,10064,-128.62527465820312,0.0008459126528049375,26,377,-3.2240098749999997,9963,5.959103107452393,-21.93047523498535,1258.0
0.000907986075617373,12,15096,-131.98477172851562,0.0008459126528049375,25,585,-2.5246569999999995,14995,4.739844799041748,78.35821533203125,1258.0
0.0015277413185685873,16,20128,-128.725341796875,0.0008459126528049375,25,804,-2.18340025,20027,16.978607177734375,106.68656158447266,1258.0
0.0011329371482133865,20,25160,-115.44886779785156,0.0008459126528049375,24,6,-1.9494864500000002,25059,4.035370826721191,-44.3289909362793,1258.0
0.0016375655541196465,24,30192,-93.14436340332031,0.0008459126528049375,28,184,-1.805728666666667,30091,9.421713829040527,68.83650207519531,1258.0
0.0008168419008143246,28,35224,-91.0167236328125,0.0008459126528049375,26,387,-1.6995556071428572,35123,5.354975700378418,55.18771743774414,1258.0
0.0011593156959861517,32,40256,-85.9696273803711,0.0008459126528049375,26,569,-1.61484690625,40155,4.1910080909729,-35.428096771240234,1258.0
0.0005556651740334928,36,45288,-78.59042358398438,0.0008459126528049375,26,768,-1.5742537222222224,45187,3.7585318088531494,104.28633880615234,1258.0
0.0004775783163495362,40,50320,-71.83391571044922,0.0008459126528049375,31,10,-1.5253679249999998,50219,4.123549938201904,-24.87141227722168,1258.0
0.0006942076724953949,44,55352,-66.97695922851562,0.0008459126528049375,30,176,-1.471880159090909,55251,2.9218456745147705,-48.21307373046875,1258.0
0.0007124971598386765,48,60384,-59.121341705322266,0.0008459126528049375,28,369,-1.4570886250000001,60283,9.749496459960938,-12.191922187805176,1258.0
0.0006779294926673174,52,65416,-55.59894943237305,0.0008459126528049375,27,564,-1.4275799423076925,65315,8.696637153625488,33.97905731201172,1258.0
0.0005841657402925193,56,70448,-49.90657424926758,0.0008459126528049375,27,751,-1.400897982142857,70347,7.826740264892578,-5.674995422363281,1258.0
0.0007712870719842613,60,75480,-34.906578063964844,0.0008459126528049375,25,18,-1.3777763,75379,6.246375560760498,-11.957830429077148,1258.0
0.0010854523861780763,64,80512,-15.971503257751465,0.0008459126528049375,28,196,-1.3522253750000002,80411,25.64203643798828,-76.57454681396484,1258.0
0.0008438710938207805,68,85544,-17.149234771728516,0.0008459126528049375,28,366,-1.32835375,85443,6.243024826049805,-60.77226257324219,1258.0
0.0008059576503001153,72,90576,-4.2892165184021,0.0008459126528049375,29,536,-1.3190698333333333,90475,8.729779243469238,-5.795246124267578,1258.0
0.001072000595740974,76,95608,12.26945686340332,0.0008459126528049375,29,708,-1.3152540921052631,95507,18.604061126708984,-59.17914581298828,1258.0
