time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_range,train/policy_gradient_loss,train/n_updates,train/std,train/explained_variance,train/approx_kl,train/entropy_loss,train/value_loss,train/loss,train/learning_rate,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
3892,0,1,512,,,,,,,,,,,,,
2164,0,2,1024,0.2,-0.025531091407174245,16,1.0013060569763184,-0.9197061061859131,0.018729135,-44.007134675979614,0.11741919721316663,-0.024070756509900093,0.0004092704424510632,0.22509765625,,
1904,0,3,1536,0.2,-0.030591984643251635,32,1.0011324882507324,-0.05051159858703613,0.018960644,-44.02791714668274,0.003276051953434944,-0.03771921992301941,0.0004092704424510632,0.2681884765625,-2.896332,1258.0
1795,1,4,2048,0.2,-0.03598168265307322,48,1.000075101852417,0.011379420757293701,0.03331238,-44.00419640541077,0.010130882350495085,-0.04487353563308716,0.0004092704424510632,0.3980712890625,-2.896332,1258.0
1731,1,5,2560,0.2,-0.023557942840852775,64,0.9985607862472534,0.00500643253326416,0.014716392,-43.96609628200531,0.0036634572606999427,-0.030834073200821877,0.0004092704424510632,0.23291015625,-2.8776705,1258.0
1691,1,6,3072,0.2,-0.029732958908425644,80,0.9986433386802673,0.005688488483428955,0.023537915,-43.9352126121521,0.019869066134560853,-0.03381333500146866,0.0004092704424510632,0.3253173828125,-2.8776705,1258.0
1666,2,7,3584,0.2,-0.029536023153923452,96,0.9968982338905334,0.002500474452972412,0.015463893,-43.920798659324646,0.0012449434088921407,-0.03509679064154625,0.0004092704424510632,0.2694091796875,-2.8776705,1258.0
1647,2,8,4096,0.2,-0.024920261959778145,112,0.9966709613800049,0.01670527458190918,0.02118857,-43.877928376197815,0.00920797311118804,-0.03742774575948715,0.0004092704424510632,0.2825927734375,-2.803914333333333,1258.0
1632,2,9,4608,0.2,-0.02222333216923289,128,0.9961118102073669,0.0062639713287353516,0.014561517,-43.87359917163849,0.017337676050374284,-0.02305532805621624,0.0004092704424510632,0.2354736328125,-2.803914333333333,1258.0
1622,3,10,5120,0.2,-0.025143447041045874,144,0.9954746961593628,0.006782472133636475,0.01716448,-43.85134017467499,0.002273465237522032,-0.03695010021328926,0.0004092704424510632,0.223388671875,-2.759505,1258.0
1613,3,11,5632,0.2,-0.020383461873279884,160,0.9936898350715637,0.010611534118652344,0.017707318,-43.80888307094574,0.04046816471964121,-0.009825557470321655,0.0004092704424510632,0.23193359375,-2.759505,1258.0
1608,3,12,6144,0.2,-0.023251426508068107,176,0.9927841424942017,0.010348320007324219,0.01976692,-43.7599812746048,0.0019103978156636003,-0.02812863513827324,0.0004092704424510632,0.2435302734375,-2.759505,1258.0
1603,4,13,6656,0.2,-0.03495360550004989,192,0.9925400614738464,0.01734447479248047,0.028856266,-43.74415481090546,0.012511340173659846,-0.04167046397924423,0.0004092704424510632,0.32861328125,-2.7567557999999996,1258.0
1599,4,14,7168,0.2,-0.024986083240946755,208,0.9922318458557129,0.014791905879974365,0.023620144,-43.73728907108307,0.037401300854980946,-0.005023116245865822,0.0004092704424510632,0.271484375,-2.7567557999999996,1258.0
1596,4,15,7680,0.2,-0.02798052455909783,224,0.9904972314834595,0.1994704008102417,0.017755821,-43.707780838012695,0.0037042974290670827,-0.037749215960502625,0.0004092704424510632,0.2645263671875,-2.7227309999999996,1258.0
1594,5,16,8192,0.2,-0.023632451135199517,240,0.9890692830085754,0.010498404502868652,0.01579446,-43.650749921798706,0.059679522179067135,-0.01672784611582756,0.0004092704424510632,0.260986328125,-2.7227309999999996,1258.0
1590,5,17,8704,0.2,-0.019289478776045144,256,0.988953709602356,0.029083430767059326,0.01631701,-43.62639391422272,0.0026650387444533408,-0.024098483845591545,0.0004092704424510632,0.2286376953125,-2.7227309999999996,1258.0
1590,5,18,9216,0.2,-0.02189948348677717,272,0.9918720126152039,0.12499582767486572,0.02487968,-43.66258132457733,0.011746459698770195,-0.030200865119695663,0.0004092704424510632,0.2576904296875,-2.732902857142857,1258.0
1589,6,19,9728,0.2,-0.024268163659144193,288,0.9929474592208862,0.07876408100128174,0.016235076,-43.7422993183136,0.054781701357569546,0.002716990187764168,0.0004092704424510632,0.2418212890625,-2.732902857142857,1258.0
1587,6,20,10240,0.2,-0.023875212064012885,304,0.9919758439064026,0.23262667655944824,0.015556597,-43.74112248420715,0.003165474445268046,-0.03505393862724304,0.0004092704424510632,0.2271728515625,-2.75831175,1258.0
1587,6,21,10752,0.2,-0.033748705638572574,320,0.9908543825149536,0.15914583206176758,0.036859807,-43.70517551898956,0.07636876404285431,-0.015698103234171867,0.0004092704424510632,0.34716796875,-2.75831175,1258.0
1587,7,22,11264,0.2,-0.023539497851743363,336,0.9898432493209839,-0.7762311697006226,0.0118496325,-43.671127796173096,0.0029215357717475854,-0.02838538959622383,0.0004092704424510632,0.21484375,-2.75831175,1258.0
1587,7,23,11776,0.2,-0.026848461129702628,352,0.9886219501495361,0.26057493686676025,0.017196884,-43.6366947889328,0.009197563515044749,-0.040136437863111496,0.0004092704424510632,0.23681640625,-2.735482888888889,1258.0
1586,7,24,12288,0.2,-0.028564300708239898,368,0.9884845614433289,0.42215824127197266,0.027222093,-43.61014902591705,0.05333090352360159,-0.012261873111128807,0.0004092704424510632,0.292236328125,-2.735482888888889,1258.0
1586,8,25,12800,0.2,-0.02792061064974405,384,0.9875758290290833,-1.12479567527771,0.023897978,-43.60121965408325,0.014556787216861267,-0.041525572538375854,0.0004092704424510632,0.2568359375,-2.7485168,1258.0
1586,8,26,13312,0.2,-0.02403231601056177,400,0.9878754615783691,0.1147998571395874,0.025960661,-43.587767601013184,0.09420180809684098,0.014121312648057938,0.0004092704424510632,0.2716064453125,-2.7485168,1258.0
1585,8,27,13824,0.2,-0.02062744670547545,416,0.9873354434967041,-0.45059502124786377,0.015858885,-43.58840727806091,0.0023230132646858692,-0.02991561032831669,0.0004092704424510632,0.2152099609375,-2.7485168,1258.0
1585,9,28,14336,0.2,-0.020864390942733735,432,0.9873504042625427,0.31012213230133057,0.018374555,-43.57110559940338,0.008206434547901154,-0.021672159433364868,0.0004092704424510632,0.2437744140625,-2.7425173636363636,1258.0
1585,9,29,14848,0.2,-0.023689693509368226,448,0.9868490099906921,0.23297041654586792,0.03416699,-43.56879258155823,0.037824808940058574,-0.024228869006037712,0.0004092704424510632,0.296142578125,-2.7425173636363636,1258.0
1584,9,30,15360,0.2,-0.02826452287263237,464,0.984375,-0.7622330188751221,0.017786419,-43.52694296836853,0.006200010422617197,-0.034135665744543076,0.0004092704424510632,0.24169921875,-2.7364245,1258.0
1582,10,31,15872,0.2,-0.023141804267652333,480,0.9839377999305725,0.36733919382095337,0.018359207,-43.465553641319275,0.07556904584635049,-0.007219336926937103,0.0004092704424510632,0.2210693359375,-2.7364245,1258.0
1581,10,32,16384,0.2,-0.024389192614762578,496,0.9811814427375793,0.23559921979904175,0.020167198,-43.432329058647156,0.005021543271141127,-0.040984172374010086,0.0004092704424510632,0.2451171875,-2.727228076923077,1258.0
1580,10,33,16896,0.2,-0.019002895409357734,512,0.9801192283630371,0.6041233539581299,0.018565577,-43.35504639148712,0.09410504542756826,0.004011329263448715,0.0004092704424510632,0.196044921875,-2.727228076923077,1258.0
1578,11,34,17408,0.2,-0.023954797739861533,528,0.9793827533721924,-1.0775752067565918,0.015355067,-43.33105492591858,0.009187726172967814,-0.03614318370819092,0.0004092704424510632,0.2127685546875,-2.727228076923077,1258.0
1577,11,35,17920,0.2,-0.025957592646591365,544,0.9786708950996399,-0.017456531524658203,0.020039033,-43.30885922908783,0.005704228933609556,-0.03387971594929695,0.0004092704424510632,0.255126953125,-2.7235848571428574,1258.0
1575,11,36,18432,0.2,-0.018427996554237325,560,0.9796186089515686,0.16888868808746338,0.016132236,-43.30941820144653,0.12301400792784989,0.012877792119979858,0.0004092704424510632,0.1578369140625,-2.7235848571428574,1258.0
1574,12,37,18944,0.2,-0.025303320904640714,576,0.9776623249053955,-0.12439227104187012,0.015321033,-43.30599784851074,0.0065901472844416276,-0.028691260144114494,0.0004092704424510632,0.2088623046875,-2.7168512666666667,1258.0
1572,12,38,19456,0.2,-0.023167416889918968,592,0.9764441847801208,0.5841664671897888,0.023805747,-43.24012053012848,0.09129013190977275,0.012374218553304672,0.0004092704424510632,0.211181640625,-2.7168512666666667,1258.0
1570,12,39,19968,0.2,-0.028348112842650153,608,0.9756543040275574,-0.9737198352813721,0.018065527,-43.21602749824524,0.0036411353430594318,-0.03391474857926369,0.0004092704424510632,0.2763671875,-2.7168512666666667,1258.0
1569,13,40,20480,0.2,-0.03265189556987025,624,0.9763621091842651,0.11282956600189209,0.030676069,-43.208903193473816,0.007524612010456622,-0.056337714195251465,0.0004092704424510632,0.322021484375,-2.714139125,1258.0
1568,13,41,20992,0.2,-0.02200082177296281,640,0.977012574672699,0.33629006147384644,0.020937925,-43.23141133785248,0.09178612823598087,0.00013171322643756866,0.0004092704424510632,0.188720703125,-2.714139125,1258.0
1566,13,42,21504,0.2,-0.03344531297625508,656,0.9773877263069153,-1.4699416160583496,0.016063293,-43.25046753883362,0.0038946203276282176,-0.04186034947633743,0.0004092704424510632,0.2728271484375,-2.715639705882353,1258.0
1565,14,43,22016,0.2,-0.022132894009700976,672,0.9772264361381531,0.38156020641326904,0.021639874,-43.25236797332764,0.12180382292717695,0.01153939962387085,0.0004092704424510632,0.1837158203125,-2.715639705882353,1258.0
1564,14,44,22528,0.2,-0.022059156035538763,688,0.9773600101470947,-1.5416274070739746,0.016433602,-43.25063896179199,0.004301787601434626,-0.03373591601848602,0.0004092704424510632,0.2152099609375,-2.715639705882353,1258.0
1564,14,45,23040,0.2,-0.027848705096403137,704,0.9775233268737793,0.2626138925552368,0.022180736,-43.25744903087616,0.008924573237891309,-0.03396386280655861,0.0004092704424510632,0.2830810546875,-2.7028753888888892,1258.0
1563,15,46,23552,0.2,-0.018642553797690198,720,0.9773978590965271,0.5281304717063904,0.016740298,-43.254913687705994,0.11274274718016386,0.0037956014275550842,0.0004092704424510632,0.1534423828125,-2.7028753888888892,1258.0
1563,15,47,24064,0.2,-0.02506218693451956,736,0.9769825339317322,-0.5773909091949463,0.018982865,-43.24447154998779,0.015242283145198599,-0.03295712172985077,0.0004092704424510632,0.2384033203125,-2.7040284736842106,1258.0
1561,15,48,24576,0.2,-0.017614835189306177,752,0.9755066633224487,0.6356857419013977,0.018589193,-43.222018241882324,0.09966152801644057,0.010396134108304977,0.0004092704424510632,0.180419921875,-2.7040284736842106,1258.0
1555,16,49,25088,0.2,-0.032798671105410904,768,0.9756845235824585,-3.7361087799072266,0.020235196,-43.19220733642578,0.004330714284151327,-0.03233504667878151,0.0004092704424510632,0.28857421875,-2.7040284736842106,1258.0
1555,16,50,25600,0.2,-0.02228038890461903,784,0.9781113862991333,0.3036597967147827,0.0199972,-43.22814655303955,0.008052568329731002,-0.033163297921419144,0.0004092704424510632,0.22607421875,-2.6983824000000003,1258.0
1555,16,51,26112,0.2,-0.01963801507372409,800,0.9784218668937683,0.5430570840835571,0.02056849,-43.287843227386475,0.07693053304683417,-0.012695949524641037,0.0004092704424510632,0.1512451171875,-2.6983824000000003,1258.0
1555,17,52,26624,0.2,-0.03109667295939289,816,0.9777487516403198,-0.7197716236114502,0.016949585,-43.277796626091,0.007215820485725999,-0.0400448776781559,0.0004092704424510632,0.25146484375,-2.696047761904762,1258.0
1555,17,53,27136,0.2,-0.017604652734007686,832,0.9775802493095398,0.5541366338729858,0.02005688,-43.25981390476227,0.12120343698188663,0.0003261491656303406,0.0004092704424510632,0.1549072265625,-2.696047761904762,1258.0
1554,17,54,27648,0.2,-0.02785501696052961,848,0.9774535298347473,-2.4351682662963867,0.019574411,-43.258373498916626,0.004108213492145296,-0.03655339032411575,0.0004092704424510632,0.2763671875,-2.696047761904762,1258.0
1554,18,55,28160,0.2,-0.030023926563444547,864,0.9781250357627869,0.5176541805267334,0.016966332,-43.26435577869415,0.023341355030424893,-0.03231838345527649,0.0004092704424510632,0.229736328125,-2.6986993636363636,1258.0
1554,18,56,28672,0.2,-0.025207135127857327,880,0.9770883321762085,0.6600579023361206,0.031928487,-43.26649355888367,0.05168022966245189,-0.03717011585831642,0.0004092704424510632,0.29833984375,-2.6986993636363636,1258.0
1554,18,57,29184,0.2,-0.021329651492123958,896,0.9781313538551331,-1.1956963539123535,0.016083859,-43.247344970703125,0.013719125417992473,-0.021166834980249405,0.0004092704424510632,0.2030029296875,-2.703211086956522,1258.0
