time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_range,train/policy_gradient_loss,train/n_updates,train/std,train/explained_variance,train/approx_kl,train/entropy_loss,train/value_loss,train/loss,train/learning_rate,train/clip_fraction,rollout/ep_rew_mean,rollout/ep_len_mean
1881,5,22,11264,0.2,-0.028413713196641766,336,1.005722999572754,-0.2030322551727295,0.018431634,-44.15660810470581,0.0019286884908069624,-0.040382709354162216,0.0004092704424510632,0.2803955078125,-2.738520125,1258.0
1870,6,23,11776,0.2,-0.02613396869855933,352,1.005456566810608,0.012140750885009766,0.022184562,-44.14504313468933,0.01272348960628733,-0.025374719873070717,0.0004092704424510632,0.2689208984375,-2.7492864444444445,1258.0
1860,6,24,12288,0.2,-0.020834339229622856,368,1.003813624382019,0.01008063554763794,0.021546688,-44.12120163440704,0.05431534058880061,-0.010849498212337494,0.0004092704424510632,0.23486328125,-2.7492864444444445,1258.0
1852,6,25,12800,0.2,-0.023284995448193513,384,1.0039544105529785,0.11633467674255371,0.014587593,-44.08956980705261,0.005481832100485917,-0.021902160719037056,0.0004092704424510632,0.19921875,-2.7521969,1258.0
1845,7,26,13312,0.2,-0.027770818589488044,400,1.0035631656646729,0.00013530254364013672,0.02553777,-44.09062838554382,0.08413842273876071,-0.003999780863523483,0.0004092704424510632,0.281005859375,-2.7521969,1258.0
1838,7,27,13824,0.2,-0.0204393776220968,416,1.0039763450622559,0.0042153000831604,0.021229655,-44.082587480545044,0.0019506624830682995,-0.027169685810804367,0.0004092704424510632,0.2196044921875,-2.7521969,1258.0
1832,7,28,14336,0.2,-0.020404857612447813,432,1.0028444528579712,0.11942988634109497,0.02044835,-44.07973504066467,0.009180240769637749,-0.030998485162854195,0.0004092704424510632,0.2364501953125,-2.737263727272727,1258.0
1827,8,29,14848,0.2,-0.02377028504270129,448,1.0021504163742065,0.16319704055786133,0.028321344,-44.039514660835266,0.03632076864596456,-0.015128415077924728,0.0004092704424510632,0.2845458984375,-2.737263727272727,1258.0
1821,8,30,15360,0.2,-0.027663485787343234,464,1.0000360012054443,0.2432757019996643,0.015004201,-44.00937235355377,0.002799747308017686,-0.047968342900276184,0.0004092704424510632,0.24951171875,-2.730879083333333,1258.0
1815,8,31,15872,0.2,-0.020436278922716156,480,0.9979826211929321,0.22472232580184937,0.024874147,-43.93101179599762,0.07514255319256335,0.012345017865300179,0.0004092704424510632,0.2060546875,-2.730879083333333,1258.0
1811,9,32,16384,0.2,-0.02735086936445441,496,0.99823397397995,-0.10214591026306152,0.018778134,-43.89974498748779,0.0029011954757152125,-0.049616049975156784,0.0004092704424510632,0.2650146484375,-2.7485853846153843,1258.0
1806,9,33,16896,0.2,-0.023587287054397166,512,0.9979212284088135,0.14521461725234985,0.019078318,-43.90788674354553,0.09060063038486987,0.011177027598023415,0.0004092704424510632,0.2261962890625,-2.7485853846153843,1258.0
1801,9,34,17408,0.2,-0.02816973089647945,528,0.9957256317138672,-0.22056031227111816,0.016076889,-43.87122142314911,0.0029228944040369242,-0.03475308418273926,0.0004092704424510632,0.2437744140625,-2.7485853846153843,1258.0
1798,9,35,17920,0.2,-0.02363055490422994,544,0.9947206377983093,-0.002247333526611328,0.016818928,-43.80692493915558,0.005804437336337287,-0.029555566608905792,0.0004092704424510632,0.2296142578125,-2.744379428571428,1258.0
1794,10,36,18432,0.2,-0.02029383968329057,560,0.9936974048614502,0.03258877992630005,0.019758496,-43.78104782104492,0.10814867482986301,0.0017418917268514633,0.0004092704424510632,0.215576171875,-2.744379428571428,1258.0
1791,10,37,18944,0.2,-0.026433744322275743,576,0.9936069846153259,-0.47929680347442627,0.02040294,-43.7542564868927,0.004002313660748769,-0.03240598738193512,0.0004092704424510632,0.2301025390625,-2.7570636,1258.0
1788,10,38,19456,0.2,-0.024752826007897966,592,0.9939822554588318,0.0753139853477478,0.025593689,-43.76464068889618,0.13432336342521012,0.015586063265800476,0.0004092704424510632,0.2503662109375,-2.7570636,1258.0
1785,11,39,19968,0.2,-0.02637582953320816,608,0.9928344488143921,-0.8935964107513428,0.019538091,-43.75538408756256,0.002280937067553168,-0.04034818708896637,0.0004092704424510632,0.2313232421875,-2.7570636,1258.0
1783,11,40,20480,0.2,-0.022241027079871856,624,0.9952318072319031,0.0003757476806640625,0.02166484,-43.76262009143829,0.013866074499674141,-0.02151728793978691,0.0004092704424510632,0.258056640625,-2.7603185,1258.0
1780,11,41,20992,0.2,-0.02219976820924785,640,0.9958156943321228,0.004411458969116211,0.026445966,-43.82586205005646,0.21576532698236406,0.05704137682914734,0.0004092704424510632,0.2642822265625,-2.7603185,1258.0
1777,12,42,21504,0.2,-0.023690605186857283,656,0.9946232438087463,-0.8641153573989868,0.015588556,-43.813920855522156,0.0033025748780346476,-0.036872610449790955,0.0004092704424510632,0.2039794921875,-2.7551176470588232,1258.0
1775,12,43,22016,0.2,-0.019313141121529043,672,0.9939743876457214,0.15185582637786865,0.018430738,-43.78056740760803,0.21740872040390968,0.04528769478201866,0.0004092704424510632,0.1822509765625,-2.7551176470588232,1258.0
1772,12,44,22528,0.2,-0.027024329436244443,688,0.993268609046936,-2.855055570602417,0.018949186,-43.76062524318695,0.0022429571909015067,-0.04031503200531006,0.0004092704424510632,0.25830078125,-2.7551176470588232,1258.0
1769,13,45,23040,0.2,-0.02895618142792955,704,0.9944311380386353,0.13833856582641602,0.023123369,-43.7641179561615,0.012113398697692901,-0.02709050476551056,0.0004092704424510632,0.289306640625,-2.757333833333333,1258.0
1767,13,46,23552,0.2,-0.02397625910816714,720,0.9950353503227234,0.48812735080718994,0.025909426,-43.796454071998596,0.15666967793367803,0.0024891048669815063,0.0004092704424510632,0.1796875,-2.757333833333333,1258.0
1765,13,47,24064,0.2,-0.02555679112265352,736,0.9954165816307068,-0.6770086288452148,0.016350003,-43.81103050708771,0.011965994432102889,-0.03148871660232544,0.0004092704424510632,0.2398681640625,-2.761373894736842,1258.0
1763,13,48,24576,0.2,-0.022907992330146953,752,0.9951537847518921,0.714206337928772,0.021238908,-43.81282126903534,0.14052799763157964,0.02443195879459381,0.0004092704424510632,0.2216796875,-2.761373894736842,1258.0
1761,14,49,25088,0.2,-0.02369260977138765,768,0.9948729276657104,-4.114721775054932,0.014513448,-43.80427825450897,0.0034459812413842883,-0.03867359831929207,0.0004092704424510632,0.2052001953125,-2.761373894736842,1258.0
1759,14,50,25600,0.2,-0.028822450680308975,784,0.9956405162811279,0.21673142910003662,0.024804652,-43.8076366186142,0.011424001160776243,-0.03386929631233215,0.0004092704424510632,0.2646484375,-2.76014845,1258.0
1757,14,51,26112,0.2,-0.017532046578708105,800,0.9945601224899292,0.4732522964477539,0.016700834,-43.811123847961426,0.09025145566556603,-0.008342968299984932,0.0004092704424510632,0.1322021484375,-2.76014845,1258.0
1755,15,52,26624,0.2,-0.03070837468840182,816,0.9949817061424255,-0.9408767223358154,0.017317675,-43.788313150405884,0.007526129367761314,-0.04589205980300903,0.0004092704424510632,0.2615966796875,-2.763474,1258.0
1753,15,53,27136,0.2,-0.01949926189990947,832,0.9952216744422913,0.6631262302398682,0.019442715,-43.808268904685974,0.12896271608769894,0.014445889741182327,0.0004092704424510632,0.170166015625,-2.763474,1258.0
1751,15,54,27648,0.2,-0.02382803466753103,848,0.993421733379364,-1.878157138824463,0.016055804,-43.78912270069122,0.0035543808626243845,-0.04954728111624718,0.0004092704424510632,0.23974609375,-2.763474,1258.0
1749,16,55,28160,0.2,-0.02514287765370682,864,0.9918076395988464,0.3469949960708618,0.019238856,-43.72438454627991,0.02117124036885798,-0.014872442930936813,0.0004092704424510632,0.23486328125,-2.7624293636363637,1258.0
1747,16,56,28672,0.2,-0.022104656178271398,880,0.9918916821479797,0.4371996521949768,0.018856173,-43.70567762851715,0.06258514465298504,-0.024073675274848938,0.0004092704424510632,0.1571044921875,-2.7624293636363637,1258.0
1745,16,57,29184,0.2,-0.023518246540334076,896,0.9911254048347473,-1.0494728088378906,0.01548261,-43.69834542274475,0.009162098183878697,-0.030792392790317535,0.0004092704424510632,0.2220458984375,-2.761351130434783,1258.0
1743,17,58,29696,0.2,-0.01937547260604333,912,0.9902628660202026,0.7103778123855591,0.016297227,-43.66785395145416,0.16207983903586864,0.020854584872722626,0.0004092704424510632,0.1324462890625,-2.761351130434783,1258.0
1741,17,59,30208,0.2,-0.022660528280539438,928,0.9916121959686279,-0.2822122573852539,0.015890006,-43.66813147068024,0.0035932361643062904,-0.024044185876846313,0.0004092704424510632,0.2060546875,-2.7558421249999996,1258.0
1740,17,60,30720,0.2,-0.012093050463590771,944,0.9917243719100952,0.32215654850006104,0.014384825,-43.70468628406525,0.19707339513115585,0.027592238038778305,0.0004092704424510632,0.068603515625,-2.7558421249999996,1258.0
1739,17,61,31232,0.2,-0.02567043151066173,960,0.9921542406082153,-1.3742363452911377,0.018990133,-43.70137357711792,0.0020095434083486907,-0.0369301438331604,0.0004092704424510632,0.2801513671875,-2.7558421249999996,1258.0
1738,18,62,31744,0.2,-0.025057618142454885,976,0.992079496383667,0.08160597085952759,0.013466792,-43.716362953186035,0.002319485014595557,-0.036960065364837646,0.0004092704424510632,0.2115478515625,-2.75098888,1258.0
1736,18,63,32256,0.2,-0.012546979698527139,992,0.9923370480537415,0.2624375820159912,0.011611005,-43.71505510807037,0.2860575083177537,0.049300119280815125,0.0004092704424510632,0.058837890625,-2.75098888,1258.0
1735,18,64,32768,0.2,-0.027730910544050857,1008,0.9940447211265564,-0.46926403045654297,0.012652158,-43.73873460292816,0.0034446778226993047,-0.03583811968564987,0.0004092704424510632,0.23779296875,-2.7545091538461537,1258.0
1734,19,65,33280,0.2,-0.013701699732337147,1024,0.9943925738334656,0.47384190559387207,0.014080302,-43.78061497211456,0.3035561675205827,0.07332322746515274,0.0004092704424510632,0.0787353515625,-2.7545091538461537,1258.0
1733,19,66,33792,0.2,-0.027205449587199837,1040,0.9952841401100159,-1.6741206645965576,0.023606809,-43.79143035411835,0.001870144948043162,-0.0430603101849556,0.0004092704424510632,0.28173828125,-2.7545091538461537,1258.0
1732,19,67,34304,0.2,-0.021729668747866526,1056,0.995995044708252,0.008564293384552002,0.020654468,-43.8185578584671,0.011796692793723196,-0.027503570541739464,0.0004092704424510632,0.2581787109375,-2.7545995925925926,1258.0
1732,20,68,34816,0.2,-0.015585372151690535,1072,0.9959346652030945,0.11249768733978271,0.012042442,-43.82840692996979,0.33840779680758715,0.030341506004333496,0.0004092704424510632,0.110595703125,-2.7545995925925926,1258.0
1730,20,69,35328,0.2,-0.02626355367829092,1088,0.9959123730659485,-0.6770437955856323,0.01620764,-43.81946122646332,0.0030206906521925703,-0.04446493089199066,0.0004092704424510632,0.2344970703125,-2.7513729642857143,1258.0
1730,20,70,35840,0.2,-0.01531611908285413,1104,0.9959043264389038,0.13328617811203003,0.017030265,-43.81827771663666,0.45520356204360723,0.08973416686058044,0.0004092704424510632,0.103271484375,-2.7513729642857143,1258.0
1729,21,71,36352,0.2,-0.026321606899728067,1120,0.994499683380127,-4.094105243682861,0.022816218,-43.79793441295624,0.003326746704260586,-0.03972742706537247,0.0004092704424510632,0.2822265625,-2.7513729642857143,1258.0
1728,21,72,36864,0.2,-0.028243440290680155,1136,0.9920340776443481,0.06752383708953857,0.02352325,-43.73672568798065,0.010248663369566202,-0.03205486387014389,0.0004092704424510632,0.29541015625,-2.752615620689655,1258.0
1727,21,73,37376,0.2,-0.01587934528652113,1152,0.9911297559738159,0.3434934616088867,0.012966298,-43.67802095413208,0.30350820207968354,0.029773090034723282,0.0004092704424510632,0.087646484375,-2.752615620689655,1258.0
1726,21,74,37888,0.2,-0.023741969038383104,1168,0.9910255074501038,-1.4798057079315186,0.016433304,-43.66672909259796,0.005597681061772164,-0.03529728204011917,0.0004092704424510632,0.2325439453125,-2.7508668,1258.0
1725,22,75,38400,0.2,-0.015380011420347728,1184,0.991300642490387,0.04436349868774414,0.013831595,-43.665069341659546,0.6063439436256886,0.10950180888175964,0.0004092704424510632,0.077392578125,-2.7508668,1258.0
1724,22,76,38912,0.2,-0.017982338060392067,1200,0.9914761185646057,-0.20672130584716797,0.011748031,-43.67127883434296,0.002622366497234907,-0.04006683826446533,0.0004092704424510632,0.194091796875,-2.7508668,1258.0
1723,22,77,39424,0.2,-0.01726516761118546,1216,0.99076908826828,0.33111006021499634,0.016993783,-43.66470146179199,0.015981823729816824,-0.00659133167937398,0.0004092704424510632,0.223876953125,-2.7558863870967745,1258.0
1723,23,78,39936,0.2,-0.02128820687357802,1232,0.9906857013702393,0.6044254302978516,0.022287592,-43.642906069755554,0.3132510990835726,0.03985804319381714,0.0004092704424510632,0.119140625,-2.7558863870967745,1258.0
1722,23,79,40448,0.2,-0.023153953719884157,1248,0.9912245869636536,-0.7502304315567017,0.016323097,-43.652137994766235,0.0271136345108971,-0.02504405379295349,0.0004092704424510632,0.2056884765625,-2.7534991875,1258.0
1721,23,80,40960,0.2,-0.01681922968418803,1264,0.9915393590927124,0.8037473559379578,0.023501912,-43.66827428340912,0.34799838066101074,0.1021042987704277,0.0004092704424510632,0.1424560546875,-2.7534991875,1258.0
1721,24,81,41472,0.2,-0.02820361382327974,1280,0.9914423823356628,-7.791696548461914,0.017481714,-43.67073607444763,0.0055431323271477595,-0.03544819355010986,0.0004092704424510632,0.251953125,-2.7534991875,1258.0
1720,24,82,41984,0.2,-0.02386863829451613,1296,0.9902723431587219,0.3415326476097107,0.016964264,-43.65186667442322,0.02380102314054966,-0.021557418629527092,0.0004092704424510632,0.2384033203125,-2.755048,1258.0
1719,24,83,42496,0.2,-0.014281955023761839,1312,0.9902665019035339,0.5526424646377563,0.018459115,-43.62571609020233,0.11095861520152539,-0.003321530297398567,0.0004092704424510632,0.1429443359375,-2.755048,1258.0
1719,25,84,43008,0.2,-0.024291493522468954,1328,0.9894554615020752,-1.9137797355651855,0.020843796,-43.620527267456055,0.014036509615834802,-0.03153678774833679,0.0004092704424510632,0.2532958984375,-2.7547444411764705,1258.0
1718,25,85,43520,0.2,-0.014029263285920024,1344,0.9891511797904968,0.6761932373046875,0.015314136,-43.59895873069763,0.2945262989960611,0.1395948827266693,0.0004092704424510632,0.1002197265625,-2.7547444411764705,1258.0
1718,25,86,44032,0.2,-0.02314265262975823,1360,0.9897279143333435,-1.0243115425109863,0.02047028,-43.6000714302063,0.012421176274074242,-0.029678795486688614,0.0004092704424510632,0.2623291015625,-2.7554834857142856,1258.0
1717,25,87,44544,0.2,-0.015295315330149606,1376,0.9902021884918213,0.7000591158866882,0.01655187,-43.62123489379883,0.3433049418963492,0.054763615131378174,0.0004092704424510632,0.07666015625,-2.7554834857142856,1258.0
1717,26,88,45056,0.2,-0.022903974298969842,1392,0.9901474714279175,-2.453768730163574,0.017324522,-43.6259548664093,0.003458331135334447,-0.026687223464250565,0.0004092704424510632,0.225830078125,-2.7554834857142856,1258.0
1716,26,89,45568,0.2,-0.02529590811172966,1408,0.9910962581634521,0.04956454038619995,0.016476545,-43.633203864097595,0.003390399113413878,-0.03540856018662453,0.0004092704424510632,0.2523193359375,-2.7601204444444445,1258.0
1716,26,90,46080,0.2,-0.010802065218740609,1424,0.9914745092391968,0.1819617748260498,0.010642765,-43.65961396694183,0.5769120487384498,0.07141879200935364,0.0004092704424510632,0.0400390625,-2.7601204444444445,1258.0
1715,27,91,46592,0.2,-0.028206286166096106,1440,0.9924904108047485,-1.4836065769195557,0.020360854,-43.678088426589966,0.006682130544504616,-0.035350214689970016,0.0004092704424510632,0.2481689453125,-2.7576462972972973,1258.0
1715,27,92,47104,0.2,-0.010504920268431306,1456,0.9926448464393616,0.45661771297454834,0.009849047,-43.699469685554504,0.446767115034163,0.06150573864579201,0.0004092704424510632,0.041748046875,-2.7576462972972973,1258.0
1714,27,93,47616,0.2,-0.025778828319744207,1472,0.9940058588981628,-4.678999423980713,0.02457982,-43.71731698513031,0.0027970943392574554,-0.03108205646276474,0.0004092704424510632,0.2803955078125,-2.7576462972972973,1258.0
1714,28,94,48128,0.2,-0.02337179853930138,1488,0.994171142578125,-0.025041818618774414,0.021240858,-43.752246499061584,0.011699271795805544,-0.02060154639184475,0.0004092704424510632,0.2484130859375,-2.758219289473684,1258.0
1713,28,95,48640,0.2,-0.012113707285607234,1504,0.993947446346283,0.3428375720977783,0.0117661115,-43.74554920196533,0.42642213497310877,0.08094805479049683,0.0004092704424510632,0.051025390625,-2.758219289473684,1258.0
1713,28,96,49152,0.2,-0.022572276327991858,1520,0.995954692363739,-0.8684231042861938,0.020600671,-43.77186357975006,0.00576632542652078,-0.040729913860559464,0.0004092704424510632,0.240234375,-2.7545482051282053,1258.0
1712,28,97,49664,0.2,-0.01163749439001549,1536,0.996518611907959,0.660942018032074,0.0094932355,-43.820499897003174,0.495110628195107,0.13761985301971436,0.0004092704424510632,0.026123046875,-2.7545482051282053,1258.0
1712,29,98,50176,0.2,-0.03222430209279992,1552,0.9963324666023254,-0.7766338586807251,0.020008124,-43.81942558288574,0.002680195182620082,-0.04760231077671051,0.0004092704424510632,0.2904052734375,-2.7545482051282053,1258.0
1712,29,99,50688,0.2,-0.02872556066722609,1568,0.9940907955169678,0.16164839267730713,0.024663955,-43.786428689956665,0.015399835392599925,-0.03335236757993698,0.0004092704424510632,0.2919921875,-2.7543264,1258.0
1711,29,100,51200,0.2,-0.00929534273018362,1584,0.9933690428733826,0.6241282224655151,0.00932137,-43.72759163379669,0.4236135962419212,0.04452754557132721,0.0004092704424510632,0.02880859375,-2.7543264,1258.0
1711,30,101,51712,0.2,-0.024468618430546485,1600,0.9943301677703857,-0.2207571268081665,0.018710513,-43.730303049087524,0.01974220498232171,-0.02748674340546131,0.0004092704424510632,0.224853515625,-2.7588040731707317,1258.0
1711,30,102,52224,0.2,-0.016091211029561237,1616,0.9948943853378296,0.7979789972305298,0.010155024,-43.76183307170868,0.46889803372323513,0.13945908844470978,0.0004092704424510632,0.099609375,-2.7588040731707317,1258.0
1710,30,103,52736,0.2,-0.024486508496920578,1632,0.9949994087219238,-0.6808677911758423,0.023645895,-43.76554024219513,0.008828527104924433,-0.03375380486249924,0.0004092704424510632,0.265625,-2.7588040731707317,1258.0
1710,31,104,53248,0.2,-0.029263068980071694,1648,0.9954102635383606,0.35009658336639404,0.023347246,-43.771374464035034,0.011972184729529545,-0.03720788657665253,0.0004092704424510632,0.2777099609375,-2.7567036666666667,1258.0
1709,31,105,53760,0.2,-0.012744000458042137,1664,0.9952954649925232,0.6646061539649963,0.013299627,-43.77923357486725,0.26122050965204835,0.019601445645093918,0.0004092704424510632,0.096435546875,-2.7567036666666667,1258.0
1709,31,106,54272,0.2,-0.032184195501031354,1680,0.9977254271507263,-0.12840569019317627,0.023228142,-43.79997193813324,0.020351749728433788,-0.03734448179602623,0.0004092704424510632,0.3455810546875,-2.755140395348837,1258.0
1709,32,107,54784,0.2,-0.01412284638354322,1696,0.9988353252410889,0.8121523857116699,0.011636859,-43.86958301067352,0.7247198978438973,0.44373324513435364,0.0004092704424510632,0.06689453125,-2.755140395348837,1258.0
1708,32,108,55296,0.2,-0.029393960518063977,1712,1.000016450881958,-4.194056034088135,0.024704248,-43.89772057533264,0.013831096235662699,-0.03169619292020798,0.0004092704424510632,0.319091796875,-2.755140395348837,1258.0
1708,32,109,55808,0.2,-0.02211625553900376,1728,1.0002503395080566,0.4134606719017029,0.015521059,-43.92716062068939,0.018937226879643276,-0.02029801532626152,0.0004092704424510632,0.189208984375,-2.7566101818181816,1258.0
1708,32,110,56320,0.2,-0.01670051593828248,1744,0.9997596740722656,0.7166115045547485,0.02555225,-43.9219765663147,0.14533332257997245,0.005436845123767853,0.0004092704424510632,0.15576171875,-2.7566101818181816,1258.0
1707,33,111,56832,0.2,-0.028518794584670104,1760,1.001349687576294,-2.244765043258667,0.024212379,-43.926397919654846,0.014243998739402741,-0.04256793111562729,0.0004092704424510632,0.255126953125,-2.760761866666667,1258.0
1707,33,112,57344,0.2,-0.008216568137868308,1776,1.002375841140747,0.45015621185302734,0.009437253,-43.98148477077484,0.4908478697761893,0.060347944498062134,0.0004092704424510632,0.0491943359375,-2.760761866666667,1258.0
1706,33,113,57856,0.2,-0.027999873156659305,1792,1.003354787826538,-3.3537378311157227,0.020639285,-44.004770040512085,0.0032058377710200148,-0.0445844829082489,0.0004092704424510632,0.2364501953125,-2.760761866666667,1258.0
1706,34,114,58368,0.2,-0.01955745001032483,1808,1.0033458471298218,0.6288429498672485,0.022925537,-44.02073657512665,0.1754951325710863,0.05901800096035004,0.0004092704424510632,0.1639404296875,-2.7629623260869565,1258.0
1706,34,115,58880,0.2,-0.022983873190241866,1824,1.0035946369171143,0.8284143805503845,0.03350561,-44.02288508415222,0.06437796883983538,-0.018975544720888138,0.0004092704424510632,0.220458984375,-2.7629623260869565,1258.0
1705,34,116,59392,0.2,-0.022800420891144313,1840,1.0014065504074097,-0.6991994380950928,0.015294574,-43.99887943267822,0.018444792018271983,-0.0408361554145813,0.0004092704424510632,0.2064208984375,-2.7609065319148938,1258.0
1705,35,117,59904,0.2,-0.010273026215145364,1856,1.000874638557434,0.8148013353347778,0.014893569,-43.94606041908264,0.37193868635222316,0.07747653126716614,0.0004092704424510632,0.0489501953125,-2.7609065319148938,1258.0
1705,35,118,60416,0.2,-0.031114769051782787,1872,1.001503348350525,-1.6921629905700684,0.020853395,-43.94634437561035,0.006227608188055456,-0.050318580120801926,0.0004092704424510632,0.3123779296875,-2.761985041666667,1258.0
1704,35,119,60928,0.2,-0.008460467055556364,1888,1.0018489360809326,0.3413996696472168,0.010672616,-43.96775960922241,0.5071092573925853,0.07602563500404358,0.0004092704424510632,0.0440673828125,-2.761985041666667,1258.0
1704,36,120,61440,0.2,-0.024574292052420788,1904,1.0009427070617676,-1.6248464584350586,0.018786315,-43.96086120605469,0.0016175118635146646,-0.03895795717835426,0.0004092704424510632,0.254150390625,-2.761985041666667,1258.0
1704,36,121,61952,0.2,-0.034254042635438964,1920,1.0021189451217651,-0.0734785795211792,0.025627678,-43.95988345146179,0.008276356165879406,-0.03132578730583191,0.0004092704424510632,0.35498046875,-2.763427693877551,1258.0
1703,36,122,62464,0.2,-0.005580206845479552,1936,1.0025246143341064,0.29490160942077637,0.0061397944,-43.991490483284,0.801065088249743,0.14714883267879486,0.0004092704424510632,0.015625,-2.763427693877551,1258.0
1703,36,123,62976,0.2,-0.023000959074124694,1952,1.0004361867904663,0.12187522649765015,0.018506162,-43.96420121192932,0.006533676467370242,-0.030103053897619247,0.0004092704424510632,0.224365234375,-2.7637597400000002,1258.0
1702,37,124,63488,0.2,-0.009557004581438377,1968,0.999716579914093,0.5621968507766724,0.008455832,-43.9119131565094,0.6555122300051153,0.0812772810459137,0.0004092704424510632,0.054931640625,-2.7637597400000002,1258.0
1702,37,125,64000,0.2,-0.02986666208016686,1984,1.000197410583496,-1.2655344009399414,0.022735447,-43.908867716789246,0.003701555651787203,-0.04350368678569794,0.0004092704424510632,0.2930908203125,-2.7637597400000002,1258.0
