time/episodes,train/critic_loss,time/total_timesteps,train/n_updates,time/time_elapsed,train/actor_loss,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,time/fps,train/learning_rate,rollout/ep_rew_mean
4,0.8561921119689941,5028,4927,378,-123.88076782226562,-171.30943298339844,0.018001072108745575,1257.0,13,0.0008459126528049375,-4.88592725
8,1.791146159172058,10056,9955,759,-129.93955993652344,62.813106536865234,0.0016339283902198076,1257.0,13,0.0008459126528049375,-3.7823432500000003
12,2.028818130493164,15084,14983,1147,-136.7393035888672,49.711273193359375,0.001058915862813592,1257.0,13,0.0008459126528049375,-3.1144419166666673
16,2.5862927436828613,20112,20011,1525,-139.32420349121094,6.4258646965026855,0.0007528495625592768,1257.0,13,0.0008459126528049375,-2.7803562499999996
20,3.9878032207489014,25140,25039,10,-142.27679443359375,24.70135498046875,0.0010701915016397834,1257.0,13,0.0008459126528049375,-2.5487206999999996
24,3.1122543811798096,30168,30067,418,-145.37893676757812,39.131500244140625,0.0006127465749159455,1257.0,12,0.0008459126528049375,-2.404645875
