time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/clip_fraction,train/std,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
4252,512,1,0,,,,,,,,,,,,,
2250,1024,2,0,0.019162154,0.0004092704424510632,-0.34236645698547363,16,0.273681640625,1.0010697841644287,0.10229246209200937,-0.032005537825170904,-44.00327503681183,0.2,-0.02930542826652527,,
1932,1536,3,0,0.019255185,0.0004092704424510632,0.026231706142425537,32,0.254638671875,1.00052809715271,0.0023872950187069364,-0.02651769103249535,-44.019097208976746,0.2,-0.018646840006113052,1223.0,-2.238589
1803,2048,4,1,0.030132335,0.0004092704424510632,0.00530397891998291,48,0.350830078125,1.0003161430358887,0.015039205201901495,-0.034921169964945875,-43.9932644367218,0.2,-0.03964725881814957,1223.0,-2.238589
1734,2560,5,1,0.017756835,0.0004092704424510632,-0.006981015205383301,64,0.255615234375,0.9986193180084229,0.0015266471382346936,-0.02736858808202669,-43.97298836708069,0.2,-0.035837505012750626,1223.0,-2.1559725
1693,3072,6,1,0.016155504,0.0004092704424510632,0.0017143487930297852,80,0.255615234375,0.9980322122573853,0.018607337144203484,-0.024886249419068918,-43.92640948295593,0.2,-0.012240025214850903,1223.0,-2.1559725
1665,3584,7,2,0.01749159,0.0004092704424510632,-0.01161050796508789,96,0.2568359375,0.9968804717063904,0.0018789752448356012,-0.02622951747616753,-43.905357241630554,0.2,-0.025959718972444534,1223.0,-2.1559725
1653,4096,8,2,0.019646902,0.0004092704424510632,-0.001921534538269043,112,0.29052734375,0.9971105456352234,0.0019855046884913463,-0.029765027051325887,-43.880553126335144,0.2,-0.036000292748212814,1223.0,-2.192584333333333
1640,4608,9,2,0.028594319,0.0004092704424510632,-0.0008071660995483398,128,0.337158203125,0.9974275827407837,0.031086391827557236,-0.03440910077188164,-43.895174741744995,0.2,-0.025013407692313194,1223.0,-2.192584333333333
1629,5120,10,3,0.02152099,0.0004092704424510632,0.0037727952003479004,144,0.254638671875,0.995911180973053,0.001877280255939695,-0.026005265419371426,-43.87935185432434,0.2,-0.03302566334605217,1223.0,-2.21660475
1622,5632,11,3,0.018178213,0.0004092704424510632,0.00018644332885742188,160,0.2320556640625,0.9953721761703491,0.03614703461062163,-0.022157983505167067,-43.83236908912659,0.2,-0.008148908615112305,1223.0,-2.21660475
1619,6144,12,3,0.015505628,0.0004092704424510632,0.004334211349487305,176,0.233154296875,0.9927417039871216,0.0015612700372003019,-0.026925371610559523,-43.797295928001404,0.2,-0.033611562103033066,1223.0,-2.2209376
1624,6656,13,4,0.017238155,0.0004092704424510632,0.0009121894836425781,192,0.232666015625,0.9920162558555603,0.042751302709802985,-0.026040349155664444,-43.73184895515442,0.2,-0.014211710542440414,1223.0,-2.2209376
1625,7168,14,4,0.018323133,0.0004092704424510632,-0.011840224266052246,208,0.268310546875,0.9937906861305237,0.002124196307704551,-0.03266566130332649,-43.74828231334686,0.2,-0.04748650640249252,1223.0,-2.2209376
1629,7680,15,4,0.018427784,0.0004092704424510632,-0.0010874271392822266,224,0.22265625,0.9961959719657898,0.002461624735587975,-0.024424434413958807,-43.8164986371994,0.2,-0.03472926840186119,1223.0,-2.2041911666666665
1633,8192,16,5,0.01786065,0.0004092704424510632,0.0005217194557189941,240,0.2401123046875,0.9968476891517639,0.0525525480043143,-0.02580925464280881,-43.86815619468689,0.2,-0.01488945260643959,1223.0,-2.2041911666666665
1632,8704,17,5,0.02462129,0.0004092704424510632,-0.012679338455200195,256,0.285400390625,0.9979177117347717,0.001690427539870143,-0.0293697394663468,-43.88425576686859,0.2,-0.037350524216890335,1223.0,-2.184514857142857
1631,9216,18,5,0.021094404,0.0004092704424510632,0.0006911754608154297,272,0.2401123046875,0.9978078007698059,0.057440591510385275,-0.02545860361715313,-43.91043674945831,0.2,-0.008867410942912102,1223.0,-2.184514857142857
1631,9728,19,5,0.017349556,0.0004092704424510632,0.00038635730743408203,288,0.20751953125,0.9965036511421204,0.0018444789566274267,-0.023946761299157515,-43.880504965782166,0.2,-0.03399825096130371,1223.0,-2.184514857142857
