time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/clip_fraction,train/std,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
4149,512,1,0,,,,,,,,,,,,,
2532,1024,2,0,0.014853809,0.0004092704424510632,-0.04069697856903076,16,0.2144775390625,1.001527190208435,0.09985107364627765,-0.023240030190208927,-44.013763070106506,0.2,-0.03293265029788017,,
2219,1536,3,0,0.021662582,0.0004092704424510632,0.008521497249603271,32,0.3057861328125,1.0019302368164062,0.0021453582412505057,-0.027312479360261932,-44.04203152656555,0.2,-0.04698638245463371,1223.0,-2.24988
2121,2048,4,0,0.027960595,0.0004092704424510632,-0.0027960538864135742,48,0.3187255859375,1.0020166635513306,0.02444492490030825,-0.029666787711903453,-44.045085310935974,0.2,-0.02304372936487198,1223.0,-2.24988
2056,2560,5,1,0.017959122,0.0004092704424510632,0.019433140754699707,64,0.2515869140625,1.0014398097991943,0.0013369784210226499,-0.023226566321682185,-44.04294979572296,0.2,-0.03276236727833748,1223.0,-2.15677
2016,3072,6,1,0.02248191,0.0004092704424510632,0.0028218626976013184,80,0.3201904296875,0.9997997283935547,0.011604264655034058,-0.03212854262528708,-44.00595223903656,0.2,-0.03358861058950424,1223.0,-2.15677
1991,3584,7,1,0.015013965,0.0004092704424510632,0.0197906494140625,96,0.2188720703125,0.9982805848121643,0.0020424547146831173,-0.02356979125761427,-43.950923681259155,0.2,-0.023403583094477654,1223.0,-2.15677
1967,4096,8,2,0.021877348,0.0004092704424510632,0.016091525554656982,112,0.3018798828125,0.9979293942451477,0.0018921461632999126,-0.03254676239157561,-43.91733157634735,0.2,-0.0446680448949337,1223.0,-2.1106813333333334
1960,4608,9,2,0.018249094,0.0004092704424510632,0.014442205429077148,128,0.252197265625,0.9974455833435059,0.0035038570495089516,-0.03024185635149479,-43.90842950344086,0.2,-0.04663415625691414,1223.0,-2.1106813333333334
1958,5120,10,2,0.019736744,0.0004092704424510632,0.014403939247131348,144,0.2767333984375,0.9980849623680115,0.0013321348142198985,-0.02748010540381074,-43.90729355812073,0.2,-0.042450278997421265,1223.0,-2.07462775
1949,5632,11,2,0.018231573,0.0004092704424510632,0.024250507354736328,160,0.2093505859375,0.9980868697166443,0.00225902108286391,-0.022417916348786093,-43.92203652858734,0.2,-0.022363118827342987,1223.0,-2.07462775
1939,6144,12,3,0.017008387,0.0004092704424510632,0.003102719783782959,176,0.2618408203125,0.9966726899147034,0.001224519841343863,-0.028640212025493383,-43.90229690074921,0.2,-0.03417734429240227,1223.0,-2.0800229999999997
1935,6656,13,3,0.015974937,0.0004092704424510632,0.0017803311347961426,192,0.229248046875,0.996256947517395,0.0037593892848235555,-0.021897142549278215,-43.86038291454315,0.2,-0.017721764743328094,1223.0,-2.0800229999999997
1925,7168,14,3,0.013483187,0.0004092704424510632,0.019618868827819824,208,0.213623046875,0.9965595006942749,0.002157447801437229,-0.022419295244617388,-43.863908648490906,0.2,-0.028467953205108643,1223.0,-2.0800229999999997
1913,7680,15,4,0.022961766,0.0004092704424510632,0.006087362766265869,224,0.2529296875,0.9964004755020142,0.0025666791989351623,-0.02751829315093346,-43.86475372314453,0.2,-0.0435110405087471,1223.0,-2.1015515
1901,8192,16,4,0.015591493,0.0004092704424510632,8.058547973632812e-05,240,0.2313232421875,0.9958466291427612,0.008400265520322137,-0.02537459967425093,-43.85674858093262,0.2,-0.03223098814487457,1223.0,-2.1015515
1888,8704,17,4,0.013919286,0.0004092704424510632,0.011668622493743896,256,0.22900390625,0.9975548386573792,0.0015004074703028891,-0.028777916537364945,-43.86559975147247,0.2,-0.03827687352895737,1223.0,-2.1273718571428573
1873,9216,18,4,0.013812851,0.0004092704424510632,0.0005620718002319336,272,0.1929931640625,0.9973536133766174,0.012161980295786634,-0.019440867472440004,-43.903456687927246,0.2,-0.01723189279437065,1223.0,-2.1273718571428573
1863,9728,19,5,0.020613533,0.0004092704424510632,0.009452104568481445,288,0.2325439453125,0.9959863424301147,0.001700894046734902,-0.025855222484096885,-43.86767494678497,0.2,-0.039296939969062805,1223.0,-2.1273718571428573
1858,10240,20,5,0.018733226,0.0004092704424510632,0.011736929416656494,304,0.2237548828125,0.9944584965705872,0.0021935218428552616,-0.026571190945105627,-43.82397735118866,0.2,-0.04412299394607544,1223.0,-2.1335525
1854,10752,21,5,0.027538853,0.0004092704424510632,-0.0001741647720336914,320,0.234130859375,0.9940455555915833,0.02030809031566605,-0.02565092159784399,-43.79491662979126,0.2,-0.029258398339152336,1223.0,-2.1335525
1847,11264,22,6,0.018119628,0.0004092704424510632,0.0019290447235107422,336,0.2489013671875,0.9929113984107971,0.0024082135896605905,-0.03117610867775511,-43.77102518081665,0.2,-0.03430410847067833,1223.0,-2.149030888888889
1841,11776,23,6,0.014391173,0.0004092704424510632,0.0009108781814575195,352,0.187255859375,0.9920604825019836,0.02775739907519892,-0.022540679841767997,-43.73655581474304,0.2,-0.023113008588552475,1223.0,-2.149030888888889
1837,12288,24,6,0.018740077,0.0004092704424510632,0.018782734870910645,368,0.2615966796875,0.9920198321342468,0.001241309824763448,-0.031062959096743725,-43.71825814247131,0.2,-0.03900548070669174,1223.0,-2.1435579000000002
1832,12800,25,6,0.015482382,0.0004092704424510632,0.00017845630645751953,384,0.186279296875,0.9927202463150024,0.030240682885050774,-0.024122580012772232,-43.72737264633179,0.2,-0.02203444205224514,1223.0,-2.1435579000000002
1828,13312,26,7,0.018330297,0.0004092704424510632,0.006875872611999512,400,0.1810302734375,0.9898853898048401,0.0026802073989529163,-0.02254106265900191,-43.70158886909485,0.2,-0.03601721674203873,1223.0,-2.1435579000000002
1828,13824,27,7,0.02719529,0.0004092704424510632,0.007454872131347656,416,0.2613525390625,0.9889890551567078,0.0020821108901145635,-0.0298258246621117,-43.62434720993042,0.2,-0.044541385024785995,1223.0,-2.147186181818182
1830,14336,28,7,0.020901192,0.0004092704424510632,0.0005016326904296875,432,0.2347412109375,0.9868907332420349,0.04223567177541554,-0.02574742736760527,-43.5922749042511,0.2,-0.00996285118162632,1223.0,-2.147186181818182
1827,14848,29,8,0.021724995,0.0004092704424510632,0.0024139881134033203,448,0.22900390625,0.9860092401504517,0.0018834670627256855,-0.02445236344647128,-43.5310138463974,0.2,-0.034765034914016724,1223.0,-2.1554454166666663
1825,15360,30,8,0.02411719,0.0004092704424510632,0.000701904296875,464,0.2598876953125,0.9858863353729248,0.04779847653117031,-0.027924954556510784,-43.52075254917145,0.2,-0.008736716583371162,1223.0,-2.1554454166666663
1824,15872,31,8,0.02100619,0.0004092704424510632,0.006461381912231445,480,0.240478515625,0.9875365495681763,0.0017560986416356172,-0.02718473706045188,-43.533422350883484,0.2,-0.04069037362933159,1223.0,-2.1554454166666663
1824,16384,32,8,0.017489221,0.0004092704424510632,0.006742537021636963,496,0.2313232421875,0.9863628149032593,0.002378188117290847,-0.027534293389180675,-43.55454993247986,0.2,-0.03599533811211586,1223.0,-2.1501806923076923
1820,16896,33,9,0.04074954,0.0004092704424510632,-0.0005125999450683594,512,0.308349609375,0.9831108450889587,0.04268400033470243,-0.026955443958286196,-43.48195290565491,0.2,-0.013732247054576874,1223.0,-2.1501806923076923
1817,17408,34,9,0.01925219,0.0004092704424510632,0.005843400955200195,528,0.24169921875,0.9825844168663025,0.0021202887801337056,-0.02601852809311822,-43.40832602977753,0.2,-0.03813645616173744,1223.0,-2.143596571428571
1816,17920,35,9,0.020587778,0.0004092704424510632,0.00030666589736938477,544,0.262451171875,0.9831895232200623,0.06329228868708014,-0.027375557903724257,-43.423075795173645,0.2,-0.009190518409013748,1223.0,-2.143596571428571
1818,18432,36,10,0.0150283575,0.0004092704424510632,0.0051195621490478516,560,0.201904296875,0.9838983416557312,0.0017325993794656824,-0.021153117224457674,-43.44025230407715,0.2,-0.01190587691962719,1223.0,-2.1366761999999997
1818,18944,37,10,0.017843027,0.0004092704424510632,0.00036650896072387695,576,0.2218017578125,0.9843526482582092,0.0671008579665795,-0.025644843728514388,-43.465378284454346,0.2,-0.005969718098640442,1223.0,-2.1366761999999997
