train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,train/n_updates,time/total_timesteps,train/ent_coef_loss,time/fps
0.01941293105483055,0.9848537445068359,-4.8701715000000005,459,-122.60089874267578,1223.0,4,0.0008459126528049375,4791,4892,-157.48495483398438,10
0.0012162154307588935,17.795900344848633,-3.9301302499999995,930,-128.07379150390625,1223.0,8,0.0008459126528049375,9683,9784,17.909116744995117,10
0.0010143604595214128,6.421347618103027,-3.230787,1403,-119.31768798828125,1223.0,12,0.0008459126528049375,14575,14676,-25.125144958496094,10
0.001989382319152355,6.996757984161377,-2.8181081875,1877,-108.87530517578125,1223.0,16,0.0008459126528049375,19467,19568,-35.810237884521484,10
0.0008001387468539178,1.2386778593063354,-2.5599329,2343,-105.71965789794922,1223.0,20,0.0008459126528049375,24359,24460,56.36335754394531,10
0.000667321146465838,6.378626346588135,-2.3795514166666667,420,-98.30677032470703,1223.0,24,0.0008459126528049375,29251,29352,-60.92827606201172,10
0.0006324462592601776,8.504618644714355,-2.26204075,900,-97.470458984375,1223.0,28,0.0008459126528049375,34143,34244,-9.084957122802734,10
0.0005330746644176543,1.1946221590042114,-2.17042053125,1378,-95.93639373779297,1223.0,32,0.0008459126528049375,39035,39136,51.34577560424805,10
0.0010767115745693445,4.791797161102295,-2.097721055555555,1856,-69.70994567871094,1223.0,36,0.0008459126528049375,43927,44028,20.182483673095703,10
0.0008963060681708157,8.189960479736328,-2.0548916000000004,2332,-47.721519470214844,1223.0,40,0.0008459126528049375,48819,48920,-46.771934509277344,10
0.000654747651424259,7.056873321533203,-2.013030340909091,370,-41.08348846435547,1223.0,44,0.0008459126528049375,53711,53812,-34.358482360839844,10
0.00042136534466408193,1.8814823627471924,-1.9517816666666665,841,-39.041343688964844,1223.0,48,0.0008459126528049375,58603,58704,-23.177143096923828,10
0.00046880653826519847,2.5426175594329834,-1.9267596153846154,1304,-36.97909164428711,1223.0,52,0.0008459126528049375,63495,63596,10.047079086303711,10
