time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/value_loss,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,train/std,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,4193,0,,,,,,,,,,,,,
2,1024,1904,0,0.17577461290056817,0.2,-0.03951397704076953,-0.21541213989257812,16,0.024251886,0.3172607421875,-44.0285370349884,0.0004092704424510632,1.0032693147659302,-0.04896622151136398,,
3,1536,1615,0,0.004542734015558381,0.2,-0.030106136400718242,0.007317900657653809,32,0.017006684,0.244140625,-44.11355781555176,0.0004092704424510632,1.0046604871749878,-0.04124223068356514,-2.925812,1257.0
4,2048,1504,1,0.014862379961414263,0.2,-0.03039105312200263,0.005684912204742432,48,0.01967458,0.3095703125,-44.155552983284,0.0004092704424510632,1.006662130355835,-0.033825330436229706,-2.925812,1257.0
5,2560,1442,1,0.0069407669943757355,0.2,-0.028328895685262978,0.02876734733581543,64,0.020620156,0.286376953125,-44.20355021953583,0.0004092704424510632,1.0072028636932373,-0.03341417387127876,-2.961547,1257.0
6,3072,1408,2,0.00837982322263997,0.2,-0.025390555761987343,0.013873636722564697,80,0.019864447,0.27783203125,-44.217926144599915,0.0004092704424510632,1.0080256462097168,-0.03501496464014053,-2.961547,1257.0
7,3584,1385,2,0.014818534516962245,0.2,-0.019956115604145452,0.015590250492095947,96,0.015382846,0.25244140625,-44.231313586235046,0.0004092704424510632,1.0078814029693604,-0.020206190645694733,-2.961547,1257.0
8,4096,1366,2,0.005473858822369948,0.2,-0.02944515782292001,-0.00026977062225341797,112,0.017021686,0.282958984375,-44.21553707122803,0.0004092704424510632,1.0070821046829224,-0.02817218005657196,-2.9946403333333333,1257.0
9,4608,1353,3,0.01115995725558605,0.2,-0.022745043970644474,0.015819787979125977,128,0.019683788,0.2618408203125,-44.19216430187225,0.0004092704424510632,1.0065569877624512,-0.02452814020216465,-2.9946403333333333,1257.0
10,5120,1342,3,0.00187163850023353,0.2,-0.020859161886619404,0.03604602813720703,144,0.013694499,0.2119140625,-44.18271887302399,0.0004092704424510632,1.0064629316329956,-0.03443963825702667,-2.9700445,1257.0
11,5632,1334,4,0.00534674123628065,0.2,-0.023868351330747828,-0.011331319808959961,160,0.017563213,0.2442626953125,-44.18286490440369,0.0004092704424510632,1.0066378116607666,-0.035740092396736145,-2.9700445,1257.0
12,6144,1325,4,0.009675236215116456,0.2,-0.031832922890316695,0.01246345043182373,176,0.020631794,0.2640380859375,-44.18203616142273,0.0004092704424510632,1.006551742553711,-0.03777274861931801,-2.9700445,1257.0
13,6656,1319,5,0.00554289374849759,0.2,-0.026335828282753937,-0.00029289722442626953,192,0.014161635,0.233154296875,-44.1618674993515,0.0004092704424510632,1.004848599433899,-0.032851699739694595,-2.9580846000000003,1257.0
14,7168,1314,5,0.02493130136281252,0.2,-0.035288177663460374,0.002951979637145996,208,0.03285923,0.3736572265625,-44.1170437335968,0.0004092704424510632,1.0044482946395874,-0.047899242490530014,-2.9580846000000003,1257.0
15,7680,1309,5,0.003422467616474023,0.2,-0.03030823684821371,-0.012902021408081055,224,0.01657933,0.2413330078125,-44.107667088508606,0.0004092704424510632,1.004224181175232,-0.031835801899433136,-2.9703206666666664,1257.0
16,8192,1304,6,0.02298565296223387,0.2,-0.0269760848605074,0.0005241632461547852,240,0.021118958,0.2489013671875,-44.06462383270264,0.0004092704424510632,1.0011558532714844,-0.0287095308303833,-2.9703206666666664,1257.0
17,8704,1301,6,0.011498888168716803,0.2,-0.02558922237949446,0.004754126071929932,256,0.018511016,0.2403564453125,-43.967543959617615,0.0004092704424510632,0.9990662336349487,-0.03031942993402481,-2.9703206666666664,1257.0
18,9216,1297,7,0.006118050623626914,0.2,-0.01946006406797096,-0.00043213367462158203,272,0.014214296,0.188720703125,-43.96452581882477,0.0004092704424510632,1.0014234781265259,-0.025622736662626266,-2.9802202857142857,1257.0
19,9728,1294,7,0.061995164724066854,0.2,-0.030819148407317698,0.0014186501502990723,288,0.03425689,0.3153076171875,-44.014021158218384,0.0004092704424510632,1.000581979751587,-0.012471165508031845,-2.9802202857142857,1257.0
20,10240,1290,7,0.004069653317856137,0.2,-0.02495821876800619,-0.022171497344970703,304,0.01610261,0.2095947265625,-43.979079484939575,0.0004092704424510632,1.0005061626434326,-0.0371134877204895,-2.994525125,1257.0
21,10752,1288,8,0.056786258588545024,0.2,-0.026894060865743086,0.0013074874877929688,320,0.021177128,0.236572265625,-43.97162735462189,0.0004092704424510632,0.9991305470466614,-0.016162585467100143,-2.994525125,1257.0
22,11264,1286,8,0.0088558775751153,0.2,-0.026586720705381595,0.035638272762298584,336,0.027697396,0.2542724609375,-43.93602681159973,0.0004092704424510632,0.9989991784095764,-0.035345762968063354,-2.994525125,1257.0
23,11776,1283,9,0.005001485005777795,0.2,-0.019444438235950656,-0.003612041473388672,352,0.015156408,0.1787109375,-43.942896604537964,0.0004092704424510632,0.9991068243980408,-0.015169660560786724,-2.9932275555555554,1257.0
24,12288,1281,9,0.09716669749468565,0.2,-0.028237017744686455,0.000923454761505127,368,0.03251048,0.2547607421875,-43.92825365066528,0.0004092704424510632,0.9978578090667725,0.009266890585422516,-2.9932275555555554,1257.0
25,12800,1280,9,0.006903331697685644,0.2,-0.027557309542316943,-0.004729628562927246,384,0.015873812,0.235595703125,-43.882814049720764,0.0004092704424510632,0.9968321919441223,-0.04224413260817528,-3.0195383,1257.0
26,13312,1278,10,0.10789433936588466,0.2,-0.02323783209430985,0.0011475086212158203,400,0.014048064,0.2144775390625,-43.86208379268646,0.0004092704424510632,0.9963355660438538,0.02534196525812149,-3.0195383,1257.0
27,13824,1277,10,0.01195056113647297,0.2,-0.025359609484439716,0.02395486831665039,416,0.027390698,0.281005859375,-43.858238220214844,0.0004092704424510632,0.9969038963317871,-0.03326968476176262,-3.0195383,1257.0
28,14336,1275,11,0.005631693464238197,0.2,-0.02869035809999332,0.0053795576095581055,432,0.017720535,0.258544921875,-43.84754490852356,0.0004092704424510632,0.9948519468307495,-0.042148131877183914,-3.022970454545454,1257.0
29,14848,1275,11,0.027500166761456057,0.2,-0.02279448248737026,0.0007416009902954102,448,0.015704721,0.243896484375,-43.800408601760864,0.0004092704424510632,0.9951738715171814,-0.022573167458176613,-3.022970454545454,1257.0
30,15360,1273,12,0.005487967595399823,0.2,-0.023007617637631483,-2.181529998779297e-05,464,0.015183944,0.2340087890625,-43.80491602420807,0.0004092704424510632,0.9939148426055908,-0.030543962493538857,-3.0306104166666663,1257.0
31,15872,1273,12,0.1608520019799471,0.2,-0.02991085966641549,0.0008121728897094727,480,0.017253272,0.245849609375,-43.754047989845276,0.0004092704424510632,0.9927704334259033,0.029412399977445602,-3.0306104166666663,1257.0
32,16384,1272,12,0.007253566262079403,0.2,-0.023658322446863167,0.017932534217834473,496,0.030880503,0.28515625,-43.755613565444946,0.0004092704424510632,0.9941051006317139,-0.03174085170030594,-3.034392307692307,1257.0
33,16896,1271,13,0.16925005591474473,0.2,-0.024279239994939417,0.001647651195526123,512,0.016911823,0.244873046875,-43.78718340396881,0.0004092704424510632,0.9944941401481628,0.04625321924686432,-3.034392307692307,1257.0
