time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/value_loss,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,train/std,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,4186,0,,,,,,,,,,,,,
2,1024,1914,0,0.09574287131545134,0.2,-0.034639907971723005,-0.05178380012512207,16,0.024355737,0.3270263671875,-44.012513875961304,0.0004092704424510632,1.0017040967941284,-0.029355376958847046,,
3,1536,1624,0,0.004369098038296215,0.2,-0.029614991311973426,-0.022629737854003906,32,0.01659801,0.2513427734375,-44.02789843082428,0.0004092704424510632,1.0004702806472778,-0.041754018515348434,-3.1729,1257.0
4,2048,1502,1,0.0770922729279846,0.2,-0.03069616499124095,-0.0018815994262695312,48,0.023575112,0.3394775390625,-43.96324169635773,0.0004092704424510632,0.9981827139854431,0.006498502567410469,-3.1729,1257.0
5,2560,1439,1,0.008174313814379275,0.2,-0.029886279837228358,-0.009259343147277832,64,0.028092008,0.35400390625,-43.92120313644409,0.0004092704424510632,0.9979485273361206,-0.028116675093770027,-3.1369705,1257.0
6,3072,1405,2,0.09177024732343853,0.2,-0.022423939837608486,-0.00024509429931640625,80,0.019213786,0.286865234375,-43.91554808616638,0.0004092704424510632,0.9975429773330688,0.013627726584672928,-3.1369705,1257.0
7,3584,1380,2,0.011443893861724064,0.2,-0.032612127892207354,0.01317286491394043,96,0.023665052,0.3006591796875,-43.91204106807709,0.0004092704424510632,0.9982222318649292,-0.03684328868985176,-3.1369705,1257.0
8,4096,1363,3,0.00541419808723731,0.2,-0.021772739732114132,-0.003664851188659668,112,0.013860907,0.201171875,-43.91030180454254,0.0004092704424510632,0.9966164827346802,-0.03070189245045185,-3.1562666666666668,1257.0
9,4608,1348,3,0.1294879054185003,0.2,-0.027788068196969107,0.0015866756439208984,128,0.01757871,0.27490234375,-43.842432737350464,0.0004092704424510632,0.994607150554657,0.0205942802131176,-3.1562666666666668,1257.0
10,5120,1338,3,0.0020575969028868712,0.2,-0.028298660239670426,-0.07000553607940674,144,0.018344378,0.269287109375,-43.810994029045105,0.0004092704424510632,0.995055615901947,-0.0572592057287693,-3.1058885,1257.0
11,5632,1331,4,0.12066895421594381,0.2,-0.025940194333088584,0.002971351146697998,160,0.017544914,0.2335205078125,-43.78766942024231,0.0004092704424510632,0.9923567175865173,0.017811093479394913,-3.1058885,1257.0
