time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/value_loss,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,train/std,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
11,5632,1311,4,0.040292766119819134,0.2,-0.028065087062714156,0.0013056397438049316,160,0.019346293,0.3084716796875,-44.02438223361969,0.0004092704424510632,1.0012661218643188,-0.011302806437015533,-3.0291365,1257.0
12,6144,1306,4,0.010213658810243942,0.2,-0.027222979158977978,-0.0005552768707275391,176,0.018689726,0.2730712890625,-44.00390005111694,0.0004092704424510632,1.0005543231964111,-0.04201596975326538,-3.0291365,1257.0
13,6656,1301,5,0.005331543768988922,0.2,-0.027014167862944305,0.003504633903503418,192,0.020979293,0.28271484375,-43.98929274082184,0.0004092704424510632,1.000688076019287,-0.04566529393196106,-3.0333546,1257.0
14,7168,1297,5,0.0799679656047374,0.2,-0.025613790570787387,0.0028992891311645508,208,0.022515532,0.2821044921875,-43.98822641372681,0.0004092704424510632,0.9994099736213684,0.014439098536968231,-3.0333546,1257.0
15,7680,1293,5,0.003243698680307716,0.2,-0.029986937137437053,-0.05564701557159424,224,0.021149883,0.259765625,-43.95421504974365,0.0004092704424510632,0.9997638463973999,-0.029939070343971252,-3.0219986666666667,1257.0
16,8192,1290,6,0.07123225077521056,0.2,-0.025451367429923266,0.010868430137634277,240,0.015467946,0.24609375,-43.95722794532776,0.0004092704424510632,0.9986752271652222,-0.0046265460550785065,-3.0219986666666667,1257.0
17,8704,1286,6,0.013366989092901349,0.2,-0.023238144727656618,0.0571628212928772,256,0.023754004,0.235107421875,-43.905579686164856,0.0004092704424510632,0.9968090057373047,-0.03516606241464615,-3.0219986666666667,1257.0
18,9216,1283,7,0.005552346017793752,0.2,-0.025427238942938857,-0.02642989158630371,272,0.016573925,0.24560546875,-43.857905626297,0.0004092704424510632,0.9959669709205627,-0.02410883642733097,-3.0438805714285713,1257.0
19,9728,1281,7,0.12379818456247449,0.2,-0.02664101567643229,0.0021170973777770996,288,0.022530291,0.2528076171875,-43.85335457324982,0.0004092704424510632,0.9966073036193848,0.03799019008874893,-3.0438805714285713,1257.0
20,10240,1280,7,0.006443013749958482,0.2,-0.018911624738393584,-0.578633189201355,304,0.01573328,0.18310546875,-43.874629497528076,0.0004092704424510632,0.9970531463623047,-0.038349807262420654,-3.04578875,1257.0
21,10752,1278,8,0.09257576381787658,0.2,-0.03246297815348953,0.0826156735420227,320,0.030534344,0.3106689453125,-43.875847578048706,0.0004092704424510632,0.996484637260437,-0.0030352212488651276,-3.04578875,1257.0
22,11264,1276,8,0.017057329358067364,0.2,-0.024660974682774395,0.0393221378326416,336,0.018005095,0.20166015625,-43.849711298942566,0.0004092704424510632,0.9958845973014832,-0.03050116077065468,-3.04578875,1257.0
23,11776,1276,9,0.0049927392828976735,0.2,-0.020868315317784436,-0.005387783050537109,352,0.01507603,0.1943359375,-43.819122433662415,0.0004092704424510632,0.9941971302032471,-0.02905121073126793,-3.0305136666666663,1257.0
24,12288,1275,9,0.11926305713132024,0.2,-0.027028482261812314,0.014127731323242188,368,0.027054481,0.302978515625,-43.788766741752625,0.0004092704424510632,0.9947485327720642,0.012445088475942612,-3.0305136666666663,1257.0
25,12800,1274,10,0.008340535321622156,0.2,-0.036478356341831386,-2.0359904766082764,384,0.021110043,0.2713623046875,-43.796536326408386,0.0004092704424510632,0.9936589598655701,-0.0462871789932251,-3.0337501999999996,1257.0
26,13312,1272,10,0.1314757140353322,0.2,-0.027541327326616738,0.009348034858703613,400,0.026497468,0.276123046875,-43.76384460926056,0.0004092704424510632,0.993343710899353,0.018793292343616486,-3.0337501999999996,1257.0
27,13824,1271,10,0.023625827976502478,0.2,-0.02084950468270108,0.215573251247406,416,0.020360004,0.239501953125,-43.76215708255768,0.0004092704424510632,0.9931243062019348,-0.01635829173028469,-3.0337501999999996,1257.0
28,14336,1271,11,0.014847682788968086,0.2,-0.030065096128964797,0.1896522045135498,432,0.018961351,0.2532958984375,-43.73508858680725,0.0004092704424510632,0.9918553829193115,-0.03929673507809639,-3.0208812727272725,1257.0
29,14848,1269,11,0.02359680095105432,0.2,-0.019986700368463062,0.18391549587249756,448,0.019044317,0.2161865234375,-43.71680271625519,0.0004092704424510632,0.9924911260604858,-0.018639439716935158,-3.0208812727272725,1257.0
30,15360,1269,12,0.00918632718094159,0.2,-0.025370694260345772,-0.23518311977386475,464,0.017343577,0.214111328125,-43.75600457191467,0.0004092704424510632,0.9942958950996399,-0.03127477690577507,-3.012367583333333,1257.0
31,15872,1268,12,0.11352841556072235,0.2,-0.02702765718277078,0.09960263967514038,480,0.025631988,0.25927734375,-43.80361771583557,0.0004092704424510632,0.9951199293136597,0.004269629716873169,-3.012367583333333,1257.0
32,16384,1268,12,0.013272374984808266,0.2,-0.02388321328908205,0.21211665868759155,496,0.02004182,0.2593994140625,-43.8461834192276,0.0004092704424510632,0.9977846741676331,-0.022959154099225998,-3.0136149230769225,1257.0
33,16896,1267,13,0.11649944842793047,0.2,-0.020421354711288586,0.3409561514854431,512,0.017677952,0.21240234375,-43.90635895729065,0.0004092704424510632,0.9979807734489441,0.021255960687994957,-3.0136149230769225,1257.0
34,17408,1266,13,0.01713858256698586,0.2,-0.022990171564742923,-0.14774620532989502,528,0.02030991,0.219970703125,-43.90961253643036,0.0004092704424510632,0.9990042448043823,-0.03121091052889824,-3.0136149230769225,1257.0
35,17920,1265,14,0.004350203482317738,0.2,-0.02597791729203891,-0.32966148853302,544,0.014988923,0.2659912109375,-43.95262336730957,0.0004092704424510632,1.0004768371582031,-0.033385973423719406,-3.0153631428571424,1257.0
36,18432,1265,14,0.13264679396525025,0.2,-0.02127348631620407,0.04036194086074829,560,0.022458853,0.2633056640625,-44.00165355205536,0.0004092704424510632,1.0019633769989014,0.018402129411697388,-3.0153631428571424,1257.0
37,18944,1264,14,0.00558720606204588,0.2,-0.023217901907628402,-0.5044289827346802,576,0.015987866,0.247802734375,-44.024354696273804,0.0004092704424510632,1.0019142627716064,-0.04012241214513779,-3.0158863999999994,1257.0
38,19456,1264,15,0.12536262953653932,0.2,-0.019999236421426758,0.3920367956161499,592,0.023711085,0.20166015625,-44.01081991195679,0.0004092704424510632,1.001389741897583,0.039424650371074677,-3.0158863999999994,1257.0
39,19968,1264,15,0.01883803791133687,0.2,-0.030378847688552924,-0.045716047286987305,608,0.027086414,0.29296875,-44.007359743118286,0.0004092704424510632,1.0018305778503418,-0.03676973283290863,-3.0158863999999994,1257.0
40,20480,1263,16,0.006408143861335702,0.2,-0.03152617822343018,-0.18066835403442383,624,0.018483011,0.263671875,-44.00225615501404,0.0004092704424510632,1.0007061958312988,-0.046686090528964996,-3.0150327500000005,1257.0
41,20992,1263,16,0.1561302882619202,0.2,-0.02508303421200253,0.07546144723892212,640,0.021482337,0.2335205078125,-43.9801789522171,0.0004092704424510632,1.00128972530365,0.021838225424289703,-3.0150327500000005,1257.0
42,21504,1260,17,0.008090351890132297,0.2,-0.025025349255884066,-2.823640823364258,656,0.01359285,0.18994140625,-44.008641839027405,0.0004092704424510632,1.001886248588562,-0.032203637063503265,-3.008633588235295,1257.0
43,22016,1260,17,0.17961234087124467,0.2,-0.0242323633574415,0.08851128816604614,672,0.021364106,0.2120361328125,-44.012149810791016,0.0004092704424510632,1.001766324043274,0.02405828982591629,-3.008633588235295,1257.0
44,22528,1259,17,0.015191827929811552,0.2,-0.02556043335061986,0.048374176025390625,688,0.018344425,0.25634765625,-43.970383048057556,0.0004092704424510632,0.9989444017410278,-0.0338766910135746,-3.008633588235295,1257.0
45,23040,1258,18,0.01025240654416848,0.2,-0.029322344867978245,-0.4470559358596802,704,0.018809192,0.2452392578125,-43.88939690589905,0.0004092704424510632,0.9975167512893677,-0.03369608893990517,-2.999991833333334,1257.0
46,23552,1258,18,0.16472736187279224,0.2,-0.024932486849138513,0.12642782926559448,720,0.01913353,0.1790771484375,-43.868154525756836,0.0004092704424510632,0.9972681403160095,0.003572791814804077,-2.999991833333334,1257.0
47,24064,1258,19,0.010597921849694103,0.2,-0.022752014338038862,-2.134901285171509,736,0.016049746,0.2176513671875,-43.85521864891052,0.0004092704424510632,0.9966912865638733,-0.01688164286315441,-2.990746631578948,1257.0
48,24576,1256,19,0.17066268203780055,0.2,-0.022333785891532898,0.19588977098464966,752,0.024292208,0.2083740234375,-43.835947036743164,0.0004092704424510632,0.9960562586784363,0.03603394329547882,-2.990746631578948,1257.0
49,25088,1256,19,0.018595288915093988,0.2,-0.02575596995302476,0.22700411081314087,768,0.018554263,0.2547607421875,-43.814348101615906,0.0004092704424510632,0.9954220652580261,-0.02772088162600994,-2.990746631578948,1257.0
50,25600,1256,20,0.02312380337389186,0.2,-0.022648954443866387,-0.12074625492095947,784,0.014177963,0.198974609375,-43.81078386306763,0.0004092704424510632,0.9954375624656677,-0.020404556766152382,-2.981696500000001,1257.0
51,26112,1256,20,0.09290113428141922,0.2,-0.026394622982479632,0.5431714653968811,800,0.027984142,0.239501953125,-43.803277373313904,0.0004092704424510632,0.9946183562278748,0.0013461578637361526,-2.981696500000001,1257.0
52,26624,1256,21,0.022449766111094505,0.2,-0.020799930091015995,-2.5114080905914307,816,0.013207383,0.192626953125,-43.792673110961914,0.0004092704424510632,0.9959654211997986,-0.03207244351506233,-2.984613666666667,1257.0
53,27136,1256,21,0.14377600117586553,0.2,-0.020729074676637538,0.36599618196487427,832,0.016593665,0.158935546875,-43.83294975757599,0.0004092704424510632,0.9962324500083923,0.011581677943468094,-2.984613666666667,1257.0
54,27648,1256,22,0.03023016022052616,0.2,-0.026324630351155065,0.4617575407028198,848,0.019763391,0.23583984375,-43.81056296825409,0.0004092704424510632,0.9951171875,-0.03344124183058739,-2.984613666666667,1257.0
55,28160,1256,22,0.09092306043021381,0.2,-0.026646066806279123,0.5660263299942017,864,0.019776408,0.2421875,-43.7973370552063,0.0004092704424510632,0.9955823421478271,0.006021086126565933,-2.989675636363637,1257.0
56,28672,1256,22,0.03327897854615003,0.2,-0.024487946735462174,0.6950966119766235,880,0.023218924,0.2366943359375,-43.810059666633606,0.0004092704424510632,0.9954792261123657,-0.02469622902572155,-2.989675636363637,1257.0
57,29184,1256,23,0.019403487036470324,0.2,-0.02659847192990128,-1.203385353088379,896,0.017517785,0.2308349609375,-43.81361794471741,0.0004092704424510632,0.9964050650596619,-0.018048159778118134,-2.993363739130435,1257.0
58,29696,1256,23,0.1231601252220571,0.2,-0.016056297259638086,0.20188391208648682,912,0.016443558,0.117919921875,-43.83974874019623,0.0004092704424510632,0.9967121481895447,-0.006448682397603989,-2.993363739130435,1257.0
59,30208,1256,24,0.012203025704366155,0.2,-0.031625440635252744,0.1260257363319397,928,0.021193061,0.2698974609375,-43.842061281204224,0.0004092704424510632,0.9967788457870483,-0.04053612798452377,-2.9907269999999997,1257.0
60,30720,1256,24,0.13480155332945287,0.2,-0.019328884649439715,0.5927229523658752,944,0.018315367,0.129150390625,-43.82734727859497,0.0004092704424510632,0.9955537915229797,0.022323794662952423,-2.9907269999999997,1257.0
61,31232,1256,24,0.015179170295596123,0.2,-0.020394899358507246,-0.36221611499786377,960,0.014659218,0.1839599609375,-43.81266975402832,0.0004092704424510632,0.9966015815734863,-0.026427891105413437,-2.9907269999999997,1257.0
62,31744,1255,25,0.005443525173177477,0.2,-0.029545224708272144,-0.2575927972793579,976,0.022539781,0.2802734375,-43.816681027412415,0.0004092704424510632,0.9949194192886353,-0.05099868029356003,-2.98654164,1257.0
63,32256,1256,25,0.2131599618587643,0.2,-0.016331866092514247,0.1276848316192627,992,0.010776177,0.0792236328125,-43.76063549518585,0.0004092704424510632,0.9936990141868591,0.009040184319019318,-2.98654164,1257.0
64,32768,1255,26,0.016881232004379854,0.2,-0.029740936297457665,0.16994869709014893,1008,0.019774653,0.2550048828125,-43.72490727901459,0.0004092704424510632,0.9924231171607971,-0.014944249764084816,-2.987665615384615,1257.0
65,33280,1256,26,0.22003082325682044,0.2,-0.018222571612568572,0.6449233889579773,1024,0.021199036,0.129150390625,-43.69535183906555,0.0004092704424510632,0.9922717213630676,0.09914884716272354,-2.987665615384615,1257.0
66,33792,1255,26,0.029144865402486175,0.2,-0.022306848186417483,-0.362942099571228,1040,0.015152169,0.200927734375,-43.66106390953064,0.0004092704424510632,0.9892528057098389,-0.0169895701110363,-2.987665615384615,1257.0
67,34304,1255,27,0.01168321885052137,0.2,-0.024805994049529545,-0.8342808485031128,1056,0.017162642,0.2381591796875,-43.59779357910156,0.0004092704424510632,0.9899634718894958,-0.039287127554416656,-2.988845222222222,1257.0
68,34816,1255,27,0.1871530895587057,0.2,-0.017373261012835428,0.16501224040985107,1072,0.013633588,0.0968017578125,-43.63629674911499,0.0004092704424510632,0.9905185103416443,0.0058628953993320465,-2.988845222222222,1257.0
69,35328,1255,28,0.014880674832966179,0.2,-0.026862159138545394,-1.6472480297088623,1088,0.020572482,0.2359619140625,-43.63410747051239,0.0004092704424510632,0.9903405904769897,-0.031839970499277115,-2.9934315,1257.0
70,35840,1255,28,0.26636364590376616,0.2,-0.016010304345400073,0.522427499294281,1104,0.01378846,0.0809326171875,-43.63274610042572,0.0004092704424510632,0.9905658960342407,0.10990778356790543,-2.9934315,1257.0
71,36352,1255,28,0.024320384254679084,0.2,-0.02297382478718646,-0.03628504276275635,1120,0.01627912,0.2127685546875,-43.65178179740906,0.0004092704424510632,0.9917111396789551,-0.02080122008919716,-2.9934315,1257.0
72,36864,1255,29,0.03285149880684912,0.2,-0.024942976742750034,-0.2149367332458496,1136,0.015765026,0.2178955078125,-43.66333043575287,0.0004092704424510632,0.99075847864151,-0.02691332995891571,-2.9883584482758616,1257.0
73,37376,1255,29,0.11909386445768178,0.2,-0.021368409084971063,0.6687519550323486,1152,0.020619068,0.1614990234375,-43.61555588245392,0.0004092704424510632,0.9889866709709167,0.008380785584449768,-2.9883584482758616,1257.0
74,37888,1255,30,0.033630633377470076,0.2,-0.0255828911322169,-1.31052827835083,1168,0.018028706,0.2264404296875,-43.572311758995056,0.0004092704424510632,0.9885368943214417,-0.031368616968393326,-2.977315633333333,1257.0
75,38400,1255,30,0.1644511444028467,0.2,-0.013999679882545024,0.7259948253631592,1184,0.011501066,0.0975341796875,-43.569738149642944,0.0004092704424510632,0.9883903861045837,0.03184977173805237,-2.977315633333333,1257.0
76,38912,1255,30,0.037065618205815554,0.2,-0.021554344770265743,0.2997381091117859,1200,0.014089301,0.1968994140625,-43.542062282562256,0.0004092704424510632,0.9868027567863464,-0.012182138860225677,-2.977315633333333,1257.0
77,39424,1255,31,0.08345233276486397,0.2,-0.017454711720347404,0.36160165071487427,1216,0.014633914,0.163330078125,-43.511603236198425,0.0004092704424510632,0.9869920611381531,0.021322982385754585,-2.972649387096774,1257.0
78,39936,1255,31,0.08130800584331155,0.2,-0.02427308529149741,0.8092837333679199,1232,0.02648038,0.2274169921875,-43.51995050907135,0.0004092704424510632,0.9864478707313538,-0.009357588365674019,-2.972649387096774,1257.0
79,40448,1255,32,0.03661413409281522,0.2,-0.024311015600687824,-2.0447211265563965,1248,0.017302535,0.2186279296875,-43.50228250026703,0.0004092704424510632,0.9866127371788025,-0.023259146139025688,-2.97020421875,1257.0
80,40960,1255,32,0.15963485778775066,0.2,-0.01199991705652792,0.10913431644439697,1264,0.013716893,0.10302734375,-43.51087927818298,0.0004092704424510632,0.9865427613258362,0.012396281585097313,-2.97020421875,1257.0
81,41472,1255,33,0.01581027905922383,0.2,-0.028135936532635242,0.18354618549346924,1280,0.016612679,0.27197265625,-43.49360501766205,0.0004092704424510632,0.9858734011650085,-0.026889126747846603,-2.97020421875,1257.0
82,41984,1255,33,0.09745738632045686,0.2,-0.02497700258390978,0.6769516468048096,1296,0.02203774,0.1893310546875,-43.4753212928772,0.0004092704424510632,0.9853484034538269,0.00587153434753418,-2.9687989090909093,1257.0
83,42496,1255,33,0.03585571306757629,0.2,-0.020491778042924125,0.8179031014442444,1312,0.017136551,0.2237548828125,-43.46899938583374,0.0004092704424510632,0.9857224822044373,-0.01126192882657051,-2.9687989090909093,1257.0
84,43008,1255,34,0.022290603432338685,0.2,-0.022744555957615376,-1.428966999053955,1328,0.015781153,0.2117919921875,-43.494646310806274,0.0004092704424510632,0.9868206977844238,-0.011483290232717991,-2.9693792352941175,1257.0
85,43520,1255,34,0.17958669969812036,0.2,-0.022179422681801952,0.23643839359283447,1344,0.014078163,0.1439208984375,-43.520058393478394,0.0004092704424510632,0.9875698685646057,-0.0019695349037647247,-2.9693792352941175,1257.0
86,44032,1255,35,0.010933815385214984,0.2,-0.023359107988653705,0.2763632535934448,1360,0.018291071,0.226806640625,-43.566702485084534,0.0004092704424510632,0.9901040196418762,-0.017082447186112404,-2.971041857142857,1257.0
87,44544,1255,35,0.18348462786525488,0.2,-0.013522195033147,0.6538596153259277,1376,0.01274663,0.076416015625,-43.629215717315674,0.0004092704424510632,0.9907708168029785,0.03621053695678711,-2.971041857142857,1257.0
88,45056,1255,35,0.014321138354716823,0.2,-0.02422635017137509,-0.32162439823150635,1392,0.019120075,0.242431640625,-43.64615345001221,0.0004092704424510632,0.9921302795410156,-0.028985846787691116,-2.971041857142857,1257.0
89,45568,1255,36,0.005139893575687893,0.2,-0.026058144896524027,-0.019693732261657715,1408,0.01860512,0.2271728515625,-43.69483518600464,0.0004092704424510632,0.9933815002441406,-0.04240221530199051,-2.972559222222222,1257.0
90,46080,1255,36,0.34289108822122216,0.2,-0.010756024828879163,0.04184365272521973,1424,0.006921664,0.133544921875,-43.704882979393005,0.0004092704424510632,0.9932262301445007,0.025451142340898514,-2.972559222222222,1257.0
91,46592,1255,37,0.008698598088813014,0.2,-0.032882449915632606,-0.3185659646987915,1440,0.022077918,0.299560546875,-43.71466624736786,0.0004092704424510632,0.9947006702423096,-0.03385695442557335,-2.9665538918918917,1257.0
92,47104,1255,37,0.3795106462202966,0.2,-0.02133338013663888,0.19739311933517456,1456,0.017212618,0.14013671875,-43.74303758144379,0.0004092704424510632,0.9946383833885193,0.040945813059806824,-2.9665538918918917,1257.0
93,47616,1255,37,0.024991029174998403,0.2,-0.021383610815973952,-0.006200551986694336,1472,0.014535306,0.230224609375,-43.72962236404419,0.0004092704424510632,0.9941360950469971,-0.019579101353883743,-2.9665538918918917,1257.0
94,48128,1255,38,0.022031211061403155,0.2,-0.023603129942785017,-0.6375888586044312,1488,0.016600039,0.2220458984375,-43.700769543647766,0.0004092704424510632,0.9922944903373718,-0.031866271048784256,-2.964793078947368,1257.0
95,48640,1255,38,0.2405207937117666,0.2,-0.01769869115378242,0.33987605571746826,1504,0.016293243,0.081298828125,-43.65178823471069,0.0004092704424510632,0.9914449453353882,-0.0013386737555265427,-2.964793078947368,1257.0
96,49152,1256,39,0.013055198825895786,0.2,-0.0324801912647672,-1.569159984588623,1520,0.025670666,0.3070068359375,-43.6352756023407,0.0004092704424510632,0.9912101030349731,-0.044352270662784576,-2.9646505128205125,1257.0
97,49664,1256,39,0.28449944662861526,0.2,-0.00968128391832579,0.2642238140106201,1536,0.009732127,0.0516357421875,-43.62967622280121,0.0004092704424510632,0.9910712838172913,0.04373398423194885,-2.9646505128205125,1257.0
98,50176,1256,39,0.01686278689885512,0.2,-0.025444832383072935,-0.08873593807220459,1552,0.016285822,0.2366943359375,-43.59419310092926,0.0004092704424510632,0.9886705875396729,-0.032268770039081573,-2.9646505128205125,1257.0
99,50688,1256,40,0.014441545848967507,0.2,-0.025331083685159683,0.0831267237663269,1568,0.016492447,0.23583984375,-43.53431010246277,0.0004092704424510632,0.988649308681488,-0.02774285525083542,-2.9655917,1257.0
100,51200,1256,40,0.27125357440672815,0.2,-0.01095627159520518,0.5579569339752197,1584,0.011093974,0.105712890625,-43.55475449562073,0.0004092704424510632,0.9894635677337646,0.036338455975055695,-2.9655917,1257.0
101,51712,1256,41,0.019455780769931152,0.2,-0.026272863324265927,-2.0342953205108643,1600,0.019141234,0.2327880859375,-43.555002093315125,0.0004092704424510632,0.9883803129196167,-0.03966308385133743,-2.9648708536585366,1257.0
102,52224,1257,41,0.25321644684299827,0.2,-0.013188740362238605,0.5348778963088989,1616,0.013720332,0.091552734375,-43.516356229782104,0.0004092704424510632,0.9876701831817627,0.032290562987327576,-2.9648708536585366,1257.0
103,52736,1257,41,0.02781029202742502,0.2,-0.02532315975986421,0.308585524559021,1632,0.016880222,0.239501953125,-43.46695649623871,0.0004092704424510632,0.9848859310150146,-0.026247859001159668,-2.9648708536585366,1257.0
104,53248,1257,42,0.09004452545195818,0.2,-0.02186216667178087,0.502619206905365,1648,0.01754334,0.2423095703125,-43.384098410606384,0.0004092704424510632,0.9833412170410156,0.010005678981542587,-2.9653858809523808,1257.0
105,53760,1257,42,0.12713450635783374,0.2,-0.01826592709403485,0.8491238355636597,1664,0.020841453,0.1956787109375,-43.34496212005615,0.0004092704424510632,0.9817672371864319,-0.0012680552899837494,-2.9653858809523808,1257.0
106,54272,1257,43,0.04448726470582187,0.2,-0.02029411330295261,-2.703613042831421,1680,0.014952963,0.1986083984375,-43.30219316482544,0.0004092704424510632,0.9814372062683105,-0.013082901015877724,-2.967870930232558,1257.0
107,54784,1257,43,0.4539097771048546,0.2,-0.01716918428428471,0.18955940008163452,1696,0.011142545,0.0947265625,-43.3074676990509,0.0004092704424510632,0.981696605682373,0.020974572747945786,-2.967870930232558,1257.0
108,55296,1257,43,0.02684798528207466,0.2,-0.019615914556197822,0.47663623094558716,1712,0.013282597,0.1795654296875,-43.32477653026581,0.0004092704424510632,0.9826164245605469,-0.02119346335530281,-2.967870930232558,1257.0
109,55808,1257,44,0.33229392394423485,0.2,-0.012870675782323815,0.749336838722229,1728,0.011200145,0.06884765625,-43.3455685377121,0.0004092704424510632,0.9831131100654602,0.08542691916227341,-2.960979113636363,1257.0
110,56320,1257,44,0.03835469105979428,0.2,-0.020819876837776974,0.9323828816413879,1744,0.014069077,0.2105712890625,-43.35210561752319,0.0004092704424510632,0.9826326966285706,-0.0058972761034965515,-2.960979113636363,1257.0
111,56832,1257,45,0.05307199154049158,0.2,-0.02184808606398292,-0.7438883781433105,1760,0.015386105,0.2059326171875,-43.359766602516174,0.0004092704424510632,0.9845917820930481,-0.011864228174090385,-2.958278577777777,1257.0
112,57344,1257,45,0.2952746800146997,0.2,-0.0164767692622263,0.3238829970359802,1776,0.012569572,0.0809326171875,-43.41842424869537,0.0004092704424510632,0.9852452278137207,0.0259489044547081,-2.958278577777777,1257.0
113,57856,1257,46,0.01134727313183248,0.2,-0.027003477182006463,0.024227797985076904,1792,0.016546838,0.2515869140625,-43.4352343082428,0.0004092704424510632,0.9865535497665405,-0.031668007373809814,-2.9524656956521733,1257.0
114,58368,1257,46,0.3066188865341246,0.2,-0.011567208319320343,0.6998396515846252,1808,0.012681051,0.0899658203125,-43.4694846868515,0.0004092704424510632,0.9869239926338196,0.08083246648311615,-2.9524656956521733,1257.0
115,58880,1257,46,0.015120341267902404,0.2,-0.02733689357410185,-0.5622067451477051,1824,0.013884074,0.2320556640625,-43.46636354923248,0.0004092704424510632,0.9866383671760559,-0.041998449712991714,-2.9524656956521733,1257.0
116,59392,1257,47,0.006757932496839203,0.2,-0.024693574858247302,-0.23129117488861084,1840,0.01478095,0.230712890625,-43.45255208015442,0.0004092704424510632,0.9866688251495361,-0.037166059017181396,-2.950644617021276,1257.0
117,59904,1257,47,0.405158594250679,0.2,-0.014428728492930532,0.22555500268936157,1856,0.013893804,0.084716796875,-43.45431590080261,0.0004092704424510632,0.9867042899131775,0.022347312420606613,-2.950644617021276,1257.0
118,60416,1257,48,0.006259712114115246,0.2,-0.026155122177442536,-1.1259822845458984,1872,0.017888073,0.250732421875,-43.44123303890228,0.0004092704424510632,0.9857192039489746,-0.03477907180786133,-2.9526978958333334,1257.0
119,60928,1257,48,0.648879449814558,0.2,-0.015451580009539612,0.11496567726135254,1888,0.009409365,0.043212890625,-43.41678500175476,0.0004092704424510632,0.9853485822677612,0.1332295536994934,-2.9526978958333334,1257.0
120,61440,1257,48,0.014399880834389478,0.2,-0.02543641481315717,0.009969055652618408,1904,0.017909307,0.250732421875,-43.39684474468231,0.0004092704424510632,0.9840205907821655,-0.032804228365421295,-2.9526978958333334,1257.0
121,61952,1257,49,0.010737151344073936,0.2,-0.02746388054220006,-0.03481566905975342,1920,0.021806452,0.278076171875,-43.360678911209106,0.0004092704424510632,0.9838950634002686,-0.030921030789613724,-2.951028265306123,1257.0
122,62464,1257,49,0.5604732963256538,0.2,-0.010551180646871217,0.28471118211746216,1936,0.010296844,0.0546875,-43.36570334434509,0.0004092704424510632,0.9840582609176636,0.07709205895662308,-2.951028265306123,1257.0
123,62976,1257,50,0.02296220403513871,0.2,-0.024356402456760406,-1.3602573871612549,1952,0.025550678,0.2476806640625,-43.35540962219238,0.0004092704424510632,0.983576238155365,-0.0347587913274765,-2.9509973400000002,1257.0
124,63488,1258,50,0.5518898228183389,0.2,-0.012379385603708215,0.6328589916229248,1968,0.010502778,0.040771484375,-43.34387493133545,0.0004092704424510632,0.9834889769554138,0.12219247967004776,-2.9509973400000002,1257.0
125,64000,1258,50,0.025188210420310497,0.2,-0.030955498456023633,0.15200603008270264,1984,0.01837663,0.300048828125,-43.342541575431824,0.0004092704424510632,0.9833081960678101,-0.04055704176425934,-2.9509973400000002,1257.0
