time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/std,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/clip_range,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
1304,14,7168,5,0.01581871,0.991403341293335,-43.700252413749695,-0.02451786957681179,0.09666299819946289,208,0.2,0.2161865234375,0.0031343175505753607,-0.025635379148297943,0.0004092704424510632,1223.0,-2.3335257999999994
1299,15,7680,5,0.016137738,0.9916284084320068,-43.71611487865448,-0.030648123472929,0.08150047063827515,224,0.2,0.2440185546875,0.0024535690899938345,-0.027171229259693064,0.0004092704424510632,1223.0,-2.3058634999999996
1297,16,8192,6,0.014024936,0.9902834296226501,-43.69607496261597,-0.012927170842885971,0.04073458909988403,240,0.2,0.2108154296875,0.05113281402736902,-0.024783668020972982,0.0004092704424510632,1223.0,-2.3058634999999996
1293,17,8704,6,0.012471482,0.9899266958236694,-43.659390687942505,-0.014403320848941803,-0.5789855718612671,256,0.2,0.182373046875,0.004551665526378201,-0.01910817476164084,0.0004092704424510632,1223.0,-2.2922895714285714
1291,18,9216,7,0.015816573,0.9885751008987427,-43.63954830169678,-0.018699495121836662,0.03982245922088623,272,0.2,0.19091796875,0.04996179055888206,-0.021525865333387628,0.0004092704424510632,1223.0,-2.2922895714285714
1288,19,9728,7,0.022181336,0.9872147440910339,-43.5892550945282,-0.02754601463675499,0.018833279609680176,288,0.2,0.239501953125,0.004304816939111333,-0.025609197618905455,0.0004092704424510632,1223.0,-2.2922895714285714
1286,20,10240,7,0.016854124,0.9874793887138367,-43.56819415092468,-0.018090980127453804,0.15550464391708374,304,0.2,0.2078857421875,0.00288998995165457,-0.021181246818741783,0.0004092704424510632,1223.0,-2.30557325
1284,21,10752,8,0.018846199,0.9876218438148499,-43.57830739021301,-0.007923373952507973,0.05661284923553467,320,0.2,0.2174072265625,0.04083528707269579,-0.02147067297482863,0.0004092704424510632,1223.0,-2.30557325
1283,22,11264,8,0.014896775,0.9883373975753784,-43.58867049217224,-0.03421669453382492,-2.4497880935668945,336,0.2,0.1776123046875,0.014442798041272908,-0.022423246933612972,0.0004092704424510632,1223.0,-2.307589
1283,23,11776,9,0.019970607,0.9860079288482666,-43.571412205696106,-0.017384881153702736,0.03268015384674072,352,0.2,0.209716796875,0.05742452997947112,-0.024893347988836467,0.0004092704424510632,1223.0,-2.307589
1281,24,12288,9,0.02226385,0.9863123297691345,-43.51891767978668,-0.037668660283088684,-1.1594281196594238,368,0.2,0.2386474609375,0.006778965107514523,-0.026675595909182448,0.0004092704424510632,1223.0,-2.2994674
1281,25,12800,9,0.022860248,0.9860785603523254,-43.53636860847473,-0.019549818709492683,0.05732548236846924,384,0.2,0.26904296875,0.0631044398760423,-0.028707047196803614,0.0004092704424510632,1223.0,-2.2994674
1279,26,13312,10,0.022993375,0.985516369342804,-43.51839780807495,-0.024331141263246536,-0.13514339923858643,400,0.2,0.2205810546875,0.00696322726435028,-0.022379358793841675,0.0004092704424510632,1223.0,-2.2994674
1278,27,13824,10,0.014780216,0.9828301668167114,-43.474016070365906,-0.025644643232226372,0.011807262897491455,416,0.2,0.197265625,0.002531059260945767,-0.021070345108455513,0.0004092704424510632,1223.0,-2.2883007272727274
1277,28,14336,11,0.023265675,0.9837379455566406,-43.430912375450134,-0.018052931874990463,0.027442455291748047,432,0.2,0.23583984375,0.08097510563675314,-0.025659840626758523,0.0004092704424510632,1223.0,-2.2883007272727274
1276,29,14848,11,0.020013098,0.9850762486457825,-43.47520136833191,-0.036668434739112854,-1.623767614364624,448,0.2,0.22265625,0.005166245267901104,-0.027382178690459114,0.0004092704424510632,1223.0,-2.2873626666666667
1275,30,15360,12,0.028096132,0.9849426746368408,-43.49580693244934,0.004519656300544739,0.021559417247772217,464,0.2,0.2589111328125,0.10028764081653208,-0.022975088708335534,0.0004092704424510632,1223.0,-2.2873626666666667
1274,31,15872,12,0.021268375,0.9858501553535461,-43.49782347679138,-0.034356847405433655,-0.33646106719970703,480,0.2,0.260986328125,0.0038645209569949657,-0.02837450242077466,0.0004092704424510632,1223.0,-2.2873626666666667
1273,32,16384,12,0.014141578,0.9870303273200989,-43.535839676856995,-0.01926402375102043,0.4407869577407837,496,0.2,0.1767578125,0.004946181863488164,-0.019192043095245026,0.0004092704424510632,1223.0,-2.273810461538462
1272,33,16896,13,0.026978552,0.9859659671783447,-43.541696429252625,-0.007499976083636284,0.25152379274368286,512,0.2,0.2364501953125,0.06082789704669267,-0.019989351960248314,0.0004092704424510632,1223.0,-2.273810461538462
1271,34,17408,13,0.014649879,0.9887910485267639,-43.55095160007477,-0.04919133335351944,-4.406938076019287,528,0.2,0.20166015625,0.006496063819213305,-0.022756020916858688,0.0004092704424510632,1223.0,-2.2646192142857147
1270,35,17920,14,0.021190692,0.9898680448532104,-43.63517224788666,0.013701047748327255,0.02663511037826538,544,0.2,0.2100830078125,0.11932369892019778,-0.02061962871812284,0.0004092704424510632,1223.0,-2.2646192142857147
1269,36,18432,14,0.02243229,0.9893747568130493,-43.634718894958496,-0.036543406546115875,-2.1497573852539062,560,0.2,0.2393798828125,0.0070583812848781236,-0.027153986127814278,0.0004092704424510632,1223.0,-2.2716525333333335
1268,37,18944,14,0.017975476,0.9900457859039307,-43.63418734073639,0.013564638793468475,0.06640183925628662,576,0.2,0.208984375,0.1236292696557939,-0.022486605070298538,0.0004092704424510632,1223.0,-2.2716525333333335
1268,38,19456,15,0.016206091,0.9893718957901001,-43.63963711261749,-0.016542652621865273,-1.6278362274169922,592,0.2,0.1817626953125,0.005041559896199033,-0.018008499697316438,0.0004092704424510632,1223.0,-2.2716525333333335
1267,39,19968,15,0.022654533,0.9893783926963806,-43.62094736099243,-0.046517513692379,0.00036150217056274414,608,0.2,0.2637939453125,0.0029879301036999095,-0.027804091485450044,0.0004092704424510632,1223.0,-2.274593125
1267,40,20480,16,0.0177553,0.9893043637275696,-43.62616968154907,0.024530678987503052,0.06073963642120361,624,0.2,0.19873046875,0.1319687373470515,-0.017159471040940844,0.0004092704424510632,1223.0,-2.274593125
1266,41,20992,16,0.021270953,0.9899243712425232,-43.63250386714935,-0.035362813621759415,-4.6662211418151855,640,0.2,0.260986328125,0.008853981067659333,-0.029786510043777525,0.0004092704424510632,1223.0,-2.2747929411764707
1266,42,21504,16,0.016904186,0.9899318218231201,-43.647154211997986,0.022326525300741196,0.03347569704055786,656,0.2,0.2342529296875,0.15038924268446863,-0.024367902558878995,0.0004092704424510632,1223.0,-2.2747929411764707
1266,43,22016,17,0.014335746,0.9899356365203857,-43.6462345123291,-0.029854735359549522,-0.8285051584243774,672,0.2,0.189453125,0.008754866939852946,-0.02002880780491978,0.0004092704424510632,1223.0,-2.270715166666667
1265,44,22528,17,0.020500679,0.9899854063987732,-43.64457380771637,0.02629552036523819,0.34127509593963623,688,0.2,0.1748046875,0.1612679627723992,-0.021019413194153458,0.0004092704424510632,1223.0,-2.270715166666667
1264,45,23040,18,0.015887097,0.9910303950309753,-43.655091643333435,-0.03322331979870796,-0.8850760459899902,704,0.2,0.184326171875,0.00774014498165343,-0.020394945226144046,0.0004092704424510632,1223.0,-2.270715166666667
1264,46,23552,18,0.024424845,0.9906773567199707,-43.669668197631836,-0.04573138430714607,0.016274452209472656,720,0.2,0.2701416015625,0.0028936971466464456,-0.0294025260664057,0.0004092704424510632,1223.0,-2.265596368421053
1263,47,24064,19,0.015748557,0.9898728132247925,-43.648062229156494,0.01703810691833496,0.06173509359359741,736,0.2,0.1474609375,0.18929583998396993,-0.020153896359261125,0.0004092704424510632,1223.0,-2.265596368421053
1263,48,24576,19,0.01265863,0.9894832372665405,-43.62402963638306,-0.01960279420018196,-1.672408103942871,752,0.2,0.117919921875,0.03257497149752453,-0.015580357168801129,0.0004092704424510632,1223.0,-2.2657779000000007
1262,49,25088,19,0.020745276,0.9895237684249878,-43.61860167980194,0.008186887949705124,0.1126832365989685,768,0.2,0.1810302734375,0.16519751050509512,-0.02004063906497322,0.0004092704424510632,1223.0,-2.2657779000000007
1261,50,25600,20,0.017943915,0.9896098971366882,-43.618903398513794,-0.0290356632322073,-1.2116529941558838,784,0.2,0.1990966796875,0.02021458512172103,-0.022816657467046753,0.0004092704424510632,1223.0,-2.2657779000000007
1261,51,26112,20,0.01836791,0.9896007776260376,-43.62266957759857,-0.03945552185177803,-0.5351717472076416,800,0.2,0.2313232421875,0.0030915264469513204,-0.030134880915284157,0.0004092704424510632,1223.0,-2.268254952380953
1260,52,26624,21,0.02172075,0.9896141290664673,-43.61888909339905,-0.000884227454662323,0.10350459814071655,816,0.2,0.1650390625,0.13640126306563616,-0.023419495599227957,0.0004092704424510632,1223.0,-2.268254952380953
1260,53,27136,21,0.01812319,0.98941969871521,-43.614991784095764,-0.03659398481249809,-5.060811996459961,832,0.2,0.2003173828125,0.032588982867309824,-0.023705561863607727,0.0004092704424510632,1223.0,-2.270062636363637
1260,54,27648,21,0.02367431,0.9900737404823303,-43.622289419174194,0.0030470099300146103,0.04085606336593628,848,0.2,0.2645263671875,0.13622495834715664,-0.02247747931687627,0.0004092704424510632,1223.0,-2.270062636363637
1259,55,28160,22,0.016934134,0.9883419275283813,-43.6134889125824,-0.03419158235192299,-1.655735969543457,864,0.2,0.22998046875,0.009978859379771166,-0.027865811964147724,0.0004092704424510632,1223.0,-2.270067826086957
1259,56,28672,22,0.017050084,0.9872789978981018,-43.55822157859802,0.007764514535665512,0.25499457120895386,880,0.2,0.1043701171875,0.1389576660003513,-0.01674688429920934,0.0004092704424510632,1223.0,-2.270067826086957
1259,57,29184,23,0.016843462,0.9873397350311279,-43.54520869255066,-0.024323582649230957,-0.8522015810012817,896,0.2,0.2105712890625,0.007058079660055228,-0.022332851978717372,0.0004092704424510632,1223.0,-2.270067826086957
1259,58,29696,23,0.012998695,0.9870071411132812,-43.54281258583069,-0.045359931886196136,-0.16622543334960938,912,0.2,0.2037353515625,0.0025062860004254617,-0.022955333755817264,0.0004092704424510632,1223.0,-2.2653738333333333
1258,59,30208,23,0.016848806,0.9867626428604126,-43.53103828430176,0.027235805988311768,0.1177871823310852,928,0.2,0.1507568359375,0.16947699012234807,-0.01975334485177882,0.0004092704424510632,1223.0,-2.2653738333333333
1258,60,30720,24,0.014214285,0.9860201478004456,-43.517515659332275,-0.02334577962756157,-3.435342311859131,944,0.2,0.1790771484375,0.011812969314632937,-0.0173558529058937,0.0004092704424510632,1223.0,-2.26795364
1258,61,31232,24,0.014028458,0.9846705198287964,-43.484295129776,0.036341771483421326,0.06371581554412842,960,0.2,0.183349609375,0.16069777635857463,-0.020216372824506834,0.0004092704424510632,1223.0,-2.26795364
1258,62,31744,25,0.024218531,0.9850502610206604,-43.45742642879486,-0.031652893871068954,-0.3554844856262207,976,0.2,0.2738037109375,0.013822187262121588,-0.0289853856083937,0.0004092704424510632,1223.0,-2.26795364
1258,63,32256,25,0.01485603,0.984319806098938,-43.46259081363678,-0.02369287796318531,-0.02733170986175537,992,0.2,0.236083984375,0.012600544898305088,-0.026082199517986737,0.0004092704424510632,1223.0,-2.2627427692307696
1258,64,32768,26,0.022162274,0.9843634963035583,-43.44468915462494,0.013980686664581299,0.32809650897979736,1008,0.2,0.1378173828125,0.09948281443212181,-0.019637531688204035,0.0004092704424510632,1223.0,-2.2627427692307696
1258,65,33280,26,0.016919222,0.9868751764297485,-43.47970700263977,-0.01799706742167473,-4.671689510345459,1024,0.2,0.1864013671875,0.01844996545696631,-0.022194850753294304,0.0004092704424510632,1223.0,-2.261620666666667
1258,66,33792,26,0.023298122,0.9863752722740173,-43.527087330818176,0.09233091026544571,0.016907095909118652,1040,0.2,0.2408447265625,0.2386555860284716,-0.024323371471837163,0.0004092704424510632,1223.0,-2.261620666666667
1258,67,34304,27,0.017383644,0.9867997169494629,-43.51314914226532,-0.02873058058321476,-2.100210666656494,1056,0.2,0.2064208984375,0.03123422578210011,-0.026413701969431713,0.0004092704424510632,1223.0,-2.261122035714286
1257,68,34816,27,0.014961768,0.9875178933143616,-43.535409569740295,0.004812911152839661,0.23299407958984375,1072,0.2,0.14111328125,0.11874817381612957,-0.018667732598260045,0.0004092704424510632,1223.0,-2.261122035714286
1257,69,35328,28,0.0145141,0.9870647192001343,-43.541619062423706,-0.028995750471949577,-1.2776648998260498,1088,0.2,0.2060546875,0.004247901539201848,-0.022420449589844793,0.0004092704424510632,1223.0,-2.261122035714286
1257,70,35840,28,0.0185568,0.9852948784828186,-43.50423860549927,-0.034885305911302567,-0.007356882095336914,1104,0.2,0.2398681640625,0.0027207838611502666,-0.02885976614197716,0.0004092704424510632,1223.0,-2.262260206896552
1257,71,36352,28,0.016860563,0.9853397011756897,-43.46941292285919,0.03466363251209259,0.08293229341506958,1120,0.2,0.1553955078125,0.15734175429679453,-0.021652138559147716,0.0004092704424510632,1223.0,-2.262260206896552
1257,72,36864,29,0.0148603115,0.9839016795158386,-43.45583260059357,-0.01892889477312565,-3.865870475769043,1136,0.2,0.2041015625,0.028275073040276766,-0.022148595307953656,0.0004092704424510632,1223.0,-2.2622792
1257,73,37376,29,0.017756633,0.9836486577987671,-43.42100286483765,0.020853770896792412,0.04250568151473999,1152,0.2,0.2509765625,0.15429567033424973,-0.015801007946720347,0.0004092704424510632,1223.0,-2.2622792
1257,74,37888,30,0.013722187,0.9850078821182251,-43.437586545944214,-0.027567144483327866,-1.6418378353118896,1168,0.2,0.1968994140625,0.01628908113343641,-0.02309507744939765,0.0004092704424510632,1223.0,-2.2622792
1257,75,38400,30,0.02037222,0.9844689965248108,-43.45725107192993,-0.03020668588578701,0.540000855922699,1184,0.2,0.233154296875,0.016606496210442856,-0.024470787669997662,0.0004092704424510632,1223.0,-2.263153129032258
1257,76,38912,30,0.030503556,0.9836739301681519,-43.42610585689545,-0.02675766870379448,0.5310866236686707,1200,0.2,0.227294921875,0.05279980576597154,-0.02325975426356308,0.0004092704424510632,1223.0,-2.263153129032258
1257,77,39424,31,0.018000681,0.9839450120925903,-43.41350185871124,-0.040293339639902115,-5.119101524353027,1216,0.2,0.21826171875,0.013891758586396463,-0.024436687352135777,0.0004092704424510632,1223.0,-2.2652854375
1257,78,39936,31,0.018279478,0.983462929725647,-43.414523243904114,-0.005429957062005997,0.041613757610321045,1232,0.2,0.2490234375,0.13676542416214943,-0.02073012363689486,0.0004092704424510632,1223.0,-2.2652854375
1257,79,40448,32,0.018825695,0.9838458895683289,-43.408130288124084,-0.029156528413295746,-1.7943906784057617,1248,0.2,0.21142578125,0.010145987631403841,-0.019982959238404874,0.0004092704424510632,1223.0,-2.268148030303031
1257,80,40960,32,0.023443684,0.9841625094413757,-43.42187035083771,0.016218863427639008,0.24014770984649658,1264,0.2,0.158935546875,0.14247605577111244,-0.023277839354705065,0.0004092704424510632,1223.0,-2.268148030303031
1257,81,41472,32,0.018511306,0.9848771095275879,-43.434181690216064,-0.04420871660113335,-0.9034204483032227,1280,0.2,0.26220703125,0.0028899362514493987,-0.028240686224307865,0.0004092704424510632,1223.0,-2.268148030303031
1257,82,41984,33,0.014739018,0.9856446385383606,-43.4563148021698,-0.019535720348358154,0.018991827964782715,1296,0.2,0.2099609375,0.0024953466636361554,-0.020734117628308013,0.0004092704424510632,1223.0,-2.268296470588236
1256,83,42496,33,0.018471494,0.985227644443512,-43.46257734298706,0.036328256130218506,0.0673869252204895,1312,0.2,0.229248046875,0.18162301124539226,-0.021893571261898614,0.0004092704424510632,1223.0,-2.268296470588236
1256,84,43008,34,0.016505226,0.9846556782722473,-43.44631564617157,-0.02586650662124157,-6.199078559875488,1328,0.2,0.1759033203125,0.03878283785888925,-0.02098596496944083,0.0004092704424510632,1223.0,-2.270051371428572
1256,85,43520,34,0.021949008,0.984402060508728,-43.43560039997101,0.009766744449734688,0.04669666290283203,1344,0.2,0.2264404296875,0.15142043097876012,-0.019735967740416527,0.0004092704424510632,1223.0,-2.270051371428572
1256,86,44032,35,0.01424205,0.9825699329376221,-43.41189694404602,-0.03432990238070488,-0.821397066116333,1360,0.2,0.196533203125,0.018001977703534067,-0.024421023088507354,0.0004092704424510632,1223.0,-2.271661166666667
1256,87,44544,35,0.01636183,0.9823616147041321,-43.373541831970215,0.03024027869105339,0.5882143974304199,1376,0.2,0.1866455078125,0.11916967178694904,-0.019947256179875694,0.0004092704424510632,1223.0,-2.271661166666667
1256,88,45056,35,0.016311152,0.9814854860305786,-43.36185824871063,-0.03328904137015343,-0.7422016859054565,1392,0.2,0.220703125,0.007462026856956072,-0.021168183608097024,0.0004092704424510632,1223.0,-2.271661166666667
1256,89,45568,36,0.021994721,0.9815812706947327,-43.346778869628906,-0.039099808782339096,-0.09072661399841309,1408,0.2,0.2640380859375,0.0026695444066717755,-0.030839856917737052,0.0004092704424510632,1223.0,-2.2703964054054055
1256,90,46080,36,0.014259837,0.9813868999481201,-43.35372042655945,0.011971723288297653,0.1768714189529419,1424,0.2,0.11767578125,0.12413977563846856,-0.0167781184281921,0.0004092704424510632,1223.0,-2.2703964054054055
1256,91,46592,37,0.024546474,0.9821242094039917,-43.35178339481354,-0.023523565381765366,-2.5617892742156982,1440,0.2,0.263427734375,0.012804252153728157,-0.025592477148165926,0.0004092704424510632,1223.0,-2.274195263157895
1256,92,47104,37,0.0196588,0.9822209477424622,-43.377750396728516,0.0023480169475078583,0.16728359460830688,1456,0.2,0.1680908203125,0.13833611784502864,-0.02280306929606013,0.0004092704424510632,1223.0,-2.274195263157895
1256,93,47616,37,0.015861366,0.9816957712173462,-43.36844086647034,-0.01588500663638115,-0.7248586416244507,1472,0.2,0.197265625,0.010988838082994334,-0.021719824493629858,0.0004092704424510632,1223.0,-2.274195263157895
1255,94,48128,38,0.022116814,0.9817256331443787,-43.35374057292938,-0.028445513918995857,-0.5573848485946655,1488,0.2,0.2362060546875,0.004407778287713882,-0.023720260098343715,0.0004092704424510632,1223.0,-2.272954230769231
1255,95,48640,38,0.019471291,0.9810211062431335,-43.34973478317261,-0.01789776235818863,0.17959409952163696,1504,0.2,0.1614990234375,0.14649672398809344,-0.022385335149010643,0.0004092704424510632,1223.0,-2.272954230769231
1255,96,49152,39,0.018414706,0.9800381064414978,-43.3170907497406,-0.012895431369543076,-5.884938716888428,1520,0.2,0.188720703125,0.012927806383231655,-0.021534792089369148,0.0004092704424510632,1223.0,-2.270552275
1255,97,49664,39,0.02343649,0.9796942472457886,-43.29330790042877,-0.004005342721939087,0.03596305847167969,1536,0.2,0.2205810546875,0.19927602401003242,-0.022516710072522983,0.0004092704424510632,1223.0,-2.270552275
1255,98,50176,39,0.016717665,0.9805013537406921,-43.29759097099304,-0.04334050789475441,-2.0470988750457764,1552,0.2,0.2232666015625,0.018593086366308853,-0.02735220597969601,0.0004092704424510632,1223.0,-2.2691919512195122
1255,99,50688,40,0.016055558,0.9809437990188599,-43.32292294502258,0.022611621767282486,0.2807687520980835,1568,0.2,0.130859375,0.16137725138105452,-0.018583323209895752,0.0004092704424510632,1223.0,-2.2691919512195122
1255,100,51200,40,0.019834865,0.9815794825553894,-43.33262538909912,-0.044491320848464966,-1.5251991748809814,1584,0.2,0.2955322265625,0.006828113822848536,-0.0310066303354688,0.0004092704424510632,1223.0,-2.2691919512195122
1255,101,51712,41,0.015511187,0.9805320501327515,-43.33425152301788,-0.039728593081235886,-0.010804295539855957,1600,0.2,0.19921875,0.003178615457727574,-0.025172230321913958,0.0004092704424510632,1223.0,-2.2695325476190473
1255,102,52224,41,0.015323361,0.9795730113983154,-43.293339014053345,-0.0026556625962257385,0.1754131317138672,1616,0.2,0.1165771484375,0.17422477202489972,-0.015931199668557383,0.0004092704424510632,1223.0,-2.2695325476190473
1255,103,52736,42,0.01873381,0.9798272252082825,-43.28174602985382,-0.044401414692401886,-4.736420154571533,1632,0.2,0.2025146484375,0.013823144501657225,-0.021439994336105883,0.0004092704424510632,1223.0,-2.269503255813953
1255,104,53248,42,0.015766278,0.9798335433006287,-43.294379472732544,0.03566313534975052,0.08134514093399048,1648,0.2,0.109619140625,0.24460641015321016,-0.015316636890929658,0.0004092704424510632,1223.0,-2.269503255813953
1255,105,53760,42,0.022009023,0.9801968932151794,-43.298208117485046,-0.02832535281777382,0.09582161903381348,1664,0.2,0.2774658203125,0.04246095078997314,-0.029829794948454946,0.0004092704424510632,1223.0,-2.269503255813953
1255,106,54272,43,0.019154463,0.9811842441558838,-43.317235469818115,-0.011727068573236465,-0.18854951858520508,1680,0.2,0.232177734375,0.047842199564911425,-0.02599514208122855,0.0004092704424510632,1223.0,-2.2696067499999995
1255,107,54784,43,0.022669815,0.9809200167655945,-43.33953285217285,-0.006747035309672356,0.7200745344161987,1696,0.2,0.1553955078125,0.07550967251881957,-0.020247995533281937,0.0004092704424510632,1223.0,-2.2696067499999995
1255,108,55296,44,0.026447821,0.9805526733398438,-43.317098736763,-0.02909640222787857,-5.260951995849609,1712,0.2,0.253662109375,0.023509401100454852,-0.027441843878477812,0.0004092704424510632,1223.0,-2.269837844444444
1255,109,55808,44,0.033565655,0.9813600778579712,-43.32484316825867,0.015222575515508652,0.030048072338104248,1728,0.2,0.272705078125,0.19480800442397594,-0.028586416330654174,0.0004092704424510632,1223.0,-2.269837844444444
1255,110,56320,44,0.019330775,0.9807342886924744,-43.33301603794098,-0.04125787690281868,-1.2534184455871582,1744,0.2,0.2579345703125,0.006563052171259187,-0.031925089249853045,0.0004092704424510632,1223.0,-2.2677234347826083
1255,111,56832,45,0.021656826,0.9800774455070496,-43.310205936431885,0.016615785658359528,0.1988142728805542,1760,0.2,0.1204833984375,0.1840373515151441,-0.01814626407576725,0.0004092704424510632,1223.0,-2.2677234347826083
1255,112,57344,45,0.014632092,0.9797690510749817,-43.29394209384918,-0.03350912779569626,-0.5906879901885986,1776,0.2,0.221435546875,0.005083747884782497,-0.0282620097277686,0.0004092704424510632,1223.0,-2.2677234347826083
1255,113,57856,46,0.017125499,0.9784306287765503,-43.27300953865051,-0.03717324510216713,-0.0330660343170166,1792,0.2,0.248779296875,0.0022956574139243457,-0.027462280733743683,0.0004092704424510632,1223.0,-2.267250872340425
1255,114,58368,46,0.017487623,0.9768474102020264,-43.223883390426636,-0.005102671682834625,0.13950049877166748,1808,0.2,0.1416015625,0.19550106348469853,-0.02574923874635715,0.0004092704424510632,1223.0,-2.267250872340425
1255,115,58880,46,0.026507318,0.9756409525871277,-43.1753009557724,-0.03272390738129616,-4.403647422790527,1824,0.2,0.2740478515625,0.016249496664386243,-0.028719378140522167,0.0004092704424510632,1223.0,-2.2671731041666665
1255,116,59392,47,0.014758512,0.9758850932121277,-43.15779912471771,0.03111075982451439,0.07573473453521729,1840,0.2,0.1092529296875,0.260152923874557,-0.01631963647378143,0.0004092704424510632,1223.0,-2.2671731041666665
1255,117,59904,47,0.017030124,0.9732599854469299,-43.13374602794647,-0.03094365820288658,-1.3297584056854248,1856,0.2,0.2271728515625,0.011600920464843512,-0.024865071536623873,0.0004092704424510632,1223.0,-2.2671731041666665
1255,118,60416,48,0.03244093,0.9735130667686462,-43.07000255584717,-0.039644595235586166,0.5982974767684937,1872,0.2,0.3037109375,0.01841265449183993,-0.032762326882220805,0.0004092704424510632,1223.0,-2.265666306122449
1255,119,60928,48,0.026718447,0.9731776118278503,-43.09068143367767,-0.004157271236181259,0.5095052719116211,1888,0.2,0.213134765625,0.09316727879922837,-0.02382008556742221,0.0004092704424510632,1223.0,-2.265666306122449
1255,120,61440,48,0.025962928,0.9742438793182373,-43.0871878862381,-0.03467031195759773,-6.544933795928955,1904,0.2,0.2777099609375,0.01627332878706511,-0.029272519488586113,0.0004092704424510632,1223.0,-2.26718456
1255,121,61952,49,0.017171755,0.9747565388679504,-43.12404215335846,0.013659711927175522,0.060846149921417236,1920,0.2,0.173095703125,0.23287625471130013,-0.020896659028949216,0.0004092704424510632,1223.0,-2.26718456
1254,122,62464,49,0.01803838,0.9760577082633972,-43.13824272155762,-0.03806176409125328,-1.8451135158538818,1936,0.2,0.25048828125,0.007996649350388907,-0.02656955475686118,0.0004092704424510632,1223.0,-2.2650523529411766
1254,123,62976,50,0.0104554165,0.9765178561210632,-43.17620587348938,0.037632592022418976,0.2961723804473877,1952,0.2,0.0440673828125,0.27540632616728544,-0.01362209017679561,0.0004092704424510632,1223.0,-2.2650523529411766
1254,124,63488,50,0.024706881,0.9775559306144714,-43.1877521276474,-0.0500454418361187,-1.5265183448791504,1968,0.2,0.2926025390625,0.0043722474947571754,-0.036262652109144256,0.0004092704424510632,1223.0,-2.2650523529411766
1254,125,64000,51,0.014715293,0.9777242541313171,-43.212278604507446,-0.028981786221265793,-0.17419612407684326,1984,0.2,0.20654296875,0.0029510386011679657,-0.024391295097302645,0.0004092704424510632,1223.0,-2.2647285576923077
